family,Cells: Phenotypic/Other,General Assays and Safety,Enzymes: Phosphatases,Pathogen: Parasite,Pathogen: Bacteria,Cells: Breast Cancer,Pathogen: Virus,Enzymes: General Metabolism,Cells: Colorectal Cancer,Cells: Lung Cancer,Transporters and Ion Channels,Cells: Cervical Cancer,Proteins: Neurodegeneration,Cells: Melanoma,Enzymes: Inflammatory COX/PG,Cells: Liver Cancer,Enzymes: Tyrosinase,Enzymes: Carbohydrate Metabolism,Enzymes: Kinases,Enzymes: Steroid Metabolism,Proteins: Inflammatory Response,Cells: Hematologic Cancer,Enzymes: Proteases,Enzymes: Lipid Metabolism,Cells: Prostate Cancer,Proteins: Growth Factors,Enzymes: Cholinesterase,Receptors: Nuclear,Proteins: NF-kB/TNF Signaling,Enzymes: CYP450
Dryopteridaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebenaceae,0.2,0.8,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,0,0.5333333333333333,0.06666666666666667,0.26666666666666666,0,0.06666666666666667,0.2,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.2,0.13333333333333333,0.13333333333333333,0,0.06666666666666667,0.06666666666666667
Elaeagnaceae,0.4,1,0.2,0.6,0.4,0,0.4,0.4,0,0,0,0,0.8,0,0.6,0,0.2,0.4,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0.2
Elatinaceae,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0.6666666666666666,0,0.6666666666666666,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333
Ephedraceae,0,1,0.5,1,1,0,0.5,0.5,0,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5
Equisetaceae,0.75,0.75,0,0,0.25,0.25,0.5,0.5,0.25,0,0.75,0,0.75,0.25,0,0,0.5,0.25,0.5,0.5,0.5,0,0.5,0,0,0.25,0,0.25,0,0.25
Ericaceae,0.40476190476190477,0.4523809523809524,0.11904761904761904,0.2857142857142857,0.2857142857142857,0.09523809523809523,0.35714285714285715,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.21428571428571427,0.023809523809523808,0.35714285714285715,0.11904761904761904,0.11904761904761904,0,0.11904761904761904,0.11904761904761904,0.23809523809523808,0.16666666666666666,0.11904761904761904,0.023809523809523808,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.14285714285714285
Eriocaulaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythroxylaceae,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.1111111111111111,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0.4444444444444444,0,0.2222222222222222,0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0,0.3333333333333333,0,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0,0,0.1111111111111111
Eucommiaceae,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Euphorbiaceae,0.40425531914893614,0.48936170212765956,0.1702127659574468,0.2127659574468085,0.2553191489361702,0.10638297872340426,0.2765957446808511,0.19148936170212766,0.14893617021276595,0.14893617021276595,0.23404255319148937,0.02127659574468085,0.2127659574468085,0.10638297872340426,0.14893617021276595,0.02127659574468085,0.06382978723404255,0.0851063829787234,0.1702127659574468,0.19148936170212766,0.1276595744680851,0.0425531914893617,0.19148936170212766,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.10638297872340426,0.10638297872340426,0.0425531914893617,0.0851063829787234
Eupteleaceae,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Fabaceae,0.3298791018998273,0.24006908462867013,0.17098445595854922,0.11398963730569948,0.11226252158894647,0.12435233160621761,0.07772020725388601,0.11398963730569948,0.08635578583765112,0.05872193436960276,0.06390328151986183,0.046632124352331605,0.06563039723661486,0.04835924006908463,0.03281519861830743,0.04317789291882556,0.037996545768566495,0.037996545768566495,0.05181347150259067,0.04835924006908463,0.0535405872193437,0.04145077720207254,0.031088082901554404,0.039723661485319514,0.04145077720207254,0.024179620034542316,0.02072538860103627,0.04145077720207254,0.031088082901554404,0.031088082901554404
Fagaceae,0.19047619047619047,0.6190476190476191,0.09523809523809523,0.42857142857142855,0.23809523809523808,0.09523809523809523,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.047619047619047616,0.19047619047619047,0,0.42857142857142855,0.047619047619047616,0.19047619047619047,0,0.047619047619047616,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.09523809523809523,0,0.047619047619047616,0.047619047619047616
Francoaceae,0.2,0,0,0.2,0,0,0.2,0,0,0.4,0.2,0,0,0.2,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0.2
Gentianaceae,0.25,0.75,0.25,0.5,0.25,0,0.25,0,0,0,0,0,0.75,0,0.5,0,0.25,0.5,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0.25
Geraniaceae,0.3333333333333333,0.75,0.16666666666666666,0.3333333333333333,0.25,0,0.3333333333333333,0.3333333333333333,0,0,0.16666666666666666,0,0.5,0.08333333333333333,0.16666666666666666,0,0.25,0.25,0.16666666666666666,0,0.16666666666666666,0,0.08333333333333333,0,0.08333333333333333,0.16666666666666666,0,0,0,0.08333333333333333
Gesneriaceae,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ginkgoaceae,0.5,0.625,0.125,0.375,0.125,0,0.375,0.25,0,0.125,0.25,0,0.625,0.25,0.5,0,0.375,0.375,0.25,0.125,0.375,0,0.125,0,0.125,0.125,0,0,0,0.25
Gleicheniaceae,0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.5,0.16666666666666666,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666
Gnetaceae,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Grossulariaceae,0.3888888888888889,0.8333333333333334,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.3888888888888889,0.4444444444444444,0.2222222222222222,0.05555555555555555,0.3333333333333333,0,0.5555555555555556,0.05555555555555555,0.2777777777777778,0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.3333333333333333,0.1111111111111111,0.2777777777777778,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666
Haloragaceae,0,0.5,0.5,1,0.5,0,0.5,0.5,1,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0
Hamamelidaceae,0.4,1,0,0.4,0.2,0,0.4,0.4,0,0,0,0,0.6,0,0.4,0,0.2,0.4,0,0,0.2,0,0.2,0,0,0,0,0,0,0
Heliotropiaceae,0.5714285714285714,0.42857142857142855,0,0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,0,0,0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.14285714285714285,0,0.2857142857142857,0,0,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285
Hernandiaceae,0.3333333333333333,1,0,0,0,0,0.3333333333333333,0,0,1,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0
Humiriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hydrangeaceae,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericaceae,0.4,0.65,0.15,0.3,0.4,0.15,0.4,0.4,0.2,0.1,0.35,0,0.4,0.2,0.3,0.05,0.3,0.25,0.35,0.1,0.25,0.15,0.25,0.2,0.3,0.2,0.05,0.05,0.1,0.15
Iridaceae,0.8181818181818182,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0,0.09090909090909091,0.18181818181818182,0.18181818181818182
Juglandaceae,0.3076923076923077,0.7692307692307693,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.3076923076923077,0,0.6153846153846154,0.07692307692307693,0.3076923076923077,0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.15384615384615385,0,0.07692307692307693,0.07692307692307693
Krameriaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamiaceae,0.36,0.34,0.18,0.3,0.2,0.12,0.24,0.22,0.12,0.1,0.3,0.1,0.22,0.14,0.1,0.04,0.08,0.08,0.22,0.18,0.14,0.02,0.2,0.04,0.1,0.08,0.06,0.02,0.04,0.12
Lardizabalaceae,1,1,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,1,0.5,0.5,0,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0
Lauraceae,0.23809523809523808,0.2857142857142857,0.047619047619047616,0.20634920634920634,0.2222222222222222,0.09523809523809523,0.2857142857142857,0.1746031746031746,0.07936507936507936,0.07936507936507936,0.09523809523809523,0,0.19047619047619047,0.06349206349206349,0.09523809523809523,0,0.047619047619047616,0.07936507936507936,0.09523809523809523,0.07936507936507936,0.06349206349206349,0.047619047619047616,0.07936507936507936,0.047619047619047616,0.09523809523809523,0.06349206349206349,0.047619047619047616,0,0.031746031746031744,0.031746031746031744
Lecythidaceae,0.375,0.75,0.25,0.625,0.5,0.125,0.5,0.5,0.25,0.125,0.25,0,0.875,0.125,0.5,0,0.125,0.25,0.5,0.125,0.125,0.125,0.375,0.25,0.375,0.25,0.25,0,0.125,0.125
Loganiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loranthaceae,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0,0.5555555555555556,0.1111111111111111,0.4444444444444444,0,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0,0.1111111111111111,0.1111111111111111
Lycopodiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lythraceae,0.4,0.7,0.15,0.45,0.35,0.3,0.35,0.5,0.15,0.1,0.4,0,0.55,0.15,0.25,0.1,0.05,0.3,0.3,0.25,0.1,0.1,0.2,0.35,0.2,0.15,0.05,0.2,0.15,0.2
Malpighiaceae,0.4,0.8,0.2,0.4,0.2,0,0.4,0.2,0,0,0,0,0.8,0,0.6,0,0.2,0.4,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0.2
Malvaceae,0.3181818181818182,0.7272727272727273,0.09090909090909091,0.3181818181818182,0.36363636363636365,0.13636363636363635,0.2727272727272727,0.3181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0,0.36363636363636365,0.09090909090909091,0.18181818181818182,0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.13636363636363635,0.22727272727272727,0.13636363636363635,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.18181818181818182
Marcgraviaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanthiaceae,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Melastomataceae,0.25,0.25,0,0,0,0.25,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0
Meliaceae,0.5555555555555556,0.4,0.06666666666666667,0.15555555555555556,0.13333333333333333,0.08888888888888889,0.2222222222222222,0.2,0.044444444444444446,0.2222222222222222,0.1111111111111111,0.17777777777777778,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.022222222222222223,0.08888888888888889,0.1111111111111111,0.06666666666666667,0.08888888888888889,0.08888888888888889,0,0.1111111111111111,0.044444444444444446,0.044444444444444446,0,0,0.08888888888888889,0,0.08888888888888889
Menispermaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molluginaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moraceae,0.3583815028901734,0.23121387283236994,0.17341040462427745,0.11560693641618497,0.17341040462427745,0.06358381502890173,0.08670520231213873,0.15028901734104047,0.08092485549132948,0.04046242774566474,0.08670520231213873,0.017341040462427744,0.09826589595375723,0.03468208092485549,0.10404624277456648,0.09826589595375723,0.09826589595375723,0.10404624277456648,0.08092485549132948,0.11560693641618497,0.05202312138728324,0.046242774566473986,0.06358381502890173,0.1329479768786127,0.05202312138728324,0.11560693641618497,0.06936416184971098,0.05202312138728324,0.046242774566473986,0.04046242774566474
Muntingiaceae,0.45454545454545453,0.09090909090909091,0,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.18181818181818182,0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.18181818181818182,0,0.2727272727272727,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0.09090909090909091
Musaceae,0.2,0.8,0.2,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0,0.6,0.06666666666666667,0.26666666666666666,0,0.06666666666666667,0.2,0.4,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.2,0.13333333333333333,0.13333333333333333,0,0.06666666666666667,0.06666666666666667
Myricaceae,0.5,0.375,0,0.375,0.25,0.25,0.625,0.375,0.125,0.125,0.375,0,0.375,0.125,0.25,0,0.25,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0,0.125,0
Myristicaceae,0.55,0.2,0.05,0.4,0.05,0.1,0.2,0.25,0.05,0.1,0.1,0.1,0.1,0.15,0.05,0.05,0.05,0.1,0.05,0.15,0.25,0,0.1,0,0.05,0,0,0,0.15,0.2
Myrtaceae,0.4782608695652174,0.41304347826086957,0.13043478260869565,0.30434782608695654,0.1956521739130435,0.17391304347826086,0.391304347826087,0.2391304347826087,0.15217391304347827,0.08695652173913043,0.30434782608695654,0.021739130434782608,0.2826086956521739,0.08695652173913043,0.15217391304347827,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.1956521739130435,0.1956521739130435,0.15217391304347827,0.043478260869565216,0.15217391304347827,0.08695652173913043,0.15217391304347827,0.10869565217391304,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.17391304347826086
Namaceae,0.5555555555555556,0.3333333333333333,0,0.1111111111111111,0.1111111111111111,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0,0,0.2222222222222222,0.1111111111111111,0,0,0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0,0.3333333333333333,0,0.1111111111111111,0,0,0,0.1111111111111111,0.5555555555555556
Nelumbonaceae,0.25,0.875,0,0.25,0.125,0,0.25,0.25,0,0,0.125,0,0.375,0,0.25,0,0.25,0.25,0.125,0,0.25,0,0.125,0,0,0.125,0,0,0,0.125
Nothofagaceae,1,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyctaginaceae,0.125,0,0,0,0,0,0.125,0,0,0.125,0,0.125,0.375,0.125,0.375,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0
Nymphaeaceae,0.6666666666666666,0.6666666666666666,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0,0,0,0,0.3333333333333333,0,0.3333333333333333
Ochnaceae,0.2,0.3333333333333333,0.06666666666666667,0.4,0.13333333333333333,0.2,0.2,0.2,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
Olacaceae,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0.6666666666666666,0,1,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0.3333333333333333
Oleaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onagraceae,0.25,1,0.25,0.5,0.25,0,0.25,0,0,0,0,0,0.5,0,0.5,0,0.25,0.75,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0.25
Onocleaceae,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophioglossaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchidaceae,0.45,0.5,0.1,0.3,0.2,0.2,0.2,0.2,0.1,0.15,0.35,0,0.25,0.15,0.2,0,0.1,0.15,0.15,0.15,0.25,0,0.15,0,0.15,0.1,0,0.05,0,0.2
Oxalidaceae,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0,1,0.16666666666666666,0.5,0,0,0.16666666666666666,0.5,0.16666666666666666,0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0,0.16666666666666666,0.16666666666666666
Paeoniaceae,0.2,0.8,0.2,0.8,0.4,0,0.6,0.4,0.4,0,0.2,0,0.6,0,0.2,0,0.2,0.4,0.4,0,0.2,0,0.6,0.2,0.2,0.4,0.2,0,0,0
Pandaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papaveraceae,1,0.5,0.5,0,0.5,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5
Paracryphiaceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passifloraceae,0.5,0.25,0.25,0.75,0,0,0.5,0.25,0,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0,0,0,0.25
Paulowniaceae,0.36,0.16,0,0,0.08,0.04,0.6,0.08,0.08,0.04,0.12,0.12,0.04,0.04,0.2,0,0,0.04,0.12,0.12,0.12,0,0.16,0,0.04,0,0.36,0.04,0.04,0.12
Pentaphylacaceae,0.5,1,0.5,1,0.5,0,0.5,0,0,0,0,0,1,0,1,0,0.5,1,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5
Petiveriaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phrymaceae,0.6666666666666666,0.16666666666666666,0,0,0,0,0.5,0,0,0.3333333333333333,0,0.16666666666666666,0,0,0.3333333333333333,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0.5,0,0.16666666666666666,0
Phyllanthaceae,0.4,0.55,0.3,0.3,0.3,0.05,0.35,0.2,0.15,0.05,0.35,0,0.45,0.2,0.25,0,0.1,0.1,0.2,0.2,0.1,0.05,0.25,0.1,0.15,0.1,0.1,0,0.05,0.1
Physenaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phytolaccaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinaceae,0.30612244897959184,0.40816326530612246,0.20408163265306123,0.16326530612244897,0.20408163265306123,0.08163265306122448,0.30612244897959184,0.20408163265306123,0.08163265306122448,0.04081632653061224,0.22448979591836735,0.02040816326530612,0.32653061224489793,0.12244897959183673,0.12244897959183673,0,0.08163265306122448,0.10204081632653061,0.16326530612244897,0.12244897959183673,0.16326530612244897,0.04081632653061224,0.14285714285714285,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.08163265306122448
Piperaceae,0.48148148148148145,0.14814814814814814,0,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.37037037037037035,0.07407407407407407,0.07407407407407407,0.18518518518518517,0.037037037037037035,0,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.037037037037037035,0.14814814814814814,0,0.07407407407407407,0.14814814814814814,0,0.037037037037037035,0.1111111111111111,0.14814814814814814
Plantaginaceae,0.6,0.4,0.2,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0.2,0
Platanaceae,0.125,0.75,0.25,0.625,0.375,0,0.375,0.375,0.25,0,0.125,0,0.625,0,0.25,0,0.125,0.25,0.25,0,0.125,0,0.25,0.125,0.25,0.125,0.25,0,0,0.125
Plumbaginaceae,0.5,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.25,0.25,0.16666666666666666,0.08333333333333333,0.5,0,0.3333333333333333,0.25,0.25,0,0,0,0.25,0.25,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0,0.08333333333333333,0.16666666666666666
Poaceae,0.5,0.7083333333333334,0.125,0.2916666666666667,0.2916666666666667,0.20833333333333334,0.375,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.3333333333333333,0,0.4583333333333333,0.125,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.2916666666666667,0.375,0.25,0.20833333333333334,0.08333333333333333,0.2916666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334
Podocarpaceae,0.625,0.875,0.25,0.3125,0.1875,0.25,0.375,0.3125,0.125,0.0625,0.375,0,0.4375,0.0625,0.25,0.0625,0.125,0.4375,0.3125,0.375,0.25,0.0625,0.25,0.125,0.125,0.125,0,0.1875,0.125,0.3125
Polygalaceae,0.75,0.75,0,0.5,0.5,0.5,0.5,1,0.25,0.25,0.5,0,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25
Polygonaceae,0.2,0.5,0.06666666666666667,0.3,0.2,0.1,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.1,0.23333333333333334,0,0.3333333333333333,0.13333333333333333,0.13333333333333333,0,0.1,0.13333333333333333,0.2,0.03333333333333333,0.1,0.03333333333333333,0.1,0.1,0.16666666666666666,0.13333333333333333,0.06666666666666667,0,0.03333333333333333,0.03333333333333333
Polypodiaceae,0,0.5,0.75,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0.25,0.75,0.25,0,0,0,0,0.25,0,0,0,0,0.25
Portulacaceae,1,1,0,1,0.5,1,1,1,0.5,0.5,1,0,1,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,1
Posidoniaceae,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Primulaceae,0.75,0.5,0,0.375,0.25,0.125,0.5,0.375,0.375,0.125,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.5,0.125,0.25,0.125,0.25,0.25,0,0.125,0.125,0.25
Proteaceae,0.375,0.75,0.25,0.625,0.5,0.125,0.5,0.5,0.25,0.125,0.25,0,0.875,0.125,0.5,0,0.125,0.25,0.5,0.125,0.125,0.125,0.375,0.25,0.375,0.25,0.25,0,0.125,0.125
Pteridaceae,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.10526315789473684,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.10526315789473684,0,0.05263157894736842,0,0.15789473684210525,0.10526315789473684,0,0,0.15789473684210525,0.10526315789473684
Ranunculaceae,0.5,0.25,0,0.5,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25,0.5,0.25,0.25,0,0.5,0.25,0,0.25,0.25,0.25
Rhamnaceae,0.37037037037037035,0.6666666666666666,0.2222222222222222,0.2962962962962963,0.2962962962962963,0.07407407407407407,0.2962962962962963,0.3333333333333333,0.14814814814814814,0.037037037037037035,0.3333333333333333,0,0.48148148148148145,0.14814814814814814,0.2222222222222222,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.2222222222222222,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.1111111111111111
Rhizophoraceae,0.18181818181818182,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.09090909090909091,0,0.18181818181818182,0.18181818181818182,0,0,0,0,0.45454545454545453,0,0.36363636363636365,0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0,0.09090909090909091,0,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0.09090909090909091
Rosaceae,0.38181818181818183,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.23636363636363636,0.10909090909090909,0.2727272727272727,0.2545454545454545,0.12727272727272726,0.05454545454545454,0.2727272727272727,0,0.3090909090909091,0.10909090909090909,0.14545454545454545,0.03636363636363636,0.07272727272727272,0.12727272727272726,0.18181818181818182,0.18181818181818182,0.10909090909090909,0.03636363636363636,0.16363636363636364,0.10909090909090909,0.09090909090909091,0.10909090909090909,0.01818181818181818,0.07272727272727272,0.07272727272727272,0.16363636363636364
