family,fine_clade,analysis_clade,n_compounds_structural,n_scaffolds,median_mw,median_logp,median_tpsa,median_fsp3,prevalence_phenolic,prevalence_methoxy,prevalence_prenyl,prevalence_sugar,prevalence_enone,n_occurrence_rows,n_compounds,n_species,n_genera,n_references,n_classes,rarefied_scaffolds_5,rarefied_scaffolds_10,rarefied_scaffolds_20,n_exclusive_scaffolds,novelty_ratio,exclusive_scaffold_share,expected_scaffolds,effort_adjusted_novelty,effort_adjusted_novelty_z
Eucommiaceae,Asterids (Lamiids),Asterids,5,3,452.4150000000002,2.692700000000003,156.91,0.20833333333333334,1,0,0,0.2,0,5,5,1,1,3,2,3,,,0,0.6,0,2.155249435501823,0.23722680787089478,0.7083538830802957
Euphorbiaceae,Rosids (Fabids),Rosids,214,46,457.4110000000002,4.018600000000003,119.67000000000002,0.32,0.9906542056074766,0.16355140186915887,0.42990654205607476,0.21962616822429906,0.1261682242990654,286,214,40,14,57,12,4.043651586720361,7.050949495814557,12.20955485386688,17,0.21495327102803738,0.3695652173913043,40.400212542622725,0.12686158701219208,0.37880582966289567
Eupteleaceae,Basal Eudicots,Early eudicots & Saxifragales,1,1,290.271,1.5460999999999998,110.38000000000001,0.2,1,0,0,0,0,1,1,1,1,1,1,,,,0,1,0,0.8083925060275858,0.10070884810965575,0.30071434278136855
Fabaceae,Rosids (Fabids),Rosids,5027,539,394.4230000000002,3.6045000000000025,93.03999999999999,0.2916666666666667,0.8267356276109011,0.49592202108613487,0.38452357270738013,0.14979112790928983,0.10483389695643525,14305,5027,973,228,1935,17,4.729620481661959,8.918818922396227,16.27054901964666,385,0.10722100656455143,0.7142857142857143,533.826853628249,0.009626083122458162,0.028743266496075254
Fagaceae,Rosids (Fabids),Rosids,105,25,578.5260000000003,2.406200000000002,220.75999999999996,0.2,1,0.009523809523809525,0.009523809523809525,0.3238095238095238,0.01904761904761905,188,105,20,5,26,6,4.593121694732586,8.29361814927933,13.699338823349178,0,0.23809523809523808,0,22.51814634511617,0.10032422995417933,0.29956588166780174
Francoaceae,Rosids (Malvids),Rosids,8,2,280.29949999999997,2.7159000000000013,76.875,0.17647058823529413,1,0.375,0,0,0,8,8,1,1,1,3,2,,,0,0.25,0,2.9542329147907322,-0.2761743404634587,-0.8246503345477655
Gentianaceae,Asterids (Lamiids),Asterids,25,6,454.5190000000002,0.9573999999999996,127.07000000000002,0.38095238095238093,0.64,0.76,0.2,0.64,0.12,25,25,6,4,6,5,3.2458686241294927,4.59751985462377,5.757952192734802,0,0.24,0,6.905478548940051,-0.12164585727412436,-0.36323177862618744
Geraniaceae,Rosids (Malvids),Rosids,42,8,505.4535000000002,2.496500000000002,169.29999999999998,0.2,1,0,0,0.16666666666666666,0,52,42,8,3,12,5,3.697674063206788,5.453665535293567,6.977183573367684,1,0.19047619047619047,0.125,10.534128990909121,-0.24808580133089064,-0.7407785919602425
Gesneriaceae,Asterids (Lamiids),Asterids,22,7,300.31000000000006,2.9497500000000008,89.64000000000001,0.2,0.9090909090909091,0.6363636363636364,0.09090909090909091,0,0.5,22,22,2,2,2,4,3.619958988380046,5.24522536287242,6.80952380952381,3,0.3181818181818182,0.42857142857142855,6.239636402474356,0.09987055719602322,0.29821122507240416
Ginkgoaceae,Gymnosperms,Gymnosperms,8,3,290.271,1.5460999999999998,110.38000000000001,0.16666666666666669,1,0,0,0,0.125,10,8,1,1,3,4,2.6071428571428577,,,0,0.375,0,2.9542329147907322,0.011507731988322112,0.03436182745337543
Gleicheniaceae,Ferns,Non-seed vascular plants,30,5,848.7660000000004,4.5368000000000155,299.90999999999997,0.2,1,0,0,0,0,30,30,1,1,1,2,2.8467853985095384,3.884333657347148,4.785086943707634,0,0.16666666666666666,0,7.996692776791031,-0.4050975713293554,-1.2096121861308111
Gnetaceae,Gymnosperms,Gymnosperms,24,5,500.50300000000016,4.222900000000003,139.84,0.1724137931034483,1,0.4166666666666667,0,0,0,28,24,6,1,8,4,3.1474214191605485,4.223555211558309,4.956427630340674,2,0.20833333333333334,0.4,6.684517662480169,-0.24744814228988732,-0.7388745564853721
Grossulariaceae,Saxifragales,Early eudicots & Saxifragales,34,12,578.5260000000003,2.474100000000001,220.75999999999996,0.2,1,0.11764705882352941,0,0.20588235294117646,0.08823529411764706,60,34,10,1,13,5,4.119019895348163,6.710785800820486,9.754952191548412,1,0.35294117647058826,0.08333333333333333,8.854597939410514,0.27701121531360284,0.8271492239231736
Haloragaceae,Saxifragales,Early eudicots & Saxifragales,2,1,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,1,0,0,0,0,2,2,1,1,1,1,,,,0,0.5,0,1.2104597905767478,-0.10005336336503656,-0.29875708015866237
Hamamelidaceae,Saxifragales,Early eudicots & Saxifragales,20,5,594.5250000000003,2.9950000000000028,240.98999999999995,0.2,1,0.05,0,0,0,23,20,3,3,5,2,3.3782249742002093,4.488390092879258,5,0,0.25,0,5.790514973217858,-0.12376731235585137,-0.3695663955204955
Heliotropiaceae,Asterids (Lamiids),Asterids,16,3,286.2830000000001,2.8129,85.22,0.1875,1,0.6875,0,0.0625,0,22,16,8,1,10,5,1.6249999999999905,2.2499999999999964,,0,0.1875,0,4.877405203883506,-0.3848210115361921,-1.1490668371717105
Hernandiaceae,Magnoliids,Early angiosperms & magnoliids,6,1,424.49300000000017,5.450700000000007,107.22000000000001,0.32,1,0,1,0,0,6,6,1,1,1,1,1,,,0,0.16666666666666666,0,2.4308943454761054,-0.5396737887518978,-1.6114537277216607
Humiriaceae,Rosids (Fabids),Rosids,2,2,456.42500000000007,2.4263500000000007,164.685,0.23790322580645162,1,1,0,0,0,2,2,1,1,1,2,,,,0,1,0,1.2104597905767478,0.30541174474312793,0.9119525624813051
Hydrangeaceae,Asterids (Basal),Asterids,5,2,434.3970000000001,-0.01700000000000018,166.14000000000001,0.38095238095238093,1,0,0,0.8,0,5,5,2,2,2,2,2,,,0,0.4,0,2.155249435501823,-0.050455264580886006,-0.150658278920845
Hypericaceae,Rosids (Fabids),Rosids,52,16,451.4040000000001,1.5460999999999998,181.755,0.2,1,0.19230769230769232,0.09615384615384616,0.40384615384615385,0.09615384615384616,101,52,23,5,43,8,4.23503362883616,7.104388248591444,10.768113537806551,2,0.3076923076923077,0.125,12.572316414671437,0.2251811836223636,0.6723859215031337
Iridaceae,Monocots,Monocots,174,22,362.3340000000001,2.0780999999999996,119.47500000000001,0.23529411764705882,0.867816091954023,0.8103448275862069,0,0.4425287356321839,0,448,174,33,4,73,8,3.9907104972779144,6.401064915082547,9.423993142630717,7,0.12643678160919541,0.3181818181818182,34.10878424460762,-0.42295714661114925,-1.2629404740025116
Juglandaceae,Rosids (Fabids),Rosids,30,8,594.5250000000003,2.233199999999999,240.98999999999995,0.1836734693877551,1,0,0,0,0,47,30,5,3,9,3,3.9434058916817545,5.979310344827581,7.5144457075491555,0,0.26666666666666666,0,7.996692776791031,3.6753677880918545e-4,0.0010974565091539676
Krameriaceae,Rosids (Fabids),Rosids,29,1,296.322,4.838500000000004,51.83000000000001,0.1111111111111111,0.7241379310344828,0.7931034482758621,0,0,0,79,29,8,1,13,1,1,1,1,0,0.034482758620689655,0,7.780183396934374,-1.4793501149024557,-4.417305985488535
Lamiaceae,Asterids (Lamiids),Asterids,264,41,346.33500000000015,2.5099000000000014,107.22000000000001,0.2376470588235294,0.9545454545454546,0.6212121212121212,0.026515151515151516,0.32196969696969696,0.18181818181818182,529,264,95,39,133,10,3.6406038044669846,5.930849477737197,9.482252013881773,6,0.1553030303030303,0.14634146341463414,47.95703320729951,-0.15327342182853743,-0.4576709710832381
Lardizabalaceae,Basal Eudicots,Early eudicots & Saxifragales,4,2,256.257,2.751900000000001,72.26,0.06666666666666667,1,0,0,0,0.5,5,4,1,1,2,2,,,,0,0.5,0,1.8653537346159381,0.045920478543167054,0.1371175103728576
Lauraceae,Magnoliids,Early angiosperms & magnoliids,241,56,406.5220000000001,3.305500000000001,83.83000000000001,0.21428571428571427,0.7966804979253111,0.3153526970954357,0.22406639004149378,0.058091286307053944,0.3112033195020747,434,241,47,13,78,9,4.66643748623335,8.635860298067472,15.130662034430213,26,0.23236514522821577,0.4642857142857143,44.51818223771805,0.22493941208012824,0.6716639971460248
Lecythidaceae,Asterids (Basal),Asterids,8,2,374.3230000000001,1.8896499999999996,153.875,0.16818181818181818,1,0,0,0,0,10,8,2,2,2,1,2,,,0,0.25,0,2.9542329147907322,-0.2761743404634587,-0.8246503345477655
Loganiaceae,Asterids (Lamiids),Asterids,1,1,446.4550000000002,5.121700000000003,106.2,0.15384615384615385,1,1,0,0,0,1,1,1,1,1,1,,,,0,1,0,0.8083925060275858,0.10070884810965575,0.30071434278136855
Loranthaceae,Santalales,Caryophyllales & Santalales,13,5,458.37500000000017,1.5460999999999998,197.36999999999998,0.2,1,0,0,0.3076923076923077,0,21,13,6,5,8,3,3.4708624708624707,4.6923076923076925,,0,0.38461538461538464,0,4.176003028348866,0.14772632695449794,0.44110747124480537
Lycopodiaceae,Lycophytes,Non-seed vascular plants,2,1,295.338,2.9727000000000015,46.61,0.1111111111111111,0,0,0,0,1,2,2,1,1,1,1,,,,1,0.5,1,1.2104597905767478,-0.10005336336503656,-0.29875708015866237
Lythraceae,Rosids (Malvids),Rosids,35,16,432.38100000000014,1.5460999999999998,177.14,0.2,1,0.11428571428571428,0,0.2857142857142857,0,38,35,3,3,13,8,4.411308805046987,7.670506912442423,12.154873826363394,0,0.45714285714285713,0,9.067113906178255,0.523939281564334,1.5644708451178841
Malpighiaceae,Rosids (Fabids),Rosids,30,9,450.3960000000002,2.556300000000001,186.37,0.2,1,0.06666666666666667,0,0.2,0,38,30,5,3,8,4,3.8483291931567853,6.071573736941048,8.415982451664613,2,0.3,0.2222222222222222,7.996692776791031,0.10572805243663552,0.315701573385275
Malvaceae,Rosids (Malvids),Rosids,77,27,458.4190000000001,2.4362000000000004,186.37,0.2,0.948051948051948,0.15584415584415584,0,0.3116883116883117,0.025974025974025976,166,77,26,19,48,10,4.547100931960313,8.171619344126285,13.637375777818178,3,0.35064935064935066,0.1111111111111111,17.419189383240834,0.4188114877408915,1.2505616303758973
Marcgraviaceae,Asterids (Basal),Asterids,1,1,436.3690000000001,-0.3504000000000003,186.37,0.35,1,0,0,1,0,1,1,1,1,1,1,,,,0,1,0,0.8083925060275858,0.10070884810965575,0.30071434278136855
Melanthiaceae,Monocots,Monocots,6,2,404.3710000000001,0.6939999999999992,152.98,0.3,1,0.3333333333333333,0,0.8333333333333334,0,7,6,2,2,3,1,1.8333333333333333,,,0,0.3333333333333333,0,2.4308943454761054,-0.13420868064373326,-0.4007440850816934
Melastomataceae,Rosids (Malvids),Rosids,27,12,608.5930000000002,2.9219000000000017,220.75999999999996,0.2,0.9259259259259259,0.4074074074074074,0,0.4444444444444444,0.07407407407407407,27,27,6,4,7,6,4.447293447293434,7.641025641025643,11.12250712250712,2,0.4444444444444444,0.16666666666666666,7.344607040868116,0.4433338906274549,1.3237849707861034
Meliaceae,Rosids (Malvids),Rosids,113,21,340.37500000000006,3.052400000000003,96.22,0.23529411764705882,0.8849557522123894,0.37168141592920356,0.22123893805309736,0.05309734513274336,0.07079646017699115,150,113,21,14,35,10,3.9831073351208466,6.544542995183456,10.160928540755007,6,0.18584070796460178,0.2857142857142857,23.924540340036597,-0.12481042059582803,-0.3726810931336881
Menispermaceae,Basal Eudicots,Early eudicots & Saxifragales,2,1,342.34700000000015,3.1342000000000017,71.06000000000002,0.2631578947368421,0,1,0,0,0,2,2,1,1,1,1,,,,0,0.5,0,1.2104597905767478,-0.10005336336503656,-0.29875708015866237
Molluginaceae,Caryophyllales,Caryophyllales & Santalales,2,1,448.3800000000001,-0.24450000000000038,190.27999999999997,0.2857142857142857,1,0,0,1,0,2,2,1,1,1,1,,,,0,0.5,0,1.2104597905767478,-0.10005336336503656,-0.29875708015866237
Moraceae,Rosids (Fabids),Rosids,871,138,422.4770000000002,4.856100000000006,105.45,0.25,0.9827784156142365,0.11940298507462686,0.616532721010333,0.06659012629161883,0.1997703788748565,1554,871,62,14,240,11,4.664032812615878,8.677629160633256,15.527995157266638,81,0.1584385763490241,0.5869565217391305,126.97543877444143,0.08263557219795103,0.2467479496618979
Muntingiaceae,Rosids (Malvids),Rosids,46,6,288.299,3.1073000000000013,66.76,0.1875,0.9347826086956522,0.7391304347826086,0,0,0.13043478260869565,55,46,1,1,5,5,3.098634036450012,4.280463457731766,5.319985960861357,1,0.13043478260869565,0.16666666666666666,11.35713454912504,-0.5683234435018398,-1.6970009488522335
Musaceae,Monocots (Commelinids),Monocots,21,7,578.5260000000003,2.5276000000000005,220.75999999999996,0.2,0.9047619047619048,0.09523809523809523,0,0.09523809523809523,0,32,21,2,1,6,4,3.891444297017056,5.819401444788442,7,1,0.3333333333333333,0.14285714285714285,6.015631777013056,0.13130077130922202,0.39206113357535066
Myricaceae,Rosids (Fabids),Rosids,48,14,320.253,3.310920000000002,147.68,0.16216216216216217,0.9166666666666666,0.2916666666666667,0.020833333333333332,0,0.16666666666666666,84,48,7,2,19,5,4.3472134620955,7.375355294441299,10.990291334922716,4,0.2916666666666667,0.2857142857142857,11.764705435879186,0.16136622659517386,0.4818359030861032
Myristicaceae,Magnoliids,Early angiosperms & magnoliids,99,21,328.3640000000001,3.182800000000002,88.38000000000001,0.25,0.9494949494949495,0.6666666666666666,0,0.10101010101010101,0.050505050505050504,161,99,22,6,38,8,4.361223508295478,7.470461693423418,11.51155151973308,7,0.21212121212121213,0.3333333333333333,21.449795313069018,-0.020239043330432693,-0.06043332564987864
Myrtaceae,Rosids (Malvids),Rosids,190,41,346.86350000000004,2.9394000000000036,104.06,0.2222222222222222,0.9263157894736842,0.3473684210526316,0.14210526315789473,0.16842105263157894,0.2631578947368421,312,190,58,19,68,6,4.209531785196225,7.400378350790223,12.70737171285181,13,0.21578947368421053,0.3170731707317073,36.65560077144652,0.10918791623120772,0.3260326484261186
Namaceae,Asterids (Lamiids),Asterids,14,1,302.28200000000004,2.522800000000001,91.60500000000002,0.1875,1,0.7142857142857143,0,0,0,19,14,2,1,6,2,1,1,,0,0.07142857142857142,0,4.411716169292609,-0.9954190836749895,-2.97229887103295
Nelumbonaceae,Basal Eudicots,Early eudicots & Saxifragales,8,3,304.25399999999996,1.5460999999999998,127.45000000000002,0.2,1,0,0,0,0,10,8,1,1,4,3,2.857142857142857,,,0,0.375,0,2.9542329147907322,0.011507731988322112,0.03436182745337543
Nothofagaceae,Rosids (Fabids),Rosids,6,4,286.283,2.812900000000001,75.99,0.1875,1,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,6,6,3,1,4,3,3.6666666666666665,,,0,0.6666666666666666,0,2.4308943454761054,0.37661694312225724,1.1245696744343896
Nyctaginaceae,Caryophyllales,Caryophyllales & Santalales,34,6,328.29800000000006,2.571520000000001,105.45000000000002,0.17708333333333331,0.9411764705882353,0.5588235294117647,0,0,0,44,34,7,4,12,4,3.3400501696279674,4.581237322515214,5.503423539797004,1,0.17647058823529413,0.16666666666666666,8.854597939410514,-0.34202799309262066,-1.0212878519242792
Nymphaeaceae,Basal Angiosperms,Early angiosperms & magnoliids,12,5,434.39700000000016,0.6795999999999995,176.11999999999998,0.2727272727272727,1,0,0,0.75,0.25,13,12,3,1,3,4,3.7272727272727284,4.954545454545455,,1,0.4166666666666667,0.2,3.9380269957713088,0.194793611375639,0.5816493180326469
Ochnaceae,Rosids (Fabids),Rosids,70,37,526.4970000000002,5.101750000000006,146.10000000000002,0.12333965844402277,0.9285714285714286,0.3,0.014285714285714285,0.05714285714285714,0.24285714285714285,104,70,16,6,39,7,4.739456882393029,8.911988605927714,15.975838914047726,19,0.5285714285714286,0.5135135135135135,16.093976950724077,0.7988599833674583,2.385377842978711
Olacaceae,Santalales,Caryophyllales & Santalales,4,2,305.284,1.5503999999999998,114.995,0.2129032258064516,1,0.5,0,0,0,4,4,2,1,2,2,,,,0,0.5,0,1.8653537346159381,0.045920478543167054,0.1371175103728576
Oleaceae,Asterids (Lamiids),Asterids,1,1,406.3870000000001,-0.0017000000000000903,164.75,0.4,1,0,0,0,0,1,1,1,1,1,1,,,,1,1,1,0.8083925060275858,0.10070884810965575,0.30071434278136855
Onagraceae,Rosids (Malvids),Rosids,24,6,465.3870000000001,-0.3264000000000006,206.6,0.35,1,0,0,0.8333333333333334,0,63,24,31,4,7,4,2.8336627140975015,4.143938884062052,5.640974967061924,0,0.25,0,6.684517662480169,-0.09329746246262904,-0.2785841128583949
Onocleaceae,Ferns,Non-seed vascular plants,21,4,448.4240000000002,1.0695399999999988,177.14,0.4090909090909091,1,0.47619047619047616,0,0.6190476190476191,0,29,21,2,2,5,1,2.7549756744803187,3.475192506152258,4,0,0.19047619047619047,0,6.015631777013056,-0.33870285793651345,-1.011359073550809
Ophioglossaceae,Ferns,Non-seed vascular plants,2,1,340.37500000000006,3.9735000000000023,86.99000000000001,0.25,1,0,0,0,0,2,2,1,1,1,1,,,,0,0.5,0,1.2104597905767478,-0.10005336336503656,-0.29875708015866237
Orchidaceae,Monocots,Monocots,109,24,420.4610000000002,3.410300000000002,94.45000000000002,0.2777777777777778,0.8807339449541285,0.7064220183486238,0.01834862385321101,0.13761467889908258,0.11009174311926606,161,109,43,14,25,8,4.301186756414497,7.334521721051074,11.456969905764465,10,0.22018348623853212,0.4166666666666667,23.223837102866135,0.0315386722532538,0.0941737620562129
Oxalidaceae,Rosids (Fabids),Rosids,6,3,374.3230000000001,1.8896499999999996,153.875,0.2,1,0,0,0,0,6,6,1,1,1,2,2.833333333333333,,,0,0.5,0,2.4308943454761054,0.15347339180804753,0.4582680769194472
Paeoniaceae,Saxifragales,Early eudicots & Saxifragales,10,7,447.3940000000001,2.2048499999999995,183.33499999999998,0.2,1,0.1,0,0.3,0.1,10,10,2,1,2,3,4.194444444444445,7,,0,0.7,0,3.4537250089690232,0.5857007149911198,1.7488890885074697
Pandaceae,Rosids (Fabids),Rosids,3,2,320.29699999999997,1.5546999999999997,119.61000000000001,0.25,1,1,0.3333333333333333,0,0.3333333333333333,3,3,2,2,2,2,,,,0,0.6666666666666666,0,1.554473191138598,0.1607662736932831,0.48004445728984624
Papaveraceae,Basal Eudicots,Early eudicots & Saxifragales,7,4,344.31900000000013,2.3004,107.22000000000001,0.16666666666666666,0.5714285714285714,0.5714285714285714,0,0,0,8,7,5,5,7,3,3.571428571428571,,,1,0.5714285714285714,0.25,2.69635309474721,0.3020912289246962,0.9020375773456624
Paracryphiaceae,Asterids (Campanulids),Asterids,9,2,542.4960000000002,5.486800000000008,162.98000000000002,0.13333333333333333,1,0.4444444444444444,0,0,0,9,9,1,1,1,1,1.9523809523809523,,,0,0.2222222222222222,0,3.206284306006654,-0.33796738166950857,-1.0091629580513786
Passifloraceae,Rosids (Fabids),Rosids,4,3,256.257,2.804300000000002,68.715,0.06666666666666667,1,0,0,0,0.25,4,4,3,2,3,3,,,,0,0.75,0,1.8653537346159381,0.33360255099494784,0.9961296723739979
Paulowniaceae,Asterids (Lamiids),Asterids,99,5,454.5190000000002,4.724500000000006,116.45,0.34615384615384615,1,0.6565656565656566,0.8787878787878788,0,0,148,99,1,1,8,2,1.521760047349157,1.967897169001608,2.6837028998256374,1,0.050505050505050504,0.2,21.449795313069018,-1.3195220274606938,-3.9400629311272857
Pentaphylacaceae,Asterids (Basal),Asterids,2,1,290.271,1.5460999999999998,110.38000000000001,0.2,1,0,0,0,0,2,2,1,1,1,1,,,,0,0.5,0,1.2104597905767478,-0.10005336336503656,-0.29875708015866237
Petiveriaceae,Caryophyllales,Caryophyllales & Santalales,13,2,328.364,2.9080200000000014,75.99,0.3157894736842105,0.7692307692307693,0.6923076923076923,0,0.3076923076923077,0,13,13,1,1,1,2,1.902097902097902,2,,0,0.15384615384615385,0,4.176003028348866,-0.5454208536054472,-1.6286143333962997
Phrymaceae,Asterids (Lamiids),Asterids,17,2,424.49300000000017,4.724500000000006,96.22000000000001,0.32,1,0.5294117647058824,0.7058823529411765,0,0,33,17,2,2,4,3,1.5147058823529385,1.8455882352941164,,0,0.11764705882352941,0,5.107768489838456,-0.7109491951930087,-2.1228782177175165
Phyllanthaceae,Rosids (Fabids),Rosids,81,17,480.4660000000002,1.8404999999999996,177.14,0.2,0.9753086419753086,0.12345679012345678,0.09876543209876543,0.37037037037037035,0.04938271604938271,109,81,14,5,20,5,4.196067333198165,6.9928841282918235,10.589489991066614,1,0.20987654320987653,0.058823529411764705,18.16652467049345,-0.06279349271559376,-0.18749994908447715
Physenaceae,Caryophyllales,Caryophyllales & Santalales,7,2,424.4930000000002,5.601000000000007,107.22,0.32,1,0,1,0,0,7,7,1,1,1,1,2,,,1,0.2857142857142857,0.5,2.69635309474721,-0.2087343948412943,-0.6232761821704205
Phytolaccaceae,Caryophyllales,Caryophyllales & Santalales,2,1,492.48000000000025,3.0567000000000033,134.91000000000003,0.2222222222222222,1,0,0,0,1,2,2,1,1,1,1,,,,0,0.5,0,1.2104597905767478,-0.10005336336503656,-0.29875708015866237
Pinaceae,Gymnosperms,Gymnosperms,166,24,434.3970000000001,1.8491000000000004,166.14000000000001,0.2,0.9939759036144579,0.21084337349397592,0,0.3132530120481928,0.07228915662650602,428,166,47,8,72,8,3.9225833525839486,6.515678349266039,10.32522462544526,3,0.14457831325301204,0.125,32.818566633759936,-0.30213413549710255,-0.9021656954004815
Piperaceae,Magnoliids,Early angiosperms & magnoliids,110,28,301.29600000000005,3.112720000000002,66.76,0.1875,0.8636363636363636,0.7,0.12727272727272726,0.03636363636363636,0.2727272727272727,206,110,29,2,53,4,4.128177293195114,6.98725867073358,11.351026171010618,11,0.2545454545454545,0.39285714285714285,23.399472543675863,0.1727343149834346,0.5157807579079375
Plantaginaceae,Asterids (Lamiids),Asterids,24,10,450.39600000000013,-0.4017000000000002,186.37,0.3483709273182957,0.9166666666666666,0.20833333333333334,0,0.8333333333333334,0.3333333333333333,32,24,9,7,16,5,4.22007340485602,6.8626482213438775,9.450404667795972,0,0.4166666666666667,0,6.684517662480169,0.3586876612804284,1.0710332443509378
Platanaceae,Basal Eudicots,Early eudicots & Saxifragales,20,9,442.37600000000015,2.8985000000000065,177.14,0.2,1,0,0.15,0.2,0.15,21,20,3,1,7,4,4.144027347781226,6.694272445820437,9,3,0.45,0.3333333333333333,5.790514973217858,0.3870583114101396,1.1557473639955906
Plumbaginaceae,Caryophyllales,Caryophyllales & Santalales,33,8,348.3070000000001,2.233199999999999,130.61,0.2,1,0.45454545454545453,0,0.06060606060606061,0.030303030303030304,47,33,6,3,11,5,3.559611689756301,5.230848248896075,7.013200090710124,0,0.24242424242424243,0,8.641311534227079,-0.06883257330046932,-0.20553250712850515
Poaceae,Monocots (Commelinids),Monocots,61,20,302.28200000000004,2.438300000000001,107.22000000000001,0.2,0.9344262295081968,0.4098360655737705,0,0.11475409836065574,0.04918032786885246,72,61,12,12,20,13,4.22137677888943,7.111644586581779,11.11690135735514,2,0.32786885245901637,0.1,14.354978211114195,0.3130827028408141,0.9348578698713507
Podocarpaceae,Gymnosperms,Gymnosperms,44,13,452.4150000000002,2.2284000000000006,156.91,0.22416666666666668,1,0.13636363636363635,0,0.25,0,55,44,8,5,9,5,4.343584945967249,7.326376686274595,10.673870655719785,3,0.29545454545454547,0.23076923076923078,10.946965580257743,0.15858000982075415,0.47351632281194644
Polygalaceae,Rosids (Fabids),Rosids,8,4,322.2925000000001,2.585400000000001,103.86000000000001,0.13333333333333333,0.875,0.5,0,0.125,0.25,8,8,5,2,5,4,3.1428571428571432,,,1,0.5,0.25,2.9542329147907322,0.23465128330253182,0.7006634249683207
Polygonaceae,Caryophyllales,Caryophyllales & Santalales,144,29,405.4025000000001,3.1073000000000013,129.03000000000003,0.2,0.9375,0.3958333333333333,0.027777777777777776,0.0763888888888889,0.1527777777777778,229,144,34,11,54,9,4.4551622315519035,7.869970150861543,12.88215209309621,3,0.2013888888888889,0.10344827586206896,29.205818636228486,-0.00683719423396445,-0.020415707349732966
Polypodiaceae,Ferns,Non-seed vascular plants,27,7,436.41300000000007,0.3037999999999999,186.37,0.4,1,0,0,0.5925925925925926,0,37,27,13,6,12,4,3.62986498203889,5.151197594675855,6.4213213517561325,0,0.25925925925925924,0,7.344607040868116,-0.04217392515424612,-0.1259303866871863
Portulacaceae,Caryophyllales,Caryophyllales & Santalales,4,3,344.3190000000001,1.4271000000000003,118.40500000000002,0.19047619047619047,1,0.25,0,0.5,0,4,4,1,1,2,2,,,,0,0.75,0,1.8653537346159381,0.33360255099494784,0.9961296723739979
Posidoniaceae,Monocots,Monocots,1,1,436.4130000000001,-0.2024000000000002,177.14,0.38095238095238093,1,0,0,1,0,1,1,1,1,1,1,,,,0,1,0,0.8083925060275858,0.10070884810965575,0.30071434278136855
Primulaceae,Asterids (Basal),Asterids,27,11,332.3520000000001,2.8423000000000007,98.36000000000001,0.24,1,0.4074074074074074,0.25925925925925924,0.18518518518518517,0.1111111111111111,32,27,13,7,10,6,3.665836739749779,5.923267291230677,9.262962962962957,1,0.4074074074074074,0.09090909090909091,7.344607040868116,0.3632911829539185,1.0847792559527785
Proteaceae,Basal Eudicots,Early eudicots & Saxifragales,11,4,442.37600000000015,1.5460999999999998,177.14,0.2,1,0,0,0.18181818181818182,0,11,11,2,3,3,2,3.090909090909091,3.909090909090909,,0,0.36363636363636365,0,3.697426490985146,0.062423108790674364,0.18639399106142301
Pteridaceae,Ferns,Non-seed vascular plants,101,19,400.38600000000014,3.9509000000000025,96.22000000000001,0.2,0.9702970297029703,0.46534653465346537,0.009900990099009901,0.019801980198019802,0.13861386138613863,134,101,11,7,27,6,4.211957189827993,7.044205350883549,10.705683686316974,8,0.18811881188118812,0.42105263157894735,21.807257806722802,-0.13134653660805995,-0.39219778772263836
Ranunculaceae,Basal Eudicots,Early eudicots & Saxifragales,19,11,368.38900000000007,2.812900000000001,111.38000000000001,0.3,1,0.2631578947368421,0.05263157894736842,0.3157894736842105,0.3157894736842105,22,19,7,7,10,5,4.435844513243913,7.616099071207441,,5,0.5789473684210527,0.45454545454545453,5.5642207774601,0.6032728425340586,1.8013590639319894
Rhamnaceae,Rosids (Fabids),Rosids,119,28,420.5050000000002,2.5099000000000014,127.45000000000002,0.21875,0.8991596638655462,0.25210084033613445,0.16806722689075632,0.18487394957983194,0.03361344537815126,175,119,18,8,27,10,4.476525999159061,7.943081810237977,13.081283347217605,8,0.23529411764705882,0.2857142857142857,24.966675765318104,0.1104818153805831,0.32989620202277997
Rhizophoraceae,Rosids (Fabids),Rosids,64,15,560.5330000000004,3.289400000000003,190.41499999999996,0.2037037037037037,0.96875,0.046875,0,0.140625,0,95,64,5,4,9,2,4.227716606649727,7.076138184543093,10.656804848481372,4,0.234375,0.26666666666666666,14.939266985447878,0.0038030357915634916,0.01135577886253421
Rosaceae,Rosids (Fabids),Rosids,299,66,448.42400000000015,1.6770000000000003,177.14,0.23529411764705882,0.9765886287625418,0.2809364548494983,0,0.47157190635451507,0.08361204013377926,1158,299,95,37,208,10,4.57929359695956,8.346963070591213,14.445337459354812,13,0.22073578595317725,0.19696969696969696,53.0839930217118,0.2141543549213134,0.6394600603892344
Rubiaceae,Asterids (Lamiids),Asterids,118,34,455.3950000000002,2.801550000000001,186.37,0.2,0.9745762711864406,0.23728813559322035,0,0.1694915254237288,0.1440677966101695,179,118,29,22,50,8,4.570728388407588,8.293369989926957,14.123329840046175,3,0.288135593220339,0.08823529411764706,24.793707759152113,0.3052174846108806,0.9113725061198851
