bemis_murcko_scaffold_smiles,n_families
O=C1C=CCC(CC2CC3CC(C=Cc4ccccc4)(Oc4c(C(=O)C=Cc5ccccc5)cccc43)O2)O1,1
O=C1C=CCC(CC2OC3CC(C=Cc4ccccc4)(Oc4c(C(=O)C=Cc5ccccc5)cccc43)O2)O1,1
O=C1C=CCC1=CC=Cc1ccccc1,1
O=C1C=CCC=C1C(=O)C=Cc1ccccc1,1
O=C1C=CCC=C1Cc1cccc2c1OC(c1ccccc1)CC2=O,1
O=C1C=CCCC1=CC=Cc1ccccc1,1
O=C1C=Cc2c(oc3c2COc2ccccc2-3)C1=O,1
O=C1C=Cc2c(occ(-c3ccc4c(c3)OCO4)c2=O)C1,1
O=C1CC(=O)C(=CC=Cc2ccccc2)C(=O)C1,1
O=C1CC(=O)C(C(=O)C=Cc2ccccc2)C(=O)C1,1
O=C1CC(=O)C(C(=O)CCc2ccccc2)C(=O)C1,1
O=C1CC(=O)C2=C(C1)Oc1cc3c(cc1C2)C(=O)CC(c1ccccc1)O3,1
O=C1CC(=O)C2=C(C1)Oc1ccc3c(c1C2)OC(c1ccccc1)CC3=O,1
O=C1CC(=O)C2=C(C1)Oc1ccc3c(c1C2c1ccccc1)OC(c1ccccc1)CC3=O,1
O=C1CC(=O)C2C(C1)Oc1ccc3c(c1C2c1ccccc1)OC(c1ccccc1)CC3=O,1
O=C1CC(=O)C2Cc3c(ccc4c3OC(c3ccccc3)CC4=O)OC2C1,1
O=C1CC(C2=CC3C(=O)C4OCC(C24)C3c2ccccc2)Oc2ccccc21,1
O=C1CC(C2=CC=C3OCCCC3C2)Oc2ccccc21,1
O=C1CC(C2=CC=CCC2)Oc2ccccc21,2
O=C1CC(C2=CCCC=C2)Oc2ccccc21,1
O=C1CC(CCc2ccccc2)Oc2ccccc21,1
O=C1CC(c2cc3c(c4c2CCCO4)OCCC3)Oc2ccccc21,1
O=C1CC(c2cc3ccccc3o2)Oc2ccccc21,1
O=C1CC(c2ccc(OC3CCC(OC4CCCCO4)CO3)cc2)Oc2ccccc21,1
O=C1CC(c2ccc(OC3CCCC(COC4CCCCO4)O3)cc2)Oc2ccccc21,2
O=C1CC(c2ccc(OC3CCCCO3)cc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,1
O=C1CC(c2ccc(OC3CCCCO3)cc2)Oc2cc(OC3CCCCO3)ccc21,3
O=C1CC(c2ccc(OC3CCCCO3)cc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,1
O=C1CC(c2ccc(OC3CCCCO3)cc2)Oc2cccc(OC3CCCCO3)c21,1
O=C1CC(c2ccc(OC3CCCCO3)cc2)Oc2ccccc21,18
O=C1CC(c2ccc(OC3CCCO3)cc2)Oc2cc(OC3CCCCC3)ccc21,1
O=C1CC(c2ccc(OC3CCCO3)cc2)Oc2cc(OC3CCCCO3)ccc21,1
O=C1CC(c2ccc(OC3OCCCC3OC3CC(COC(=O)c4c[nH]c5ccccc45)CO3)cc2)Oc2ccccc21,1
O=C1CC(c2ccc(OC3OCCCC3OC3CCCCO3)cc2)Oc2ccccc21,2
O=C1CC(c2ccc(OC3OCCCC3OC3CCCO3)cc2)Oc2ccccc21,2
O=C1CC(c2ccc(OCc3ccccc3)cc2)Oc2cc(OCc3ccccc3)ccc21,1
O=C1CC(c2ccc(Oc3ccc4c(c3)C(=O)CC(c3ccccc3)O4)cc2)Oc2ccccc21,1
O=C1CC(c2ccc(Oc3ccc4oc(-c5ccccc5)cc(=O)c4c3)cc2)Oc2ccccc21,2
O=C1CC(c2ccc(Oc3cccc(-c4cc(=O)c5ccccc5o4)c3)cc2)Oc2ccccc21,2
O=C1CC(c2ccc(Oc3cccc(C4CC(=O)c5ccccc5O4)c3)cc2)Oc2ccccc21,2
O=C1CC(c2ccc(Oc3ccccc3C3CC(=O)c4ccc5c(c4O3)C=CCO5)cc2)Oc2c1ccc1c2C=CCO1,1
O=C1CC(c2ccc3c(c2)C(c2ccccc2)C(c2ccccc2)O3)Oc2c1ccc1c2CCCO1,1
O=C1CC(c2ccc3c(c2)C(c2ccccc2)C(c2ccccc2)O3)Oc2ccccc21,1
O=C1CC(c2ccc3c(c2)C=CCO3)Oc2c1ccc1c2C=CCO1,1
O=C1CC(c2ccc3c(c2)C=CCO3)Oc2cc3c(cc21)C=CCO3,1
O=C1CC(c2ccc3c(c2)C=CCO3)Oc2ccccc21,4
O=C1CC(c2ccc3c(c2)CC(c2ccccc2)O3)Oc2ccccc21,3
O=C1CC(c2ccc3c(c2)CCCO3)Oc2c1ccc1c2CCCO1,1
O=C1CC(c2ccc3c(c2)CCCO3)Oc2cc3c(cc21)CCCO3,1
O=C1CC(c2ccc3c(c2)CCCO3)Oc2ccccc21,2
O=C1CC(c2ccc3c(c2)CCO3)Oc2ccccc21,1
O=C1CC(c2ccc3c(c2)OCO3)Oc2c1ccc1c2C=CCO1,1
O=C1CC(c2ccc3c(c2)OCO3)Oc2c1ccc1ccoc21,1
O=C1CC(c2ccc3c(c2)OCO3)Oc2c1ccc1occc21,1
O=C1CC(c2ccc3c(c2)OCO3)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,1
O=C1CC(c2ccc3c(c2)OCO3)Oc2ccccc21,5
O=C1CC(c2ccc3oc(-c4ccccc4)cc3c2)Oc2ccccc21,1
O=C1CC(c2cccc(-c3ccc4c(c3)C(=O)CC(c3ccccc3)O4)c2)Oc2ccccc21,1
O=C1CC(c2cccc(-c3ccc4oc(-c5ccccc5)cc(=O)c4c3)c2)Oc2ccccc21,1
O=C1CC(c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)Oc2ccccc21,4
O=C1CC(c2cccc(-c3cccc4c3OC(c3ccccc3)CC4=O)c2)Oc2ccccc21,4
O=C1CC(c2cccc(-c3ccccc3)c2)Oc2cc3c(cc21)C=CCO3,2
O=C1CC(c2cccc(C3C=CCC(c4ccccc4)C3C(=O)c3ccc4c(c3)C=CCO4)c2)Oc2ccccc21,1
O=C1CC(c2cccc(C3C=CCC(c4ccccc4)C3C(=O)c3ccccc3)c2)Oc2ccccc21,1
O=C1CC(c2cccc(CC3CO3)c2)Oc2ccccc21,1
O=C1CC(c2cccc(OC3CCCCO3)c2)Oc2cc(OC3CCCCO3)ccc21,1
O=C1CC(c2cccc(OC3CCCCO3)c2)Oc2cccc(OC3CCCCO3)c21,1
O=C1CC(c2cccc(OC3CCCCO3)c2)Oc2ccccc21,7
O=C1CC(c2cccc(Oc3ccc(-c4cc(=O)c5ccccc5o4)cc3)c2)Oc2ccccc21,1
O=C1CC(c2cccc3c2C=CCO3)Oc2ccccc21,1
O=C1CC(c2cccc3c2CC(c2ccccc2)O3)Oc2ccccc21,1
O=C1CC(c2cccc3c2CCCO3)Oc2ccccc21,1
O=C1CC(c2cccc3c2OCC=C3)Oc2ccccc21,1
O=C1CC(c2ccccc2)C(c2ccccc2)Oc2ccccc21,1
O=C1CC(c2ccccc2)OC2=CC3OCC=CC3C=C12,1
O=C1CC(c2ccccc2)OC2=CC3OCCCC3C=C12,1
O=C1CC(c2ccccc2)Oc2c(CC3COCC(Cc4cccc5c4OC(c4ccccc4)CC5=O)O3)cccc21,1
O=C1CC(c2ccccc2)Oc2c(CC=Cc3ccccc3)cc(CC=Cc3ccccc3)cc21,1
O=C1CC(c2ccccc2)Oc2c(CC=Cc3ccccc3)cc(Cc3ccccc3)cc21,1
O=C1CC(c2ccccc2)Oc2c(Cc3cccc(Cc4ccccc4)c3)cc(Cc3ccccc3)cc21,1
O=C1CC(c2ccccc2)Oc2c(Cc3ccccc3)cc(CC=Cc3ccccc3)cc21,1
O=C1CC(c2ccccc2)Oc2c(Cc3ccccc3)cc(Cc3cccc(Cc4ccccc4)c3)cc21,1
O=C1CC(c2ccccc2)Oc2c(Cc3ccccc3)cc(Cc3ccccc3)cc21,5
O=C1CC(c2ccccc2)Oc2c(Cc3ccccc3)cccc21,4
O=C1CC(c2ccccc2)Oc2c(OC3CCCCO3)cccc21,3
O=C1CC(c2ccccc2)Oc2c1cc(C1C=CCCC1)cc2C1C=CCCC1,1
O=C1CC(c2ccccc2)Oc2c1cc1c(c2C2CCO2)OCC=C1,1
O=C1CC(c2ccccc2)Oc2c1cc1c(c2CC2CCCOC2)OC(c2ccccc2)C1c1ccccc1,1
O=C1CC(c2ccccc2)Oc2c1cc1c(c2CC2CO2)OCC=C1,1
O=C1CC(c2ccccc2)Oc2c1ccc(OC1CCCCO1)c2C1C(=O)c2ccccc2OC1c1ccccc1,1
O=C1CC(c2ccccc2)Oc2c1ccc(OC1CCCCO1)c2C1CCCCO1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2C(CCCCc2ccccc2)CC(c2ccccc2)O1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2C2CC(CCc3ccccc3)OC(c3ccccc3)C2C(c2ccccc2)O1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2C2CC(CCc3ccccc3)OC2O1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2C2CC(c3ccccc3)(Oc3cc(OC4CCCCO4)ccc32)O1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2C2CCOC2O1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2C=CCO1,6
O=C1CC(c2ccccc2)Oc2c1ccc1c2CC=CCO1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2CCCO1,2
O=C1CC(c2ccccc2)Oc2c1ccc1c2CCO1,5
O=C1CC(c2ccccc2)Oc2c1ccc1c2OCCC=C1,1
O=C1CC(c2ccccc2)Oc2c1ccc1c2oc2ccccc21,1
O=C1CC(c2ccccc2)Oc2c1ccc1oc3ccccc3c21,1
O=C1CC(c2ccccc2)Oc2c1ccc1occc21,1
O=C1CC(c2ccccc2)Oc2c1cccc2-c1cccc(-c2cc(=O)c3ccccc3o2)c1,2
O=C1CC(c2ccccc2)Oc2c1cccc2-c1cccc2c1OC(c1ccccc1)CC2=O,1
O=C1CC(c2ccccc2)Oc2c1cccc2-c1coc2ccccc2c1=O,1
O=C1CC(c2ccccc2)Oc2c1cccc2C(C=CCCCCc1ccccc1)c1ccccc1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C(C=Cc1ccccc1)CCCCc1ccccc1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1C(=O)c2ccccc2OC1c1ccccc1,3
O=C1CC(c2ccccc2)Oc2c1cccc2C1C=CCCC1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1CC(CCc2ccccc2)OC(c2ccccc2)C1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1CC(c2ccccc2)Oc2ccccc21,2
O=C1CC(c2ccccc2)Oc2c1cccc2C1CCCC(COC2CCCCO2)O1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1CCCCO1,4
O=C1CC(c2ccccc2)Oc2c1cccc2C1CCCN=CN1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1CCOC1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1Cc2ccccc2OC1c1ccccc1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1OCCCC1OC1CCCCO1,1
O=C1CC(c2ccccc2)Oc2c1cccc2C1OCCCC1OC1CCCO1,1
O=C1CC(c2ccccc2)Oc2c3c(c4c(c21)OCC4)OCC3,1
O=C1CC(c2ccccc2)Oc2c3c(c4c(c21)OCCC4)OCCC3,1
O=C1CC(c2ccccc2)Oc2cc(C3OCCCC3OC3CCCCO3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OC3CCC(OC4CCCCO4)CO3)ccc21,2
O=C1CC(c2ccccc2)Oc2cc(OC3CCC(OC4CCCO4)CO3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OC3CCC4OC(=O)c5ccccc5-c5ccccc5C(=O)OCC4O3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,25
O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCO4)O3)ccc21,3
O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)cc(OC3CCCCO3)c21,2
O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)ccc21,48
O=C1CC(c2ccccc2)Oc2cc(OC3CCCO3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OC3CCCOC3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OC3OC(COC4CCCCO4)CCC3OC3CCCCO3)ccc21,4
O=C1CC(c2ccccc2)Oc2cc(OC3OC(COC4CCCCO4)CCC3OC3OCCCC3OC3CCCCO3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CC(COC4CCCO4)CO3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,25
O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCO3)ccc21,3
O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3OCCCC3OC3CCCCO3)ccc21,2
O=C1CC(c2ccccc2)Oc2cc(OCC3CO3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc(OCc3ccccc3)cc(OCc3ccccc3)c21,1
O=C1CC(c2ccccc2)Oc2cc(Oc3ccccc3)ccc21,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)C(C(=O)c1ccccc1)C(c1ccccc1)O3,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)C(c1ccccc1)C(c1ccccc1)O3,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)C1CCOC(C=Cc2ccccc2)(C1)O3,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)C1CCOC(C=Cc2ccccc2)(C3)C1,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCCO3,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,8
O=C1CC(c2ccccc2)Oc2cc3c(cc21)CCCO3,4
O=C1CC(c2ccccc2)Oc2cc3c(cc21)CCO3,6
O=C1CC(c2ccccc2)Oc2cc3c(cc21)OC=CO3,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)OCC=C3,1
O=C1CC(c2ccccc2)Oc2cc3c(cc21)OCO3,5
O=C1CC(c2ccccc2)Oc2cc3oc4ccccc4c3cc21,1
O=C1CC(c2ccccc2)Oc2ccc(-c3c(-c4ccccc4)oc4ccccc4c3=O)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(-c3ccc4c(c3)C(=O)CC(c3ccccc3)O4)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(-c3cccc(-c4cc(=O)c5ccccc5o4)c3)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(-c3cccc4c3OC(c3ccccc3)CC4=O)cc21,3
O=C1CC(c2ccccc2)Oc2ccc(-c3ccccc3-c3cc(=O)c4ccccc4o3)cc21,2
O=C1CC(c2ccccc2)Oc2ccc(C3C(=O)c4ccccc4OC3c3ccccc3)cc21,2
O=C1CC(c2ccccc2)Oc2ccc(C3C=CCCC3)cc21,2
O=C1CC(c2ccccc2)Oc2ccc(C3CC(c4ccccc4)Oc4ccccc43)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(C3CCCCO3)cc21,4
O=C1CC(c2ccccc2)Oc2ccc(C3CCCN=CN3)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(CC=Cc3ccccc3)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(CCC3CCCO3)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(Cc3ccc4c(c3)C(=O)CC(c3ccccc3)O4)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(Cc3cccc4c3OC(c3ccccc3)CC4=O)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(Cc3ccccc3)cc21,5
O=C1CC(c2ccccc2)Oc2ccc(Cc3cccoc3=O)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(OC3CCCC(COC4CCCCO4)O3)cc21,1
O=C1CC(c2ccccc2)Oc2ccc(Oc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc21,1
O=C1CC(c2ccccc2)Oc2ccc3ccoc3c21,1
O=C1CC(c2ccccc2)Oc2cccc(OC3CCC(OC4CCCCO4)CO3)c21,1
O=C1CC(c2ccccc2)Oc2cccc(OC3CCCC(COC4CCCCO4)O3)c21,2
O=C1CC(c2ccccc2)Oc2cccc(OC3CCCCO3)c21,16
O=C1CC(c2ccccc2)Oc2cccc(OC3CCCOC3)c21,1
O=C1CC(c2ccccc2)Oc2cccc(OC3OCCCC3OC3CCCCO3)c21,2
O=C1CC(c2ccccc2)Oc2cccc(OCC3CCCCO3)c21,1
O=C1CC(c2ccccc2)Oc2ccccc21,142
O=C1CC(c2ccccc2)c2c(c(C3CC(c4ccccc4)Oc4ccccc43)cc3c2OC(c2ccccc2)CC3c2cccc3c2OC(c2ccccc2)CC3)O1,1
O=C1CC(c2ccccc2)c2c(ccc3c(=O)cc(-c4ccccc4)oc23)O1,1
O=C1CC(c2ccccc2)c2c(ccc3c2CC(c2ccccc2)CC3)O1,7
O=C1CC(c2ccccc2)c2c(ccc3c2OC(c2ccccc2)C(OC(=O)CCCCc2ccccc2)C3)O1,1
O=C1CC(c2ccccc2)c2c(ccc3c2OC(c2ccccc2)C(OC2CCCCO2)C3)O1,1
O=C1CC(c2ccccc2)c2c(ccc3c2OC(c2ccccc2)CC3)O1,12
O=C1CC(c2ccccc2)c2c(ccc3c2OC(c2ccccc2)CC3c2cccc3c2OC(c2ccccc2)CC3)O1,5
O=C1CC(c2ccccc2)c2c(ccc3c2OC(c2ccccc2)CC3c2cccc3c2OC(c2ccccc2)CC3c2ccc3c(c2)CCC(c2ccccc2)O3)O1,1
O=C1CC(c2ccccc2)c2c(ccc3c2OC(c2ccccc2)CC3c2cccc3c2OC(c2ccccc2)CC3c2cccc3c2OC(c2ccccc2)CC3)O1,1
O=C1CC(c2ccccc2)c2cc3c(=O)cc(-c4ccccc4)oc3cc2O1,1
O=C1CC(c2ccccc2)c2cc3c(cc2O1)OC(c1ccccc1)CC3=O,1
O=C1CC(c2ccccc2)c2ccc3c(c2O1)CC(OC(=O)CCCCc1ccccc1)C(c1ccccc1)O3,1
O=C1CC(c2ccccc2)c2ccc3c(c2O1)CCC(c1ccccc1)O3,7
O=C1CC(c2ccccc2)c2cccc(C(=O)CCc3ccccc3)c2O1,1
O=C1CC(c2ccccc2)c2ccccc2O1,2
O=C1CC(c2ccccc2-c2ccccc2C2CC(=O)c3ccccc3O2)Oc2ccccc21,1
O=C1CC(c2ccccc2OC2CC(OC3CCCCO3)CCO2)Oc2ccccc21,1
O=C1CC(c2ccccc2OC2CCCCO2)Oc2ccccc21,2
O=C1CC2C(=CC=Cc3ccccc3)C(=O)C=CC2O1,1
O=C1CC2C3=C(CCC2O1)OC(c1ccccc1)CC3=O,1
O=C1CC2CC(c3ccccc3)Oc3c(C4CC(c5ccccc5)Oc5c4ccc4c5C5CC(c6ccccc6)(Oc6ccccc65)O4)ccc(c32)O1,1
O=C1CC2OC(C(Oc3ccc4c(c3)OC(c3ccccc3)CC4=O)c3ccccc3)CC2O1,1
O=C1CC2OC(OC3C(Oc4ccc5c(c4)OC(c4ccccc4)CC5=O)OC4CC(=O)OC43)CC2O1,1
O=C1CC2Oc3c(ccc4c3CCC(c3ccccc3)O4)C2C2=C1CCC(c1ccccc1)O2,1
O=C1CC=C(C(=O)C=Cc2ccccc2)C(=O)C1,1
O=C1CC=C(C(=O)CCc2ccccc2)C(=O)C1,2
O=C1CC=C(Cc2cccc3c2OC(c2ccccc2)CC3=O)C(=O)C1,1
O=C1CC=C2C(=O)CC3OC2(C1)Oc1ccccc13,1
O=C1CC=CC2=C1Cc1c(ccc3c1OC(c1ccccc1)CC3=O)O2,1
O=C1CC=CC=C1C(=O)CCc1ccccc1,2
O=C1CCC=CC1C(=O)OC1Cc2cccc(C3CC(c4ccccc4)Oc4c(C5CC(c6ccccc6)Oc6ccccc65)cccc43)c2OC1c1ccccc1,1
O=C1CCC=CC1C(=O)OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1,1
O=C1CCC=CC1C(=O)OC1Cc2ccccc2OC1c1ccccc1,1
O=C1CCCC2CC(CC(C=Cc3ccccc3)O2)c2c(ccc3c2OC(c2ccccc2)CC3=O)O1,1
O=C1CCCC2CC(CC(C=Cc3ccccc3)O2)c2cc(C(=O)C=Cc3ccccc3)ccc2O1,1
O=C1CCCC2CC(CC(C=Cc3ccccc3)O2)c2cc3c(cc2O1)OC(c1ccccc1)CC3=O,1
O=C1CCCC=C1C(=O)CCc1ccccc1,1
O=C1CCCc2cc3ccccc3cc21,1
O=C1CCOC(Oc2ccccc2C(=O)CCc2ccccc2)C1,1
O=C1CCOc2c1ccc1c2C=CCO1,1
O=C1CCOc2ccc(C3CC(=O)c4ccccc4O3)cc21,1
O=C1OC2(COc3ccccc3C2=O)Oc2c1ccc1c2C=CCO1,1
O=C1OCC2OC(Oc3ccc(C(=O)CCc4ccccc4)cc3)CCC2OC(=O)c2cccc3c2C2CC(O3)C(=O)C=C12,1
O=C1OCCC(C2OC(=O)c3ccccc3-c3cccc4c3C(=O)OC2C4c2ccc3c(c2)CCC(c2ccccc2)O3)OC(=O)c2ccccc2-c2ccccc21,1
O=C1OCCC(C2OC(=O)c3ccccc3-c3cccc4c3C(=O)OC2C4c2cccc3c2OC(c2ccccc2)CC3)OC(=O)c2ccccc2-c2ccccc21,3
O=C1OCCC(C2OC(=O)c3ccccc3-c3ccccc3C(=O)OC2COc2ccc3c(c2)CCC(c2ccccc2)O3)OC(=O)c2ccccc2-c2ccccc21,2
O=C1OCCC(C2OC(=O)c3ccccc3-c3ccccc3C(=O)OC2Cc2ccc3c(c2)CCC(c2ccccc2)O3)OC(=O)c2ccccc2-c2ccccc21,3
O=C1OCCC(C2OC(=O)c3ccccc3-c3ccccc3C(=O)OC2Cc2cccc3c2OC(c2ccccc2)CC3)OC(=O)c2ccccc2-c2ccccc21,1
O=C1OCCC2OC(=O)c3c(cccc3-c3cccc4c3C(=O)OC2C4c2cccc3c2OC(c2ccccc2)CC3)-c2ccccc21,2
O=C1Oc2c(C(=O)C=Cc3ccccc3)cccc2C1=CC=Cc1ccccc1,1
O=C1Oc2ccc(C(=O)CCc3ccccc3)cc2C1=Cc1ccccc1,1
O=C1Oc2ccc(C3C=CCC(c4ccccc4)C3C(=O)c3ccccc3)cc2C(=O)C1c1ccccc1,1
O=C1Oc2ccc3c(c2C12c1ccccc1OC2c1ccccc1)OC(c1ccccc1)CC3,3
O=C1c2c(OC3CCCCO3)cccc2OC1Cc1ccccc1,5
O=C1c2c(OC3CCCCO3)cccc2OC2COc3ccccc3C12,1
O=C1c2c(ccc3c2OCCC3)OCC1c1ccccc1,1
O=C1c2c(cccc2OC2CCCCO2)OCC1Cc1ccccc1,1
O=C1c2cc(C3=CC4CC(C3)c3ccccc3O4)ccc2OC2c3ccccc3OC12,1
O=C1c2cc(C3C=CCC(c4ccccc4)C3C(=O)c3ccc4c(c3)CCCO4)ccc2OC2c3ccccc3OC12,1
O=C1c2cc(C3C=CCC(c4ccccc4)C3C(=O)c3ccccc3)ccc2OC2c3ccccc3OC12,1
O=C1c2cc(C3C=CCCC3)ccc2OCC1c1ccccc1,1
O=C1c2cc(C3CCCCO3)ccc2OCC1c1ccccc1,1
O=C1c2cc(OCC3CCCCO3)ccc2OCC1c1ccccc1,1
O=C1c2cc3c(cc2OC(c2ccccc2)C(c2ccccc2)C1C(=O)N1CCCC1)OCO3,1
O=C1c2cc3c(cc2OC2COc4ccccc4C12)OCC=C3,1
O=C1c2cc3c(cc2OC2Oc4ccccc4C12)OCC3,1
O=C1c2cc3c(cc2OC2c4ccccc4OC12)OCC3,1
O=C1c2cc3c(cc2OC2c4ccccc4OC12)OCC=C3,1
O=C1c2cc3c(cc2OC2c4ccccc4OC12)OCCC3,1
O=C1c2cc3c(cc2OCC1c1ccc2c(c1)C=CCO2)OCC=C3,1
O=C1c2cc3c(cc2OCC1c1ccc2c(c1)OCO2)OCC=C3,1
O=C1c2cc3c(cc2OCC1c1ccccc1)OCC3,1
O=C1c2cc3c(cc2OCC1c1ccccc1)OCC=C3,2
O=C1c2cc3ccoc3cc2OC2CCc3ccccc3C12,1
O=C1c2cc3ccoc3cc2OC2COc3cc4c(cc3C12)OCO4,1
O=C1c2cc3ccoc3cc2OC2COc3ccccc3C12,1
O=C1c2cc3ccoc3cc2OCC1c1ccc2c(c1)OCO2,1
O=C1c2cc3ccoc3cc2OCC1c1ccccc1,1
O=C1c2ccc(OC3CCCCO3)cc2OC(c2ccccc2)C1C1C(=O)c2ccc(OC3CCCCO3)cc2OC1c1ccccc1,1
O=C1c2ccc(OC3CCCCO3)cc2OC(c2ccccc2)C1OC1CCCCO1,1
O=C1c2ccc(OC3CCCCO3)cc2OC1Cc1ccccc1,2
O=C1c2ccc(OC3CCCCO3)cc2OCC1c1ccc(OC2CCCCO2)cc1,1
O=C1c2ccc(OC3CCCCO3)cc2OCC1c1ccc2c(c1)OCO2,1
O=C1c2ccc(OC3CCCCO3)cc2OCC1c1ccccc1,3
O=C1c2ccc(Oc3ccc4c(=O)ccoc4c3)cc2OCC1c1ccccc1,1
O=C1c2ccc3c(c2OC2CCc4ccccc4C12)CCO3,1
O=C1c2ccc3c(c2OC2COC4(C=CC=CC4=O)C12)C=CCO3,1
O=C1c2ccc3c(c2OC2COc4cc5c(cc4C12)OCO5)C=CCO3,1
O=C1c2ccc3c(c2OC2COc4cc5c(cc4C12)OCO5)CCO3,1
O=C1c2ccc3c(c2OC2COc4cc5c(cc4C12)OCO5)OCO3,1
O=C1c2ccc3c(c2OC2COc4ccccc4C12)C1CC1O3,1
O=C1c2ccc3c(c2OC2COc4ccccc4C12)C=CCC3,1
O=C1c2ccc3c(c2OC2COc4ccccc4C12)C=CCO3,3
O=C1c2ccc3c(c2OC2COc4ccccc4C12)CC(COC1CCCCO1)O3,1
O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCCO3,1
O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,6
O=C1c2ccc3c(c2OC2c4ccccc4OC12)C=CCO3,1
O=C1c2ccc3c(c2OC2c4ccccc4OCCC12)C=CCO3,1
O=C1c2ccc3c(c2OCC1c1ccc2c(c1)C=CCO2)C=CCO3,1
O=C1c2ccc3c(c2OCC1c1ccc2c(c1)C=CCO2)CCCO3,1
O=C1c2ccc3c(c2OCC1c1ccc2c(c1)CCCO2)CCCO3,1
O=C1c2ccc3c(c2OCC1c1ccc2c(c1)OCO2)C=CCO3,1
O=C1c2ccc3c(c2OCC1c1cccc2c1OCC=C2)C=CCO3,1
O=C1c2ccc3c(c2OCC1c1ccccc1)C=CCO3,2
O=C1c2ccc3c(c2OCC1c1ccccc1)CCCO3,1
O=C1c2ccc3c(c2OCC1c1ccccc1)CCO3,1
O=C1c2ccc3occc3c2OC12CCOc1ccccc1O2,1
O=C1c2ccc3occc3c2OC2COc3ccccc3C12,2
O=C1c2cccc(C3C=CCC(c4ccccc4)C3C(=O)c3ccccc3)c2OC2c3ccccc3OC12,1
O=C1c2cccc(C3CCCCO3)c2OC1Cc1ccccc1,1
O=C1c2ccccc2C2c3ccccc3OC12OC1CCCC(COC2CCCCO2)O1,2
O=C1c2ccccc2OC(C2Oc3ccccc3C(=O)C2c2ccccc2)C1c1ccccc1,1
O=C1c2ccccc2OC(c2ccccc2)C(c2ccccc2)C1C(=O)N1CCCC1,1
O=C1c2ccccc2OC(c2ccccc2)C(c2ccccc2)C1C=NCCCCN=CC=CCOC1CCCCO1,1
