bemis_murcko_scaffold_smiles,n_families
O=C(CCCCc1ccccc1)OC1Cc2ccccc2OC1c1ccccc1,1
O=C(CCc1ccc(OC2CCCCO2)cc1)c1ccccc1,1
O=C(CCc1ccc(Oc2ccc(CCC(=O)c3ccccc3)cc2)cc1)c1ccccc1,1
O=C(CCc1ccc2c(c1)C(C(=O)c1ccccc1)C(c1ccccc1)O2)c1ccccc1,1
O=C(CCc1ccc2c(c1)CCCO2)c1ccc2c(c1)CCCO2,1
O=C(CCc1ccc2c(c1)OCO2)c1ccc2c(c1)C=CCO2,1
O=C(CCc1ccc2c(c1)OCO2)c1ccc2occc2c1,1
O=C(CCc1ccc2c(c1)OCO2)c1cccc(C(CCCc2ccccc2)c2ccccc2)c1,1
O=C(CCc1ccc2c(c1)OCO2)c1ccccc1,2
O=C(CCc1ccc2oc(-c3ccccc3)c(C(=O)c3ccccc3)c2c1)c1ccccc1,1
O=C(CCc1cccc(-c2ccccc2CCC(=O)c2ccccc2)c1)c1ccccc1,1
O=C(CCc1cccc(C(CCc2ccccc2)c2ccccc2)c1)c1ccccc1,1
O=C(CCc1cccc(Cc2ccccc2)c1)c1ccccc1,1
O=C(CCc1cccc(OC2CCCCO2)c1)c1ccccc1,1
O=C(CCc1cccc2c1C1C=CCCC1CO2)c1ccccc1,1
O=C(CCc1cccc2c1C=CC(C=CC1CO1)O2)c1ccccc1,1
O=C(CCc1cccc2c1C=CCO2)c1ccccc1,1
O=C(CCc1cccc2c1CCCO2)c1ccccc1,1
O=C(CCc1ccccc1)C1=CC2=C(C=CCO2)CC1=O,1
O=C(CCc1ccccc1)c1cc(C2CCCCO2)cc(C2CCCCO2)c1,2
O=C(CCc1ccccc1)c1cc(Cc2ccccc2)c2c(c1)Cc1ccccc1O2,1
O=C(CCc1ccccc1)c1cc(Cc2ccccc2)cc(Cc2cccc(Cc3ccccc3)c2)c1,1
O=C(CCc1ccccc1)c1cc(Cc2ccccc2)cc(Cc2ccccc2)c1,1
O=C(CCc1ccccc1)c1cc(Cc2ccccc2)cc2c(=O)c3ccccc3oc12,1
O=C(CCc1ccccc1)c1cc(Cc2ccccc2)cc2c1Oc1ccccc1C2,1
O=C(CCc1ccccc1)c1cc(OC2CCCCO2)cc(OC2CCCCO2)c1,1
O=C(CCc1ccccc1)c1ccc(OC2CC(OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)CO2)cc1,1
O=C(CCc1ccccc1)c1ccc(OC2CC(OC(=O)c3ccccc3)C3OC(=O)c4ccccc4-c4ccccc4C(=O)OCC3O2)cc1,1
O=C(CCc1ccccc1)c1ccc(OC2CCC(OC(=O)c3ccccc3)C(COC(=O)c3ccccc3)O2)cc1,1
O=C(CCc1ccccc1)c1ccc(OC2CCC3OC(=O)c4ccccc4-c4ccccc4C(=O)OCC3O2)cc1,2
O=C(CCc1ccccc1)c1ccc(OC2CCCC(COC(=O)c3ccccc3)O2)cc1,1
O=C(CCc1ccccc1)c1ccc(OC2CCCC(COC3CCCCO3)O2)cc1,1
O=C(CCc1ccccc1)c1ccc(OC2CCCCO2)cc1,7
O=C(CCc1ccccc1)c1ccc(OC2CCCCO2)cc1OC1CCCCO1,1
O=C(CCc1ccccc1)c1ccc2c(c1)C(CCCc1ccccc1)c1ccccc1O2,1
O=C(CCc1ccccc1)c1ccc2c(c1)C=CCO2,1
O=C(CCc1ccccc1)c1ccc2c(c1)CCCO2,1
O=C(CCc1ccccc1)c1ccc2c(c1)CCO2,1
O=C(CCc1ccccc1)c1ccc2c(c1)OCO2,2
O=C(CCc1ccccc1)c1ccc2occc2c1,1
O=C(CCc1ccccc1)c1cccc(-c2cccc(C(=O)CCc3ccccc3)c2)c1,1
O=C(CCc1ccccc1)c1cccc(C(CCCc2ccccc2)c2ccccc2)c1,1
O=C(CCc1ccccc1)c1cccc(C(c2ccccc2)C2Cc3cc(C(=O)CCc4ccccc4)ccc3O2)c1,1
O=C(CCc1ccccc1)c1cccc(C2C=CCCC2)c1,4
O=C(CCc1ccccc1)c1cccc(C2CCCCO2)c1,2
O=C(CCc1ccccc1)c1cccc(Cc2cccc(C(=O)CCc3ccccc3)c2)c1,2
O=C(CCc1ccccc1)c1cccc(Cc2cccc(Cc3ccccc3)c2)c1,1
O=C(CCc1ccccc1)c1cccc(Cc2cccc3c(=O)cc(-c4ccccc4)oc23)c1,1
O=C(CCc1ccccc1)c1cccc(Cc2ccccc2)c1,4
O=C(CCc1ccccc1)c1cccc(OC2CCCCO2)c1,1
O=C(CCc1ccccc1)c1cccc2c(-c3ccccc3)cc(=O)oc12,1
O=C(CCc1ccccc1)c1cccc2c1OC(c1ccccc1)C(CC=Cc1ccccc1)C2,1
O=C(CCc1ccccc1)c1cccc2c1OC1(C=CCCC1)C2,1
O=C(CCc1ccccc1)c1cccc2c1OC1C=CCCC21,1
O=C(CCc1ccccc1)c1cccc2c1OC1CCCC2C1,1
O=C(CCc1ccccc1)c1cccc2c1OC1CCCCC21,2
O=C(CCc1ccccc1)c1cccc2c1OCC2,1
O=C(CCc1ccccc1)c1cccc2c1OCC2c1ccccc1,2
O=C(CCc1ccccc1)c1cccc2c1OCCC2,1
O=C(CCc1ccccc1)c1cccc2c1oc1ccccc12,1
O=C(CCc1ccccc1)c1cccc2cc(-c3ccccc3)oc12,2
O=C(CCc1ccccc1)c1ccccc1,39
O=C(CCc1ccccc1)c1ccccc1OC1C=CCCC1,1
O=C(CCc1ccccc1)c1ccccc1OC1CC=CCC1,1
O=C(CCc1ccccc1)c1ccccc1OC1CCCC(COC2CCCCO2)O1,1
O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,18
O=C(CCc1ccccc1)c1ccccc1OC1OCCCC1OC1CCCCO1,1
O=C(CCc1ccccc1)c1ccccc1OC1OCCCC1OC1CCCO1,1
O=C(CCc1ccccc1OC1CCCCO1)c1ccccc1,1
O=C(CN=Cc1ccccc1)c1ccccc1,2
O=C(Cc1ccccc1)C(=O)c1ccccc1,2
O=C(Cc1ccccc1)OCC1CCCC(Oc2cccc(C3CC(=O)c4ccccc4O3)c2)O1,1
O=C(Cc1ccccc1)c1ccccc1,1
O=C(Nc1ccccc1)c1ccccc1N=Cc1cccc(NS(=O)(=O)c2ccccc2)c1,1
O=C(OC(=O)C(Cc1ccccc1)N=Cc1ccccc1)C(Cc1ccccc1)N=Cc1ccccc1,1
O=C(OC1C(=O)c2ccccc2OC1c1ccccc1)c1ccccc1,3
O=C(OC1C(OC(=O)c2ccccc2Oc2ccc3c(c2)C(=O)OC(Cc2ccc4c(c2)CCC(c2ccccc2)O4)C(C2CCOC(=O)c4ccccc4-c4ccccc4C(=O)O2)OC(=O)c2ccccc2-3)COC2COC(=O)c3ccccc3-c3ccccc3C(=O)OC21)c1ccccc1,1
O=C(OC1C(c2ccccc2)Oc2c(cccc2C2c3ccccc3OC(c3ccccc3)C2OC(=O)c2ccccc2)C1c1ccccc1)c1ccccc1,1
O=C(OC1C(c2ccccc2)Oc2ccccc2C1SCc1ccccc1)c1ccccc1,1
O=C(OC1C(c2ccccc2)Oc2ccccc2C1c1cccc2c1OC(c1ccccc1)C(OC(=O)c1ccccc1)C2c1cccc2c1OC(c1ccccc1)CC2)c1ccccc1,1
O=C(OC1C(c2ccccc2)Oc2ccccc2C1c1cccc2c1OC(c1ccccc1)CC2)c1ccccc1,9
O=C(OC1C(c2ccccc2)Oc2ccccc2C1c1ccccc1)c1ccccc1,3
O=C(OC1C2c3ccccc3OC1(c1ccccc1)Oc1ccc3c(c12)OC(c1ccccc1)CC3c1cccc2c1OC(c1ccccc1)CC2)c1ccccc1,1
O=C(OC1CC=CCC1)C1C2CC(c3ccccc3)Oc3cccc(c32)OC1c1ccccc1,1
O=C(OC1CCC(COC2CCCCO2)OC1Oc1cc2c(=O)cccc-2oc1-c1ccccc1)c1ccccc1,3
O=C(OC1CCCCO1)c1cccc2c(=O)c(-c3ccccc3)coc12,1
O=C(OC1CCCOC1Oc1cc2c(=O)cccc-2oc1-c1ccccc1)c1ccccc1,1
O=C(OC1CCCOC1Oc1cccc(-c2ccc3c(=O)cccc-3o2)c1)c1ccccc1,1
O=C(OC1CCCOC1Oc1ccccc1C1CC(=O)c2ccccc2O1)c1ccccc1,1
O=C(OC1CCOC(Oc2cc3c(=O)cccc-3oc2-c2ccccc2)C1OC(=O)c1ccccc1)c1ccccc1,1
O=C(OC1CCOC(Oc2ccccc2C2CC(=O)c3ccccc3O2)C1)c1ccccc1,1
O=C(OC1COC(=O)c2ccccc2-c2ccccc2C(=O)OC1C1OC(=O)c2ccccc2-c2cccc3c2C(=O)OC1C3c1ccc2c(c1)CCC(c1ccccc1)O2)c1ccccc1,3
O=C(OC1COC(=O)c2ccccc2-c2ccccc2C(=O)OC1C1OC(=O)c2ccccc2-c2cccc3c2C(=O)OC1C3c1cccc2c1OC(c1ccccc1)CC2)c1ccccc1,6
O=C(OC1COC(=O)c2ccccc2-c2ccccc2C(=O)OC1C1OC(=O)c2ccccc2-c2ccccc2C(=O)OC1COc1cccc2c1OC(c1ccccc1)CC2)c1ccccc1,1
O=C(OC1COC(=O)c2ccccc2-c2ccccc2C(=O)OC1C1OC(=O)c2ccccc2-c2ccccc2C(=O)OC1Cc1cccc2c1OC(c1ccccc1)CC2)c1ccccc1,1
O=C(OC1Cc2c(OC3CCCCO3)cccc2OC1c1ccccc1)c1ccccc1,1
O=C(OC1Cc2cc(C(c3ccccc3)C(Cc3ccccc3)OC(=O)c3ccccc3)ccc2OC1c1ccccc1)c1ccccc1,1
O=C(OC1Cc2cc(C3CC(c4ccccc4)Oc4ccccc43)ccc2OC1c1ccccc1)c1ccccc1,2
O=C(OC1Cc2cc(C3c4ccccc4OC(c4ccccc4)C3OC(=O)c3ccccc3)ccc2OC1c1ccccc1)c1ccccc1,2
O=C(OC1Cc2cc(Cc3cccc4c3OC(c3ccccc3)C(OC(=O)c3ccccc3)C4)ccc2OC1c1ccccc1)c1ccccc1,1
O=C(OC1Cc2ccc3c(c2OC1c1ccccc1)C1CC(c2ccccc2)(Oc2ccccc21)O3)c1ccccc1,1
O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4c(C5CC(c6ccccc6)Oc6cc(OC7CCCCO7)ccc65)cccc43)c2OC1c1ccccc1)c1ccccc1,1
O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4c(C5CC(c6ccccc6)Oc6ccccc65)cccc43)c2OC1c1ccccc1)c1ccccc1,1
O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4c3cccc4C3c4ccccc4OC(c4ccccc4)C3OC(=O)c3ccccc3)c2OC1c1ccccc1)c1ccccc1,1
O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,14
O=C(OC1Cc2cccc(C3c4cccc(C5c6ccccc6OC(c6ccccc6)C5OC(=O)c5ccccc5)c4OC(c4ccccc4)C3OC(=O)c3ccccc3)c2OC1c1ccccc1)c1ccccc1,2
O=C(OC1Cc2cccc(C3c4ccccc4OC(c4ccccc4)C3OC(=O)c3ccccc3)c2OC1c1ccccc1)c1ccccc1,7
O=C(OC1Cc2cccc(C3c4ccccc4OC(c4ccccc4)C3OC3CCCCO3)c2OC1c1ccccc1)c1ccccc1,1
O=C(OC1Cc2ccccc2OC1C1CCC(=O)c2cccc(C3CCc4ccccc4O3)c2C1)c1ccccc1,1
O=C(OC1Cc2ccccc2OC1c1cc(=O)cc2ccccc2c1)c1ccccc1,1
O=C(OC1Cc2ccccc2OC1c1ccc(=O)c2cccc(C3CCc4ccccc4O3)c2c1)c1ccccc1,1
O=C(OC1Cc2ccccc2OC1c1ccc(=O)c2cccc(C3Oc4ccccc4CC3OC(=O)c3ccccc3)c2c1)c1ccccc1,1
O=C(OC1Cc2ccccc2OC1c1cccc2c(=O)ccc(C3CCc4ccccc4O3)cc12)c1ccccc1,3
O=C(OC1Cc2ccccc2OC1c1ccccc1)C1C=CCCC1,1
O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccc(=O)c2cccc(C3CCc4ccccc4O3)c2c1,1
O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,49
O=C(OC1Cc2ccccc2OC1c1ccccc1-c1ccccc1C1Oc2ccccc2CC1OC(=O)c1ccccc1)c1ccccc1,1
O=C(OCC(Cc1ccccc1)N=Cc1ccccc1)C(Cc1ccccc1)N=Cc1ccccc1,5
O=C(OCC1CCCC(OC2C(=O)c3ccccc3OC2c2ccccc2)O1)c1ccccc1,3
O=C(OCC1CCCC(Oc2c(-c3ccccc3)oc3ccccc3c2=O)O1)C1C(C(=O)OCC2CCCC(Oc3c(-c4ccccc4)oc4ccccc4c3=O)O2)C(c2ccccc2)C1c1ccccc1,1
O=C(OCC1CCCC(Oc2ccc3c(=O)c(-c4ccccc4)coc3c2)O1)c1ccccc1,1
O=C(OCC1CCCC(Oc2ccc3c(c2)OC(c2ccccc2)CC3=O)O1)c1ccccc1,4
O=C(OCC1CCCC(Oc2ccc3c(c2)OC(c2ccccc2)CC3c2cccc3c2OC(c2ccccc2)CC3c2cccc3c2OC(c2ccccc2)CC3)O1)c1ccccc1,1
O=C(OCC1CCCC(Oc2ccc3c(c2)OCCC3=O)O1)C1=CCCCC1,1
O=C(OCC1OC(Oc2ccc3c(c2)OC(c2ccccc2)CC3=O)CCC1OC(=O)c1ccccc1)c1ccccc1,1
O=C(Oc1cc(-c2cc3ccccc3o2)cc2c1C1C(=O)C3C=C(c4ccccc4O3)C1O2)c1ccccc1,1
O=C(Oc1cc(-c2cc3ccccc3o2)cc2oc3c(c12)C(=O)C1CC3c2ccccc2O1)c1ccccc1,1
O=C(Oc1cc(C2CC(c3cccc4c3OC(c3ccccc3)CC4)c3cccc(C4CC(c5ccccc5)Oc5ccccc54)c3O2)cc(OC(=O)c2ccccc2)c1OC(=O)c1ccccc1)c1ccccc1,1
O=C(Oc1cc(OC(=O)c2ccccc2)c2c(c1)OC(c1ccccc1)CC2)c1ccccc1,1
O=C(Oc1ccc(-c2cc(=O)c3ccc(OCc4ccccc4)c(C4C(=O)c5ccc(OC(=O)c6ccccc6)cc5OC4c4ccc(OCc5ccccc5)cc4)c3o2)cc1)c1ccccc1,1
O=C(Oc1ccc(C2CCc3c(OC(=O)c4ccccc4)cccc3O2)cc1)c1ccccc1,1
O=C(Oc1ccc(C2CCc3ccc(OC(=O)c4ccccc4)cc3O2)cc1)c1ccccc1,1
O=C(Oc1ccc(C2CCc3ccccc3O2)cc1)c1ccccc1,1
O=C(Oc1ccc(C2Oc3ccccc3CC2OC(=O)c2ccccc2)cc1)c1ccccc1,2
O=C(Oc1ccc2c(c1)C(=O)C(c1ccccc1)CC2)c1ccccc1,1
O=C(Oc1ccc2c(c1)OC(c1ccc(OC(=O)c3ccccc3)c3c(=O)ccc(C4CCc5ccccc5O4)cc13)CC2)c1ccccc1,3
O=C(Oc1ccc2c(c1)OC(c1ccc(OCc3ccccc3)cc1)C(c1c(OCc3ccccc3)ccc3c1OC(c1ccc(OC(=O)c4ccccc4)c(OCc4ccccc4)c1)CC3=O)C2=O)c1ccccc1,1
O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2)c1ccccc1,3
O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2=O)c1ccccc1,1
O=C(Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCC=C4)c1ccccc1,1
O=C(Oc1cccc(C2CCc3c(OC(=O)c4ccccc4)cccc3O2)c1)c1ccccc1,1
O=C(Oc1cccc(C2CCc3ccc(OC(=O)c4ccccc4)cc3O2)c1)c1ccccc1,1
O=C(Oc1cccc(C2CCc3ccccc3O2)c1)c1ccccc1,1
O=C(Oc1cccc(C2Oc3ccccc3CC2OC(=O)c2ccccc2)c1)c1ccccc1,2
O=C(Oc1cccc2c1CC(OC(=O)c1ccccc1)C(c1ccccc1)O2)c1ccccc1,1
O=C(Oc1cccc2c1CCC(c1ccccc1)O2)c1ccccc1,1
O=C(Oc1ccccc1)Oc1ccc(C2CCc3ccc(OC(=O)c4ccccc4)cc3O2)cc1,1
O=C(Oc1ccccc1CC(c1cccc2c1OC(c1ccccc1)CC2)c1cccc2c1OC(c1ccccc1)CC2)c1ccccc1,1
O=C(c1ccc2c(c1)C1COc3ccccc3C1O2)c1c(-c2ccc3c(c2)C=CCO3)oc2ccccc12,1
O=C(c1ccc2c(c1)C1COc3ccccc3C1O2)c1c(-c2ccccc2)oc2c3c(ccc12)OCC=C3,1
O=C(c1ccc2c(c1)C1COc3ccccc3C1O2)c1c(-c2ccccc2)oc2ccccc12,1
O=C(c1ccc2c(c1)C=CCO2)C1C(c2ccccc2)=CC2CC1c1ccccc1O2,1
O=C(c1ccc2c(c1)C=CCO2)C1CCOc2ccccc21,1
O=C(c1ccc2c(c1)CCO2)C1CCOc2ccccc21,1
O=C(c1ccc2c(c1)OCO2)c1cc2ccc3occc3c2o1,1
O=C(c1ccc2occc2c1)C1CCOc2ccccc21,1
O=C(c1cccc(C(C=CCCCCc2ccccc2)c2ccccc2)c1)C1C(C=Cc2ccccc2)CC(CCc2ccccc2)OC1c1ccccc1,1
O=C(c1ccccc1)C(C=NCCCCN=Cc1ccccc1)C(C(=O)c1ccccc1)c1ccccc1,1
O=C(c1ccccc1)C(Cc1ccccc1)OC1CCCCO1,3
O=C(c1ccccc1)C(c1coc2ccccc2c1=O)C(c1ccccc1)c1ccccc1,1
O=C(c1ccccc1)C1C(C(=O)c2ccccc2)C(c2ccccc2)C1c1ccccc1,2
O=C(c1ccccc1)C1C(c2ccc(-c3cc4ccccc4o3)cc2)=CC2CC1c1ccccc1O2,1
O=C(c1ccccc1)C1C(c2ccc(-c3cc4ccccc4o3)cc2)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2ccc(C=Cc3ccccc3)cc2)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2ccc3oc(-c4ccccc4)cc(=O)c3c2)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2ccc3oc(-c4ccccc4)cc3c2)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2cccc(-c3cc(=O)c4ccccc4o3)c2)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2cccc(C=Cc3ccccc3)c2)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2cccc3c(=O)cc(-c4ccccc4)oc23)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2ccccc2)C=CCC1c1ccccc1,1
O=C(c1ccccc1)C1C(c2ccccc2)OC(c2ccccc2)C1C(=O)c1ccccc1,2
O=C(c1ccccc1)C1C(c2ccccc2)OC(c2ccccc2)C1Cc1ccccc1,1
O=C(c1ccccc1)C1C(c2ccccc2)OC(c2ccccc2)C1Cc1ccccc1-c1ccc2c(c1)CCC(c1ccccc1)O2,1
O=C(c1ccccc1)C1C(c2ccccc2)OC2c3ccccc3OC(c3ccccc3)C21,2
O=C(c1ccccc1)C1CC(c2ccc(-c3cc4ccccc4o3)cc2)C=CC1c1ccccc1,1
O=C(c1ccccc1)C1CC=CCC1c1ccccc1,2
O=C(c1ccccc1)C1CCc2ccccc2C1,1
O=C(c1ccccc1)C1Cc2ccccc2C(c2ccccc2)C1C(=O)c1ccccc1,1
O=C(c1ccccc1)C1c2c(ccc3c2OC(c2ccccc2)CC3)OC1c1ccccc1,1
O=C(c1ccccc1)c1c(-c2ccccc2)oc2c(C(=O)C=Cc3ccccc3)cccc12,2
O=C(c1ccccc1)c1c(-c2ccccc2)oc2c(C(=O)CCc3ccccc3)cccc12,1
O=C(c1ccccc1)c1c(-c2ccccc2)oc2c3c(ccc12)OC(c1ccccc1)CC3=O,1
O=C(c1ccccc1)c1c(-c2ccccc2)oc2ccc3c(c12)OC(c1ccccc1)CC3,1
O=C(c1ccccc1)c1cc2ccc3occc3c2o1,1
O=C(c1ccccc1)c1cc2ccccc2o1,1
O=C(c1ccccc1)c1cccc2c(-c3ccccc3)cc(=O)oc12,1
O=C(c1ccccc1)c1ccccc1,1
O=C(c1ccccc1)c1oc2cc3c(=O)cc(-c4ccccc4)oc3cc2c1-c1ccccc1,1
O=C1C(=C(C(=C2Oc3ccccc3C2=O)c2ccccc2)c2ccccc2)Oc2ccccc21,1
O=C1C(=CC=Cc2ccccc2)C(=O)C(C2CCCCO2)C2=C1CC1(CCCCO1)O2,1
O=C1C(=CC=Cc2ccccc2)C(=O)C(Cc2ccccc2)(C2CCCCO2)C(=O)C1C1CCCCO1,1
O=C1C(=CC=Cc2ccccc2)C=C(C2CCCCO2)C(=O)C1C1CCCCO1,1
O=C1C(=CC=Cc2ccccc2)C=C(CC2=CC(=CC=Cc3ccccc3)C(=O)C(C3CCCCO3)C2=O)C(=O)C1C1CCCCO1,1
O=C1C(=CC=Cc2ccccc2)C=C(Cc2ccccc2)C(=O)C1C1CCCCO1,1
O=C1C(=Cc2ccc3c(c2)OCO3)Oc2c1ccc1occc21,1
O=C1C(=Cc2cccc(OC3CCCCO3)c2)Oc2cc(OC3CCCCO3)ccc21,1
O=C1C(=Cc2cccc(OC3CCCCO3)c2)Oc2ccccc21,1
O=C1C(=Cc2ccccc2)COc2cc(OC3CCCCO3)ccc21,1
O=C1C(=Cc2ccccc2)COc2ccccc21,3
O=C1C(=Cc2ccccc2)Oc2c(OC3CCCCO3)cccc21,1
O=C1C(=Cc2ccccc2)Oc2c1ccc1c2CCO1,1
O=C1C(=Cc2ccccc2)Oc2c1ccc1occc21,1
O=C1C(=Cc2ccccc2)Oc2cc(OC3CCC(OC4CCCCO4)CO3)ccc21,1
O=C1C(=Cc2ccccc2)Oc2cc(OC3CCCCO3)cc(OC3CCCCO3)c21,2
O=C1C(=Cc2ccccc2)Oc2cc(OC3CCCCO3)ccc21,6
O=C1C(=Cc2ccccc2)Oc2ccc3c(c21)OCO3,1
O=C1C(=Cc2ccccc2)Oc2cccc(OC3CCCC(COC4CCCCO4)O3)c21,1
O=C1C(=Cc2ccccc2)Oc2cccc(OC3CCCCO3)c21,4
O=C1C(=Cc2ccccc2)Oc2ccccc21,11
O=C1C(=Cc2ccccc2C2(C(=O)c3ccccc3)Oc3ccccc3C2=O)Oc2ccccc21,1
O=C1C(=Cc2ccccc2C2C(=O)c3ccccc3OC2c2ccccc2)Oc2ccccc21,1
O=C1C(=Cc2ccccc2OC2CCCC(COC3CCCCO3)O2)Oc2ccccc21,1
O=C1C2=C(COc3ccccc32)Cc2c1ccc1c2C=CCO1,1
O=C1C2CC(c3cccc(c3)O2)C23OC2(c2ccccc2)Oc2cc(C=Cc4ccccc4)ccc2C13,1
O=C1C2CC(c3ccccc3O2)C23OC2(c2ccccc2)Oc2cc(-c4cc5ccccc5o4)ccc2C13,1
O=C1C2CC(c3ccccc3O2)C23OC2(c2ccccc2)Oc2cc(C=Cc4ccccc4)ccc2C13,1
O=C1C=C(C(=O)CCc2ccccc2)C(=O)C1,1
O=C1C=C(C2CCc3ccccc3O2)c2cc(C3CCc4ccccc4O3)ccc2C1=O,1
O=C1C=C(C=C2CCCN2)C(C2CCCCO2)C(=O)C1=CC=Cc1ccccc1,1
O=C1C=C2OC(c3ccccc3)C3C(=O)c4ccccc4OC23C2=C1CCC(c1ccccc1)O2,1
O=C1C=C2OC(c3ccccc3)CC=C2C(=O)C1,1
O=C1C=C2OCC3c4cc5c(cc4OC3C2CC1)OCO5,1
O=C1C=C2OCC3c4ccccc4OC3C2CC1,1
O=C1C=C2c3c(ccc4c3OC(c3ccccc3)CC4)OC23CC1OC1Cc2ccccc2OC13,3
O=C1C=CC(=C2Oc3cccc(OC4CCCC(COC(=O)C=Cc5ccccc5)O4)c3C=C2OC2OCCCC2OC2CCCC(COC(=O)C=Cc3cccc(OC4CCCCO4)c3)O2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCC(COC(=O)C=Cc5ccccc5)O4)c3C=C2OC2OCCCC2OC2CCCCO2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2CCCC(COC(=O)C=Cc3ccccc3)O2)C=C1,2
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2OC(COC(=O)C=Cc3ccccc3)CCC2OC2CCCC(COC(=O)C=Cc3cccc(OC4CCCCO4)c3)O2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2OC(COC(=O)C=Cc3ccccc3)CCC2OC2CCCC(COC(=O)C=Cc3ccccc3)O2)C=C1,2
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2OC(COC(=O)C=Cc3ccccc3)CCC2OC2CCCCO2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2OC(COC(=O)C=Cc3ccccc3)CCC2OC2OCCCC2OC(=O)C=Cc2ccccc2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2OCCCC2OC2CCCC(COC(=O)C=Cc3cccc(OC4CCCCO4)c3)O2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2OCCCC2OC2CCCC(COC(=O)C=Cc3ccccc3)O2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCCO4)c3C=C2OC2OCCCC2OC2CCCCO2)C=C1,1
O=C1C=CC(=C2Oc3cccc(OC4CCCOC4)c3C=C2OC2CCCOC2)C=C1,1
O=C1C=CC(=C2Oc3ccccc3C=C2OC2OCCCC2OC2OCCCC2OC(=O)C=Cc2ccccc2)C=C1,1
O=C1C=CC(=CC=Cc2ccc3c(c2)OCO3)O1,1
O=C1C=CC(=CC=Cc2ccccc2)C(=O)C1,1
O=C1C=CC(=CC=Cc2ccccc2)C=C1,1
O=C1C=CC(=CC=Cc2ccccc2)O1,1
O=C1C=CC(=O)C(C(=O)C=Cc2ccccc2)=C1,1
O=C1C=CC(=O)C(C2COc3ccccc3C2)=C1,1
O=C1C=CC(=O)C(C2COc3ccccc3C2c2cccc(C3COc4ccccc4C3)c2)=C1,1
O=C1C=CC(=O)C(CCC(=O)c2ccccc2)=C1,1
O=C1C=CC(=O)C(c2cc3ccccc3o2)=C1,1
O=C1C=CC(=O)C(c2coc3ccccc3c2=O)=C1,1
O=C1C=CC(=O)C1=CC1C=CC(c2ccccc2)C2(C(=O)C=CC2=O)C1c1ccccc1,1
O=C1C=CC(=O)C1=CC=Cc1ccccc1,2
O=C1C=CC(=O)C1C(=O)C=Cc1ccccc1,1
O=C1C=CC(=O)C2=C1CCC(c1ccccc1)O2,1
O=C1C=CC(C2CC(=O)c3ccccc3O2)CC1,2
O=C1C=CC(CC=Cc2ccccc2)C=C1Cc1oc2ccccc2c1-c1ccccc1,1
O=C1C=CC(CCC(=O)c2ccccc2)C=C1,1
O=C1C=CC2(C3Oc4ccccc4CC3OC(=O)c3ccccc3)C(=C1)C(=O)C1C(=O)C=C(C3CCc4ccccc4O3)C12,1
O=C1C=CC2=C(C1)OC(c1ccccc1)CC2=O,1
O=C1C=CC2=C3c4ccccc4OCC3CC2=C1,1
O=C1C=CC2C(=C1)OCC1c3ccccc3OC21,1
O=C1C=CC2c3ccc4c(c3OC23OC(c2ccccc2)CC=C13)CCC(c1ccccc1)O4,1
O=C1C=CC=C1C(=O)C=Cc1ccccc1,1
O=C1C=CCC(=O)C1=CC=Cc1ccccc1,2
O=C1C=CCC(CC(c2ccccc2)c2ccc3c(c2)C(=O)CC(c2ccccc2)O3)O1,1
O=C1C=CCC(CC(c2ccccc2)c2ccc3c(c2)OC(c2ccccc2)CC3=O)O1,1
O=C1C=CCC(CC(c2ccccc2)c2cccc3c2OC(c2ccccc2)CC3=O)O1,1
