inchikey,n_classifiable_domains,n_concordant_domains,n_active_only_domains,n_above_cutoff_only_domains,n_mixed_evidence_domains,any_active_only,any_above_cutoff_only,any_mixed_evidence
VZBPTZZTCBNBOZ-VJXVFPJBSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
WACBUPFEGWUGPB-MIUGBVLSSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
WBDNTJSRHDSPSR-KPKJPENVSA-N,4,2,0,2,2,FALSE,TRUE,TRUE
WBEFUVAYFSOUEA-PQMHYQBVSA-N,4,3,2,1,1,TRUE,TRUE,TRUE
WBSCSIABHGPAMC-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
WBZSDBHJYZORRP-VWLOTQADSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
WCJPAQJEARHLGS-KEBDBYFISA-N,4,3,3,0,1,TRUE,FALSE,TRUE
WCWOWFQELCQQCI-AUSBBASTSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WDJAZIFUJKIZSU-CQSZACIVSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
WGVFVBIJKULVHA-QHHAFSJGSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WGYZIUPQEBQQND-UCSBTNPJSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WHNYFVUMAYSMKK-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WIBOONWRYQFYQJ-SNVBAGLBSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
WIBOONWRYQFYQJ-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
WIEKYGJSRGBBTQ-AFMDSPMNSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
WJBWITXUNBMVLF-AIBWNMTMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WKEIAFLNVZWDKU-ZZXKWVIFSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
WKIHBIBUCQPPBY-GHTZIAJQSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
WKMQGQZPDSFACZ-QPJJXVBHSA-N,3,3,0,3,0,FALSE,TRUE,FALSE
WKYGVDYQMIWYES-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
WLJKBVCQTOXSPP-LZYBPNLTSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
WMBWREPUVVBILR-GHTZIAJQSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
WMBWREPUVVBILR-NQIIRXRSSA-N,8,5,4,1,3,TRUE,TRUE,TRUE
WMBWREPUVVBILR-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
WMBWREPUVVBILR-WIYYLYMNSA-N,9,0,0,0,9,FALSE,FALSE,TRUE
WMDVTEYZKOEFEB-UHFFFAOYSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
WMKOZARWBMFKAS-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WMOWJHFPSNZXSK-GQCTYLIASA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WNEAAJKGMLICIY-QFIPXVFZSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
WNUBZQVPFKTBOZ-QPJJXVBHSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
WOGYXYDORXIAGE-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
WOGYXYDORXIAGE-ZDUSSCGKSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
WPVMLODCRMLWMB-HXUWFJFHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WQCFPYAJTXOZMT-KRWDZBQOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WQCJOKYOIJVEFN-CYBMUJFWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WQCJOKYOIJVEFN-ZDUSSCGKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WQIMBMVBFTYBSK-ALKXEMMNSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
WRSUVSOOJHAIRI-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
WSSNVJXVWRIBQI-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WTGKDESIYCVAOP-CAHKVJEUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WTGKDESIYCVAOP-UNTHUGQZSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
WTGUNSGYPQJOLT-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WTKJOOHYNMPGLE-KXBFYZLASA-N,2,2,0,2,0,FALSE,TRUE,FALSE
WTTMVTRIBPKFQV-WMHWHXOKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WUADCCWRTIWANL-UHFFFAOYSA-N,7,3,2,1,4,TRUE,TRUE,TRUE
WVHJQUXAKZCXEP-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WVRDOLPMKOCJRJ-DENIHFKCSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
WWFVAIXZPACOBJ-NRFANRHFSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WWGOYNYKPSPHDA-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WXVLIIDDWFGYCV-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WXZJPSUOIKPJHP-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WYOZGBMNTWCNDD-SNVBAGLBSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
WZSJHPLGMXDPQW-UHFFFAOYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
XBFSDEKOTLYPJU-SXZUIPJJSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
XCHYGHACCAXWJR-NRFANRHFSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XCRBPIBUMBLGCZ-FZKQIMNGSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
XCRBPIBUMBLGCZ-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
XCYSQFHYFNWYFP-CEMXSPGASA-N,5,1,1,0,4,TRUE,FALSE,TRUE
XCYSQFHYFNWYFP-VIZOYTHASA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XDBDADAPEFSDHG-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
XDKYBPGIBVMHHB-KPKJPENVSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
XDRMVDDOBVPELW-CYFREDJKSA-N,3,2,2,0,1,TRUE,FALSE,TRUE
XECJBJHITROSPL-UCKKVMSCSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XECJBJHITROSPL-WSONZKGWSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XEOFUBPZBRENSE-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XERSCIKBWOLVNC-CYFREDJKSA-N,3,3,2,1,0,TRUE,TRUE,FALSE
XEVCTBKORYCFCZ-UXBLZVDNSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
XFZJEEAOWLFHDH-AVFWISQGSA-N,4,3,0,3,1,FALSE,TRUE,TRUE
XFZJEEAOWLFHDH-NFJBMHMQSA-N,5,4,2,2,1,TRUE,TRUE,TRUE
XFZJEEAOWLFHDH-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
XFZJEEAOWLFHDH-UKWJTHFESA-N,2,2,1,1,0,TRUE,TRUE,FALSE
XFZJEEAOWLFHDH-VUGKQVTMSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
XGTBMCGGGJLOPS-IFMALSPDSA-N,3,3,0,3,0,FALSE,TRUE,FALSE
XGZTURSZEPLOKA-DEOSSOPVSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XHRAWCRTNOGRCB-JOCHJYFZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XHTOWVVXFDSBGH-XBXARRHUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XIJBDLYFYFZZDS-APHBMKBZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XIJBDLYFYFZZDS-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XIUMMQJDWWYGHD-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
XJWKDASPAHTQCB-SJNSNYLYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XKHHKXCBFHUOHM-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XLAVQLXQQIQYSX-VAQNTZKMSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XLHAGJGNSIEVFB-QFIPXVFZSA-N,3,1,0,1,2,FALSE,TRUE,TRUE
XMOCLSLCDHWDHP-DOMZBBRYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XMOCLSLCDHWDHP-IUODEOHRSA-N,7,3,1,2,4,TRUE,TRUE,TRUE
XMOCLSLCDHWDHP-SWLSCSKDSA-N,6,6,1,5,0,TRUE,TRUE,FALSE
XMOCLSLCDHWDHP-WFASDCNBSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XMUPAAIHKAIUSU-QRQCRPRQSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
XMWZSFFOJPSCLZ-VAPFXODJSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XNZXBSSGLCCBPV-FEVFIROASA-N,2,1,0,1,1,FALSE,TRUE,TRUE
XOPDZJVJVVORSL-GMTBNIFVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XPMCEWWRVJLSLM-NRFANRHFSA-N,4,2,1,1,2,TRUE,TRUE,TRUE
XQDCKJKKMFWXGB-UHFFFAOYSA-N,8,6,4,2,2,TRUE,TRUE,TRUE
XQHLJEHHIHCILO-LVXARBLLSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XQLJWQWRTLHKGO-SFHVURJKSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
XQLJWQWRTLHKGO-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XQVKBMIVACNFLX-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XQVKQEFQGYTUAR-VHBRHXFYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
XQWFHGOIUZFQPJ-LXGDFETPSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XQXIDELHPWXTDD-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XQZKTABHCQFBQV-AWEZNQCLSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XRPKPDHAYAOPTH-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XRVFNNUXNVWYTI-LLVKDONJSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XRYVAQQLDYTHCL-CMJOXMDJSA-N,4,2,1,1,2,TRUE,TRUE,TRUE
XTDORSAGLFPXGX-IBGZPJMESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XTLSKKJNOIMMBK-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
XUAORUWVUTVEEC-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XUFXKBJMCRJATM-FMIVXFBMSA-N,7,5,1,4,2,TRUE,TRUE,TRUE
XVGSDKVWGGSISE-MKMNVTDBSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
XWUWFNSZQDCXCD-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
XXQUTHYOIGFGPG-MPKNGZDBSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
XYIQIBWIEGCVQY-RWHUQTJRSA-N,5,2,1,1,3,TRUE,TRUE,TRUE
XZMVXCSKRYOMID-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YABIJLLNNFURIJ-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
YAEYGSBLDUIDTP-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
YANXJXVKFOHHOB-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
YBJJPNXZVZRDIU-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
YBJTWUNILZOAFZ-AOMKIAJQSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YCDZKMJZSGRQML-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YDKQMGVESZZFGP-SETSBSEESA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YELBDRXMPXVGQT-LOSJGSFVSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
YFBYVGLTPVOMJI-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YFLADGILWZIDNJ-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YGCCASGFIOIXIN-UHFFFAOYSA-N,3,3,0,3,0,FALSE,TRUE,FALSE
YHOYRZLJSAAOGW-WFQOKMFZSA-N,3,2,1,1,1,TRUE,TRUE,TRUE
YHSXPHNOIMTWTH-MLGOLLRUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YHWNASRGLKJRJJ-UHFFFAOYSA-N,6,6,5,1,0,TRUE,TRUE,FALSE
YHXIOAVHEXKZCQ-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YIFYYPKWOQSCRI-AZUAARDMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YIFYYPKWOQSCRI-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YIMXACQKSLBLPF-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
YKESZSLDFNFOLO-ZWKOTPCHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YKGCBLWILMDSAV-SFHVURJKSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
YKGCBLWILMDSAV-UHFFFAOYSA-N,5,4,1,3,1,TRUE,TRUE,TRUE
YKTQNXNBVRMYNF-VFZUQKNSSA-N,3,1,0,1,2,FALSE,TRUE,TRUE
YKTQNXNBVRMYNF-YVMHTMGASA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YKYNYMQDXOWMDT-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YLTPWCZXKJSORQ-GYCJOSAFSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
YLZYAUCOYZKLMA-SJCJKPOMSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
YLZYAUCOYZKLMA-SJKOYZFVSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
YMILJRPIVTZKTL-OCFJWBBSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YMZLDTUSRCHDNT-YNIFFJEOSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
YNHIXLNNNNXLFF-YENJAGDHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YNWXJFQOCHMPCK-LXGDFETPSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
YODBFZQPDZJGJG-CVDCTZTESA-N,2,1,1,0,1,TRUE,FALSE,TRUE
YOGANETYFUQWIM-PXJZQJOASA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YOKJEIDBLPWOSL-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YQHMWTPYORBCMF-ZZXKWVIFSA-N,6,6,2,4,0,TRUE,TRUE,FALSE
YQNPVOBVGNGYHD-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YRFDJOAWSXSLMG-NHYWBVRUSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
YRFONVUVHGLFMJ-NRFANRHFSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
YRFONVUVHGLFMJ-OAQYLSRUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YRLRQNVYUYVRRD-RLTFZFDCSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YROJPKUFDFWHAO-VMPITWQZSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
YRSOJUCHXHTKQU-QPJJXVBHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YSINCDVRUMTOPK-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
YSOKENZJQWPLRA-UXBLZVDNSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YTPKRSILLIAZAA-BHIYHBOVSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
YUFBSQFJPYHMTK-QUYCRGELSA-N,3,3,3,0,0,TRUE,FALSE,FALSE
YVUQIBOMEHZRBP-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YVVDYYFGAWQOGB-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YXGBQKBRCDLZMP-JXMROGBWSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
YXMLGIGHGPSEKA-CQSZACIVSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
YXMLGIGHGPSEKA-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YXOJEXDPGBEHQJ-WEVVVXLNSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
YXPCHLHMGOFXRA-DHGPJANISA-N,3,2,0,2,1,FALSE,TRUE,TRUE
YYWSNCLFZSMGCM-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
YZBVKMUAJDLNMZ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZAZTVPBMNCLNOB-SNVBAGLBSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZBHUUXLHDOUMKM-REZTVBANSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZBTGBOZTIJWBIP-ICPLQIHGSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
ZCOLJUOHXJRHDI-CMWLGVBASA-N,0,0,0,0,0,FALSE,FALSE,FALSE
ZCOLJUOHXJRHDI-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
ZCQHGWFKCJPSTB-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
ZCTNPCRBEWXCGP-UHFFFAOYSA-N,3,3,0,3,0,FALSE,TRUE,FALSE
ZDQMLUOMAWRVGE-QDAPCJIVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZEASWHWETFMWCV-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZEHIHNBSUKPKMF-PXNSSMCTSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZESAOJOQKPXOPG-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZEYGPIZPJVPIMO-HNNXBMFYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZEZOBFSLMMTYFF-HQSFFLIMSA-N,4,3,0,3,1,FALSE,TRUE,TRUE
ZFSLOJRJABHMTL-OFNKIYASSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZFUZIYGRFSXEIQ-UWJYYQICSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
ZHASXSWRTDVPQX-QBIWMMAFSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZHDJHNSKUYZDCF-MRXNPFEDSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZHPYEBFYLDGZKF-LEWJYISDSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
ZIZXPWFXOVLFSV-SJNSNYLYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZJBOZZWXWWQLRJ-WMZOPIPTSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZJMLELXRQUXRIU-HBGVWJBISA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZJPXKVGTXCAVOR-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZMFBGWWGXBNJAC-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
ZMMIEHPFMMRMMN-XVNBXDOJSA-N,3,3,3,0,0,TRUE,FALSE,FALSE
ZMNZBIACDAJCIU-QFYYESIMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZMYCAMWWCDPOSK-JDEXWRGDSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
ZONYXWQDUYMKFB-UHFFFAOYSA-N,5,4,0,4,1,FALSE,TRUE,TRUE
ZPEHYKMRUBEPSQ-XMCHAPAWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZPPVCMASJXQQMG-INIZCTEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZPVNWCMRCGXRJD-UHFFFAOYSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
ZPVNWCMRCGXRJD-ZDUSSCGKSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ZQSIJRDFPHDXIC-UHFFFAOYSA-N,8,5,1,4,3,TRUE,TRUE,TRUE
ZROGCCBNZBKLEL-MFSALPCASA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZSUGETUQFKRFKC-MXKSRXTFSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZSUGETUQFKRFKC-RJXDCVLGSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZSYPWSSGRVZENH-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZTEAOMCBLMDBDX-INIZCTEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZTEYEFPSJPSRRA-NRFANRHFSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
ZTGHWUWBQNCCOH-UHFFFAOYSA-N,5,3,1,2,2,TRUE,TRUE,TRUE
ZUGCRBMNFSAUOC-YRNVUSSQSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
ZUKLXLKVCGZHAA-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZVTKGVROAGDVCH-OQRWROFFSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
ZWTDXYUDJYDHJR-QHHAFSJGSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
ZXSXDAJQZZFAON-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ZZAJQOPSWWVMBI-UHFFFAOYSA-N,4,4,1,3,0,TRUE,TRUE,FALSE
ZZIALNLLNHEQPJ-UHFFFAOYSA-N,5,3,2,1,2,TRUE,TRUE,TRUE
