inchikey,target_domain_macro,class_np,motif_methoxy,motif_prenyl,motif_sugar,motif_combination,mw,logp,tpsa,fsp3,structural_qc_status,median_pchembl,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,n_records,n_targets,n_assays,n_standard_types,standard_types,z_potency,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean
LQHGGFQNRNEFIG-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,378.4240000000002,4.218300000000004,86.99000000000001,0.17391304347826086,pass,5.215,0.4988989360846005,0.4988989360846005,0.8985893077391763,6,6,6,2,EC50;IC50,0.4988989360846005,-0.3996903716545758,0
LQRHGTVFFPMWCG-BDHPMLJSSA-N,General Assays and Safety,Proanthocyanins,0,0,0,Simple,544.5120000000003,3.3823000000000025,169.29999999999998,0.2,pass,4.46,-0.996942814915335,-0.996942814915335,-0.9969428149153347,1,1,1,1,IC50,-0.996942814915335,-3.3306690738754696e-16,0
LQRHGTVFFPMWCG-VCFSXNJSSA-N,General Assays and Safety,Proanthocyanins,0,0,0,Simple,544.5120000000003,3.3823000000000025,169.29999999999998,0.2,pass,4.47,-0.982689926485069,-0.982689926485069,-0.9826899264850694,1,1,1,1,IC50,-0.982689926485069,3.3306690738754696e-16,0
LQXKAIKFJZYCKC-AWEZNQCLSA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,330.336,3.135340000000001,96.22000000000001,0.2777777777777778,pass,4.625,-0.6546731581901271,-0.6546731581901271,-0.6546731581901268,2,2,2,2,EC50;IC50,-0.6546731581901271,-2.220446049250313e-16,0
LQXKAIKFJZYCKC-AWEZNQCLSA-N,Metabolic Enzymes,Flavanones,1,0,0,Methoxy,330.336,3.135340000000001,96.22000000000001,0.2777777777777778,pass,4.61,-0.770459720535149,-0.770459720535149,-0.7704597205351492,1,1,1,1,IC50,-0.770459720535149,2.220446049250313e-16,0
LRSMBOSQWGHYCW-MDGZPELGSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,392.49500000000006,5.934700000000007,77.76,0.24,pass,5.465,0.4110298195401805,0.4110298195401805,0.4110298195401806,2,2,2,2,AC50;IC50,0.4110298195401805,-1.1102230246251565e-16,0
LRSMBOSQWGHYCW-MDGZPELGSA-N,General Assays and Safety,Chalcones,0,1,0,Prenyl,392.49500000000006,5.934700000000007,77.76,0.24,pass,5.515,0.11465736521846903,0.11465736521846903,0.11465736521847031,2,2,2,2,AC50;IC50,0.11465736521846903,-1.27675647831893e-15,0
LRSMBOSQWGHYCW-MDGZPELGSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,392.49500000000006,5.934700000000007,77.76,0.24,pass,5.4575,1.73022424308893,1.73022424308893,1.730224243088926,7,6,7,1,EC50,1.73022424308893,3.9968028886505635e-15,0
LRSMBOSQWGHYCW-MDGZPELGSA-N,Metabolic Enzymes,Chalcones,0,1,0,Prenyl,392.49500000000006,5.934700000000007,77.76,0.24,pass,4.88,-0.417166978432063,-0.417166978432063,-0.4171669784320631,1,1,1,1,IC50,-0.417166978432063,5.551115123125783e-17,0
LRSMBOSQWGHYCW-MDGZPELGSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,392.49500000000006,5.934700000000007,77.76,0.24,pass,4.67,-0.293393103538768,-0.293393103538768,-0.29339310353876813,9,6,9,1,IC50,-0.293393103538768,1.1102230246251565e-16,0
LSHVYAFMTMFKBA-CTNGQTDRSA-N,Cell Signaling and Survival,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6.365,1.69221032076037,1.69221032076037,1.6922103207603711,2,2,2,1,IC50,1.69221032076037,-1.1102230246251565e-15,0
LSHVYAFMTMFKBA-CTNGQTDRSA-N,Gene Regulation,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.6,0.28551191859759,0.28551191859759,0.28551191859759034,2,1,2,1,IC50,0.28551191859759,-3.3306690738754696e-16,0
LSHVYAFMTMFKBA-CTNGQTDRSA-N,General Assays and Safety,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.18,0.0292651520637831,0.0292651520637831,0.029265152063783148,3,1,3,1,IC50,0.0292651520637831,-4.85722573273506e-17,0
LSHVYAFMTMFKBA-CTNGQTDRSA-N,Infectious Diseases,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.975,1.3582139529201795,1.3582139529201795,1.677534575483849,11,8,11,2,IC50;Ki,1.3582139529201795,-0.31932062256366955,0
LSHVYAFMTMFKBA-CTNGQTDRSA-N,Inflammation and Proteolysis,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6.91,2.29136109296951,2.29136109296951,2.2913610929695083,1,1,1,1,IC50,2.29136109296951,1.7763568394002505e-15,0
LSHVYAFMTMFKBA-CTNGQTDRSA-N,Metabolic Enzymes,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.205,0.00809280372906014,0.00809280372906014,0.008092803729060143,2,2,2,1,IC50,0.00809280372906014,-3.469446951953614e-18,0
LSHVYAFMTMFKBA-CTNGQTDRSA-N,Neuroscience Targets,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,4.945,-0.0920889256816575,-0.0920889256816575,-0.0920889256816575,2,2,2,1,IC50,-0.0920889256816575,0,0
LSHVYAFMTMFKBA-FPOVZHCZSA-N,Cell Signaling and Survival,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6.07,1.30111292121057,1.30111292121057,1.301112921210573,1,1,1,1,IC50,1.30111292121057,-2.886579864025407e-15,0
LSHVYAFMTMFKBA-FPOVZHCZSA-N,Neuroscience Targets,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.39125,0.5866419653278995,0.5866419653278995,0.7112051876080452,4,3,4,2,IC50;Ki,0.5866419653278995,-0.12456322228014571,0
LSHVYAFMTMFKBA-PZJWPPBQSA-N,Cell Signaling and Survival,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6.64,0.559644398791638,0.559644398791638,0.5596443987916375,1,1,1,1,Ki,0.559644398791638,4.440892098500626e-16,0
LSHVYAFMTMFKBA-PZJWPPBQSA-N,Infectious Diseases,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6,1.80979187159335,1.80979187159335,1.8097918715933492,1,1,1,1,IC50,1.80979187159335,8.881784197001252e-16,0
LSHVYAFMTMFKBA-PZJWPPBQSA-N,Phenotypic: Cancer and Cells,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,4.28,-0.998344743631028,-0.998344743631028,-0.9983447436310283,1,1,1,1,IC50,-0.998344743631028,3.3306690738754696e-16,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Cell Signaling and Survival,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6.102499999999999,0.6173479973576245,0.6173479973576245,0.6751312218886382,6,5,6,2,IC50;Ki,0.6173479973576245,-0.0577832245310137,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Gene Regulation,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6.1725,0.939618606398161,0.939618606398161,0.9396186063981607,3,2,3,1,IC50,0.939618606398161,2.220446049250313e-16,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,General Assays and Safety,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,6.34,-0.113263732238872,-0.113263732238872,-0.11326373223887164,9,4,9,1,IC50,-0.113263732238872,-3.608224830031759e-16,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Infectious Diseases,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.035,0.49318433475293555,0.2556454583257505,0.717090593811558,21,13,21,4,EC50;IC50;Kd;Ki,0.49318433475293555,-0.2239062590586225,-0.23753887642718508
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Inflammation and Proteolysis,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,7,2.40253018458692,2.40253018458692,2.4025301845869222,3,3,3,1,IC50,2.40253018458692,-2.220446049250313e-15,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Metabolic Enzymes,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.4775,0.364656774925694,0.364656774925694,0.364656774925694,3,2,3,1,IC50,0.364656774925694,0,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Neuroscience Targets,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,4.4775,-0.870647995701449,-0.870647995701449,-0.8706479957014508,4,4,4,2,IC50;Ki,-0.870647995701449,1.7763568394002505e-15,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Phenotypic: Cancer and Cells,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,4.28,-0.998344743631028,-0.998344743631028,-0.9983447436310283,2,2,2,1,IC50,-0.998344743631028,3.3306690738754696e-16,0
LSHVYAFMTMFKBA-TZIWHRDSSA-N,Transporters and Ion Channels,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,5.46,0.229498943744256,0.229498943744256,0.20417894671924164,6,5,5,2,IC50;Ki,0.229498943744256,0.025319997025014362,0
LSHVYAFMTMFKBA-UHFFFAOYSA-N,Neuroscience Targets,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.5276000000000005,177.14,0.13636363636363635,pass,4.55,-0.749494571511416,-0.749494571511416,-0.749494571511416,1,1,1,1,IC50,-0.749494571511416,0,0
LTTQKYMNTNISSZ-KESSSICBSA-N,Gene Regulation,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,5.56,-0.54484806715491,-0.54484806715491,-0.5448480671549097,2,1,2,1,EC50,-0.54484806715491,-2.220446049250313e-16,0
LTTQKYMNTNISSZ-KESSSICBSA-N,Infectious Diseases,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,4.775,-0.6429784301769185,-0.6429784301769185,-0.642978430176918,2,2,2,2,IC50;Ki,-0.6429784301769185,-4.440892098500626e-16,0
LTTQKYMNTNISSZ-KESSSICBSA-N,Inflammation and Proteolysis,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,6.22,1.43906472390267,1.43906472390267,1.4390647239026653,1,1,1,1,IC50,1.43906472390267,4.6629367034256575e-15,0
LTTQKYMNTNISSZ-KESSSICBSA-N,Metabolic Enzymes,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,4.96,-0.312487647438556,-0.312487647438556,-0.3124876474385558,2,2,2,1,IC50,-0.312487647438556,-2.220446049250313e-16,0
LTTQKYMNTNISSZ-KESSSICBSA-N,Neuroscience Targets,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,5.3100000000000005,0.45945892336259947,0.45945892336259947,0.4594589233625997,2,2,2,2,IC50;Ki,0.45945892336259947,-2.220446049250313e-16,0
LTTQKYMNTNISSZ-KESSSICBSA-N,Phenotypic: Cancer and Cells,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,4.65,-0.329544469697345,-0.329544469697345,-0.3295444696973448,3,3,3,1,IC50,-0.329544469697345,-2.220446049250313e-16,0
LTTQKYMNTNISSZ-KESSSICBSA-N,Transporters and Ion Channels,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,5.375,0.182043666978476,0.182043666978476,0.18204366697847577,2,2,2,1,IC50,0.182043666978476,2.220446049250313e-16,0
LTTQKYMNTNISSZ-MWTRTKDXSA-N,Neuroscience Targets,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,4.61,-0.64963548606892,-0.64963548606892,-0.6496354860689203,3,3,3,1,IC50,-0.64963548606892,3.3306690738754696e-16,0
LUGJWTLKPPWJAI-VQHVLOKHSA-N,Cell Signaling and Survival,Chalcones,1,0,0,Methoxy,388.4160000000002,3.634300000000003,72.45000000000002,0.2857142857142857,pass,4.82,-0.356079449763149,-0.356079449763149,-0.35607944976314904,1,1,1,1,IC50,-0.356079449763149,5.551115123125783e-17,0
LUGJWTLKPPWJAI-VQHVLOKHSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,388.4160000000002,3.634300000000003,72.45000000000002,0.2857142857142857,pass,5.435,1.08939665202682,1.08939665202682,1.0893966520268197,2,2,2,1,IC50,1.08939665202682,2.220446049250313e-16,0
LVJJFMLUMNSUFN-LAUBAEHRSA-N,Infectious Diseases,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.1765,177.14,0.13636363636363635,pass,5.92,1.66593899878129,1.66593899878129,1.6659389987812925,1,1,1,1,IC50,1.66593899878129,-2.4424906541753444e-15,0
LVOMAAAYDYWLKU-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,1,0,Methoxy+Prenyl,384.3840000000001,3.7997000000000027,120.36000000000001,0.19047619047619047,pass,5.17,0.610391050425669,0.610391050425669,0.6103910504256687,1,1,1,1,IC50,0.610391050425669,3.3306690738754696e-16,0
LWESBHWAOZORCQ-UHFFFAOYSA-N,Metabolic Enzymes,Coumestan,1,1,0,Methoxy+Prenyl,366.3690000000001,4.620900000000004,93.04,0.19047619047619047,pass,5.525,0.3274053965183805,0.3274053965183805,0.3274053965183805,2,2,2,2,IC50;Ki,0.3274053965183805,0,0
LWTDZKXXJRRKDG-KXBFYZLASA-N,General Assays and Safety,Pterocarpan,0,0,0,Simple,322.36000000000007,4.186100000000002,47.92,0.3,pass,5.12,-0.0562521785178095,-0.0562521785178095,-0.05625217851780947,1,1,1,1,IC50,-0.0562521785178095,-2.7755575615628914e-17,0
LWTDZKXXJRRKDG-KXBFYZLASA-N,Infectious Diseases,Pterocarpan,0,0,0,Simple,322.36000000000007,4.186100000000002,47.92,0.3,pass,4.9025,-0.526389034083205,-0.526389034083205,-0.6557333251504608,3,3,3,2,IC50;Ki,-0.526389034083205,0.12934429106725576,0
LWTDZKXXJRRKDG-UHFFFAOYSA-N,Metabolic Enzymes,Pterocarpan,0,0,0,Simple,322.36000000000007,4.186100000000002,47.92,0.3,pass,5.22,0.0277201782903423,0.0277201782903423,0.027720178290342325,1,1,1,1,IC50,0.0277201782903423,-2.42861286636753e-17,0
LWZACZCRAUQSLH-UHFFFAOYSA-N,Metabolic Enzymes,Isoflavones,0,0,0,Simple,352.3420000000001,3.7610000000000032,100.13000000000002,0.15,pass,6.6,1.83343863792834,1.83343863792834,1.8334386379283412,1,1,1,1,IC50,1.83343863792834,-1.1102230246251565e-15,0
LWZACZCRAUQSLH-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,0,0,Simple,352.3420000000001,3.7610000000000032,100.13000000000002,0.15,pass,4.7,-0.239166054300901,-0.239166054300901,-0.23916605430090146,1,1,1,1,IC50,-0.239166054300901,4.718447854656915e-16,0
LYELQAFKYBUWAN-ONEGZZNKSA-N,General Assays and Safety,2-arylbenzofurans,1,0,0,Methoxy,280.323,4.847100000000004,42.60000000000001,0.1111111111111111,pass,4.44,-1.02544859177587,-1.02544859177587,-1.0254485917758651,1,1,1,1,IC50,-1.02544859177587,-4.884981308350689e-15,0
LYELQAFKYBUWAN-ONEGZZNKSA-N,Inflammation and Proteolysis,2-arylbenzofurans,1,0,0,Methoxy,280.323,4.847100000000004,42.60000000000001,0.1111111111111111,pass,5.12,0.0803313819120469,0.0803313819120469,0.08033138191204695,3,3,3,1,IC50,0.0803313819120469,-4.163336342344337e-17,0
LYPURLGLYLCBSU-VMPITWQZSA-N,Phenotypic: Cancer and Cells,Chalcones,0,0,0,Simple,322.36000000000007,4.178100000000004,66.76,0.15,pass,5.62,1.42379678899366,1.42379678899366,1.4237967889936622,1,1,1,1,IC50,1.42379678899366,-2.220446049250313e-15,0
LYUYMCWIWGASRX-CMDGGOBGSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,344.3630000000001,3.322700000000002,74.22000000000001,0.21052631578947367,pass,5.46,1.13458585972504,1.13458585972504,1.1345858597250422,1,1,1,1,IC50,1.13458585972504,-2.220446049250313e-15,0
MACMAADVRVVHBD-VMPITWQZSA-N,Infectious Diseases,Chalcones,0,0,0,Simple,256.257,2.699500000000001,77.76,0,pass,4.305,-1.2380908711121,-1.2380908711121,-1.2380908711120997,2,1,2,1,IC50,-1.2380908711121,-2.220446049250313e-16,0
MACMAADVRVVHBD-VMPITWQZSA-N,Metabolic Enzymes,Chalcones,0,0,0,Simple,256.257,2.699500000000001,77.76,0,pass,6.42,1.59791014319295,1.59791014319295,1.5979101431929503,1,1,1,1,IC50,1.59791014319295,-2.220446049250313e-16,0
MACMAADVRVVHBD-VMPITWQZSA-N,Neuroscience Targets,Chalcones,0,0,0,Simple,256.257,2.699500000000001,77.76,0,pass,4.825,-0.5686052308051185,-0.5686052308051185,-0.5686052308051184,2,2,2,2,EC50;IC50,-0.5686052308051185,-1.1102230246251565e-16,0
MACMAADVRVVHBD-VMPITWQZSA-N,Phenotypic: Cancer and Cells,Chalcones,0,0,0,Simple,256.257,2.699500000000001,77.76,0,pass,4.22,-1.10679884210676,-1.10679884210676,-1.1067988421067616,4,4,4,1,IC50,-1.10679884210676,1.5543122344752192e-15,0
MBBVSWDIGPICDG-CMDBODPZSA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,668.7390000000001,7.178200000000012,177.14,0.3076923076923077,pass,4.49,-0.618755398965965,-0.618755398965965,-0.6187553989659649,1,1,1,1,IC50,-0.618755398965965,-1.1102230246251565e-16,0
MDMCODCJMHTFIZ-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,272.29999999999995,2.921900000000001,66.76,0.1875,pass,5.01,0.321180121157049,0.321180121157049,0.32118012115704864,1,1,1,1,IC50,0.321180121157049,3.885780586188048e-16,0
MEJLVLSNRYLDSG-MDCVPAOJSA-N,Cell Signaling and Survival,Aurones,0,1,0,Prenyl,742.8210000000003,8.710400000000005,170.82,0.2222222222222222,pass,5.22,0.174222108948441,0.174222108948441,0.17422210894844128,1,1,1,1,IC50,0.174222108948441,-2.7755575615628914e-16,0
MFQIWHVVFBCURA-ITSUVCJSSA-N,Infectious Diseases,Flavanones,0,0,1,Sugar,434.39700000000016,-0.01699999999999996,166.14000000000001,0.38095238095238093,pass,4.55,-0.797541448125176,-0.797541448125176,-0.7975414481251764,1,1,1,1,IC50,-0.797541448125176,3.3306690738754696e-16,0
MFQIWHVVFBCURA-KYSZGLPYSA-N,Infectious Diseases,Flavanones,0,0,1,Sugar,434.39700000000016,-0.01699999999999996,166.14000000000001,0.38095238095238093,pass,4.4,-1.06726558464778,-1.06726558464778,-1.0672655846477814,1,1,1,1,IC50,-1.06726558464778,1.3322676295501878e-15,0
MFZJQZIWPCJMCW-YRNVUSSQSA-N,Phenotypic: Cancer and Cells,Chalcones,1,1,0,Methoxy+Prenyl,354.40200000000004,4.216800000000003,86.99,0.19047619047619047,pass,4.98,0.266953071919184,0.266953071919184,0.2669530719191836,1,1,1,1,IC50,0.266953071919184,3.885780586188048e-16,0
MGJLSBDCWOSMHL-MIUGBVLSSA-N,Cell Signaling and Survival,Isoflavones,1,0,1,Methoxy+Sugar,430.4090000000001,0.6472999999999999,138.82000000000002,0.3181818181818182,pass,6.845,1.0007438379537,1.0007438379537,1.0007438379537,2,2,2,1,Kd,1.0007438379537,0,0
MGJLSBDCWOSMHL-MIUGBVLSSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,0,1,Methoxy+Sugar,430.4090000000001,0.6472999999999999,138.82000000000002,0.3181818181818182,pass,4.39,-0.799512229758853,-0.799512229758853,-0.7995122297588532,1,1,1,1,IC50,-0.799512229758853,1.1102230246251565e-16,0
MGSNGDMLFQANLV-MRXNPFEDSA-N,Cell Signaling and Survival,Isoflavanones,1,1,0,Methoxy+Prenyl,354.40200000000016,3.974000000000003,75.99000000000001,0.2857142857142857,pass,5.34,0.333312576561919,0.333312576561919,0.33331257656191876,1,1,1,1,IC50,0.333312576561919,2.220446049250313e-16,0
MGSNGDMLFQANLV-MRXNPFEDSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,1,0,Methoxy+Prenyl,354.40200000000016,3.974000000000003,75.99000000000001,0.2857142857142857,pass,5.16,0.59231536734638,0.59231536734638,0.5923153673463804,3,3,3,1,IC50,0.59231536734638,-3.3306690738754696e-16,0
MGYYQYIFNBTUAB-JQYHKRKISA-N,Phenotypic: Cancer and Cells,Chalcones,0,0,0,Simple,528.5130000000003,4.731000000000007,164.75,0.13333333333333333,pass,4.62,-0.480002135501704,-0.480002135501704,-0.4800021355017041,1,1,1,1,EC50,-0.480002135501704,1.1102230246251565e-16,0
MHQGUSXLFCTZRO-CEUGJKJPSA-N,Infectious Diseases,Proanthocyanins,0,0,0,Simple,1441.2750000000005,7.140200000000001,540.9000000000002,0.2,pass,4.5,-0.887449493632711,-0.887449493632711,-0.8874494936327113,1,1,1,1,IC50,-0.887449493632711,3.3306690738754696e-16,0
MHYBVRYBSLBMGT-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,422.47700000000015,4.565000000000005,111.13000000000001,0.24,pass,4.9,0.122347607284874,0.122347607284874,0.12234760728487358,1,1,1,1,IC50,0.122347607284874,4.163336342344337e-16,0
MIYTVBARXCVVHZ-RYGJVYDSSA-N,Metabolic Enzymes,Pterocarpan,0,1,0,Prenyl,338.35900000000004,2.985500000000002,68.15,0.3,pass,4.35,-1.11066754626405,-1.11066754626405,-1.1106675462640485,1,1,1,1,IC50,-1.11066754626405,-1.5543122344752192e-15,0
MJBPUQUGJNAPAZ-AWEZNQCLSA-N,Metabolic Enzymes,Flavanones,0,0,0,Simple,272.25600000000003,2.509900000000001,86.99000000000001,0.13333333333333333,pass,5.02,-0.233978149193426,-0.233978149193426,-0.23397814919342588,1,1,1,1,IC50,-0.233978149193426,-1.1102230246251565e-16,0
MJBPUQUGJNAPAZ-AWEZNQCLSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,0,Simple,272.25600000000003,2.509900000000001,86.99000000000001,0.13333333333333333,pass,5.16,0.09440279716632899,0.09440279716632899,0.0944027971663291,2,2,2,2,EC50;IC50,0.09440279716632899,-1.1102230246251565e-16,0
MJJWBJFYYRAYKU-JGSKXVKLSA-N,Transporters and Ion Channels,2-arylbenzofurans,0,1,0,Prenyl,562.5740000000002,7.099200000000009,132.75,0.17647058823529413,pass,4.73,-0.553377962200495,-0.553377962200495,-0.5533779622004954,2,2,2,1,IC50,-0.553377962200495,4.440892098500626e-16,0
MJJWBJFYYRAYKU-OPKNDJPNSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,562.5740000000002,7.099200000000009,132.75,0.17647058823529413,pass,5.58,0.651493511788874,0.651493511788874,0.6514935117888736,1,1,1,1,IC50,0.651493511788874,4.440892098500626e-16,0
MJJWBJFYYRAYKU-OPKNDJPNSA-N,Phenotypic: Cancer and Cells,2-arylbenzofurans,0,1,0,Prenyl,562.5740000000002,7.099200000000009,132.75,0.17647058823529413,pass,4.5,-0.600679715886677,-0.600679715886677,-0.6006797158866766,4,2,4,1,IC50,-0.600679715886677,-4.440892098500626e-16,0
MJJWBJFYYRAYKU-WLKQUGLZSA-N,Metabolic Enzymes,2-arylbenzofurans,0,1,0,Prenyl,562.5740000000002,7.099200000000009,132.75,0.17647058823529413,pass,5.12,-0.103128985451541,-0.103128985451541,-0.1031289854515412,1,1,1,1,IC50,-0.103128985451541,1.942890293094024e-16,0
MJPLGHSVCRZIQU-UHFFFAOYSA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,284.311,3.415720000000002,55.760000000000005,0.23529411764705882,pass,5.17,0.482479765591734,0.482479765591734,0.4824797655917338,2,1,2,1,EC50,0.482479765591734,2.220446049250313e-16,0
MJPLGHSVCRZIQU-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Flavanones,1,0,0,Methoxy,284.311,3.415720000000002,55.760000000000005,0.23529411764705882,pass,4.64,-0.347620152776635,-0.347620152776635,-0.34762015277663477,1,1,1,1,IC50,-0.347620152776635,-2.220446049250313e-16,0
MJPLGHSVCRZIQU-UHFFFAOYSA-N,Transporters and Ion Channels,Flavanones,1,0,0,Methoxy,284.311,3.415720000000002,55.760000000000005,0.23529411764705882,pass,4.8275,-0.442209576394373,-0.442209576394373,-0.4422095763943726,3,2,3,1,IC50,-0.442209576394373,-4.440892098500626e-16,0
MLWIYODOURBGPI-UHFFFAOYSA-N,Inflammation and Proteolysis,Pterocarpan,0,1,0,Prenyl,284.267,1.6239999999999999,86.99000000000001,0.1875,pass,5.125,0.0865074425574587,0.0865074425574587,0.08650744255745871,2,1,2,1,IC50,0.0865074425574587,-1.3877787807814457e-17,0
MLWIYODOURBGPI-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Pterocarpan,0,1,0,Prenyl,284.267,1.6239999999999999,86.99000000000001,0.1875,pass,4.89,0.104271924205584,0.104271924205584,0.10427192420558364,6,6,6,1,IC50,0.104271924205584,3.608224830031759e-16,0
MLXUEMGNSDHQTJ-QHCPKHFHSA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,392.4950000000001,5.821700000000006,66.75999999999999,0.32,pass,5.6,0.627886466134935,0.627886466134935,0.6278864661349353,1,1,1,1,IC50,0.627886466134935,-2.220446049250313e-16,0
MMANUYZNFICSMK-VWLOTQADSA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,492.61200000000025,6.741600000000008,107.22000000000001,0.36666666666666664,pass,5.44,0.399840251250688,0.399840251250688,0.3998402512506879,1,1,1,1,IC50,0.399840251250688,1.1102230246251565e-16,0
MMPVAPMCVABQPS-UHFFFAOYSA-N,General Assays and Safety,Isoflavones,0,1,0,Prenyl,354.3580000000001,3.7911000000000032,111.13000000000001,0.15,pass,5.27,0.157541147936173,0.157541147936173,0.15754114793617272,1,1,1,1,IC50,0.157541147936173,2.7755575615628914e-16,0
MOESXQFGHNEYAH-RUDMXATFSA-N,Metabolic Enzymes,Chalcones,1,0,0,Methoxy,270.284,3.0025000000000013,66.76,0.0625,pass,5.28,0.106229676535473,0.106229676535473,0.10622967653547337,1,1,1,1,IC50,0.106229676535473,-3.7470027081099033e-16,0
MOESXQFGHNEYAH-RUDMXATFSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,270.284,3.0025000000000013,66.76,0.0625,pass,5.72,1.60455361978655,1.60455361978655,1.6045536197865489,1,1,1,1,IC50,1.60455361978655,1.1102230246251565e-15,0
