inchikey,target_domain_macro,class_np,motif_methoxy,motif_prenyl,motif_sugar,motif_combination,mw,logp,tpsa,fsp3,structural_qc_status,median_pchembl,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,n_records,n_targets,n_assays,n_standard_types,standard_types,z_potency,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean,visual_clade
CHWWSUSAPRACBZ-FMIVXFBMSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,308.377,4.502600000000004,57.53,0.15,pass,4.63,-0.365695835855923,-0.365695835855923,-0.36569583585592313,1,1,1,1,IC50,-0.365695835855923,1.1102230246251565e-16,0,Rosids (Fabids)
CJWQYWQDLBZGPD-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,0,0,Methoxy,424.44900000000024,4.678600000000004,76.36,0.2916666666666667,pass,5.7,1.56840225362797,1.56840225362797,1.5684022536279723,1,1,1,1,IC50,1.56840225362797,-2.220446049250313e-15,0,Rosids (Fabids)
CLCLFKDEXVVDGI-WRWLIDTKSA-N,Phenotypic: Cancer and Cells,Pterocarpan,1,1,0,Methoxy+Prenyl,366.4130000000001,4.193100000000003,46.150000000000006,0.36363636363636365,pass,4.63,-0.365695835855923,-0.365695835855923,-0.36569583585592313,1,1,1,1,IC50,-0.365695835855923,1.1102230246251565e-16,0,Rosids (Fabids)
CNPMAFLUEHEXRE-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,2-arylbenzofurans,1,1,0,Methoxy+Prenyl,340.37500000000006,4.733900000000005,83.06,0.2,pass,5.18,0.628466733504957,0.628466733504957,0.6284667335049571,2,2,2,1,IC50,0.628466733504957,-1.1102230246251565e-16,0,Rosids (Fabids)
CUFAXDWQDQQKFF-DEOSSOPVSA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,392.4950000000001,5.821700000000006,66.76,0.32,pass,5.42,1.06228312740789,1.06228312740789,1.0622831274078872,4,4,4,1,IC50,1.06228312740789,2.886579864025407e-15,0,Rosids (Fabids)
CVMUWVCGBFJJFI-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,352.3860000000001,4.186700000000003,75.99000000000001,0.19047619047619047,pass,4.745,-0.157825480444102,-0.157825480444102,-0.15782548044410227,5,4,5,1,IC50,-0.157825480444102,2.7755575615628914e-16,0,Rosids (Fabids)
CVRQUKAFPCFUQW-MHZLTWQESA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,458.59800000000024,7.300300000000008,55.760000000000005,0.36666666666666664,pass,4.87,0.0681205580470069,0.0681205580470069,0.06812055804700692,1,1,1,1,IC50,0.0681205580470069,-2.7755575615628914e-17,0,Rosids (Fabids)
CYGYKDZFDJECKM-YNNZGITBSA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,424.4930000000002,5.195900000000007,96.22000000000001,0.4,pass,4.97,0.248877388839894,0.248877388839894,0.24887738883989366,1,1,1,1,IC50,0.248877388839894,3.3306690738754696e-16,0,Rosids (Fabids)
DCKAGTTYZUDEDQ-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,354.40200000000016,4.106100000000003,75.99000000000001,0.2857142857142857,pass,4.81,-0.0403335404287264,-0.0403335404287264,-0.04033354042872639,1,1,1,1,IC50,-0.0403335404287264,-1.3877787807814457e-17,0,Rosids (Fabids)
DDMAUIOCNQXFHL-AWEZNQCLSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,1,0,Methoxy+Prenyl,370.4450000000001,4.342400000000006,68.15,0.36363636363636365,pass,5.155,0.583277525806736,0.583277525806736,0.5832775258067362,4,4,4,1,IC50,0.583277525806736,-2.220446049250313e-16,0,Rosids (Fabids)
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Phenotypic: Cancer and Cells,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,5.67,1.51417520439011,1.51417520439011,1.5141752043901056,4,4,4,1,IC50,1.51417520439011,4.440892098500626e-15,0,Rosids (Fabids)
DGEFYIULIWNIBU-UMUUNPGWSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,0,1,Sugar,610.5210000000003,-2.7714000000000003,269.42999999999995,0.4444444444444444,pass,6.15,2.38180799219597,2.38180799219597,2.3818079921959656,1,1,1,1,IC50,2.38180799219597,4.440892098500626e-15,0,Rosids (Fabids)
DGUGLZYULGVSIZ-DHZHZOJOSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,308.377,4.633300000000005,46.53,0.15,pass,4.24,-1.07064747594818,-1.07064747594818,-1.0706474759481832,6,5,6,1,IC50,-1.07064747594818,3.1086244689504383e-15,0,Rosids (Fabids)
DPJZYONMQLGZJE-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,406.47800000000024,5.594200000000006,90.9,0.24,pass,5.17,0.610391050425669,0.610391050425669,0.6103910504256687,3,3,3,1,IC50,0.610391050425669,3.3306690738754696e-16,0,Rosids (Fabids)
DRDRYGIIYOPBBZ-XBXARRHUSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,286.283,2.708100000000001,86.99000000000001,0.0625,pass,5.03,0.35733148731562703,0.35733148731562703,0.35733148731562697,2,1,2,1,IC50,0.35733148731562703,5.551115123125783e-17,0,Rosids (Fabids)
DSOKHRJRTZPRBU-CVTTXWKISA-N,Phenotypic: Cancer and Cells,Flavanones,1,0,0,Methoxy,338.4030000000001,4.185800000000003,55.76,0.2857142857142857,pass,4.32,-0.926042011313873,-0.926042011313873,-0.9260420113138732,1,1,1,1,IC50,-0.926042011313873,2.220446049250313e-16,0,Rosids (Fabids)
DTTYOIOSVDOSOG-JWQCQUIFSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,452.50300000000016,4.599300000000006,109.36000000000001,0.34615384615384615,pass,4.93,0.176574656522739,0.176574656522739,0.17657465652273863,1,1,1,1,IC50,0.176574656522739,3.608224830031759e-16,0,Rosids (Fabids)
DVCUSBGWKAJHOB-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,2-arylbenzofurans,1,0,0,Methoxy,400.42700000000013,4.044200000000004,109.36000000000001,0.3181818181818182,pass,5.32,0.237716404695876,0.237716404695876,0.23771640469587624,1,1,1,1,EC50,0.237716404695876,-2.498001805406602e-16,0,Rosids (Fabids)
DYNGLVQFFBSENM-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Neoflavonoids,1,0,0,Methoxy,268.268,3.1742000000000017,59.67,0.0625,pass,5.404999999999999,0.7406436205970239,0.7406436205970239,0.9322099772373252,3,2,3,2,EC50;IC50,0.7406436205970239,-0.1915663566403013,0,Rosids (Fabids)
FEALTYYKRMRXTG-QPJJXVBHSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,340.37500000000006,3.913800000000004,97.99000000000001,0.15,pass,4.95,0.212726022681317,0.212726022681317,0.21272602268131693,1,1,1,1,IC50,0.212726022681317,5.551115123125783e-17,0,Rosids (Fabids)
FHQIUPHJETXRLG-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,0,0,Methoxy,396.4390000000002,4.255500000000003,63.22,0.34782608695652173,pass,6.095,2.28239173525988,2.28239173525988,2.2823917352598766,2,2,2,1,IC50,2.28239173525988,3.552713678800501e-15,0,Rosids (Fabids)
FNMKZDDKPDBYJM-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,350.3700000000001,4.533700000000003,57.900000000000006,0.19047619047619047,pass,4.33,-0.907966328234585,-0.907966328234585,-0.9079663282345849,1,1,1,1,IC50,-0.907966328234585,-1.1102230246251565e-16,0,Rosids (Fabids)
FVNFXIPJDHVJGE-REZTVBANSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,410.51000000000005,5.559700000000007,97.99000000000001,0.32,pass,4.23,-1.08872315902747,-1.08872315902747,-1.0887231590274715,2,2,2,1,IC50,-1.08872315902747,1.5543122344752192e-15,0,Rosids (Fabids)
FWAWTPASGRNXTO-GFCCVEGCSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,0,0,Methoxy,286.327,3.1281000000000017,47.92,0.29411764705882354,pass,4.35,-0.871814962076008,-0.871814962076008,-0.8718149620760082,6,4,6,1,IC50,-0.871814962076008,2.220446049250313e-16,0,Rosids (Fabids)
FZUJHUDJFJCWMT-BPARTEKVSA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,424.49300000000017,4.4981000000000035,107.22000000000001,0.32,pass,5.46,1.13458585972504,1.13458585972504,1.1345858597250422,1,1,1,1,IC50,1.13458585972504,-2.220446049250313e-15,0,Rosids (Fabids)
GAQSUFOBIREXHT-VQIMIIECSA-N,Phenotypic: Cancer and Cells,Rotenoids,1,0,0,Methoxy,374.34500000000014,1.6419,103.68,0.3157894736842105,pass,4.88,0.0861962411262953,0.0861962411262953,0.08619624112629527,3,3,3,1,IC50,0.0861962411262953,2.7755575615628914e-17,0,Rosids (Fabids)
GBVCHRDRVDOMQV-RTWAWAEBSA-N,Phenotypic: Cancer and Cells,Rotenoids,1,1,0,Methoxy+Prenyl,396.43900000000025,4.038000000000003,74.22000000000001,0.34782608695652173,pass,5.615,1.41475894745402,1.41475894745402,1.414758947454018,2,2,2,1,IC50,1.41475894745402,1.9984014443252818e-15,0,Rosids (Fabids)
GCSSGYKMPPFQLH-KDJZGPCZSA-N,Phenotypic: Cancer and Cells,Dihydroflavonols,0,1,0,Prenyl,760.8360000000001,8.438900000000007,194.20999999999998,0.28888888888888886,pass,5.4,1.02613176124931,1.02613176124931,1.0261317612493104,1,1,1,1,IC50,1.02613176124931,-4.440892098500626e-16,0,Rosids (Fabids)
GFWPWSNIXRDQJC-LMSSTIIKSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,0,Simple,556.4790000000003,4.499400000000006,198.12,0.06666666666666667,pass,4.09,-1.34178272213751,-1.34178272213751,-1.341782722137515,1,1,1,1,IC50,-1.34178272213751,4.884981308350689e-15,0,Rosids (Fabids)
GFWPWSNIXRDQJC-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,0,Simple,556.4790000000003,4.499400000000006,198.12,0.06666666666666667,pass,4.05,-1.41408545445467,-1.41408545445467,-1.41408545445467,1,1,1,1,IC50,-1.41408545445467,0,0,Rosids (Fabids)
GGIPOZCJJKKBBV-RFAUZJTJSA-N,Phenotypic: Cancer and Cells,Pterocarpan,0,0,0,Simple,300.2660000000001,2.4361999999999995,77.38000000000001,0.25,pass,5.52,1.24303995820077,1.24303995820077,1.2430399582007738,1,1,1,1,IC50,1.24303995820077,-3.774758283725532e-15,0,Rosids (Fabids)
GGIPOZCJJKKBBV-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Pterocarpan,0,0,0,Simple,300.2660000000001,2.4361999999999995,77.38000000000001,0.25,pass,5.015,0.330217962696693,0.330217962696693,0.33021796269669285,2,2,2,1,IC50,0.330217962696693,1.6653345369377348e-16,0,Rosids (Fabids)
GJFHZVPRFLHEBR-VIZOYTHASA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,424.4930000000001,5.4507000000000065,107.22000000000001,0.32,pass,5.4,1.02613176124931,1.02613176124931,1.0261317612493104,1,1,1,1,IC50,1.02613176124931,-4.440892098500626e-16,0,Rosids (Fabids)
GKIZWUHTCYQZHL-ZDLGFXPLSA-N,Phenotypic: Cancer and Cells,Aurones,0,1,0,Prenyl,338.35900000000004,3.928300000000003,86.99000000000001,0.15,pass,4.905,0.131385448824518,0.131385448824518,0.13138544882451778,2,2,2,1,IC50,0.131385448824518,2.220446049250313e-16,0,Rosids (Fabids)
GUNGQVJAKLIYDG-JXMROGBWSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,254.28500000000003,3.2969000000000017,46.53,0.0625,pass,5.01,0.321180121157049,0.321180121157049,0.32118012115704864,4,3,4,1,IC50,0.321180121157049,3.885780586188048e-16,0,Rosids (Fabids)
GUQGMEWOCKDLDE-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,370.4010000000001,3.076900000000002,96.22000000000001,0.2857142857142857,pass,5.25,0.754996515059979,0.754996515059979,0.7549965150599787,1,1,1,1,IC50,0.754996515059979,3.3306690738754696e-16,0,Rosids (Fabids)
GVXVZXDPRNGAOE-ZCFXJLACSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,408.4940000000001,5.640300000000008,97.99000000000001,0.24,pass,4.74,-0.166863321983746,-0.166863321983746,-0.16686332198374645,1,1,1,1,IC50,-0.166863321983746,4.440892098500626e-16,0,Rosids (Fabids)
GXUDMRDICMYDQL-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,0,0,Simple,522.5060000000003,4.624800000000005,135.41000000000003,0.25,pass,4.18,-1.17910157442392,-1.17910157442392,-1.1791015744239166,1,1,1,1,IC50,-1.17910157442392,-3.3306690738754696e-15,0,Rosids (Fabids)
HGHOPAZIUPORIN-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,404.46200000000016,5.564100000000006,79.9,0.24,pass,5.07,0.429634219632782,0.429634219632782,0.429634219632782,1,1,1,1,IC50,0.429634219632782,0,0,Rosids (Fabids)
HGZMVLUPBGGJMI-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,372.41700000000003,3.4116000000000026,107.22000000000001,0.2857142857142857,pass,4.85,0.0319691918884286,0.0319691918884286,0.031969191888428616,2,2,2,1,IC50,0.0319691918884286,-1.3877787807814457e-17,0,Rosids (Fabids)
HHSHAXHGYOQIQP-OZRRSSBWSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,0,Simple,668.7390000000003,7.418600000000012,166.14,0.358974358974359,pass,4.56,-0.492225617410945,-0.492225617410945,-0.4922256174109448,1,1,1,1,IC50,-0.492225617410945,-2.220446049250313e-16,0,Rosids (Fabids)
HLOABGSBRIDRHW-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,0,0,Methoxy,372.3730000000001,3.5030000000000028,76.36,0.25,pass,5.525,1.25207779974042,1.25207779974042,1.2520777997404196,2,1,2,1,IC50,1.25207779974042,4.440892098500626e-16,0,Rosids (Fabids)
HMTMYIWMPJSCAZ-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,2-arylbenzofurans,0,0,0,Simple,326.34800000000007,3.5854000000000017,83.06,0.2631578947368421,pass,7.9725,3.914845049367,3.914845049367,3.882838298577808,3,2,3,2,EC50;IC50,3.914845049367,0.03200675078919213,0,Rosids (Fabids)
HNORCYMXOCSMNP-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Coumestan,1,0,0,Methoxy,380.35200000000015,4.296400000000003,102.27000000000001,0.19047619047619047,pass,5.27,0.791147881218555,0.791147881218555,0.7911478812185554,2,1,2,1,IC50,0.791147881218555,-4.440892098500626e-16,0,Rosids (Fabids)
HORNIGLAKNPZGF-IBGZPJMESA-N,Phenotypic: Cancer and Cells,Flavans,0,1,0,Prenyl,310.393,4.672800000000005,49.69,0.3,pass,4.55,-0.510301300490233,-0.510301300490233,-0.5103013004902331,1,1,1,1,IC50,-0.510301300490233,1.1102230246251565e-16,0,Rosids (Fabids)
HOTYOZVURUOVTK-XNTDXEJSSA-N,Phenotypic: Cancer and Cells,Chalcones,1,1,0,Methoxy+Prenyl,422.52100000000013,5.725500000000007,86.99,0.2692307692307692,pass,5.01,0.321180121157049,0.321180121157049,0.32118012115704864,1,1,1,1,IC50,0.321180121157049,3.885780586188048e-16,0,Rosids (Fabids)
HSZOZDPOYZAYTH-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,1,0,Methoxy+Prenyl,366.4130000000001,4.822200000000005,57.900000000000006,0.22727272727272727,pass,4.43,-0.727209497441698,-0.727209497441698,-0.7272094974416982,1,1,1,1,IC50,-0.727209497441698,1.1102230246251565e-16,0,Rosids (Fabids)
IAUDUEQNUVKNBT-SOFGYWHQSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,344.3630000000001,3.322700000000002,74.22000000000001,0.21052631578947367,pass,4.3,-0.962193377472452,-0.962193377472452,-0.9621933774724516,1,1,1,1,IC50,-0.962193377472452,-4.440892098500626e-16,0,Rosids (Fabids)
ICUCUXZJAYHKLS-SJCJKPOMSA-N,Phenotypic: Cancer and Cells,Pterocarpan,1,0,0,Methoxy,300.31,3.0191000000000017,57.150000000000006,0.29411764705882354,pass,4.19,-1.16102589134463,-1.16102589134463,-1.1610258913446267,3,2,3,1,IC50,-1.16102589134463,-3.3306690738754696e-15,0,Rosids (Fabids)
IFQCOXCDQXGBFK-AWEZNQCLSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,0,0,Methoxy,412.43800000000016,3.9611000000000027,83.45000000000002,0.34782608695652173,pass,4.24,-0.869620771608962,-0.869620771608962,-0.8696207716089619,1,1,1,1,EC50,-0.869620771608962,-1.1102230246251565e-16,0,Rosids (Fabids)
IGSYALWDCAHJEF-FCHUYYIVSA-N,Phenotypic: Cancer and Cells,Pterocarpan,1,1,0,Methoxy+Prenyl,368.42900000000014,4.277300000000003,57.150000000000006,0.36363636363636365,pass,4.67,-0.293393103538768,-0.293393103538768,-0.29339310353876813,4,2,4,1,IC50,-0.293393103538768,1.1102230246251565e-16,0,Rosids (Fabids)
IHWPQGIYXJKCOV-PTNGSMBKSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,294.30600000000004,4.223200000000003,59.67,0.05555555555555555,pass,4.73,-0.184939005063035,-0.184939005063035,-0.18493900506303482,1,1,1,1,IC50,-0.184939005063035,-1.942890293094024e-16,0,Rosids (Fabids)
IIWLGOCXDBSFCM-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,Chalcones,1,1,0,Methoxy+Prenyl,370.40100000000007,3.187600000000002,107.22,0.19047619047619047,pass,4.555,-0.501263458950589,-0.501263458950589,-0.501263458950589,4,4,4,1,IC50,-0.501263458950589,0,0,Rosids (Fabids)
IJYFCLZEBZPQIZ-AKCHCHLHSA-N,Phenotypic: Cancer and Cells,Pterocarpan,1,1,0,Methoxy+Prenyl,352.3860000000001,3.890100000000003,57.150000000000006,0.3333333333333333,pass,4.63,-0.365695835855923,-0.365695835855923,-0.36569583585592313,1,1,1,1,IC50,-0.365695835855923,1.1102230246251565e-16,0,Rosids (Fabids)
INHRJYBOMHQVBR-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,0,0,Methoxy,356.3300000000001,3.214500000000001,76.36,0.21052631578947367,pass,4.8,-0.0584092235080147,-0.0584092235080147,-0.058409223508014745,1,1,1,1,IC50,-0.0584092235080147,4.163336342344337e-17,0,Rosids (Fabids)
INYISIYHXQDCPK-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,0,0,Methoxy,270.284,2.7597000000000014,55.76,0.1875,pass,5,0.30310443807776,0.30310443807776,0.30310443807776033,1,1,1,1,IC50,0.30310443807776,-3.3306690738754696e-16,0,Rosids (Fabids)
IORSRBKNYXPSDO-NDEPHWFRSA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,460.61400000000026,7.330400000000008,66.76,0.36666666666666664,pass,4.55,-0.510301300490233,-0.510301300490233,-0.5103013004902331,1,1,1,1,IC50,-0.510301300490233,1.1102230246251565e-16,0,Rosids (Fabids)
IQHPDUUSMBMDGN-WEVVVXLNSA-N,Phenotypic: Cancer and Cells,Chalcones,0,0,0,Simple,322.36,4.178100000000004,66.76,0.15,pass,4.99,0.285028754998472,0.285028754998472,0.28502875499847197,3,3,3,1,IC50,0.285028754998472,5.551115123125783e-17,0,Rosids (Fabids)
JAAWOQQDCOFLRV-IAQYHMDHSA-N,Phenotypic: Cancer and Cells,Pterocarpan,1,0,0,Methoxy,286.2830000000001,2.716100000000001,68.15,0.25,pass,4.265,-1.02545826824996,-1.02545826824996,-1.0254582682499624,5,3,5,1,IC50,-1.02545826824996,2.4424906541753444e-15,0,Rosids (Fabids)
JDLWWTGCAJYSSZ-ZSDSOXJFSA-N,Phenotypic: Cancer and Cells,Pterocarpan,0,1,0,Prenyl,350.3700000000001,3.904600000000002,46.150000000000006,0.3333333333333333,pass,4.58,-0.456074251252367,-0.456074251252367,-0.4560742512523665,2,1,2,1,IC50,-0.456074251252367,-4.996003610813204e-16,0,Rosids (Fabids)
JJOUBYOHNYJCOU-IBGZPJMESA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,340.3750000000001,4.018600000000002,86.99000000000001,0.25,pass,4.615,-0.392809360474856,-0.392809360474856,-0.39280936047485565,2,1,2,1,IC50,-0.392809360474856,-3.3306690738754696e-16,0,Rosids (Fabids)
JLTNCZQNGBLBGO-MOPGFXCFSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,0,0,Methoxy,410.4220000000002,3.7135000000000025,83.45000000000002,0.34782608695652173,pass,6.7,3.37597056155685,3.37597056155685,3.375970561556846,1,1,1,1,IC50,3.37597056155685,3.9968028886505635e-15,0,Rosids (Fabids)
JOQWUUJQWPZLAT-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,354.3580000000001,3.791100000000004,111.13000000000002,0.15,pass,4.245,-1.06160963440854,-1.06160963440854,-1.061609634408539,2,2,2,1,IC50,-1.06160963440854,-8.881784197001252e-16,0,Rosids (Fabids)
JRLDUAGSJUMVDP-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Dihydroflavonols,0,0,0,Simple,302.28200000000004,2.1347999999999994,96.22000000000001,0.1875,pass,4.71,-0.221090371221613,-0.221090371221613,-0.22109037122161312,1,1,1,1,IC50,-0.221090371221613,1.1102230246251565e-16,0,Rosids (Fabids)
JRTNAZKQGYGUQE-SFHVURJKSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,0,Simple,350.3700000000002,4.306000000000003,53.99000000000001,0.2857142857142857,pass,4.1,-1.32370703905823,-1.32370703905823,-1.3237070390582266,1,1,1,1,IC50,-1.32370703905823,-3.3306690738754696e-15,0,Rosids (Fabids)
JRVIIPJSVKTPBK-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Neoflavonoids,0,0,0,Simple,254.24099999999999,2.8712000000000018,70.67,0,pass,4.37,-0.83566359591743,-0.83566359591743,-0.8356635959174299,2,2,2,1,IC50,-0.83566359591743,-1.1102230246251565e-16,0,Rosids (Fabids)
JUKXEUCJMRWMTL-ODOSRFNGSA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,408.49400000000014,5.601000000000007,86.99000000000001,0.32,pass,4.9,0.122347607284874,0.122347607284874,0.12234760728487358,1,1,1,1,IC50,0.122347607284874,4.163336342344337e-16,0,Rosids (Fabids)
JYEPVYNKUJFCHX-KDOFPFPSSA-N,Phenotypic: Cancer and Cells,Rotenoids,0,0,0,Simple,356.2860000000001,1.3679000000000003,92.68000000000002,0.2777777777777778,pass,4.06,-1.39600977137538,-1.39600977137538,-1.3960097713753816,1,1,1,1,IC50,-1.39600977137538,1.5543122344752192e-15,0,Rosids (Fabids)
KEZLDSPIRVZOKZ-AUWJEWJLSA-N,Phenotypic: Cancer and Cells,Aurones,0,0,0,Simple,254.24099999999999,2.7140000000000004,66.76,0,pass,5.355,0.944791187392511,0.944791187392511,0.9447911873925112,4,2,4,1,IC50,0.944791187392511,-2.220446049250313e-16,0,Rosids (Fabids)
KGOOVUKZICPAIZ-FRKPEAEDSA-N,Phenotypic: Cancer and Cells,2-arylbenzofurans,0,1,0,Prenyl,378.46800000000013,6.451800000000007,73.83,0.25,pass,5.58,1.35149405667651,1.35149405667651,1.3514940566765072,1,1,1,1,IC50,1.35149405667651,2.6645352591003757e-15,0,Rosids (Fabids)
KIMDVVKVNNSHGZ-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,338.3590000000001,4.085500000000004,90.90000000000002,0.15,pass,4.5,-0.600679715886677,-0.600679715886677,-0.6006797158866766,3,1,3,1,IC50,-0.600679715886677,-4.440892098500626e-16,0,Rosids (Fabids)
KKFAKKIIFUFASS-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,422.4770000000002,5.299800000000006,111.13000000000001,0.24,pass,5.205,0.67365594120318,0.67365594120318,0.6736559412031795,4,4,4,1,IC50,0.67365594120318,4.440892098500626e-16,0,Rosids (Fabids)
KMTVRFNKQCNYOQ-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,388.46300000000014,5.989200000000006,48.67,0.24,pass,5.68,1.53225088746939,1.53225088746939,1.5322508874693939,1,1,1,1,IC50,1.53225088746939,-3.774758283725532e-15,0,Rosids (Fabids)
KQLMUJOKBRYEHR-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,422.47700000000026,4.454300000000005,100.13000000000001,0.32,pass,4.88,0.0861962411262953,0.0861962411262953,0.08619624112629527,1,1,1,1,IC50,0.0861962411262953,2.7755575615628914e-17,0,Rosids (Fabids)
KRJPWSDKKBLTLE-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,0,0,Methoxy,314.29300000000006,2.8884000000000016,89.13000000000001,0.11764705882352941,pass,4.5,-0.603039599535575,-0.603039599535575,-0.6030395995355752,1,1,1,1,EC50,-0.603039599535575,2.220446049250313e-16,0,Rosids (Fabids)
KTAQQSUPNZAWEY-OSPHWJPCSA-N,Phenotypic: Cancer and Cells,Flavanones,1,1,0,Methoxy+Prenyl,452.54700000000025,5.912600000000007,85.22,0.37037037037037035,pass,4.86,0.0500448749677186,0.0500448749677186,0.050044874967718575,1,1,1,1,IC50,0.0500448749677186,2.7755575615628914e-17,0,Rosids (Fabids)
KVLODOJZOXFBNP-PVKHHADTSA-N,Phenotypic: Cancer and Cells,Chalcones,1,1,0,Methoxy+Prenyl,422.5210000000001,5.943300000000006,86.99,0.2692307692307692,pass,5.09,0.465785585791359,0.465785585791359,0.4657855857913587,1,1,1,1,IC50,0.465785585791359,2.7755575615628914e-16,0,Rosids (Fabids)
KWZLIQOQDYHGPK-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,1,1,0,Methoxy+Prenyl,352.38600000000014,4.388500000000003,79.9,0.19047619047619047,pass,4.55,-0.551773989521463,-0.551773989521463,-0.5517739895214625,1,1,1,1,EC50,-0.551773989521463,-4.440892098500626e-16,0,Rosids (Fabids)
LBQIJVLKGVZRIW-ZDUSSCGKSA-N,Phenotypic: Cancer and Cells,Pterocarpan,0,0,0,Simple,324.37600000000003,4.000700000000002,58.92,0.3,pass,4.67,-0.293393103538768,-0.293393103538768,-0.29339310353876813,1,1,1,1,IC50,-0.293393103538768,1.1102230246251565e-16,0,Rosids (Fabids)
LGPCDNFADMBMDD-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,0,0,Simple,354.3580000000001,3.680400000000002,100.13000000000002,0.25,pass,4.1,-1.32370703905823,-1.32370703905823,-1.3237070390582266,1,1,1,1,IC50,-1.32370703905823,-3.3306690738754696e-15,0,Rosids (Fabids)
LHLLBACWHOWRGG-HWKANZROSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,316.309,2.7167000000000017,96.22000000000001,0.11764705882352941,pass,4.67,-0.293393103538768,-0.293393103538768,-0.29339310353876813,6,5,6,1,IC50,-0.293393103538768,1.1102230246251565e-16,0,Rosids (Fabids)
