inchikey,target_domain_macro,class_np,motif_methoxy,motif_prenyl,motif_sugar,motif_combination,mw,logp,tpsa,fsp3,structural_qc_status,median_pchembl,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,n_records,n_targets,n_assays,n_standard_types,standard_types,z_potency,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean,visual_clade
HPSPCMSCDNHZJM-CHHVJCJISA-N,Cell Signaling and Survival,Aurones,1,0,0,Methoxy,284.267,2.7226000000000012,75.99,0.0625,pass,6.19,2.48784961991171,2.48784961991171,2.4878496199117137,1,1,1,1,AC50,2.48784961991171,-3.552713678800501e-15,0,Rosids (Fabids)
HTHLDJJBNQWUJJ-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,1,1,0,Methoxy+Prenyl,436.5040000000002,5.602800000000006,100.13000000000001,0.2692307692307692,pass,4.74,-0.863158742605559,-0.863158742605559,-0.8631587426055596,2,2,2,2,IC50;Ki,-0.863158742605559,5.551115123125783e-16,0,Rosids (Fabids)
HTNJCCKJJVLCTO-BUSXIPJBSA-N,Cell Signaling and Survival,Flavanones,1,0,0,Methoxy,386.4000000000002,2.8873000000000006,105.45000000000002,0.38095238095238093,pass,4.74,-0.462139761505467,-0.462139761505467,-0.4621397615054674,1,1,1,1,IC50,-0.462139761505467,3.885780586188048e-16,0,Rosids (Fabids)
HUQKUJNSVHEHIH-UHFFFAOYSA-N,Cell Signaling and Survival,Neoflavonoids,0,0,0,Simple,254.24099999999999,2.871200000000001,70.67,0,pass,6.7,2.13633787618133,2.13633787618133,2.1363378761813285,1,1,1,1,IC50,2.13633787618133,1.3322676295501878e-15,0,Rosids (Fabids)
IGSYALWDCAHJEF-FCHUYYIVSA-N,Cell Signaling and Survival,Pterocarpan,1,1,0,Methoxy+Prenyl,368.42900000000014,4.277300000000003,57.150000000000006,0.36363636363636365,pass,4.71,-0.501912378408837,-0.501912378408837,-0.5019123784088371,1,1,1,1,IC50,-0.501912378408837,1.1102230246251565e-16,0,Rosids (Fabids)
IQHPDUUSMBMDGN-WEVVVXLNSA-N,Cell Signaling and Survival,Chalcones,0,0,0,Simple,322.36,4.178100000000004,66.76,0.15,pass,4.13,-1.27084963854064,-1.27084963854064,-1.270849638540644,1,1,1,1,IC50,-1.27084963854064,3.9968028886505635e-15,0,Rosids (Fabids)
ISQRJFLLIDGZEP-CMWLGVBASA-N,Cell Signaling and Survival,Isoflavones,0,0,1,Sugar,432.38100000000014,0.049899999999999,170.05,0.2857142857142857,pass,5.19,0.134449492045073,0.134449492045073,0.1344494920450728,3,2,3,1,IC50,0.134449492045073,1.942890293094024e-16,0,Rosids (Fabids)
IUNNUKJWKPJUCQ-AHJAKLPMSA-N,Cell Signaling and Survival,Pterocarpan,0,1,0,Prenyl,728.8380000000002,8.899800000000003,134.91000000000003,0.3111111111111111,pass,4.94,-0.196988982149672,-0.196988982149672,-0.19698898214967162,1,1,1,1,IC50,-0.196988982149672,-3.885780586188048e-16,0,Rosids (Fabids)
JOQWUUJQWPZLAT-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,354.3580000000001,3.791100000000004,111.13000000000002,0.15,pass,4.23,-1.13827424886275,-1.13827424886275,-1.1382742488627458,1,1,1,1,IC50,-1.13827424886275,-4.218847493575595e-15,0,Rosids (Fabids)
JTWAOWXXBMXCGP-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,310.34900000000005,4.725300000000004,73.83,0.15789473684210525,pass,4.955,-0.177102673697987,-0.177102673697987,-0.17710267369798735,2,1,2,1,IC50,-0.177102673697987,3.608224830031759e-16,0,Rosids (Fabids)
KGOOVUKZICPAIZ-FRKPEAEDSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,378.46800000000013,6.451800000000007,73.83,0.25,pass,5.2,0.147707031012862,0.147707031012862,0.14770703101286228,3,3,3,1,IC50,0.147707031012862,-2.7755575615628914e-16,0,Rosids (Fabids)
KKFAKKIIFUFASS-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,422.4770000000002,5.299800000000006,111.13000000000001,0.24,pass,5.76,0.890129213209089,0.890129213209089,0.8901292132090892,2,1,2,1,IC50,0.890129213209089,-2.220446049250313e-16,0,Rosids (Fabids)
KYGXFLIBLYFPAZ-HRRASNIPSA-N,Cell Signaling and Survival,Flavanones,0,1,0,Prenyl,440.4920000000002,3.878300000000005,116.45000000000002,0.4,pass,4.72,-0.488654839441048,-0.488654839441048,-0.48865483944104754,1,1,1,1,IC50,-0.488654839441048,-4.440892098500626e-16,0,Rosids (Fabids)
LAQLCZKPJGMFRM-BJKOFHAPSA-N,Cell Signaling and Survival,Dihydroflavonols,0,1,0,Prenyl,408.49400000000014,4.792500000000006,86.99000000000001,0.32,pass,4.12,-1.28410717750843,-1.28410717750843,-1.2841071775084336,1,1,1,1,IC50,-1.28410717750843,3.552713678800501e-15,0,Rosids (Fabids)
LBQIJVLKGVZRIW-ZDUSSCGKSA-N,Cell Signaling and Survival,Pterocarpan,0,0,0,Simple,324.37600000000003,4.000700000000002,58.92,0.3,pass,4.73,-0.593490550075517,-0.593490550075517,-0.8062234741140769,4,2,3,2,AC50;IC50,-0.593490550075517,0.21273292403855992,0,Rosids (Fabids)
LKFQSODZCVNSSG-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,422.4770000000002,4.454300000000005,100.13000000000001,0.32,pass,4.62,-0.621230229118945,-0.621230229118945,-0.6212302291189448,1,1,1,1,IC50,-0.621230229118945,-2.220446049250313e-16,0,Rosids (Fabids)
LKRGIWICIRPKIL-UHFFFAOYSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,426.5090000000002,4.419800000000007,107.22000000000001,0.4,pass,4.4,-0.91289608641032,-0.91289608641032,-0.9128960864103196,1,1,1,1,IC50,-0.91289608641032,-4.440892098500626e-16,0,Rosids (Fabids)
MEJLVLSNRYLDSG-MDCVPAOJSA-N,Cell Signaling and Survival,Aurones,0,1,0,Prenyl,742.8210000000003,8.710400000000005,170.82,0.2222222222222222,pass,5.22,0.174222108948441,0.174222108948441,0.17422210894844128,1,1,1,1,IC50,0.174222108948441,-2.7755575615628914e-16,0,Rosids (Fabids)
MGSNGDMLFQANLV-MRXNPFEDSA-N,Cell Signaling and Survival,Isoflavanones,1,1,0,Methoxy+Prenyl,354.40200000000016,3.974000000000003,75.99000000000001,0.2857142857142857,pass,5.34,0.333312576561919,0.333312576561919,0.33331257656191876,1,1,1,1,IC50,0.333312576561919,2.220446049250313e-16,0,Rosids (Fabids)
MJJWBJFYYRAYKU-OPKNDJPNSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,562.5740000000002,7.099200000000009,132.75,0.17647058823529413,pass,5.58,0.651493511788874,0.651493511788874,0.6514935117888736,1,1,1,1,IC50,0.651493511788874,4.440892098500626e-16,0,Rosids (Fabids)
MSTNVJDHQJXVFI-UHFFFAOYSA-N,Cell Signaling and Survival,Flavans,0,1,0,Prenyl,326.392,4.378400000000005,69.92,0.3,pass,4.38,-0.9394111643459,-0.9394111643459,-0.9394111643458998,1,1,1,1,IC50,-0.9394111643459,-2.220446049250313e-16,0,Rosids (Fabids)
MYKDNKGHXHALEF-SJIVMEQQSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,646.7360000000003,8.041500000000008,155.51999999999998,0.2,pass,5.05,-0.0511560535039848,-0.0511560535039848,-0.05115605350398482,4,4,4,1,IC50,-0.0511560535039848,2.0816681711721685e-17,0,Rosids (Fabids)
NCRSCUAICIRLHP-DRGXBFSJSA-N,Cell Signaling and Survival,Flavanones,1,1,0,Methoxy+Prenyl,420.5050000000002,5.910900000000006,75.99000000000001,0.2692307692307692,pass,4.67,-0.554942534279996,-0.554942534279996,-0.5549425342799962,1,1,1,1,IC50,-0.554942534279996,2.220446049250313e-16,0,Rosids (Fabids)
NEIURIYDQMKXIG-QHCPKHFHSA-N,Cell Signaling and Survival,Flavanones,0,1,0,Prenyl,390.4790000000001,5.791600000000005,55.760000000000005,0.32,pass,5.3,0.28028242069076,0.28028242069076,0.2802824206907596,1,1,1,1,IC50,0.28028242069076,3.885780586188048e-16,0,Rosids (Fabids)
NLTOTZSPOYWSSP-IBGZPJMESA-N,Cell Signaling and Survival,Flavanones,0,1,0,Prenyl,324.37600000000003,4.313000000000004,66.76,0.25,pass,4.54,-0.727290540861263,-0.727290540861263,-0.7272905408612631,1,1,1,1,IC50,-0.727290540861263,1.1102230246251565e-16,0,Rosids (Fabids)
NYCBUBKYUALZIH-UWVJOHFNSA-N,Cell Signaling and Survival,Aurones,0,1,0,Prenyl,338.3590000000001,3.928300000000003,86.99000000000001,0.15,pass,5.365,0.366456423981394,0.366456423981394,0.36645642398139366,2,1,2,1,IC50,0.366456423981394,3.3306690738754696e-16,0,Rosids (Fabids)
OAUIRSVJXOFAOO-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,422.47700000000015,5.299800000000007,111.13000000000001,0.24,pass,5.609999999999999,0.13095104144193354,0.13095104144193354,0.13095104144193326,2,2,2,2,IC50;Ki,0.13095104144193354,2.7755575615628914e-16,0,Rosids (Fabids)
OBGPEBYHGIUFBN-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,322.36000000000007,4.379900000000005,70.67,0.15,pass,5.11,0.0283891803027545,0.0283891803027545,0.02838918030275449,3,1,3,1,IC50,0.0283891803027545,6.938893903907228e-18,0,Rosids (Fabids)
OEIIVGQLDAYZNT-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,1,1,0,Methoxy+Prenyl,354.4020000000001,5.0423200000000055,83.06,0.23809523809523808,pass,4.59,-0.661002846022315,-0.661002846022315,-0.6610028460223145,1,1,1,1,IC50,-0.661002846022315,-4.440892098500626e-16,0,Rosids (Fabids)
OGFFMQWYZCTXCM-KXBFYZLASA-N,Cell Signaling and Survival,Pterocarpan,0,0,0,Simple,322.36,4.186100000000003,47.92,0.3,pass,5.12,0.041646719270544,0.041646719270544,0.04164671927054399,1,1,1,1,IC50,0.041646719270544,1.3877787807814457e-17,0,Rosids (Fabids)
OOAXWUFECWLVEQ-IZZNHLLZSA-N,Cell Signaling and Survival,Pterocarpan,1,1,0,Methoxy+Prenyl,422.5210000000002,5.131900000000006,68.15,0.38461538461538464,pass,4.68,-0.541684995312207,-0.541684995312207,-0.5416849953122067,1,1,1,1,IC50,-0.541684995312207,-3.3306690738754696e-16,0,Rosids (Fabids)
ORXQGKIUCDPEAJ-YRNVUSSQSA-N,Cell Signaling and Survival,Chalcones,1,1,0,Methoxy+Prenyl,354.40200000000004,4.216800000000003,86.99,0.19047619047619047,pass,4.82,-0.356079449763149,-0.356079449763149,-0.35607944976314904,2,2,2,1,IC50,-0.356079449763149,5.551115123125783e-17,0,Rosids (Fabids)
OWVFKLIUBOKWCT-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.188300000000006,96.22000000000001,0.34615384615384615,pass,5.37,0.373085193465288,0.373085193465288,0.3730851934652884,1,1,1,1,IC50,0.373085193465288,-3.885780586188048e-16,0,Rosids (Fabids)
PEKZTKWPHQWTIM-KPKJPENVSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,392.4950000000002,5.716900000000006,77.76,0.24,pass,4.69,-0.528427456344416,-0.528427456344416,-0.528427456344416,1,1,1,1,IC50,-0.528427456344416,0,0,Rosids (Fabids)
PMQBKFKEJGCJIK-KRWDZBQOSA-N,Cell Signaling and Survival,Flavanones,1,1,0,Methoxy+Prenyl,354.40200000000004,4.3216000000000045,75.99000000000001,0.2857142857142857,pass,4.01,-1.42994010615412,-1.42994010615412,-1.4299401061541215,1,1,1,1,IC50,-1.42994010615412,1.5543122344752192e-15,0,Rosids (Fabids)
PSEBCAMYGWGJMH-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,420.4610000000002,5.269700000000006,100.13000000000001,0.24,pass,5.4,-0.10401288429522848,-0.10401288429522848,-0.10401288429522854,2,2,2,2,IC50;Ki,-0.10401288429522848,5.551115123125783e-17,0,Rosids (Fabids)
PXFKYAIDSYKIJA-DLBCFTNOSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,662.7350000000004,7.7471000000000085,175.74999999999997,0.2,pass,5.345,0.339941346045813,0.339941346045813,0.3399413460458135,4,4,4,1,IC50,0.339941346045813,-4.996003610813204e-16,0,Rosids (Fabids)
PYVPKOSKOWDDSV-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,1,1,0,Methoxy+Prenyl,368.38500000000016,4.094100000000003,100.13,0.19047619047619047,pass,4.55,-0.714033001893474,-0.714033001893474,-0.7140330018934736,1,1,1,1,IC50,-0.714033001893474,-3.3306690738754696e-16,0,Rosids (Fabids)
QFUCSEIKNTUPPA-GOSISDBHSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,0,0,Simple,326.3480000000001,3.585400000000003,83.06,0.2631578947368421,pass,8.58,4.62875520212581,4.62875520212581,4.628755202125807,2,1,2,1,IC50,4.62875520212581,3.552713678800501e-15,0,Rosids (Fabids)
QFUCSEIKNTUPPA-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,0,0,Simple,326.3480000000001,3.585400000000003,83.06,0.2631578947368421,pass,7.08,2.64012435695734,2.64012435695734,2.6401243569573403,2,1,2,1,IC50,2.64012435695734,-4.440892098500626e-16,0,Rosids (Fabids)
QKYUTKLCEVEMIE-JXFKEZNVSA-N,Cell Signaling and Survival,Pterocarpan,0,1,0,Prenyl,324.37600000000003,4.216200000000002,58.92,0.3,pass,4.71,-0.501912378408837,-0.501912378408837,-0.5019123784088371,1,1,1,1,IC50,-0.501912378408837,1.1102230246251565e-16,0,Rosids (Fabids)
QNLGNISMYMFVHP-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,422.4770000000002,5.2998000000000065,111.13000000000002,0.24,pass,5.315,0.300168729142445,0.300168729142445,0.300168729142445,2,1,2,1,IC50,0.300168729142445,0,0,Rosids (Fabids)
QRGFRUURCOOJEV-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavanones,1,1,0,Methoxy+Prenyl,354.40200000000016,3.974000000000003,75.99000000000001,0.2857142857142857,pass,4.76,-0.435624683569888,-0.435624683569888,-0.43562468356988837,1,1,1,1,IC50,-0.435624683569888,3.885780586188048e-16,0,Rosids (Fabids)
QZVJJJNZJBVWPG-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,1,1,0,Methoxy+Prenyl,324.37600000000003,5.028300000000003,62.83,0.2,pass,4.8,-0.382594527698729,-0.382594527698729,-0.3825945276987292,1,1,1,1,IC50,-0.382594527698729,2.220446049250313e-16,0,Rosids (Fabids)
RDYZHQQZLIBKBP-WEVVVXLNSA-N,Cell Signaling and Survival,Chalcones,1,1,0,Methoxy+Prenyl,354.40200000000016,4.216800000000003,86.99000000000001,0.19047619047619047,pass,4.22,-1.15153178783054,-1.15153178783054,-1.1515317878305362,1,1,1,1,IC50,-1.15153178783054,-3.774758283725532e-15,0,Rosids (Fabids)
RIWDYFGEQJAMKI-GOSISDBHSA-N,Cell Signaling and Survival,Isoflavanones,0,1,0,Prenyl,424.4930000000002,4.885300000000005,107.22000000000001,0.32,pass,6.08,1.31437046017836,1.31437046017836,1.3143704601783623,1,1,1,1,IC50,1.31437046017836,-2.4424906541753444e-15,0,Rosids (Fabids)
RQAMSFTXEFSBPK-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavanones,0,0,0,Simple,336.34300000000013,4.055400000000004,79.9,0.15,pass,4.38,-0.9394111643459,-0.9394111643459,-0.9394111643458998,1,1,1,1,IC50,-0.9394111643459,-2.220446049250313e-16,0,Rosids (Fabids)
RVKDAOFCDAPVGX-KRWDZBQOSA-N,Cell Signaling and Survival,Pterocarpan,1,1,0,Methoxy+Prenyl,436.54800000000023,5.821000000000007,57.150000000000006,0.4074074074074074,pass,5.14,0.068161797206123,0.068161797206123,0.06816179720612298,1,1,1,1,IC50,0.068161797206123,2.7755575615628914e-17,0,Rosids (Fabids)
SAXBNTXROWQAKX-CPJSRVTESA-N,Cell Signaling and Survival,Pterocarpan,0,1,0,Prenyl,392.49500000000023,5.724900000000006,58.92,0.36,pass,5.14,0.068161797206123,0.068161797206123,0.06816179720612298,1,1,1,1,IC50,0.068161797206123,2.7755575615628914e-17,0,Rosids (Fabids)
SEEWCETYCHIPHH-FHJLPGHOSA-N,Cell Signaling and Survival,Rotenoids,0,0,0,Simple,410.42200000000014,2.843000000000001,80.29000000000002,0.391304347826087,pass,4.86,-0.30304929389199,-0.30304929389199,-0.3030492938919899,1,1,1,1,IC50,-0.30304929389199,-5.551115123125783e-17,0,Rosids (Fabids)
SEHVRKPXIDOTRX-QQDDVHTNSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,648.7080000000004,8.264200000000004,171.82,0.20512820512820512,pass,5.14,0.068161797206123,0.068161797206123,0.06816179720612298,3,3,3,1,IC50,0.068161797206123,2.7755575615628914e-17,0,Rosids (Fabids)
SFQIGPZCFNTPOD-KRWDZBQOSA-N,Cell Signaling and Survival,Flavanones,0,1,0,Prenyl,356.3740000000001,3.724200000000004,107.22000000000001,0.25,pass,4.71,-0.501912378408837,-0.501912378408837,-0.5019123784088371,1,1,1,1,IC50,-0.501912378408837,1.1102230246251565e-16,0,Rosids (Fabids)
SJIZTMNAKZAOTA-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,0,0,Simple,308.3330000000001,4.695200000000004,62.83,0.15789473684210525,pass,4.2,-1.17804686576612,-1.17804686576612,-1.1780468657661154,1,1,1,1,IC50,-1.17804686576612,-4.6629367034256575e-15,0,Rosids (Fabids)
SVHCNENPWOPFOI-AVRWGWEMSA-N,Cell Signaling and Survival,Pterocarpan,1,1,0,Methoxy+Prenyl,420.5050000000002,5.703400000000006,57.150000000000006,0.38461538461538464,pass,5.32,0.30679749862634,0.30679749862634,0.30679749862633976,1,1,1,1,IC50,0.30679749862634,2.220446049250313e-16,0,Rosids (Fabids)
SWPKMTGYQGHLJS-RNVIBTMRSA-N,Cell Signaling and Survival,Chalcones,1,1,0,Methoxy+Prenyl,338.4030000000001,4.682100000000005,66.76,0.19047619047619047,pass,5.04,-0.0644135924717743,-0.0644135924717743,-0.0644135924717743,2,1,2,1,IC50,-0.0644135924717743,0,0,Rosids (Fabids)
TUHJQMZJOMZXJO-XVNBXDOJSA-N,Cell Signaling and Survival,Chalcones,0,0,0,Simple,322.36,4.178100000000003,66.76,0.15,pass,4.35,-0.979183781249269,-0.979183781249269,-0.9791837812492694,1,1,1,1,IC50,-0.979183781249269,4.440892098500626e-16,0,Rosids (Fabids)
TVUGLERLRIQATC-BJMVGYQFSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,324.37600000000003,4.208200000000005,77.76,0.15,pass,5.39,0.399600271400867,0.399600271400867,0.3996002714008674,2,1,2,1,IC50,0.399600271400867,-3.885780586188048e-16,0,Rosids (Fabids)
UCHYSPNEUSDFQR-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,406.4780000000001,5.594200000000007,90.90000000000002,0.24,pass,5.335,-0.011169730613470966,0.326683807078024,0.07329365380940381,4,3,4,3,AC50;IC50;Ki,-0.011169730613470966,-0.08446338442287478,0.337853537691495,Rosids (Fabids)
UOOVGAFDYLDFRW-DEOSSOPVSA-N,Cell Signaling and Survival,Flavanones,1,1,0,Methoxy+Prenyl,406.52200000000016,6.124700000000006,55.760000000000005,0.34615384615384615,pass,4.67,-0.554942534279996,-0.554942534279996,-0.5549425342799962,1,1,1,1,IC50,-0.554942534279996,2.220446049250313e-16,0,Rosids (Fabids)
VDOHBGQSFOWYTB-UHFFFAOYSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,408.4940000000001,5.276500000000007,94.83000000000001,0.28,pass,4.49,-0.793578235700212,-0.793578235700212,-0.7935782357002118,1,1,1,1,IC50,-0.793578235700212,-2.220446049250313e-16,0,Rosids (Fabids)
VHWHNZUORPFYQI-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,422.47700000000015,5.299800000000006,111.13000000000001,0.24,pass,5.73,0.850356596305721,0.850356596305721,0.8503565963057208,2,1,2,1,IC50,0.850356596305721,2.220446049250313e-16,0,Rosids (Fabids)
VLEOOBKBMSIDKF-JXMROGBWSA-N,Cell Signaling and Survival,Chalcones,1,0,0,Methoxy,254.285,3.2969000000000017,46.53,0.0625,pass,4.61,-0.634487768086734,-0.634487768086734,-0.6344877680867343,1,1,1,1,IC50,-0.634487768086734,3.3306690738754696e-16,0,Rosids (Fabids)
VSUQUSVBOASRIA-QHCPKHFHSA-N,Cell Signaling and Survival,Flavanones,0,1,0,Prenyl,390.47900000000016,5.791600000000004,55.76,0.32,pass,5.3,0.28028242069076,0.28028242069076,0.2802824206907596,1,1,1,1,IC50,0.28028242069076,3.885780586188048e-16,0,Rosids (Fabids)
WACBUPFEGWUGPB-MIUGBVLSSA-N,Cell Signaling and Survival,Isoflavones,1,0,1,Methoxy+Sugar,446.40800000000013,0.3528999999999998,159.05,0.3181818181818182,pass,6.96,1.12532899775308,1.12532899775308,1.125328997753078,3,3,3,1,Kd,1.12532899775308,1.9984014443252818e-15,0,Rosids (Fabids)
WBDNTJSRHDSPSR-KPKJPENVSA-N,Cell Signaling and Survival,Chalcones,1,1,0,Methoxy+Prenyl,338.40300000000013,4.511200000000002,66.76,0.19047619047619047,pass,4.375,-0.946039933829794,-0.946039933829794,-0.9460399338297945,2,1,2,1,IC50,-0.946039933829794,4.440892098500626e-16,0,Rosids (Fabids)
WCJPAQJEARHLGS-KEBDBYFISA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,446.5870000000002,7.960500000000008,73.83,0.3103448275862069,pass,5.37,0.373085193465288,0.373085193465288,0.3730851934652884,3,3,3,1,IC50,0.373085193465288,-3.885780586188048e-16,0,Rosids (Fabids)
WDJAZIFUJKIZSU-CQSZACIVSA-N,Cell Signaling and Survival,Isoflavanones,1,0,0,Methoxy,368.38500000000016,3.6495000000000033,85.22000000000001,0.2857142857142857,pass,4.86,-0.30304929389199,-0.30304929389199,-0.3030492938919899,1,1,1,1,IC50,-0.30304929389199,-5.551115123125783e-17,0,Rosids (Fabids)
WIEKYGJSRGBBTQ-AFMDSPMNSA-N,Cell Signaling and Survival,Isoflavanones,1,1,0,Methoxy+Prenyl,422.52100000000024,5.733500000000007,68.15,0.38461538461538464,pass,5.36,0.359827654497499,0.359827654497499,0.35982765449749887,1,1,1,1,IC50,0.359827654497499,1.1102230246251565e-16,0,Rosids (Fabids)
WJBWITXUNBMVLF-AIBWNMTMSA-N,Cell Signaling and Survival,Flavanones,0,1,0,Prenyl,424.4930000000002,4.387400000000005,96.22000000000001,0.4,pass,4.83,-0.34282191079536,-0.34282191079536,-0.34282191079535956,1,1,1,1,IC50,-0.34282191079536,-4.440892098500626e-16,0,Rosids (Fabids)
WMDVTEYZKOEFEB-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,1,0,0,Methoxy,356.3740000000002,3.9928000000000017,100.13,0.25,pass,5.23,0.187479647916232,0.187479647916232,0.18747964791623195,1,1,1,1,IC50,0.187479647916232,5.551115123125783e-17,0,Rosids (Fabids)
WPVMLODCRMLWMB-HXUWFJFHSA-N,Cell Signaling and Survival,Isoflavanones,0,1,0,Prenyl,422.4770000000002,5.202800000000006,96.22000000000001,0.32,pass,4.85,-0.316306832859781,-0.316306832859781,-0.31630683285978056,1,1,1,1,IC50,-0.316306832859781,-4.440892098500626e-16,0,Rosids (Fabids)
WTGKDESIYCVAOP-UNTHUGQZSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,580.5890000000003,6.755500000000009,171.82,0.14705882352941177,pass,5.31,0.293539959658549,0.293539959658549,0.29353995965854907,1,1,1,1,IC50,0.293539959658549,-5.551115123125783e-17,0,Rosids (Fabids)
XDRMVDDOBVPELW-CYFREDJKSA-N,Cell Signaling and Survival,Pterocarpan,0,1,0,Prenyl,390.47900000000016,5.694800000000004,47.92,0.36,pass,5.38,0.386342732433078,0.386342732433078,0.3863427324330779,1,1,1,1,IC50,0.386342732433078,1.1102230246251565e-16,0,Rosids (Fabids)
XERSCIKBWOLVNC-CYFREDJKSA-N,Cell Signaling and Survival,Pterocarpan,0,1,0,Prenyl,390.47900000000016,5.694800000000004,47.92,0.36,pass,5.11,0.0283891803027545,0.0283891803027545,0.028389180302754495,1,1,1,1,IC50,0.0283891803027545,3.469446951953614e-18,0,Rosids (Fabids)
XPMCEWWRVJLSLM-NRFANRHFSA-N,Cell Signaling and Survival,Flavanones,0,1,0,Prenyl,422.47700000000015,5.202800000000006,96.22000000000001,0.32,pass,5.02,-0.0909286704073545,-0.0909286704073545,-0.09092867040735447,3,3,3,1,IC50,-0.0909286704073545,-2.7755575615628914e-17,0,Rosids (Fabids)
XQLJWQWRTLHKGO-UHFFFAOYSA-N,Cell Signaling and Survival,Flavan-3-ols,0,0,0,Simple,442.3760000000002,2.9113000000000007,177.14,0.13636363636363635,pass,5.57,0.638235972821084,0.638235972821084,0.6382359728210841,1,1,1,1,IC50,0.638235972821084,-1.1102230246251565e-16,0,Rosids (Fabids)
XQVKBMIVACNFLX-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,1,1,0,Methoxy+Prenyl,324.37600000000003,5.028300000000004,62.83,0.2,pass,4.76,-0.435624683569888,-0.435624683569888,-0.43562468356988837,1,1,1,1,IC50,-0.435624683569888,3.885780586188048e-16,0,Rosids (Fabids)
XUFXKBJMCRJATM-FMIVXFBMSA-N,Cell Signaling and Survival,Chalcones,1,0,0,Methoxy,238.286,3.591300000000002,26.3,0.0625,pass,4.54,-0.727290540861263,-0.727290540861263,-0.7272905408612631,1,1,1,1,IC50,-0.727290540861263,1.1102230246251565e-16,0,Rosids (Fabids)
YBJJPNXZVZRDIU-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,390.4790000000001,5.8886000000000065,70.67,0.24,pass,5.11,0.0283891803027545,0.0283891803027545,0.028389180302754495,1,1,1,1,IC50,0.0283891803027545,3.469446951953614e-18,0,Rosids (Fabids)
YCDZKMJZSGRQML-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,1,0,0,Methoxy,270.284,3.8226000000000013,51.83,0.125,pass,4.13,-1.27084963854064,-1.27084963854064,-1.270849638540644,1,1,1,1,IC50,-1.27084963854064,3.9968028886505635e-15,0,Rosids (Fabids)
YKGCBLWILMDSAV-UHFFFAOYSA-N,Cell Signaling and Survival,Flavanones,1,1,0,Methoxy+Prenyl,354.40200000000004,4.3216000000000045,75.99000000000001,0.2857142857142857,pass,4.34,-0.992441320217059,-0.992441320217059,-0.9924413202170589,3,3,3,1,IC50,-0.992441320217059,-1.1102230246251565e-16,0,Rosids (Fabids)
YODBFZQPDZJGJG-CVDCTZTESA-N,Cell Signaling and Survival,Pterocarpan,0,1,0,Prenyl,390.47900000000016,5.694800000000004,47.92,0.36,pass,5.19,0.134449492045073,0.134449492045073,0.1344494920450728,1,1,1,1,IC50,0.134449492045073,1.942890293094024e-16,0,Rosids (Fabids)
