inchikey,target_domain_macro,n_standard_types,standard_types,n_records,n_targets,n_assays,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean
MGYYQYIFNBTUAB-JQYHKRKISA-N,Phenotypic: Cancer and Cells,1,EC50,1,1,1,-0.480002135501704,-0.480002135501704,-0.4800021355017041,1.1102230246251565e-16,0
MHQGUSXLFCTZRO-CEUGJKJPSA-N,Infectious Diseases,1,IC50,1,1,1,-0.887449493632711,-0.887449493632711,-0.8874494936327113,3.3306690738754696e-16,0
MHYBVRYBSLBMGT-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.122347607284874,0.122347607284874,0.12234760728487358,4.163336342344337e-16,0
MIYTVBARXCVVHZ-RYGJVYDSSA-N,Metabolic Enzymes,1,IC50,1,1,1,-1.11066754626405,-1.11066754626405,-1.1106675462640485,-1.5543122344752192e-15,0
MJBPUQUGJNAPAZ-AWEZNQCLSA-N,Metabolic Enzymes,1,IC50,1,1,1,-0.233978149193426,-0.233978149193426,-0.23397814919342588,-1.1102230246251565e-16,0
MJBPUQUGJNAPAZ-AWEZNQCLSA-N,Phenotypic: Cancer and Cells,2,EC50;IC50,2,2,2,0.09440279716632899,0.09440279716632899,0.0944027971663291,-1.1102230246251565e-16,0
MJJWBJFYYRAYKU-JGSKXVKLSA-N,Transporters and Ion Channels,1,IC50,2,2,2,-0.553377962200495,-0.553377962200495,-0.5533779622004954,4.440892098500626e-16,0
MJJWBJFYYRAYKU-OPKNDJPNSA-N,Cell Signaling and Survival,1,IC50,1,1,1,0.651493511788874,0.651493511788874,0.6514935117888736,4.440892098500626e-16,0
MJJWBJFYYRAYKU-OPKNDJPNSA-N,Phenotypic: Cancer and Cells,1,IC50,4,2,4,-0.600679715886677,-0.600679715886677,-0.6006797158866766,-4.440892098500626e-16,0
MJJWBJFYYRAYKU-WLKQUGLZSA-N,Metabolic Enzymes,1,IC50,1,1,1,-0.103128985451541,-0.103128985451541,-0.1031289854515412,1.942890293094024e-16,0
MJPLGHSVCRZIQU-UHFFFAOYSA-N,Infectious Diseases,1,EC50,2,1,2,0.482479765591734,0.482479765591734,0.4824797655917338,2.220446049250313e-16,0
MJPLGHSVCRZIQU-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.347620152776635,-0.347620152776635,-0.34762015277663477,-2.220446049250313e-16,0
MJPLGHSVCRZIQU-UHFFFAOYSA-N,Transporters and Ion Channels,1,IC50,3,2,3,-0.442209576394373,-0.442209576394373,-0.4422095763943726,-4.440892098500626e-16,0
MLWIYODOURBGPI-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,2,1,2,0.0865074425574587,0.0865074425574587,0.08650744255745871,-1.3877787807814457e-17,0
MLWIYODOURBGPI-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,6,6,6,0.104271924205584,0.104271924205584,0.10427192420558364,3.608224830031759e-16,0
MLXUEMGNSDHQTJ-QHCPKHFHSA-N,General Assays and Safety,1,IC50,1,1,1,0.627886466134935,0.627886466134935,0.6278864661349353,-2.220446049250313e-16,0
MMANUYZNFICSMK-VWLOTQADSA-N,General Assays and Safety,1,IC50,1,1,1,0.399840251250688,0.399840251250688,0.3998402512506879,1.1102230246251565e-16,0
MMPVAPMCVABQPS-UHFFFAOYSA-N,General Assays and Safety,1,IC50,1,1,1,0.157541147936173,0.157541147936173,0.15754114793617272,2.7755575615628914e-16,0
MOESXQFGHNEYAH-RUDMXATFSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.106229676535473,0.106229676535473,0.10622967653547337,-3.7470027081099033e-16,0
MOESXQFGHNEYAH-RUDMXATFSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,1.60455361978655,1.60455361978655,1.6045536197865489,1.1102230246251565e-15,0
MOJZMWJRUKIQGL-XILRTYJMSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.91289608641032,-0.91289608641032,-0.9128960864103196,-4.440892098500626e-16,0
MOJZMWJRUKIQGL-XILRTYJMSA-N,General Assays and Safety,1,IC50,1,1,1,-0.270045504971793,-0.270045504971793,-0.2700455049717929,-1.1102230246251565e-16,0
MOJZMWJRUKIQGL-XILRTYJMSA-N,Inflammation and Proteolysis,1,IC50,5,4,5,-0.595947258760557,-0.595947258760557,-0.5959472587605569,-1.1102230246251565e-16,0
MPHUIXUWWQSYED-MRXNPFEDSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-1.41408545445467,-1.41408545445467,-1.41408545445467,0,0
MQFSCAHSIUPLSB-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,-0.871814962076008,-0.871814962076008,-0.8718149620760082,2.220446049250313e-16,0
MSPWKPQQHHCXLR-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.30310443807776,0.30310443807776,0.30310443807776033,-3.3306690738754696e-16,0
MSTNVJDHQJXVFI-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.9394111643459,-0.9394111643459,-0.9394111643458998,-2.220446049250313e-16,0
MTCFYYIJIXJCPF-NFJBMHMQSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-1.16723286846116,-1.16723286846116,-1.1672328684611573,-2.6645352591003757e-15,0
MUYAUELJBWQNDH-UHFFFAOYSA-N,Infectious Diseases,1,IC50,1,1,1,0.317318316168262,0.317318316168262,0.3173183161682622,-2.220446049250313e-16,0
MUYAUELJBWQNDH-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.781436546679563,-0.781436546679563,-0.7814365466795632,2.220446049250313e-16,0
MVHAAGZZSATGDD-GOSISDBHSA-N,Gene Regulation,1,IC50,2,2,2,-1.18837039976527,-1.18837039976527,-1.188370399765265,-4.884981308350689e-15,0
MVHAAGZZSATGDD-GOSISDBHSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.98026906055174,-0.98026906055174,-0.9802690605517399,-1.1102230246251565e-16,0
MVHAAGZZSATGDD-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-1.34178272213751,-1.34178272213751,-1.341782722137515,4.884981308350689e-15,0
MXEIKUWMKSYEII-DETITRACSA-N,Infectious Diseases,1,EC50,1,1,1,-1.07720083127976,-1.07720083127976,-1.0772008312797576,-2.4424906541753444e-15,0
MXEIKUWMKSYEII-DETITRACSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-1.39600977137538,-1.39600977137538,-1.3960097713753816,1.5543122344752192e-15,0
MXKKFADFYXJREN-VCFSXNJSSA-N,General Assays and Safety,1,IC50,1,1,1,-0.441080166134979,-0.441080166134979,-0.4410801661349794,3.885780586188048e-16,0
MXRSYAGBZPTIHM-UHFFFAOYSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,-1.47410108083221,-1.47410108083221,-1.4741010808322093,-6.661338147750939e-16,0
MYAHOBWCBIQQLV-UHFFFAOYSA-N,Gene Regulation,1,IC50,1,1,1,2.30781556472337,2.30781556472337,2.307815564723369,8.881784197001252e-16,0
MYAHOBWCBIQQLV-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,EC50,1,1,1,0.17619767267894,0.17619767267894,0.1761976726789403,-3.0531133177191805e-16,0
MYKDNKGHXHALEF-SJIVMEQQSA-N,Cell Signaling and Survival,1,IC50,4,4,4,-0.0511560535039848,-0.0511560535039848,-0.05115605350398482,2.0816681711721685e-17,0
MYKDNKGHXHALEF-SJIVMEQQSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.501936951949937,0.501936951949937,0.501936951949937,0,0
MYOQMGSQVOTIII-LVXARBLLSA-N,General Assays and Safety,1,IC50,1,1,1,0.271564255378297,0.271564255378297,0.27156425537829704,-5.551115123125783e-17,0
MYQAATJJIDGOMQ-AYPBNUJASA-N,General Assays and Safety,1,IC50,1,1,1,0.371334474390156,0.371334474390156,0.37133447439015616,-1.6653345369377348e-16,0
MYQAATJJIDGOMQ-AYPBNUJASA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,3.37597056155685,3.37597056155685,3.375970561556846,3.9968028886505635e-15,0
MZHFFPDKHDLFKQ-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-1.45023682061325,-1.45023682061325,-1.4502368206132468,-3.3306690738754696e-15,0
NCHZAFAGBAEJJJ-BAYITLGHSA-N,General Assays and Safety,1,IC50,1,1,1,1.25501355706662,1.25501355706662,1.2550135570666192,8.881784197001252e-16,0
NCHZAFAGBAEJJJ-BAYITLGHSA-N,Infectious Diseases,3,IC50;Kd;Ki,5,4,5,-0.449907944149021,-0.460478410674112,-0.20775123278753313,-0.2421567113614879,-0.010570466525090971
NCHZAFAGBAEJJJ-BAYITLGHSA-N,Inflammation and Proteolysis,1,IC50,4,4,4,0.345901989664759,0.345901989664759,0.3459019896647586,3.885780586188048e-16,0
NCHZAFAGBAEJJJ-BAYITLGHSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.221090371221613,-0.221090371221613,-0.22109037122161312,1.1102230246251565e-16,0
NCRSCUAICIRLHP-DRGXBFSJSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.554942534279996,-0.554942534279996,-0.5549425342799962,2.220446049250313e-16,0
NCWLTPKGFNPAMP-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.537274682629143,-0.537274682629143,-0.5372746826291434,3.3306690738754696e-16,0
NCWLTPKGFNPAMP-UHFFFAOYSA-N,Neuroscience Targets,1,IC50,1,1,1,0.415528091984357,0.415528091984357,0.4155280919843574,-4.440892098500626e-16,0
NEIURIYDQMKXIG-QHCPKHFHSA-N,Cell Signaling and Survival,1,IC50,1,1,1,0.28028242069076,0.28028242069076,0.2802824206907596,3.885780586188048e-16,0
NFPQQYQGNDMPGF-UHFFFAOYSA-N,Metabolic Enzymes,2,IC50;Ki,2,2,2,0.8687592892479835,0.8687592892479835,0.8687592892479854,-1.887379141862766e-15,0
NGGYSPUAKQMTNP-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,1,1,1,-0.103128985451541,-0.103128985451541,-0.1031289854515412,1.942890293094024e-16,0
NGGYSPUAKQMTNP-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.339255804236337,0.339255804236337,0.339255804236337,0,0
NGQVFILFHVPLFE-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,1,1,1,1.10224983669373,1.10224983669373,1.102249836693726,3.9968028886505635e-15,0
NGQVFILFHVPLFE-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,5,5,5,2.56256482298885,2.56256482298885,2.5625648229888522,-2.220446049250313e-15,0
NGWYJYHAFLMHNW-UHFFFAOYSA-N,Metabolic Enzymes,1,Ki,1,1,1,0.504870179974709,0.504870179974709,0.5048701799747086,3.3306690738754696e-16,0
NIJHLDLKJBWHOF-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.203014688142325,-0.203014688142325,-0.20301468814232476,-2.498001805406602e-16,0
NIZFPXZQERMCLE-KVFWHIKKSA-N,Metabolic Enzymes,1,IC50,1,1,1,1.37546656483175,1.37546656483175,1.3754665648317477,2.220446049250313e-15,0
NJHJXXLBWQXMRO-CZUORRHYSA-N,Metabolic Enzymes,1,IC50,1,1,1,-0.129298818199919,-0.129298818199919,-0.1292988181999186,-4.163336342344337e-16,0
NJIYMLLTXNGJHV-REZTVBANSA-N,General Assays and Safety,1,IC50,1,1,1,-1.23924191822985,-1.23924191822985,-1.2392419182298484,-1.5543122344752192e-15,0
NKPORGOKKIBGPG-LSDHHAIUSA-N,Metabolic Enzymes,1,IC50,1,1,1,2.42225987476682,2.42225987476682,2.4222598747668194,4.440892098500626e-16,0
NKWZCXSFJQEDSE-IBGZPJMESA-N,Metabolic Enzymes,1,IC50,1,1,1,1.16610790284473,1.16610790284473,1.1661079028447332,-3.1086244689504383e-15,0
NLTOTZSPOYWSSP-IBGZPJMESA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.727290540861263,-0.727290540861263,-0.7272905408612631,1.1102230246251565e-16,0
NLTOTZSPOYWSSP-IBGZPJMESA-N,General Assays and Safety,1,IC50,1,1,1,0.770415350437591,0.770415350437591,0.7704153504375914,-3.3306690738754696e-16,0
NLTOTZSPOYWSSP-IBGZPJMESA-N,Metabolic Enzymes,1,IC50,1,1,1,-1.05832788076729,-1.05832788076729,-1.058327880767295,4.884981308350689e-15,0
NLTOTZSPOYWSSP-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,3,1,3,-1.05832788076729,-1.05832788076729,-1.058327880767295,4.884981308350689e-15,0
NMANELLSWUVZNL-XVNBXDOJSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.0931447601612841,0.0931447601612841,0.09314476016128409,1.3877787807814457e-17,0
NMANELLSWUVZNL-XVNBXDOJSA-N,Neuroscience Targets,1,EC50,2,1,2,-1.03357887010541,-1.03357887010541,-1.03357887010541,0,0
NPDBZFZFFJSOFA-VMPITWQZSA-N,Infectious Diseases,1,IC50,1,1,1,-0.132221911369415,-0.132221911369415,-0.13222191136941452,-4.718447854656915e-16,0
NPDBZFZFFJSOFA-VMPITWQZSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,0.0556271393303988,0.0556271393303988,0.055627139330398756,4.163336342344337e-17,0
NPYOKEDYJXYSTA-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.483861268870647,0.483861268870647,0.483861268870647,0,0
NQIJCWMTBNAWNQ-NYYWCZLTSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.311468786618056,-0.311468786618056,-0.3114687866180565,4.996003610813204e-16,0
NRDMATSOBGRQDO-IAGOWNOFSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.636831082045253,-0.636831082045253,-0.6368310820452532,2.220446049250313e-16,0
NSEWTSAADLNHNH-LSBOWGMISA-N,General Assays and Safety,1,IC50,1,1,1,-0.583609050437634,-0.583609050437634,-0.5836090504376342,2.220446049250313e-16,0
NSEWTSAADLNHNH-LSBOWGMISA-N,Infectious Diseases,1,EC50,2,2,2,0.420092541716874,0.420092541716874,0.4200925417168736,3.885780586188048e-16,0
NSEWTSAADLNHNH-LSBOWGMISA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.142006801322781,-0.142006801322781,-0.14200680132278123,2.220446049250313e-16,0
NSEWTSAADLNHNH-TXZJYACMSA-N,Cell Signaling and Survival,2,EC50;Kd,3,3,3,0.4999182851892375,0.4999182851892375,0.4935242616072424,0.00639402358199509,0
NSEWTSAADLNHNH-TXZJYACMSA-N,General Assays and Safety,1,IC50,1,1,1,-0.46958594299551,-0.46958594299551,-0.4695859429955099,-1.1102230246251565e-16,0
NSEWTSAADLNHNH-TXZJYACMSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-1.00665529168045,-1.00665529168045,-1.0066552916804479,-2.220446049250313e-15,0
NSEWTSAADLNHNH-TXZJYACMSA-N,Phenotypic: Cancer and Cells,1,IC50,3,1,3,-0.41992288509379,-0.41992288509379,-0.4199228850937898,-2.220446049250313e-16,0
NSGZYFCJQNNTFB-UHFFFAOYSA-N,General Assays and Safety,1,EC50,1,1,1,0.26134588340282,0.26134588340282,0.2613458834028204,-3.885780586188048e-16,0
NSRJSISNDPOJOP-BBRMVZONSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-1.20428923233363,-1.20428923233363,-1.204289232333629,-1.1102230246251565e-15,0
NSRJSISNDPOJOP-CZUORRHYSA-N,Phenotypic: Cancer and Cells,1,IC50,6,4,6,-0.510301300490233,-0.510301300490233,-0.5103013004902331,1.1102230246251565e-16,0
NTMAFGPMRMTODT-BIJDMMQYSA-N,Infectious Diseases,1,IC50,3,2,3,0.829794175561214,0.829794175561214,0.8297941755612138,2.220446049250313e-16,0
NTMZAWZAUXOLLI-LVXARBLLSA-N,General Assays and Safety,1,IC50,1,1,1,0.385587362820421,0.385587362820421,0.3855873628204214,-3.885780586188048e-16,0
NUGRQNBDTZWXTP-UHFFFAOYSA-N,Metabolic Enzymes,1,Ki,9,5,9,-1.19058937964185,-1.19058937964185,-1.190589379641851,8.881784197001252e-16,0
NUNFZNIXYWTZMW-LLVKDONJSA-N,Phenotypic: Cancer and Cells,1,IC50,6,4,6,-0.166863321983746,-0.166863321983746,-0.16686332198374645,4.440892098500626e-16,0
NUOVQYNGOFQMCJ-QBHOUYDASA-N,Gene Regulation,1,EC50,1,1,1,-5.70920084339712e-4,-5.70920084339712e-4,-5.709200843397121e-4,1.0842021724855044e-19,0
NVXSIKNLZGNCDG-XLQFRCBESA-N,Phenotypic: Cancer and Cells,1,IC50,3,3,3,0.556164001187802,0.556164001187802,0.5561640011878021,-1.1102230246251565e-16,0
NXBYIJSAISXPKJ-WEVVVXLNSA-N,Metabolic Enzymes,1,IC50,7,6,7,0.289418505774111,0.289418505774111,0.28941850577411055,4.440892098500626e-16,0
NXBYIJSAISXPKJ-WEVVVXLNSA-N,Phenotypic: Cancer and Cells,1,IC50,2,1,2,-0.573566191267744,-0.573566191267744,-0.573566191267744,0,0
NYCBUBKYUALZIH-UWVJOHFNSA-N,Cell Signaling and Survival,1,IC50,2,1,2,0.366456423981394,0.366456423981394,0.36645642398139366,3.3306690738754696e-16,0
NYGYGFOLOACYGB-NKUGMWFWSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,-0.8440376406094781,-0.8440376406094781,-0.8440376406094783,2.220446049250313e-16,0
NYSZJNUIVUBQMM-BQYQJAHWSA-N,Infectious Diseases,1,IC50,1,1,1,0.191447052457712,0.191447052457712,0.1914470524577122,-1.942890293094024e-16,0
NYSZJNUIVUBQMM-BQYQJAHWSA-N,Metabolic Enzymes,1,IC50,1,1,1,-0.744289887786773,-0.744289887786773,-0.7442898877867731,1.1102230246251565e-16,0
NYSZJNUIVUBQMM-BQYQJAHWSA-N,Phenotypic: Cancer and Cells,1,IC50,6,4,6,1.76723476750015,1.76723476750015,1.7672347675001472,2.886579864025407e-15,0
NYSZJNUIVUBQMM-BQYQJAHWSA-N,Transporters and Ion Channels,1,IC50,2,1,2,2.50802835461429,2.50802835461429,2.5080283546142934,-3.552713678800501e-15,0
NZFNGIZKDZCAKF-SANMLTNESA-N,General Assays and Safety,1,IC50,1,1,1,-0.0705050669480747,-0.0705050669480747,-0.0705050669480747,0,0
OAAPAFSEMHJNTF-BJMVGYQFSA-N,General Assays and Safety,1,IC50,1,1,1,-0.512344608286307,-0.512344608286307,-0.5123446082863068,-2.220446049250313e-16,0
OAAPAFSEMHJNTF-BJMVGYQFSA-N,Neuroscience Targets,1,IC50,1,1,1,0.132594016563956,0.132594016563956,0.13259401656395553,4.718447854656915e-16,0
OAAPAFSEMHJNTF-BJMVGYQFSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,-0.853739278996718,-0.853739278996718,-0.8537392789967182,2.220446049250313e-16,0
OAAPAFSEMHJNTF-BJMVGYQFSA-N,Transporters and Ion Channels,1,IC50,2,1,2,0.347371009972198,0.347371009972198,0.3473710099721976,3.885780586188048e-16,0
OACOFTWOXMNEJW-JIFSDZCSSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.367928004019242,0.367928004019242,0.3679280040192416,4.440892098500626e-16,0
OACOFTWOXMNEJW-UDJACXQRSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.721220746122328,0.721220746122328,0.7212207461223278,2.220446049250313e-16,0
OAMUEWCGJSSPRS-NSCUHMNNSA-N,General Assays and Safety,1,IC50,1,1,1,0.984208676891574,0.984208676891574,0.9842086768915735,4.440892098500626e-16,0
OAMUEWCGJSSPRS-NSCUHMNNSA-N,Inflammation and Proteolysis,1,IC50,3,3,3,0.277965322565228,0.277965322565228,0.277965322565228,0,0
OATNGAGGUUMTSY-SOFGYWHQSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,0.191500473529461,0.191500473529461,0.191500473529461,0,0
OAUIRSVJXOFAOO-UHFFFAOYSA-N,Cell Signaling and Survival,2,IC50;Ki,2,2,2,0.13095104144193354,0.13095104144193354,0.13095104144193326,2.7755575615628914e-16,0
OAUIRSVJXOFAOO-UHFFFAOYSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,1.2831751086942895,1.2831751086942895,1.2831751086942882,1.3322676295501878e-15,0
OAUIRSVJXOFAOO-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.0138935088091403,0.0138935088091403,0.013893508809140268,3.2959746043559335e-17,0
OAUREGNZECGNQS-IBGZPJMESA-N,General Assays and Safety,1,IC50,2,1,2,7.59375203252697e-4,7.59375203252697e-4,7.593752032526971e-4,-1.0842021724855044e-19,0
OAUREGNZECGNQS-IBGZPJMESA-N,Phenotypic: Cancer and Cells,1,IC50,4,4,4,-0.356657994316279,-0.356657994316279,-0.356657994316279,0,0
OBBCRPUNCUPUOS-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,1,1,1,0.518918122110976,0.518918122110976,0.5189181221109763,-3.3306690738754696e-16,0
OBBCRPUNCUPUOS-UHFFFAOYSA-N,Infectious Diseases,1,IC50,1,1,1,-1.30102650296737,-1.30102650296737,-1.3010265029673747,4.6629367034256575e-15,0
OBBCRPUNCUPUOS-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.98026906055174,-0.98026906055174,-0.9802690605517399,-1.1102230246251565e-16,0
OBGPEBYHGIUFBN-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,3,1,3,0.0283891803027545,0.0283891803027545,0.02838918030275449,6.938893903907228e-18,0
OBGPEBYHGIUFBN-UHFFFAOYSA-N,General Assays and Safety,1,IC50,1,1,1,-0.184528174390199,-0.184528174390199,-0.18452817439019903,2.7755575615628914e-17,0
OBGPEBYHGIUFBN-UHFFFAOYSA-N,Infectious Diseases,1,IC50,1,1,1,0.694932107299911,0.694932107299911,0.6949321072999106,3.3306690738754696e-16,0
OBIUGMGQVQMVSK-UHFFFAOYSA-N,Neuroscience Targets,1,IC50,1,1,1,-0.566419581533508,-0.566419581533508,-0.5664195815335082,2.220446049250313e-16,0
OBIUGMGQVQMVSK-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,6,6,6,1.53225088746939,1.53225088746939,1.532250887469394,-3.9968028886505635e-15,0
OBKKEZLIABHSGY-DOYQYKRZSA-N,Cell Signaling and Survival,1,IC50,1,1,1,1.46020338882405,1.46020338882405,1.4602033888240504,-4.440892098500626e-16,0
OCGIXADHTXAPKN-MDZDMXLPSA-N,Infectious Diseases,1,IC50,1,1,1,1.98960796260842,1.98960796260842,1.989607962608419,8.881784197001252e-16,0
OCGIXADHTXAPKN-MDZDMXLPSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.230801705760605,0.230801705760605,0.2308017057606053,-3.0531133177191805e-16,0
OCSVLSKWXCFMKU-UHFFFAOYSA-N,General Assays and Safety,1,IC50,1,1,1,-0.85441393061268,-0.85441393061268,-0.8544139306126798,-2.220446049250313e-16,0
ODMIEGVTNZNSLD-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.30310443807776,0.30310443807776,0.30310443807776033,-3.3306690738754696e-16,0
ODMIEGVTNZNSLD-WFASDCNBSA-N,Infectious Diseases,2,IC50;Ki,3,3,3,-0.11842346537165031,-0.11842346537165031,-0.15898616557391906,0.04056270020226875,0
OEIIVGQLDAYZNT-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.661002846022315,-0.661002846022315,-0.6610028460223145,-4.440892098500626e-16,0
OEWNRXFOCUQZMN-AICVNBNXSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.524947000509501,0.524947000509501,0.5249470005095014,-3.3306690738754696e-16,0
OFKHJNZDWNKYOY-DBLNWHOKSA-N,Phenotypic: Cancer and Cells,1,IC50,2,1,2,-0.5645283497281,-0.5645283497281,-0.5645283497280998,-1.1102230246251565e-16,0
OFKHJNZDWNKYOY-MNYVGDBSSA-N,Metabolic Enzymes,1,IC50,1,1,1,-0.0638742363289757,-0.0638742363289757,-0.06387423632897568,-1.3877787807814457e-17,0
OFLCPNIRDVOOEZ-WZONZLPQSA-N,Cell Signaling and Survival,1,IC50,1,1,1,0.386342732433078,0.386342732433078,0.3863427324330779,1.1102230246251565e-16,0
OFLCPNIRDVOOEZ-WZONZLPQSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,3.41212192771542,3.41212192771542,3.4121219277154227,-2.6645352591003757e-15,0
OFUWGCQDMVDLIR-RECXWPGBSA-N,General Assays and Safety,1,EC50,1,1,1,-1.15149078801021,-1.15149078801021,-1.151490788010213,2.886579864025407e-15,0
OFUWGCQDMVDLIR-RECXWPGBSA-N,Neuroscience Targets,1,EC50,1,1,1,1.52100526907558,1.52100526907558,1.5210052690755753,4.6629367034256575e-15,0
OFUWGCQDMVDLIR-RECXWPGBSA-N,Phenotypic: Cancer and Cells,1,EC50,1,1,1,-0.428736525487591,-0.428736525487591,-0.42873652548759145,4.440892098500626e-16,0
OFWYIUYVHYPQNX-JXFKEZNVSA-N,General Assays and Safety,1,IC50,1,1,1,-0.141769509099403,-0.141769509099403,-0.14176950909940336,3.608224830031759e-16,0
OFWYIUYVHYPQNX-JXFKEZNVSA-N,Phenotypic: Cancer and Cells,1,IC50,2,1,2,0.773072198139267,0.773072198139267,0.7730721981392671,-1.1102230246251565e-16,0
OGBMVWVBHWHRGD-MWTRTKDXSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,-0.6056634664028465,-0.6056634664028465,-0.6056634664028462,-3.3306690738754696e-16,0
OGBMVWVBHWHRGD-MWTRTKDXSA-N,Neuroscience Targets,2,IC50;Ki,2,2,2,0.8370648001054131,0.8370648001054131,0.8370648001054131,0,0
OGFFMQWYZCTXCM-KXBFYZLASA-N,Cell Signaling and Survival,1,IC50,1,1,1,0.041646719270544,0.041646719270544,0.04164671927054399,1.3877787807814457e-17,0
OGFFMQWYZCTXCM-KXBFYZLASA-N,Infectious Diseases,2,IC50;Ki,3,3,3,-0.989242258992594,-0.989242258992594,-0.9613052069064683,-0.027937052086125735,0
OGFFMQWYZCTXCM-KXBFYZLASA-N,Phenotypic: Cancer and Cells,1,IC50,6,6,6,-0.392809360474856,-0.392809360474856,-0.39280936047485565,-3.3306690738754696e-16,0
OGFFMQWYZCTXCM-UHFFFAOYSA-N,Infectious Diseases,1,IC50,2,1,2,-0.455890875196541,-0.455890875196541,-0.45589087519654126,2.7755575615628914e-16,0
OJOSVTQXBSSCMQ-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.302503422148299,0.302503422148299,0.3025034221482987,3.3306690738754696e-16,0
OJZQYJGQIQVZMQ-UXHICEINSA-N,Infectious Diseases,1,IC50,1,1,1,0.461171188980319,0.461171188980319,0.4611711889803189,1.1102230246251565e-16,0
OKBQXURKDRNMAB-NRFANRHFSA-N,Transporters and Ion Channels,1,IC50,1,1,1,0.199146495564033,0.199146495564033,0.19914649556403288,1.1102230246251565e-16,0
OKBWVJGQTFYYQA-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,1,1,1,-1.46396028836713,-1.46396028836713,-1.4639602883671348,4.6629367034256575e-15,0
OLKGXQNVTYDYLP-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.69105813128312,-0.69105813128312,-0.6910581312831199,-1.1102230246251565e-16,0
