inchikey,target_domain_macro,n_standard_types,standard_types,n_records,n_targets,n_assays,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean
FURUXTVZLHCCNA-AWEZNQCLSA-N,Metabolic Enzymes,2,IC50;Ki,4,3,4,-0.4934948938359912,-0.4934948938359912,-0.2443366596002393,-0.24915823423575192,0
FURUXTVZLHCCNA-AWEZNQCLSA-N,Neuroscience Targets,1,IC50,3,3,3,-0.0837673352281164,-0.0837673352281164,-0.08376733522811645,5.551115123125783e-17,0
FURUXTVZLHCCNA-AWEZNQCLSA-N,Phenotypic: Cancer and Cells,1,IC50,6,5,6,-1.21525294058249,-1.21525294058249,-1.2152529405824932,3.3306690738754696e-15,0
FUSADYLVRMROPL-UXBLZVDNSA-N,General Assays and Safety,1,EC50,1,1,1,0.428970573231486,0.428970573231486,0.4289705732314861,-5.551115123125783e-17,0
FUSADYLVRMROPL-UXBLZVDNSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,-0.148787638904458,-0.148787638904458,-0.1487876389044581,8.326672684688674e-17,0
FVNFXIPJDHVJGE-REZTVBANSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.607972690151155,-0.607972690151155,-0.6079726901511553,3.3306690738754696e-16,0
FVNFXIPJDHVJGE-REZTVBANSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,2.11843139489797,2.11843139489797,2.1184313948979745,-4.440892098500626e-15,0
FVNFXIPJDHVJGE-REZTVBANSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,-1.08872315902747,-1.08872315902747,-1.0887231590274715,1.5543122344752192e-15,0
FVUVHWPNLPHERN-SICWBLJQSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,-0.26656728212021,-0.26656728212021,-0.26656728212021,0,0
FVUVHWPNLPHERN-SICWBLJQSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-1.01900741297127,-1.01900741297127,-1.0190074129712714,1.3322676295501878e-15,0
FVUVHWPNLPHERN-SICWBLJQSA-N,Neuroscience Targets,2,IC50;Ki,4,4,4,-1.1416826267753999,-1.1416826267753999,-1.1416826267753968,-3.1086244689504383e-15,0
FWAWTPASGRNXTO-GFCCVEGCSA-N,Phenotypic: Cancer and Cells,1,IC50,6,4,6,-0.871814962076008,-0.871814962076008,-0.8718149620760082,2.220446049250313e-16,0
FZAZNGMSARSUNC-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.328673254896676,0.328673254896676,0.32867325489667604,-5.551115123125783e-17,0
FZQLEXXZAVVCCA-XCVCLJGOSA-N,General Assays and Safety,1,IC50,1,1,1,-1.32475924881144,-1.32475924881144,-1.324759248811441,1.1102230246251565e-15,0
FZQLEXXZAVVCCA-XCVCLJGOSA-N,Infectious Diseases,1,IC50,1,1,1,-1.64267707589601,-1.64267707589601,-1.642677075896008,-1.9984014443252818e-15,0
FZQLEXXZAVVCCA-XCVCLJGOSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,4.89765868533333,4.89765868533333,4.89765868533333,0,0
FZQLEXXZAVVCCA-XCVCLJGOSA-N,Metabolic Enzymes,2,IC50;Ki,2,2,2,0.203098690963591,0.203098690963591,0.203098690963591,0,0
FZQLEXXZAVVCCA-XCVCLJGOSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.944117694393163,-0.944117694393163,-0.9441176943931632,2.220446049250313e-16,0
FZUJHUDJFJCWMT-BPARTEKVSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.382594527698729,-0.382594527698729,-0.3825945276987292,2.220446049250313e-16,0
FZUJHUDJFJCWMT-BPARTEKVSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,1.13458585972504,1.13458585972504,1.1345858597250422,-2.220446049250313e-15,0
GAQSUFOBIREXHT-VQIMIIECSA-N,Phenotypic: Cancer and Cells,1,IC50,3,3,3,0.0861962411262953,0.0861962411262953,0.08619624112629527,2.7755575615628914e-17,0
GBRZTUJCDFSIHM-KRWDZBQOSA-N,Cell Signaling and Survival,1,IC50,1,1,1,0.187479647916232,0.187479647916232,0.18747964791623195,5.551115123125783e-17,0
GBRZTUJCDFSIHM-KRWDZBQOSA-N,Neuroscience Targets,1,IC50,1,1,1,-0.316771867927272,-0.316771867927272,-0.316771867927272,0,0
GBRZTUJCDFSIHM-KRWDZBQOSA-N,Phenotypic: Cancer and Cells,1,IC50,4,4,4,0.700769465822112,0.700769465822112,0.7007694658221121,-1.1102230246251565e-16,0
GBVCHRDRVDOMQV-RTWAWAEBSA-N,General Assays and Safety,1,IC50,1,1,1,1.14099044962449,1.14099044962449,1.1409904496244947,-4.6629367034256575e-15,0
GBVCHRDRVDOMQV-RTWAWAEBSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,1.41475894745402,1.41475894745402,1.414758947454018,1.9984014443252818e-15,0
GCSSGYKMPPFQLH-KDJZGPCZSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,1.02613176124931,1.02613176124931,1.0261317612493104,-4.440892098500626e-16,0
GDHZZZRERDPSTA-OAHLLOKOSA-N,Phenotypic: Cancer and Cells,1,IC50,5,4,5,-0.781436546679563,-0.781436546679563,-0.7814365466795632,2.220446049250313e-16,0
GFWPWSNIXRDQJC-LMSSTIIKSA-N,Infectious Diseases,1,EC50,1,1,1,0.461684024300114,0.461684024300114,0.4616840243001143,-2.7755575615628914e-16,0
GFWPWSNIXRDQJC-LMSSTIIKSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,1.03144472130548,1.03144472130548,1.0314447213054796,4.440892098500626e-16,0
GFWPWSNIXRDQJC-LMSSTIIKSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-1.34178272213751,-1.34178272213751,-1.341782722137515,4.884981308350689e-15,0
GFWPWSNIXRDQJC-PXJZQJOASA-N,Infectious Diseases,1,IC50,1,1,1,0.515116016284841,0.515116016284841,0.5151160162848406,4.440892098500626e-16,0
GFWPWSNIXRDQJC-PXJZQJOASA-N,Inflammation and Proteolysis,1,IC50,1,1,1,1.03144472130548,1.03144472130548,1.0314447213054796,4.440892098500626e-16,0
GFWPWSNIXRDQJC-UHFFFAOYSA-N,General Assays and Safety,1,IC50,1,1,1,-1.35326502567197,-1.35326502567197,-1.353265025671973,2.886579864025407e-15,0
GFWPWSNIXRDQJC-UHFFFAOYSA-N,Infectious Diseases,1,IC50,1,1,1,0.0475941796456555,0.0475941796456555,0.04759417964565553,-2.7755575615628914e-17,0
GFWPWSNIXRDQJC-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,2,2,2,0.179148352238637,0.179148352238637,0.17914835223863748,-4.718447854656915e-16,0
GFWPWSNIXRDQJC-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-1.41408545445467,-1.41408545445467,-1.41408545445467,0,0
GGIPOZCJJKKBBV-RFAUZJTJSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,1.24303995820077,1.24303995820077,1.2430399582007738,-3.774758283725532e-15,0
GGIPOZCJJKKBBV-UHFFFAOYSA-N,Infectious Diseases,1,IC50,2,2,2,-0.114240302267908,-0.114240302267908,-0.11424030226790785,-1.5265566588595902e-16,0
GGIPOZCJJKKBBV-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,0.330217962696693,0.330217962696693,0.33021796269669285,1.6653345369377348e-16,0
GHCZYXUOYFOXIP-UHFFFAOYSA-N,Cell Signaling and Survival,1,AC50,1,1,1,-0.825669772185658,-0.825669772185658,-0.8256697721856578,-1.1102230246251565e-16,0
GHCZYXUOYFOXIP-UHFFFAOYSA-N,Gene Regulation,1,IC50,1,1,1,0.719678803076572,0.719678803076572,0.719678803076572,0,0
GHCZYXUOYFOXIP-UHFFFAOYSA-N,General Assays and Safety,1,IC50,1,1,1,-0.170275285959934,-0.170275285959934,-0.1702752859599338,-1.942890293094024e-16,0
GHCZYXUOYFOXIP-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-1.14252862587951,-1.14252862587951,-1.1425286258795102,2.220446049250313e-16,0
GHCZYXUOYFOXIP-UHFFFAOYSA-N,Metabolic Enzymes,1,AC50,2,2,2,1.96007865289582,1.96007865289582,1.9600786528958172,2.886579864025407e-15,0
GJFHZVPRFLHEBR-KETROQBRSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.917494491735154,0.917494491735154,0.9174944917351543,-3.3306690738754696e-16,0
GJFHZVPRFLHEBR-KETROQBRSA-N,Transporters and Ion Channels,1,IC50,2,2,2,-0.775714733812743,-0.775714733812743,-0.775714733812743,0,0
GJFHZVPRFLHEBR-VIZOYTHASA-N,Neuroscience Targets,2,IC50;Ki,2,2,2,0.987427914190925,0.987427914190925,0.9874279141909226,2.4424906541753444e-15,0
GJFHZVPRFLHEBR-VIZOYTHASA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,1.02613176124931,1.02613176124931,1.0261317612493104,-4.440892098500626e-16,0
GJKQLIDFFREHGO-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.833725593608915,-0.833725593608915,-0.833725593608915,0,0
GKEWZBRIASMMCY-UHFFFAOYSA-N,Infectious Diseases,1,IC50,1,1,1,0.299336707066756,0.299336707066756,0.2993367070667555,4.996003610813204e-16,0
GKIZWUHTCYQZHL-ZDLGFXPLSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.621230229118945,-0.621230229118945,-0.6212302291189448,-2.220446049250313e-16,0
GKIZWUHTCYQZHL-ZDLGFXPLSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,0.131385448824518,0.131385448824518,0.13138544882451778,2.220446049250313e-16,0
GLMLQROWOJXFJA-FRKPEAEDSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.00155034554196608,0.00155034554196608,0.0015503455419660836,-3.686287386450715e-18,0
GMGRYHOHJJROMP-OVCLIPMQSA-N,Neuroscience Targets,2,IC50;Ki,4,4,4,-0.258618282279239,-0.258618282279239,-0.25861828227923905,5.551115123125783e-17,0
GMISZFQPFDAPGI-CVJZBMGUSA-N,General Assays and Safety,1,IC50,1,1,1,-0.312804170262589,-0.312804170262589,-0.3128041702625886,-3.885780586188048e-16,0
GMISZFQPFDAPGI-CVJZBMGUSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.944894685226329,-0.944894685226329,-0.944894685226329,0,0
GMISZFQPFDAPGI-JJYFIROESA-N,General Assays and Safety,1,IC50,1,1,1,-0.968437038054803,-0.968437038054803,-0.9684370380548029,-1.1102230246251565e-16,0
GMISZFQPFDAPGI-JJYFIROESA-N,Inflammation and Proteolysis,1,IC50,2,1,2,-0.81519741167268,-0.81519741167268,-0.8151974116726797,-3.3306690738754696e-16,0
GMISZFQPFDAPGI-ZBRHZRBFSA-N,General Assays and Safety,1,IC50,1,1,1,-0.85441393061268,-0.85441393061268,-0.8544139306126798,-2.220446049250313e-16,0
GMISZFQPFDAPGI-ZBRHZRBFSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.401401348430081,-0.401401348430081,-0.40140134843008113,1.1102230246251565e-16,0
GMVYLXBMPRDZDR-AWEZNQCLSA-N,Gene Regulation,1,IC50,2,2,2,0.36549002889635,0.36549002889635,0.3654900288963503,-2.7755575615628914e-16,0
GNSZORQLSBGISE-QAZUOQDGSA-N,Infectious Diseases,1,EC50,1,1,1,0.482479765591734,0.482479765591734,0.4824797655917338,2.220446049250313e-16,0
GOAUTULGLLBZSR-YLLUOSTHSA-N,Transporters and Ion Channels,1,IC50,1,1,1,-0.348144019173806,-0.348144019173806,-0.348144019173806,0,0
GPGFGFUBECSNTG-SFTVRKLSSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.203014688142325,-0.203014688142325,-0.20301468814232476,-2.498001805406602e-16,0
GPSKVSZZHKDRDQ-UHFFFAOYSA-N,Infectious Diseases,1,EC50,3,3,3,1.12714774563195,1.12714774563195,1.1271477456319512,-1.1102230246251565e-15,0
GQGAUUMVOCWEFW-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.88313407877221,-0.88313407877221,-0.8831340787722103,3.3306690738754696e-16,0
GSBNFGRTUCCBTK-DAFODLJHSA-N,Gene Regulation,1,IC50,1,1,1,-0.14865496588139,-0.14865496588139,-0.14865496588139018,1.942890293094024e-16,0
GSBNFGRTUCCBTK-DAFODLJHSA-N,Neuroscience Targets,1,IC50,1,1,1,1.53062121275888,1.53062121275888,1.530621212758883,-2.886579864025407e-15,0
GSSOWCUOWLMMRJ-UHFFFAOYSA-N,Cell Signaling and Survival,1,AC50,1,1,1,-0.648611484058317,-0.648611484058317,-0.6486114840583168,-2.220446049250313e-16,0
GSSOWCUOWLMMRJ-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.0555419522870153,-0.0555419522870153,-0.05554195228701533,2.7755575615628914e-17,0
GSSOWCUOWLMMRJ-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,3,3,3,0.642711247877198,0.642711247877198,0.6427112478771979,1.1102230246251565e-16,0
GUNGQVJAKLIYDG-JXMROGBWSA-N,Infectious Diseases,1,IC50,1,1,1,-0.941394320937233,-0.941394320937233,-0.941394320937233,0,0
GUNGQVJAKLIYDG-JXMROGBWSA-N,Phenotypic: Cancer and Cells,1,IC50,4,3,4,0.321180121157049,0.321180121157049,0.32118012115704864,3.885780586188048e-16,0
GUNGQVJAKLIYDG-JXMROGBWSA-N,Transporters and Ion Channels,1,IC50,2,1,2,-0.804219448122006,-0.804219448122006,-0.8042194481220059,-1.1102230246251565e-16,0
GUOZFKYIHZVTRA-QBHOUYDASA-N,Gene Regulation,1,EC50,1,1,1,-5.70920084339712e-4,-5.70920084339712e-4,-5.709200843397121e-4,1.0842021724855044e-19,0
GUQBHRSHFCOITG-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.660795895537382,-0.660795895537382,-0.660795895537382,0,0
GUQGMEWOCKDLDE-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.754996515059979,0.754996515059979,0.7549965150599787,3.3306690738754696e-16,0
GVKLXAPXNKDQGB-TXZJYACMSA-N,Cell Signaling and Survival,2,IC50;Kd,3,3,3,0.24868309257775,0.24868309257775,0.7286789250149629,-0.4799958324372129,0
GVXVZXDPRNGAOE-ZCFXJLACSA-N,Metabolic Enzymes,1,IC50,1,1,1,1.00908890635447,1.00908890635447,1.0090889063544723,-2.4424906541753444e-15,0
GVXVZXDPRNGAOE-ZCFXJLACSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.166863321983746,-0.166863321983746,-0.16686332198374645,4.440892098500626e-16,0
GWDMTADRTCKKKV-ZXWJAXLNSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-1.05872901505601,-1.05872901505601,-1.0587290150560076,-2.4424906541753444e-15,0
GXUDMRDICMYDQL-UHFFFAOYSA-N,Infectious Diseases,1,IC50,2,2,2,-1.30102650296737,-1.30102650296737,-1.3010265029673747,4.6629367034256575e-15,0
GXUDMRDICMYDQL-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-1.17910157442392,-1.17910157442392,-1.1791015744239166,-3.3306690738754696e-15,0
GZTDFKLABHOHBU-SFHVURJKSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.488654839441048,-0.488654839441048,-0.48865483944104754,-4.440892098500626e-16,0
HAIHGFWQOPJMPV-ZDUSSCGKSA-N,Infectious Diseases,2,EC50;IC50,3,3,3,-0.6459926037736,-0.6459926037736,-0.5646437518130738,-0.08134885196052621,0
HAIHGFWQOPJMPV-ZDUSSCGKSA-N,Metabolic Enzymes,1,IC50,2,2,2,-1.23497425181884,-1.23497425181884,-1.234974251818838,-1.9984014443252818e-15,0
HAXYQNFQUDHACW-LVJWOEPNSA-N,Phenotypic: Cancer and Cells,1,IC50,4,4,4,0.655580258123891,0.655580258123891,0.6555802581238912,-2.220446049250313e-16,0
HAZLNOUWLROAAU-KQFLDCGVSA-N,Infectious Diseases,1,IC50,1,1,1,0.982637852924024,0.982637852924024,0.982637852924024,0,0
HBUKGWAZEVMVBC-VWLOTQADSA-N,General Assays and Safety,1,IC50,2,1,1,1.06259956325803,1.06259956325803,1.0625995632580347,-4.6629367034256575e-15,0
HCKWMBTVENMFOU-UHFFFAOYSA-N,Infectious Diseases,1,IC50,2,2,2,0.569060843589361,0.569060843589361,0.5690608435893606,4.440892098500626e-16,0
HCNLDGTUMBOHKT-UHFFFAOYSA-N,Gene Regulation,1,IC50,1,1,1,-0.400014741106063,-0.400014741106063,-0.40001474110606294,-5.551115123125783e-17,0
HDDUSYQWBVKRGV-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,1,1,1,-1.1630072117608,-1.1630072117608,-1.1630072117608021,2.220446049250313e-15,0
HGFWVFTZYRJFRI-QMJWHCKBSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,0.9238652386146835,0.9238652386146835,0.923865238614684,-4.440892098500626e-16,0
HGHOPAZIUPORIN-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,1,1,1,0.492403044175396,0.492403044175396,0.4924030441753962,-2.220446049250313e-16,0
HGHOPAZIUPORIN-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.429634219632782,0.429634219632782,0.429634219632782,0,0
HGZMVLUPBGGJMI-RMKNXTFCSA-N,General Assays and Safety,1,IC50,1,1,1,0.45685180497175,0.45685180497175,0.45685180497175004,-5.551115123125783e-17,0
HGZMVLUPBGGJMI-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,0.0319691918884286,0.0319691918884286,0.031969191888428616,-1.3877787807814457e-17,0
HHSHAXHGYOQIQP-OZRRSSBWSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.492225617410945,-0.492225617410945,-0.4922256174109448,-2.220446049250313e-16,0
HIFJVFRJNUZYGI-NVKVKWIFSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,1.2336078300534812,1.2336078300534812,1.2336078300534796,1.5543122344752192e-15,0
HJJNGNVCQLTMCE-JXMROGBWSA-N,Infectious Diseases,1,IC50,1,1,1,1.21639877124362,1.21639877124362,1.2163987712436157,4.218847493575595e-15,0
HKEAFJYKMMKDOR-VPRICQMDSA-N,Metabolic Enzymes,1,Ki,2,2,2,1.15382194244863,1.15382194244863,1.1538219424486338,-3.774758283725532e-15,0
HKPGWUPXXPIOAN-HCASUDDKSA-N,General Assays and Safety,1,IC50,1,1,1,-0.825908153752148,-0.825908153752148,-0.8259081537521481,1.1102230246251565e-16,0
HKPGWUPXXPIOAN-HCASUDDKSA-N,Infectious Diseases,1,IC50,1,1,1,-0.599743748008598,-0.599743748008598,-0.599743748008598,0,0
HKPGWUPXXPIOAN-XMTAIGAMSA-N,General Assays and Safety,1,IC50,1,1,1,-1.13947169921799,-1.13947169921799,-1.1394716992179894,-6.661338147750939e-16,0
HKPGWUPXXPIOAN-XMTAIGAMSA-N,Infectious Diseases,1,IC50,1,1,1,0.191447052457712,0.191447052457712,0.1914470524577122,-1.942890293094024e-16,0
HKQYGTCOTHHOMP-UHFFFAOYSA-N,Cell Signaling and Survival,2,Kd;Ki,3,3,3,0.5363420278724945,0.5363420278724945,0.09168939857501912,0.4446526292974754,0
HKQYGTCOTHHOMP-UHFFFAOYSA-N,Gene Regulation,1,IC50,2,1,1,1.18240929837654,1.18240929837654,1.1824092983765373,2.6645352591003757e-15,0
HKQYGTCOTHHOMP-UHFFFAOYSA-N,Infectious Diseases,1,IC50,10,5,10,-1.07625638919854,-1.07625638919854,-1.0762563891985364,-3.552713678800501e-15,0
HKQYGTCOTHHOMP-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.994303170389624,-0.994303170389624,-0.9943031703896243,3.3306690738754696e-16,0
HKQYGTCOTHHOMP-UHFFFAOYSA-N,Metabolic Enzymes,2,IC50;Ki,5,5,5,-0.3126414589658475,-0.3126414589658475,-0.5716305162584029,0.2589890572925554,0
HKQYGTCOTHHOMP-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,10,8,10,-0.971231219012096,-0.971231219012096,-0.9712312190120957,-2.220446049250313e-16,0
HLOABGSBRIDRHW-UHFFFAOYSA-N,General Assays and Safety,1,IC50,3,1,3,0.214552701657235,0.214552701657235,0.21455270165723492,8.326672684688674e-17,0
HLOABGSBRIDRHW-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,2,1,2,1.25207779974042,1.25207779974042,1.2520777997404196,4.440892098500626e-16,0
HLQJCYNRIXWLJK-MHSNNWACSA-N,General Assays and Safety,1,IC50,1,1,1,-0.34130994712312,-0.34130994712312,-0.3413099471231203,2.7755575615628914e-16,0
HMTMYIWMPJSCAZ-GOSISDBHSA-N,Cell Signaling and Survival,1,IC50,1,1,1,4.08519610444643,4.08519610444643,4.085196104446426,4.440892098500626e-15,0
HMTMYIWMPJSCAZ-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,2,1,2,5.19882937774077,5.19882937774077,5.198829377740767,3.552713678800501e-15,0
HMTMYIWMPJSCAZ-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,2,EC50;IC50,3,2,3,3.914845049367,3.914845049367,3.882838298577808,0.03200675078919213,0
HMUJXQRRKBLVOO-AWEZNQCLSA-N,Metabolic Enzymes,1,IC50,3,3,3,0.603456498754632,0.603456498754632,0.6034564987546324,-3.3306690738754696e-16,0
HNORCYMXOCSMNP-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,2,1,2,0.791147881218555,0.791147881218555,0.7911478812185554,-4.440892098500626e-16,0
HOGHBEDTLGAJAS-CPJSRVTESA-N,General Assays and Safety,1,IC50,2,1,2,0.570874912413873,0.570874912413873,0.5708749124138731,-1.1102230246251565e-16,0
HORNIGLAKNPZGF-IBGZPJMESA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.510301300490233,-0.510301300490233,-0.5103013004902331,1.1102230246251565e-16,0
HOTYOZVURUOVTK-XNTDXEJSSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,0.321180121157049,0.321180121157049,0.32118012115704864,3.885780586188048e-16,0
HPSPCMSCDNHZJM-CHHVJCJISA-N,Cell Signaling and Survival,1,AC50,1,1,1,2.48784961991171,2.48784961991171,2.4878496199117137,-3.552713678800501e-15,0
HPSPCMSCDNHZJM-CHHVJCJISA-N,General Assays and Safety,1,IC50,1,1,1,-0.996942814915335,-0.996942814915335,-0.9969428149153347,-3.3306690738754696e-16,0
HPUMCKZHBQPWBN-URLMMPGGSA-N,General Assays and Safety,1,IC50,1,1,1,1.06972600747317,1.06972600747317,1.0697260074731674,2.6645352591003757e-15,0
HQIYVJDLRVEGDX-HNNXBMFYSA-N,Phenotypic: Cancer and Cells,1,IC50,2,1,2,-0.898928486694941,-0.898928486694941,-0.8989284866949407,-2.220446049250313e-16,0
HSZOZDPOYZAYTH-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.727209497441698,-0.727209497441698,-0.7272094974416982,1.1102230246251565e-16,0
HTDSMOBGCNRBHQ-RMKNXTFCSA-N,Infectious Diseases,2,IC50;Ki,5,2,5,-0.6541147066959254,-0.6541147066959254,-0.35176799496092226,-0.30234671173500316,0
HTDSMOBGCNRBHQ-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,1,EC50,1,1,1,0.227463282693053,0.227463282693053,0.227463282693053,0,0
HTHLDJJBNQWUJJ-UHFFFAOYSA-N,Cell Signaling and Survival,2,IC50;Ki,2,2,2,-0.863158742605559,-0.863158742605559,-0.8631587426055596,5.551115123125783e-16,0
HTHLDJJBNQWUJJ-UHFFFAOYSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,0.4011334338271303,0.4011334338271303,0.4011334338271301,1.6653345369377348e-16,0
HTNJCCKJJVLCTO-BUSXIPJBSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-0.462139761505467,-0.462139761505467,-0.4621397615054674,3.885780586188048e-16,0
HUGUGFBIYQBLCS-UHFFFAOYSA-N,Inflammation and Proteolysis,1,IC50,1,1,1,-0.969598927807977,-0.969598927807977,-0.9695989278079773,3.3306690738754696e-16,0
HUKSJTUUSUGIDC-BDJLRTHQSA-N,Phenotypic: Cancer and Cells,1,IC50,3,3,3,0.73692083198069,0.73692083198069,0.7369208319806905,-4.440892098500626e-16,0
HUKSJTUUSUGIDC-ZBEGNZNMSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,0.6410950608281495,0.6410950608281495,0.6410950608281492,3.3306690738754696e-16,0
HUKSJTUUSUGIDC-ZBEGNZNMSA-N,Metabolic Enzymes,2,IC50;Ki,3,3,3,1.0836788507171045,1.0836788507171045,0.688076238660888,0.3956026120562165,0
HUKSJTUUSUGIDC-ZBEGNZNMSA-N,Phenotypic: Cancer and Cells,1,IC50,2,2,2,0.384445011934559,0.384445011934559,0.3844450119345595,-4.996003610813204e-16,0
HUQKUJNSVHEHIH-UHFFFAOYSA-N,Cell Signaling and Survival,1,IC50,1,1,1,2.13633787618133,2.13633787618133,2.1363378761813285,1.3322676295501878e-15,0
HUQKUJNSVHEHIH-UHFFFAOYSA-N,Infectious Diseases,1,IC50,1,1,1,-1.39093454847491,-1.39093454847491,-1.3909345484749098,-2.220446049250313e-16,0
HUQKUJNSVHEHIH-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,2,1,2,-1.29385637550269,-1.29385637550269,-1.2938563755026857,-4.218847493575595e-15,0
HXGGEGJYNMWHAD-UHFFFAOYSA-N,General Assays and Safety,1,IC50,1,1,1,0.157541147936173,0.157541147936173,0.15754114793617272,2.7755575615628914e-16,0
HXGGEGJYNMWHAD-UHFFFAOYSA-N,Neuroscience Targets,1,IC50,2,2,2,0.740070119672466,0.740070119672466,0.7400701196724662,-1.1102230246251565e-16,0
HXSRAKGAZOSYEH-WFQOKMFZSA-N,Infectious Diseases,2,IC50;Ki,2,2,2,-0.11237185918634174,-0.11237185918634174,-0.11237185918634171,-2.7755575615628914e-17,0
HXSRAKGAZOSYEH-WFQOKMFZSA-N,Neuroscience Targets,2,IC50;Ki,4,4,4,-0.6118423289952846,-0.6118423289952846,-0.6118423289952846,0,0
HXTFHSYLYXVTHC-AJHDJQPGSA-N,Cell Signaling and Survival,1,IC50,1,1,1,-1.11175917092717,-1.11175917092717,-1.1117591709271666,-3.3306690738754696e-15,0
HXYUOYQBJCJYOZ-UHFFFAOYSA-N,Metabolic Enzymes,1,IC50,1,1,1,0.158569342032227,0.158569342032227,0.158569342032227,0,0
HZCGTSDDHHPRDX-UZTOHYMASA-N,General Assays and Safety,1,IC50,1,1,1,0.756162462007326,0.756162462007326,0.7561624620073261,-1.1102230246251565e-16,0
IAFBOKYTDSDNHV-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,1,IC50,3,3,3,-0.709133814362408,-0.709133814362408,-0.7091338143624082,2.220446049250313e-16,0
IAFBOKYTDSDNHV-UHFFFAOYSA-N,Transporters and Ion Channels,1,IC50,2,1,2,-0.661695876575694,-0.661695876575694,-0.6616958765756935,-4.440892098500626e-16,0
IAUDUEQNUVKNBT-SOFGYWHQSA-N,Phenotypic: Cancer and Cells,1,IC50,1,1,1,-0.962193377472452,-0.962193377472452,-0.9621933774724516,-4.440892098500626e-16,0
ICUCUXZJAYHKLS-SJCJKPOMSA-N,Phenotypic: Cancer and Cells,1,IC50,3,2,3,-1.16102589134463,-1.16102589134463,-1.1610258913446267,-3.3306690738754696e-15,0
