resolved_accepted_id,taxonID,scientificName,taxonomicStatus,acceptedNameUsageID,family,genus,taxonRank,taxonomic_status_norm,exact_name_norm,key,match_exact_original,match_canonical_key,included_as_accepted_target,accepted_name_resolved,accepted_family_resolved,accepted_genus_resolved,accepted_rank_resolved
wfo-1200075022,wfo-1200075022,Crataegus kyrtostyla var. kyrtostyla,Accepted,,Rosaceae,Crataegus,variety,accepted,crataegus kyrtostyla var. kyrtostyla,crataegus kyrtostyla var. kyrtostyla,FALSE,FALSE,TRUE,Crataegus kyrtostyla var. kyrtostyla,Rosaceae,Crataegus,variety
wfo-0001009174,wfo-0001009174,Crataegus laevigata,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus laevigata,crataegus laevigata,TRUE,TRUE,TRUE,Crataegus laevigata,Rosaceae,Crataegus,species
wfo-0001010488,wfo-0001010488,Crataegus marshallii,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus marshallii,crataegus marshallii,FALSE,FALSE,TRUE,Crataegus marshallii,Rosaceae,Crataegus,species
wfo-0000988750,wfo-0000988750,Crataegus microphylla,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus microphylla,crataegus microphylla,TRUE,TRUE,TRUE,Crataegus microphylla,Rosaceae,Crataegus,species
wfo-0000987339,wfo-0000987337,Crataegus microphylla,Synonym,wfo-0000987339,Rosaceae,Crataegus,species,synonym,crataegus microphylla,crataegus microphylla,TRUE,TRUE,FALSE,Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,variety
wfo-0001009785,wfo-0001009785,Crataegus monogyna,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus monogyna,crataegus monogyna,TRUE,TRUE,TRUE,Crataegus monogyna,Rosaceae,Crataegus,species
,wfo-0001013474,Crataegus monogyna,Unchecked,,Rosaceae,Crataegus,species,unchecked,crataegus monogyna,crataegus monogyna,TRUE,TRUE,FALSE,,,,
wfo-1200075022,wfo-1200092060,Crataegus monogyna subf. filicifolia,Synonym,wfo-1200075022,Rosaceae,Crataegus,subform,synonym,crataegus monogyna subf. filicifolia,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus kyrtostyla var. kyrtostyla,Rosaceae,Crataegus,variety
wfo-0001009785,wfo-1200085871,Crataegus monogyna unranked fastigiata,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus monogyna unranked fastigiata,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092059,Crataegus monogyna unranked filicifolia,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus monogyna unranked filicifolia,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076610,Crataegus monogyna unranked glabra,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus monogyna unranked glabra,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092070,Crataegus monogyna unranked laciniata,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus monogyna unranked laciniata,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0000987339,wfo-1200092071,Crataegus monogyna unranked laciniata,Synonym,wfo-0000987339,Rosaceae,Crataegus,unranked,synonym,crataegus monogyna unranked laciniata,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,variety
wfo-0001016497,wfo-1200076624,Crataegus monogyna unranked plena,Synonym,wfo-0001016497,Rosaceae,Crataegus,unranked,synonym,crataegus monogyna unranked plena,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus × media,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092087,Crataegus monogyna unranked villosa,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus monogyna unranked villosa,crataegus monogyna,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009174,wfo-0000983920,Crataegus oxyacantha,Synonym,wfo-0001009174,Rosaceae,Crataegus,species,synonym,crataegus oxyacantha,crataegus oxyacantha,TRUE,TRUE,FALSE,Crataegus laevigata,Rosaceae,Crataegus,species
wfo-0000987339,wfo-0000985328,Crataegus oxyacantha,Synonym,wfo-0000987339,Rosaceae,Crataegus,species,synonym,crataegus oxyacantha,crataegus oxyacantha,TRUE,TRUE,FALSE,Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,variety
wfo-0001010488,wfo-0000990194,Crataegus oxyacantha,Synonym,wfo-0001010488,Rosaceae,Crataegus,species,synonym,crataegus oxyacantha,crataegus oxyacantha,TRUE,TRUE,FALSE,Crataegus marshallii,Rosaceae,Crataegus,species
,wfo-0001009353,Crataegus oxyacantha,Unchecked,,Rosaceae,Crataegus,species,unchecked,crataegus oxyacantha,crataegus oxyacantha,TRUE,TRUE,FALSE,,,,
,wfo-0001012509,Crataegus oxyacantha,Unchecked,,Rosaceae,Crataegus,species,unchecked,crataegus oxyacantha,crataegus oxyacantha,TRUE,TRUE,FALSE,,,,
wfo-0001016197,wfo-1200075696,Crataegus oxyacantha prol. macrocarpa,Synonym,wfo-0001016197,Rosaceae,Crataegus,prole,synonym,crataegus oxyacantha prol. macrocarpa,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus × macrocarpa,Rosaceae,Crataegus,species
wfo-0000987339,wfo-1200075697,Crataegus oxyacantha prol. mauriannensis,Synonym,wfo-0000987339,Rosaceae,Crataegus,prole,synonym,crataegus oxyacantha prol. mauriannensis,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,variety
wfo-0001009785,wfo-1200075799,Crataegus oxyacantha prol. monogyna,Synonym,wfo-0001009785,Rosaceae,Crataegus,prole,synonym,crataegus oxyacantha prol. monogyna,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009174,wfo-0000987310,Crataegus oxyacantha prol. polygyna,Synonym,wfo-0001009174,Rosaceae,Crataegus,prole,synonym,crataegus oxyacantha prol. polygyna,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus laevigata,Rosaceae,Crataegus,species
wfo-0001016497,wfo-1200076638,Crataegus oxyacantha unranked coccinea-flore-pleno,Synonym,wfo-0001016497,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked coccinea-flore-pleno,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus × media,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076640,Crataegus oxyacantha unranked decussata,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked decussata,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092097,Crataegus oxyacantha unranked eriocarpa,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked eriocarpa,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076641,Crataegus oxyacantha unranked fastigiata,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked fastigiata,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001016497,wfo-1200076647,Crataegus oxyacantha unranked floribus-coccineis-plenis,Synonym,wfo-0001016497,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked floribus-coccineis-plenis,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus × media,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076650,Crataegus oxyacantha unranked glabra,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked glabra,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076653,Crataegus oxyacantha unranked integerrimus,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked integerrimus,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092106,Crataegus oxyacantha unranked laciniata,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked laciniata,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200085479,Crataegus oxyacantha unranked lambertii,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked lambertii,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076656,Crataegus oxyacantha unranked liocalyx,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked liocalyx,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076657,Crataegus oxyacantha unranked lobata,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked lobata,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092114,Crataegus oxyacantha unranked monogyna,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked monogyna,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076662,Crataegus oxyacantha unranked pseudomonogynus,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked pseudomonogynus,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001016497,wfo-1200076663,Crataegus oxyacantha unranked punicea-plena,Synonym,wfo-0001016497,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked punicea-plena,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus × media,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076665,Crataegus oxyacantha unranked rigida,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked rigida,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076666,Crataegus oxyacantha unranked rosea-superba,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked rosea-superba,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076667,Crataegus oxyacantha unranked semperflorens,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked semperflorens,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009174,wfo-1200076669,Crataegus oxyacantha unranked sorbifolia,Synonym,wfo-0001009174,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked sorbifolia,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus laevigata,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092123,Crataegus oxyacantha unranked splendens,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked splendens,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200092124,Crataegus oxyacantha unranked splendens,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked splendens,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076674,Crataegus oxyacantha unranked trifida,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked trifida,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200085884,Crataegus oxyacantha unranked variegata,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked variegata,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001009785,wfo-1200076676,Crataegus oxyacantha unranked wallrothii,Synonym,wfo-0001009785,Rosaceae,Crataegus,unranked,synonym,crataegus oxyacantha unranked wallrothii,crataegus oxyacantha,FALSE,TRUE,FALSE,Crataegus monogyna,Rosaceae,Crataegus,species
wfo-0001010531,wfo-0001010531,Crataegus phaenopyrum,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus phaenopyrum,crataegus phaenopyrum,TRUE,TRUE,TRUE,Crataegus phaenopyrum,Rosaceae,Crataegus,species
,wfo-0000990493,Crataegus phaenopyrum,Unchecked,,Rosaceae,Crataegus,species,unchecked,crataegus phaenopyrum,crataegus phaenopyrum,TRUE,TRUE,FALSE,,,,
wfo-0000988959,wfo-0000988959,Crataegus pinnatifida,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus pinnatifida,crataegus pinnatifida,TRUE,TRUE,TRUE,Crataegus pinnatifida,Rosaceae,Crataegus,species
,wfo-0000990141,Crataegus pinnatifida,Unchecked,,Rosaceae,Crataegus,species,unchecked,crataegus pinnatifida,crataegus pinnatifida,TRUE,TRUE,FALSE,,,,
wfo-0001010545,wfo-0001010545,Crataegus punctata,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus punctata,crataegus punctata,FALSE,FALSE,TRUE,Crataegus punctata,Rosaceae,Crataegus,species
wfo-0000989083,wfo-0000989083,Crataegus rhipidophylla,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus rhipidophylla,crataegus rhipidophylla,TRUE,TRUE,TRUE,Crataegus rhipidophylla,Rosaceae,Crataegus,species
wfo-0000987339,wfo-0000987339,Crataegus rhipidophylla var. rhipidophylla,Accepted,,Rosaceae,Crataegus,variety,accepted,crataegus rhipidophylla var. rhipidophylla,crataegus rhipidophylla var. rhipidophylla,FALSE,FALSE,TRUE,Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,variety
wfo-0000989856,wfo-0000989856,Crataegus sinaica,Accepted,,Rosaceae,Crataegus,species,accepted,crataegus sinaica,crataegus sinaica,TRUE,TRUE,TRUE,Crataegus sinaica,Rosaceae,Crataegus,species
wfo-0000625724,wfo-0000625724,Crateva religiosa,Accepted,,Capparaceae,Crateva,species,accepted,crateva religiosa,crateva religiosa,TRUE,TRUE,TRUE,Crateva religiosa,Capparaceae,Crateva,species
wfo-0000521533,wfo-0000625725,Crateva religiosa,Synonym,wfo-0000521533,Rutaceae,Crateva,species,synonym,crateva religiosa,crateva religiosa,TRUE,TRUE,FALSE,Aegle marmelos,Rutaceae,Aegle,species
wfo-0000625744,wfo-0000625744,Cratoxylum arborescens,Accepted,,Hypericaceae,Cratoxylum,species,accepted,cratoxylum arborescens,cratoxylum arborescens,TRUE,TRUE,TRUE,Cratoxylum arborescens,Hypericaceae,Cratoxylum,species
wfo-0000625754,wfo-0000625754,Cratoxylum cochinchinense,Accepted,,Hypericaceae,Cratoxylum,species,accepted,cratoxylum cochinchinense,cratoxylum cochinchinense,TRUE,TRUE,TRUE,Cratoxylum cochinchinense,Hypericaceae,Cratoxylum,species
wfo-0000625758,wfo-0000625758,Cratoxylum formosum,Accepted,,Hypericaceae,Cratoxylum,species,accepted,cratoxylum formosum,cratoxylum formosum,FALSE,TRUE,TRUE,Cratoxylum formosum,Hypericaceae,Cratoxylum,species
wfo-0001046857,wfo-0001046857,Crinum × amabile,Accepted,,Amaryllidaceae,Crinum,species,accepted,crinum * amabile,crinum *,FALSE,FALSE,TRUE,Crinum × amabile,Amaryllidaceae,Crinum,species
wfo-0000764396,wfo-0000764396,Crinum asiaticum,Accepted,,Amaryllidaceae,Crinum,species,accepted,crinum asiaticum,crinum asiaticum,TRUE,TRUE,TRUE,Crinum asiaticum,Amaryllidaceae,Crinum,species
wfo-0001046857,wfo-0000764403,Crinum augustum,Synonym,wfo-0001046857,Amaryllidaceae,Crinum,species,synonym,crinum augustum,crinum augustum,TRUE,TRUE,FALSE,Crinum × amabile,Amaryllidaceae,Crinum,species
wfo-0000764436,wfo-0000764436,Crinum bulbispermum,Accepted,,Amaryllidaceae,Crinum,species,accepted,crinum bulbispermum,crinum bulbispermum,TRUE,TRUE,TRUE,Crinum bulbispermum,Amaryllidaceae,Crinum,species
wfo-0000626256,wfo-0000626256,Crocanthemum glomeratum,Accepted,,Cistaceae,Crocanthemum,species,accepted,crocanthemum glomeratum,crocanthemum glomeratum,TRUE,TRUE,TRUE,Crocanthemum glomeratum,Cistaceae,Crocanthemum,species
wfo-0000788600,wfo-0000788600,Crocus chrysanthus,Accepted,,Iridaceae,Crocus,species,accepted,crocus chrysanthus,crocus chrysanthus,TRUE,TRUE,TRUE,Crocus chrysanthus,Iridaceae,Crocus,species
wfo-0000788844,wfo-0000788844,Crocus sativus,Accepted,,Iridaceae,Crocus,species,accepted,crocus sativus,crocus sativus,TRUE,TRUE,TRUE,Crocus sativus,Iridaceae,Crocus,species
wfo-0000626441,wfo-0000626441,Crossopetalum gaumeri,Accepted,,Celastraceae,Crossopetalum,species,accepted,crossopetalum gaumeri,crossopetalum gaumeri,TRUE,TRUE,TRUE,Crossopetalum gaumeri,Celastraceae,Crossopetalum,species
wfo-0000927185,wfo-0000927185,Crossopteryx febrifuga,Accepted,,Rubiaceae,Crossopteryx,species,accepted,crossopteryx febrifuga,crossopteryx febrifuga,TRUE,TRUE,TRUE,Crossopteryx febrifuga,Rubiaceae,Crossopteryx,species
wfo-4000009787,wfo-4000009787,Crotalaria,Accepted,,Fabaceae,Crotalaria,genus,accepted,crotalaria,crotalaria,TRUE,TRUE,TRUE,Crotalaria,Fabaceae,Crotalaria,genus
wfo-1200113051,wfo-0000186517,Crotalaria assamica,Synonym,wfo-1200113051,Fabaceae,Crotalaria,species,synonym,crotalaria assamica,crotalaria assamica,TRUE,TRUE,FALSE,Crotalaria sericea var. sericea,Fabaceae,Crotalaria,variety
wfo-0000185071,wfo-0000185071,Crotalaria barbata,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria barbata,crotalaria barbata,TRUE,TRUE,TRUE,Crotalaria barbata,Fabaceae,Crotalaria,species
wfo-0000185074,wfo-0000185074,Crotalaria crispata,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria crispata,crotalaria crispata,FALSE,FALSE,TRUE,Crotalaria crispata,Fabaceae,Crotalaria,species
wfo-0000207960,wfo-0000207960,Crotalaria huillensis,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria huillensis,crotalaria huillensis,FALSE,FALSE,TRUE,Crotalaria huillensis,Fabaceae,Crotalaria,species
wfo-0000207514,wfo-0000207514,Crotalaria lachnophora,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria lachnophora,crotalaria lachnophora,TRUE,TRUE,TRUE,Crotalaria lachnophora,Fabaceae,Crotalaria,species
wfo-0000184569,wfo-0000184569,Crotalaria linifolia,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria linifolia,crotalaria linifolia,FALSE,FALSE,TRUE,Crotalaria linifolia,Fabaceae,Crotalaria,species
wfo-0000185076,wfo-0000185076,Crotalaria madurensis,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria madurensis,crotalaria madurensis,TRUE,TRUE,TRUE,Crotalaria madurensis,Fabaceae,Crotalaria,species
wfo-0000185077,wfo-0000185077,Crotalaria medicaginea,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria medicaginea,crotalaria medicaginea,TRUE,TRUE,TRUE,Crotalaria medicaginea,Fabaceae,Crotalaria,species
wfo-0000186515,wfo-0000204415,Crotalaria medicaginea,Synonym,wfo-0000186515,Fabaceae,Crotalaria,species,synonym,crotalaria medicaginea,crotalaria medicaginea,TRUE,TRUE,FALSE,Crotalaria trifoliastrum,Fabaceae,Crotalaria,species
wfo-0000174075,wfo-0000174075,Crotalaria nitens,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria nitens,crotalaria nitens,TRUE,TRUE,TRUE,Crotalaria nitens,Fabaceae,Crotalaria,species
wfo-0000210581,wfo-0000210581,Crotalaria orixensis,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria orixensis,crotalaria orixensis,TRUE,TRUE,TRUE,Crotalaria orixensis,Fabaceae,Crotalaria,species
wfo-0000209124,wfo-0000209124,Crotalaria pallida,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria pallida,crotalaria pallida,TRUE,TRUE,TRUE,Crotalaria pallida,Fabaceae,Crotalaria,species
wfo-0001249541,wfo-0000180166,Crotalaria pallida,Synonym,wfo-0001249541,Fabaceae,Crotalaria,species,synonym,crotalaria pallida,crotalaria pallida,TRUE,TRUE,FALSE,Crotalaria saltiana,Fabaceae,Crotalaria,species
wfo-0000209124,wfo-0000205908,Crotalaria pallida,Synonym,wfo-0000209124,Fabaceae,Crotalaria,species,synonym,crotalaria pallida,crotalaria pallida,TRUE,TRUE,FALSE,Crotalaria pallida,Fabaceae,Crotalaria,species
wfo-0000184569,wfo-1200022557,Crotalaria pallida,Synonym,wfo-0000184569,Fabaceae,Crotalaria,species,synonym,crotalaria pallida,crotalaria pallida,TRUE,TRUE,FALSE,Crotalaria linifolia,Fabaceae,Crotalaria,species
wfo-0000198706,wfo-0000198706,Crotalaria prostrata,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria prostrata,crotalaria prostrata,TRUE,TRUE,TRUE,Crotalaria prostrata,Fabaceae,Crotalaria,species
,wfo-0000198711,Crotalaria prostrata,Unchecked,,Fabaceae,Crotalaria,species,unchecked,crotalaria prostrata,crotalaria prostrata,TRUE,TRUE,FALSE,,,,
,wfo-0000198712,Crotalaria prostrata,Unchecked,,Fabaceae,Crotalaria,species,unchecked,crotalaria prostrata,crotalaria prostrata,TRUE,TRUE,FALSE,,,,
wfo-0000174080,wfo-0000174080,Crotalaria ramosissima,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria ramosissima,crotalaria ramosissima,TRUE,TRUE,TRUE,Crotalaria ramosissima,Fabaceae,Crotalaria,species
wfo-0000207960,wfo-0001054656,Crotalaria ramosissima,Synonym,wfo-0000207960,Fabaceae,Crotalaria,species,synonym,crotalaria ramosissima,crotalaria ramosissima,TRUE,TRUE,FALSE,Crotalaria huillensis,Fabaceae,Crotalaria,species
wfo-0000185074,wfo-1200022570,Crotalaria ramosissima,Synonym,wfo-0000185074,Fabaceae,Crotalaria,species,synonym,crotalaria ramosissima,crotalaria ramosissima,TRUE,TRUE,FALSE,Crotalaria crispata,Fabaceae,Crotalaria,species
wfo-0000210930,wfo-0000210930,Crotalaria retusa,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria retusa,crotalaria retusa,TRUE,TRUE,TRUE,Crotalaria retusa,Fabaceae,Crotalaria,species
wfo-0001249541,wfo-0001249541,Crotalaria saltiana,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria saltiana,crotalaria saltiana,FALSE,FALSE,TRUE,Crotalaria saltiana,Fabaceae,Crotalaria,species
wfo-1200113051,wfo-1200113051,Crotalaria sericea var. sericea,Accepted,,Fabaceae,Crotalaria,variety,accepted,crotalaria sericea var. sericea,crotalaria sericea var. sericea,FALSE,FALSE,TRUE,Crotalaria sericea var. sericea,Fabaceae,Crotalaria,variety
wfo-0000185954,wfo-0000185954,Crotalaria sessiliflora,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria sessiliflora,crotalaria sessiliflora,TRUE,TRUE,TRUE,Crotalaria sessiliflora,Fabaceae,Crotalaria,species
wfo-0000210585,wfo-0000210585,Crotalaria thebaica,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria thebaica,crotalaria thebaica,TRUE,TRUE,TRUE,Crotalaria thebaica,Fabaceae,Crotalaria,species
wfo-0000186157,wfo-0000186157,Crotalaria trichotoma,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria trichotoma,crotalaria trichotoma,TRUE,TRUE,TRUE,Crotalaria trichotoma,Fabaceae,Crotalaria,species
wfo-0000186515,wfo-0000186515,Crotalaria trifoliastrum,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria trifoliastrum,crotalaria trifoliastrum,TRUE,TRUE,TRUE,Crotalaria trifoliastrum,Fabaceae,Crotalaria,species
wfo-0000210929,wfo-0000210929,Crotalaria verrucosa,Accepted,,Fabaceae,Crotalaria,species,accepted,crotalaria verrucosa,crotalaria verrucosa,TRUE,TRUE,TRUE,Crotalaria verrucosa,Fabaceae,Crotalaria,species
wfo-0000927869,wfo-0000927869,Croton draconoides,Accepted,,Euphorbiaceae,Croton,species,accepted,croton draconoides,croton draconoides,TRUE,TRUE,TRUE,Croton draconoides,Euphorbiaceae,Croton,species
wfo-0000931237,wfo-0000931237,Croton hieronymi,Accepted,,Euphorbiaceae,Croton,species,accepted,croton hieronymi,croton hieronymi,TRUE,TRUE,TRUE,Croton hieronymi,Euphorbiaceae,Croton,species
wfo-0000931310,wfo-0000931310,Croton insularis,Accepted,,Euphorbiaceae,Croton,species,accepted,croton insularis,croton insularis,TRUE,TRUE,TRUE,Croton insularis,Euphorbiaceae,Croton,species
wfo-0000931464,wfo-0000931464,Croton lechleri,Accepted,,Euphorbiaceae,Croton,species,accepted,croton lechleri,croton lechleri,TRUE,TRUE,TRUE,Croton lechleri,Euphorbiaceae,Croton,species
wfo-0000932431,wfo-0000932431,Croton steenkampianus,Accepted,,Euphorbiaceae,Croton,species,accepted,croton steenkampianus,croton steenkampianus,TRUE,TRUE,TRUE,Croton steenkampianus,Euphorbiaceae,Croton,species
wfo-0000932652,wfo-0000932652,Croton urucurana,Accepted,,Euphorbiaceae,Croton,species,accepted,croton urucurana,croton urucurana,TRUE,TRUE,TRUE,Croton urucurana,Euphorbiaceae,Croton,species
wfo-0000627834,wfo-0000627834,Cryptocarya chartacea,Accepted,,Lauraceae,Cryptocarya,species,accepted,cryptocarya chartacea,cryptocarya chartacea,TRUE,TRUE,TRUE,Cryptocarya chartacea,Lauraceae,Cryptocarya,species
wfo-0000627835,wfo-0000627835,Cryptocarya chinensis,Accepted,,Lauraceae,Cryptocarya,species,accepted,cryptocarya chinensis,cryptocarya chinensis,TRUE,TRUE,TRUE,Cryptocarya chinensis,Lauraceae,Cryptocarya,species
wfo-0000627846,wfo-0000627846,Cryptocarya concinna,Accepted,,Lauraceae,Cryptocarya,species,accepted,cryptocarya concinna,cryptocarya concinna,TRUE,TRUE,TRUE,Cryptocarya concinna,Lauraceae,Cryptocarya,species
wfo-0000627947,wfo-0000627947,Cryptocarya griffithiana,Accepted,,Lauraceae,Cryptocarya,species,accepted,cryptocarya griffithiana,cryptocarya griffithiana,FALSE,FALSE,TRUE,Cryptocarya griffithiana,Lauraceae,Cryptocarya,species
wfo-0000627966,wfo-0000627966,Cryptocarya idenburgensis,Accepted,,Lauraceae,Cryptocarya,species,accepted,cryptocarya idenburgensis,cryptocarya idenburgensis,TRUE,TRUE,TRUE,Cryptocarya idenburgensis,Lauraceae,Cryptocarya,species
