key,n_wfo_rows,n_taxon_ids,n_resolved_accepted_ids,n_resolved_accepted_names,n_resolved_families,scientific_names,taxonomic_statuses,resolved_accepted_ids,resolved_accepted_names,resolved_families,resolved_genera,resolved_ranks,any_exact_original_match,any_canonical_key_match,any_included_as_accepted_target,key_resolution_status
diplacus aurantiacus,1,1,1,1,1,Diplacus aurantiacus,accepted,wfo-0000650077,Diplacus aurantiacus,Phrymaceae,Diplacus,species,TRUE,TRUE,TRUE,single_accepted_id
diplacus clevelandii,1,1,1,1,1,Diplacus clevelandii,accepted,wfo-0000650084,Diplacus clevelandii,Phrymaceae,Diplacus,species,TRUE,TRUE,TRUE,single_accepted_id
diplazium esculentum,1,1,1,1,1,Diplazium esculentum,accepted,wfo-0001109577,Diplazium esculentum,Athyriaceae,Diplazium,species,TRUE,TRUE,TRUE,single_accepted_id
diplostephium cinereum,1,1,1,1,1,Diplostephium cinereum,accepted,wfo-0000136503,Diplostephium cinereum,Asteraceae,Diplostephium,species,TRUE,TRUE,TRUE,single_accepted_id
diplotropis ferruginea,1,1,1,1,1,Diplotropis ferruginea,accepted,wfo-0000163859,Diplotropis ferruginea,Fabaceae,Diplotropis,species,TRUE,TRUE,TRUE,single_accepted_id
diplotropis purpurea,1,1,1,1,1,Diplotropis purpurea,accepted,wfo-0000163862,Diplotropis purpurea,Fabaceae,Diplotropis,species,TRUE,TRUE,TRUE,single_accepted_id
diplusodon astictus,1,1,1,1,1,Diplusodon astictus,accepted,wfo-0000650583,Diplusodon astictus,Lythraceae,Diplusodon,species,TRUE,TRUE,TRUE,single_accepted_id
dipteryx lacunifera,1,1,1,1,1,Dipteryx lacunifera,accepted,wfo-0000163868,Dipteryx lacunifera,Fabaceae,Dipteryx,species,TRUE,TRUE,TRUE,single_accepted_id
dipteryx odorata,1,1,1,1,1,Dipteryx odorata,accepted,wfo-0000170550,Dipteryx odorata,Fabaceae,Dipteryx,species,TRUE,TRUE,TRUE,single_accepted_id
dissochaeta beccariana,1,1,1,1,1,Dissochaeta beccariana,synonym,wfo-1000026669,Dalenia magnibracteata,Melastomataceae,Dalenia,species,TRUE,TRUE,FALSE,single_accepted_id
distylium racemosum,1,1,1,1,1,Distylium racemosum,accepted,wfo-0000652434,Distylium racemosum,Hamamelidaceae,Distylium,species,TRUE,TRUE,TRUE,single_accepted_id
dittrichia,1,1,1,1,1,Dittrichia,accepted,wfo-4000012294,Dittrichia,Asteraceae,Dittrichia,genus,TRUE,TRUE,TRUE,single_accepted_id
dittrichia graveolens,1,1,1,1,1,Dittrichia graveolens,accepted,wfo-0000003319,Dittrichia graveolens,Asteraceae,Dittrichia,species,TRUE,TRUE,TRUE,single_accepted_id
dittrichia viscosa,1,1,1,1,1,Dittrichia viscosa,accepted,wfo-0000059214,Dittrichia viscosa,Asteraceae,Dittrichia,species,TRUE,TRUE,TRUE,single_accepted_id
dodonaea viscosa,1,1,1,1,1,Dodonaea viscosa,accepted,wfo-0000653170,Dodonaea viscosa,Sapindaceae,Dodonaea,species,TRUE,TRUE,TRUE,single_accepted_id
dolichandra unguis-cati,1,1,1,1,1,Dolichandra unguis-cati,accepted,wfo-0000782438,Dolichandra unguis-cati,Bignoniaceae,Dolichandra,species,TRUE,TRUE,TRUE,single_accepted_id
dolichlasium lagascae,1,1,1,1,1,Dolichlasium lagascae,accepted,wfo-0000069936,Dolichlasium lagascae,Asteraceae,Dolichlasium,species,TRUE,TRUE,TRUE,single_accepted_id
dolichos,1,1,1,1,1,Dolichos,accepted,wfo-4000012369,Dolichos,Fabaceae,Dolichos,genus,TRUE,TRUE,TRUE,single_accepted_id
dorstenia barteri,1,1,1,1,1,Dorstenia barteri,accepted,wfo-0000654289,Dorstenia barteri,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorstenia contrajerva,1,1,1,1,1,Dorstenia contrajerva,accepted,wfo-0000654354,Dorstenia contrajerva,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorstenia dinklagei,1,1,1,1,1,Dorstenia dinklagei,accepted,wfo-0000654384,Dorstenia dinklagei,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorstenia elliptica,1,1,1,1,1,Dorstenia elliptica,accepted,wfo-0000654402,Dorstenia elliptica,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorstenia kameruniana,1,1,1,1,1,Dorstenia kameruniana,accepted,wfo-0000654469,Dorstenia kameruniana,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorstenia mannii,1,1,1,1,1,Dorstenia mannii,accepted,wfo-0000654502,Dorstenia mannii,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorstenia prorepens,1,1,1,1,1,Dorstenia prorepens,accepted,wfo-0000654602,Dorstenia prorepens,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorstenia turbinata,1,1,1,1,1,Dorstenia turbinata,synonym,wfo-0001344826,Hijmania turbinata,Moraceae,Hijmania,species,TRUE,TRUE,FALSE,single_accepted_id
dorstenia zenkeri,1,1,1,1,1,Dorstenia zenkeri,accepted,wfo-0000654725,Dorstenia zenkeri,Moraceae,Dorstenia,species,TRUE,TRUE,TRUE,single_accepted_id
dorycnium hirsutum,1,1,1,1,1,Dorycnium hirsutum,synonym,wfo-0000212135,Lotus hirsutus,Fabaceae,Lotus,species,TRUE,TRUE,FALSE,single_accepted_id
dorycnium rectum,1,1,1,1,1,Dorycnium rectum,synonym,wfo-0000212142,Lotus rectus,Fabaceae,Lotus,species,TRUE,TRUE,FALSE,single_accepted_id
doryopteris decipiens,1,1,1,1,1,Doryopteris decipiens,accepted,wfo-0001127417,Doryopteris decipiens,Pteridaceae,Doryopteris,species,TRUE,TRUE,TRUE,single_accepted_id
dracaena angolensis,1,1,1,1,1,Dracaena angolensis,accepted,wfo-0001424811,Dracaena angolensis,Asparagaceae,Dracaena,species,FALSE,FALSE,TRUE,single_accepted_id
dracaena cambodiana,1,1,1,1,1,Dracaena cambodiana,accepted,wfo-0000765700,Dracaena cambodiana,Asparagaceae,Dracaena,species,TRUE,TRUE,TRUE,single_accepted_id
dracaena cinnabari,1,1,1,1,1,Dracaena cinnabari,accepted,wfo-0000765713,Dracaena cinnabari,Asparagaceae,Dracaena,species,TRUE,TRUE,TRUE,single_accepted_id
dracaena cochinchinensis,1,1,1,1,1,Dracaena cochinchinensis,accepted,wfo-0000765715,Dracaena cochinchinensis,Asparagaceae,Dracaena,species,TRUE,TRUE,TRUE,single_accepted_id
dracaena draco,1,1,1,1,1,Dracaena draco,accepted,wfo-0000765739,Dracaena draco,Asparagaceae,Dracaena,species,TRUE,TRUE,TRUE,single_accepted_id
dracocephalum tanguticum,1,1,1,1,1,Dracocephalum tanguticum,accepted,wfo-0000945484,Dracocephalum tanguticum,Lamiaceae,Dracocephalum,species,TRUE,TRUE,TRUE,single_accepted_id
drimia delagoensis,1,1,1,1,1,Drimia delagoensis,accepted,wfo-0000766098,Drimia delagoensis,Asparagaceae,Drimia,species,TRUE,TRUE,TRUE,single_accepted_id
drimia indica,1,1,1,1,1,Drimia indica,accepted,wfo-0000766126,Drimia indica,Asparagaceae,Drimia,species,TRUE,TRUE,TRUE,single_accepted_id
drimiopsis maculata,1,1,1,1,1,Drimiopsis maculata,accepted,wfo-0000766226,Drimiopsis maculata,Asparagaceae,Drimiopsis,species,TRUE,TRUE,TRUE,single_accepted_id
drimys granadensis,1,1,1,1,1,Drimys granadensis,accepted,wfo-0000656687,Drimys granadensis,Winteraceae,Drimys,species,TRUE,TRUE,TRUE,single_accepted_id
drimys winteri,1,1,1,1,1,Drimys winteri,accepted,wfo-0000656761,Drimys winteri,Winteraceae,Drimys,species,TRUE,TRUE,TRUE,single_accepted_id
drummondita calida,1,1,1,1,1,Drummondita calida,accepted,wfo-0000657022,Drummondita calida,Rutaceae,Drummondita,species,TRUE,TRUE,TRUE,single_accepted_id
drynaria propinqua,2,2,1,1,1,Drynaria propinqua,accepted | synonym,wfo-0001122949,Drynaria propinqua,Polypodiaceae,Drynaria,species,TRUE,TRUE,TRUE,single_accepted_id
drynaria quercifolia,1,1,1,1,1,Drynaria quercifolia,accepted,wfo-0001115919,Drynaria quercifolia,Polypodiaceae,Drynaria,species,FALSE,FALSE,TRUE,single_accepted_id
drynaria roosii,1,1,1,1,1,Drynaria roosii,accepted,wfo-0000748038,Drynaria roosii,Polypodiaceae,Drynaria,species,FALSE,FALSE,TRUE,single_accepted_id
dryopteris crassirhizoma,1,1,1,1,1,Dryopteris crassirhizoma,accepted,wfo-0000748044,Dryopteris crassirhizoma,Dryopteridaceae,Dryopteris,species,TRUE,TRUE,TRUE,single_accepted_id
dubautia arborea,1,1,1,1,1,Dubautia arborea,accepted,wfo-0000087018,Dubautia arborea,Asteraceae,Dubautia,species,TRUE,TRUE,TRUE,single_accepted_id
dysphania ambrosioides,1,1,1,1,1,Dysphania ambrosioides,accepted,wfo-0000658867,Dysphania ambrosioides,Amaranthaceae,Dysphania,species,TRUE,TRUE,TRUE,single_accepted_id
dysphania graveolens,2,2,1,1,1,Dysphania graveolens,synonym | unchecked,wfo-0000601414,Chenopodium incisum,Amaranthaceae,Chenopodium,species,TRUE,TRUE,FALSE,single_accepted_id
dysphania procera,1,1,1,1,1,Dysphania procera,accepted,wfo-0000743795,Dysphania procera,Amaranthaceae,Dysphania,species,TRUE,TRUE,TRUE,single_accepted_id
ecbolium ligustrinum var. ligustrinum,1,1,1,1,1,Ecbolium ligustrinum var. ligustrinum,accepted,wfo-1200029553,Ecbolium ligustrinum var. ligustrinum,Acanthaceae,Ecbolium,variety,FALSE,FALSE,TRUE,single_accepted_id
echinocereus coccineus,1,1,1,1,1,Echinocereus coccineus,accepted,wfo-0000661214,Echinocereus coccineus,Cactaceae,Echinocereus,species,TRUE,TRUE,TRUE,single_accepted_id
echinocereus triglochidiatus,1,1,1,1,1,Echinocereus triglochidiatus,accepted,wfo-0000661560,Echinocereus triglochidiatus,Cactaceae,Echinocereus,species,TRUE,TRUE,TRUE,single_accepted_id
echinops niveus,3,3,1,1,1,Echinops niveus,accepted | unchecked,wfo-0000066135,Echinops niveus,Asteraceae,Echinops,species,TRUE,TRUE,TRUE,single_accepted_id
echinospartum horridum,2,2,1,1,1,Echinospartum horridum,accepted | unchecked,wfo-0000186911,Echinospartum horridum,Fabaceae,Echinospartum,species,TRUE,TRUE,TRUE,single_accepted_id
echiochilon fruticosum,1,1,1,1,1,Echiochilon fruticosum,accepted,wfo-0000662596,Echiochilon fruticosum,Boraginaceae,Echiochilon,species,TRUE,TRUE,TRUE,single_accepted_id
eclipta alba,2,2,1,1,1,Eclipta alba,synonym | unchecked,wfo-0000108811,Eclipta prostrata,Asteraceae,Eclipta,species,TRUE,TRUE,FALSE,single_accepted_id
eichhornia crassipes,1,1,1,1,1,Eichhornia crassipes,synonym,wfo-0000501039,Pontederia crassipes,Pontederiaceae,Pontederia,species,TRUE,TRUE,FALSE,single_accepted_id
ekebergia capensis,1,1,1,1,1,Ekebergia capensis,accepted,wfo-0000663623,Ekebergia capensis,Meliaceae,Ekebergia,species,TRUE,TRUE,TRUE,single_accepted_id
elaeagnus commutata,1,1,1,1,1,Elaeagnus commutata,accepted,wfo-0000663703,Elaeagnus commutata,Elaeagnaceae,Elaeagnus,species,FALSE,FALSE,TRUE,single_accepted_id
elaeodendron croceum,1,1,1,1,1,Elaeodendron croceum,accepted,wfo-0000664930,Elaeodendron croceum,Celastraceae,Elaeodendron,species,TRUE,TRUE,TRUE,single_accepted_id
elaeodendron transvaalense,1,1,1,1,1,Elaeodendron transvaalense,accepted,wfo-0000665029,Elaeodendron transvaalense,Celastraceae,Elaeodendron,species,TRUE,TRUE,TRUE,single_accepted_id
electranthera mutica,1,1,1,1,1,Electranthera mutica,accepted,wfo-0001330568,Electranthera mutica,Asteraceae,Electranthera,species,TRUE,TRUE,TRUE,single_accepted_id
eleocharis brassii,1,1,1,1,1,Eleocharis brassii,accepted,wfo-0000403141,Eleocharis brassii,Cyperaceae,Eleocharis,species,TRUE,TRUE,TRUE,single_accepted_id
eleocharis cylindrostachys,1,1,1,1,1,Eleocharis cylindrostachys,accepted,wfo-0000403669,Eleocharis cylindrostachys,Cyperaceae,Eleocharis,species,TRUE,TRUE,TRUE,single_accepted_id
eleocharis dulcis,1,1,1,1,1,Eleocharis dulcis,accepted,wfo-0000403815,Eleocharis dulcis,Cyperaceae,Eleocharis,species,TRUE,TRUE,TRUE,single_accepted_id
eleocharis geniculata,1,1,1,1,1,Eleocharis geniculata,accepted,wfo-0000404186,Eleocharis geniculata,Cyperaceae,Eleocharis,species,FALSE,FALSE,TRUE,single_accepted_id
eleocharis pallens,1,1,1,1,1,Eleocharis pallens,accepted,wfo-0000405576,Eleocharis pallens,Cyperaceae,Eleocharis,species,TRUE,TRUE,TRUE,single_accepted_id
eleocharis sphacelata,1,1,1,1,1,Eleocharis sphacelata,accepted,wfo-0000406131,Eleocharis sphacelata,Cyperaceae,Eleocharis,species,TRUE,TRUE,TRUE,single_accepted_id
elephantorrhiza goetzei,1,1,1,1,1,Elephantorrhiza goetzei,synonym,wfo-1000040053,Entada goetzei,Fabaceae,Entada,species,TRUE,TRUE,FALSE,single_accepted_id
eleutherococcus brachypus,1,1,1,1,1,Eleutherococcus brachypus,accepted,wfo-0000948048,Eleutherococcus brachypus,Araliaceae,Eleutherococcus,species,TRUE,TRUE,TRUE,single_accepted_id
elsholtzia bodinieri,1,1,1,1,1,Elsholtzia bodinieri,accepted,wfo-0000948358,Elsholtzia bodinieri,Lamiaceae,Elsholtzia,species,TRUE,TRUE,TRUE,single_accepted_id
embelia ribes,1,1,1,1,1,Embelia ribes,accepted,wfo-0000666970,Embelia ribes,Primulaceae,Embelia,species,TRUE,TRUE,TRUE,single_accepted_id
embothrium coccineum,1,1,1,1,1,Embothrium coccineum,accepted,wfo-0000667056,Embothrium coccineum,Proteaceae,Embothrium,species,FALSE,FALSE,TRUE,single_accepted_id
empetrum nigrum,1,1,1,1,1,Empetrum nigrum,accepted,wfo-0000667231,Empetrum nigrum,Ericaceae,Empetrum,species,TRUE,TRUE,TRUE,single_accepted_id
encelia,1,1,1,1,1,Encelia,accepted,wfo-4000013357,Encelia,Asteraceae,Encelia,genus,TRUE,TRUE,TRUE,single_accepted_id
encelia actonii,1,1,1,1,1,Encelia actonii,accepted,wfo-1000040481,Encelia actonii,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
encelia asperifolia,1,1,1,1,1,Encelia asperifolia,accepted,wfo-0000058930,Encelia asperifolia,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
encelia canescens,2,2,1,1,1,Encelia canescens,accepted | unchecked,wfo-0000131052,Encelia canescens,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
encelia frutescens,1,1,1,1,1,Encelia frutescens,accepted,wfo-0000109223,Encelia frutescens,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
encelia laciniata,1,1,1,1,1,Encelia laciniata,accepted,wfo-0000122986,Encelia laciniata,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
encelia stenophylla,1,1,1,1,1,Encelia stenophylla,accepted,wfo-0000024104,Encelia stenophylla,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
encelia ventorum,1,1,1,1,1,Encelia ventorum,accepted,wfo-0000071719,Encelia ventorum,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
encelia virginensis,1,1,1,1,1,Encelia virginensis,accepted,wfo-0000014822,Encelia virginensis,Asteraceae,Encelia,species,TRUE,TRUE,TRUE,single_accepted_id
enceliopsis nudicaulis,1,1,1,1,1,Enceliopsis nudicaulis,accepted,wfo-0000128841,Enceliopsis nudicaulis,Asteraceae,Enceliopsis,species,TRUE,TRUE,TRUE,single_accepted_id
endodesmia calophylloides,1,1,1,1,1,Endodesmia calophylloides,accepted,wfo-0000667843,Endodesmia calophylloides,Calophyllaceae,Endodesmia,species,TRUE,TRUE,TRUE,single_accepted_id
endosamara racemosa,1,1,1,1,1,Endosamara racemosa,accepted,wfo-0000193220,Endosamara racemosa,Fabaceae,Endosamara,species,TRUE,TRUE,TRUE,single_accepted_id
enkianthus nudipes,1,1,1,1,1,Enkianthus nudipes,accepted,wfo-0000668083,Enkianthus nudipes,Ericaceae,Enkianthus,species,TRUE,TRUE,TRUE,single_accepted_id
enkleia malaccensis,1,1,1,1,1,Enkleia malaccensis,accepted,wfo-0000668118,Enkleia malaccensis,Thymelaeaceae,Enkleia,species,TRUE,TRUE,TRUE,single_accepted_id
entada goetzei,1,1,1,1,1,Entada goetzei,accepted,wfo-1000040053,Entada goetzei,Fabaceae,Entada,species,FALSE,FALSE,TRUE,single_accepted_id
entada pervillei,1,1,1,1,1,Entada pervillei,accepted,wfo-0000195894,Entada pervillei,Fabaceae,Entada,species,TRUE,TRUE,TRUE,single_accepted_id
entada phaseoloides,1,1,1,1,1,Entada phaseoloides,accepted,wfo-0000192476,Entada phaseoloides,Fabaceae,Entada,species,TRUE,TRUE,TRUE,single_accepted_id
entandrophragma cylindricum,1,1,1,1,1,Entandrophragma cylindricum,accepted,wfo-0000668215,Entandrophragma cylindricum,Meliaceae,Entandrophragma,species,TRUE,TRUE,TRUE,single_accepted_id
ephedra,1,1,1,1,1,Ephedra,accepted,wfo-4000013540,Ephedra,Ephedraceae,Ephedra,genus,TRUE,TRUE,TRUE,single_accepted_id
ephedra frustillata,1,1,1,1,1,Ephedra frustillata,accepted,wfo-0000794369,Ephedra frustillata,Ephedraceae,Ephedra,species,TRUE,TRUE,TRUE,single_accepted_id
ephedra sinica,1,1,1,1,1,Ephedra sinica,accepted,wfo-0000794481,Ephedra sinica,Ephedraceae,Ephedra,species,TRUE,TRUE,TRUE,single_accepted_id
epilobium,1,1,1,1,1,Epilobium,accepted,wfo-4000013609,Epilobium,Onagraceae,Epilobium,genus,FALSE,FALSE,TRUE,single_accepted_id
epilobium alsinoides subsp. atriplicifolium,1,1,1,1,1,Epilobium alsinoides subsp. atriplicifolium,accepted,wfo-0000668722,Epilobium alsinoides subsp. atriplicifolium,Onagraceae,Epilobium,subspecies,FALSE,FALSE,TRUE,single_accepted_id
epilobium angustifolium,1,1,1,1,1,Epilobium angustifolium,accepted,wfo-0000668750,Epilobium angustifolium,Onagraceae,Epilobium,species,TRUE,TRUE,TRUE,single_accepted_id
epimedium davidii,1,1,1,1,1,Epimedium davidii,accepted,wfo-0000669973,Epimedium davidii,Berberidaceae,Epimedium,species,TRUE,TRUE,TRUE,single_accepted_id
epimedium grandiflorum,1,1,1,1,1,Epimedium grandiflorum,accepted,wfo-0000669993,Epimedium grandiflorum,Berberidaceae,Epimedium,species,TRUE,TRUE,TRUE,single_accepted_id
epimedium pubescens,1,1,1,1,1,Epimedium pubescens,accepted,wfo-0000670064,Epimedium pubescens,Berberidaceae,Epimedium,species,TRUE,TRUE,TRUE,single_accepted_id
epimedium sagittatum,1,1,1,1,1,Epimedium sagittatum,accepted,wfo-0000670078,Epimedium sagittatum,Berberidaceae,Epimedium,species,TRUE,TRUE,TRUE,single_accepted_id
equisetum arvense subsp. arvense,1,1,1,1,1,Equisetum arvense subsp. arvense,accepted,wfo-1200105072,Equisetum arvense subsp. arvense,Equisetaceae,Equisetum,subspecies,FALSE,FALSE,TRUE,single_accepted_id
eragrostis tef,1,1,1,1,1,Eragrostis tef,accepted,wfo-0000868504,Eragrostis tef,Poaceae,Eragrostis,species,TRUE,TRUE,TRUE,single_accepted_id
eremocitrus glauca,1,1,1,1,1,Eremocitrus glauca,synonym,wfo-0000608023,Citrus glauca,Rutaceae,Citrus,species,TRUE,TRUE,FALSE,single_accepted_id
eremophila flaccida,1,1,1,1,1,Eremophila flaccida,accepted,wfo-0000507151,Eremophila flaccida,Scrophulariaceae,Eremophila,species,TRUE,TRUE,TRUE,single_accepted_id
eria parviflora,1,1,1,1,1,Eria parviflora,synonym,wfo-0000341978,Bryobium erioides,Orchidaceae,Bryobium,species,TRUE,TRUE,FALSE,single_accepted_id
erica cinerea,1,1,1,1,1,Erica cinerea,accepted,wfo-0000671681,Erica cinerea,Ericaceae,Erica,species,TRUE,TRUE,TRUE,single_accepted_id
erica kingaensis,1,1,1,1,1,Erica kingaensis,accepted,wfo-0000672378,Erica kingaensis,Ericaceae,Erica,species,FALSE,FALSE,TRUE,single_accepted_id
erica lusitanica,1,1,1,1,1,Erica lusitanica,accepted,wfo-0000672516,Erica lusitanica,Ericaceae,Erica,species,FALSE,FALSE,TRUE,single_accepted_id
erica strigosa,1,1,1,1,1,Erica strigosa,accepted,wfo-0000673332,Erica strigosa,Ericaceae,Erica,species,FALSE,FALSE,TRUE,single_accepted_id
erigeron bonariensis,1,1,1,1,1,Erigeron bonariensis,accepted,wfo-0000075344,Erigeron bonariensis,Asteraceae,Erigeron,species,FALSE,FALSE,TRUE,single_accepted_id
erigeron rufescens,1,1,1,1,1,Erigeron rufescens,accepted,wfo-0000090635,Erigeron rufescens,Asteraceae,Erigeron,species,FALSE,FALSE,TRUE,single_accepted_id
eriobotrya japonica,1,1,1,1,1,Eriobotrya japonica,accepted,wfo-0000986002,Eriobotrya japonica,Rosaceae,Eriobotrya,species,TRUE,TRUE,TRUE,single_accepted_id
eriocaulon buergerianum,1,1,1,1,1,Eriocaulon buergerianum,accepted,wfo-0000409554,Eriocaulon buergerianum,Eriocaulaceae,Eriocaulon,species,TRUE,TRUE,TRUE,single_accepted_id
eriocaulon cinereum,1,1,1,1,1,Eriocaulon cinereum,accepted,wfo-0000409845,Eriocaulon cinereum,Eriocaulaceae,Eriocaulon,species,TRUE,TRUE,TRUE,single_accepted_id
eriodictyon angustifolium,1,1,1,1,1,Eriodictyon angustifolium,accepted,wfo-0000674362,Eriodictyon angustifolium,Namaceae,Eriodictyon,species,TRUE,TRUE,TRUE,single_accepted_id
eriodictyon californicum,3,3,1,1,1,Eriodictyon californicum,accepted | synonym,wfo-0001066643,Eriodictyon californicum,Namaceae,Eriodictyon,species,TRUE,TRUE,TRUE,single_accepted_id
eriolobus trilobatus,2,2,1,1,1,Eriolobus trilobatus,accepted | unchecked,wfo-0000997960,Eriolobus trilobatus,Rosaceae,Eriolobus,species,TRUE,TRUE,TRUE,single_accepted_id
eriophorum scheuchzeri,1,1,1,1,1,Eriophorum scheuchzeri,accepted,wfo-0000415114,Eriophorum scheuchzeri,Cyperaceae,Eriophorum,species,TRUE,TRUE,TRUE,single_accepted_id
eriosema chinense,1,1,1,1,1,Eriosema chinense,accepted,wfo-0000188411,Eriosema chinense,Fabaceae,Eriosema,species,TRUE,TRUE,TRUE,single_accepted_id
eriosema kraussianum,1,1,1,1,1,Eriosema kraussianum,accepted,wfo-0000195450,Eriosema kraussianum,Fabaceae,Eriosema,species,TRUE,TRUE,TRUE,single_accepted_id
eriostemon cynobiformis,1,1,1,1,1,Eriostemon cynobiformis,accepted,wfo-0000675886,Eriostemon cynobiformis,Rutaceae,Eriostemon,species,TRUE,TRUE,TRUE,single_accepted_id
erodium *,1,1,1,1,1,Erodium × fallax,accepted,wfo-0000676844,Erodium × fallax,Geraniaceae,Erodium,species,FALSE,FALSE,TRUE,single_accepted_id
erodium acaule,1,1,1,1,1,Erodium acaule,accepted,wfo-0000676689,Erodium acaule,Geraniaceae,Erodium,species,FALSE,FALSE,TRUE,single_accepted_id
erodium aethiopicum,1,1,1,1,1,Erodium aethiopicum,accepted,wfo-0000676692,Erodium aethiopicum,Geraniaceae,Erodium,species,FALSE,FALSE,TRUE,single_accepted_id
erycibe expansa,1,1,1,1,1,Erycibe expansa,accepted,wfo-0001298936,Erycibe expansa,Convolvulaceae,Erycibe,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina addisoniae,1,1,1,1,1,Erythrina addisoniae,accepted,wfo-0000180521,Erythrina addisoniae,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina berteroana,1,1,1,1,1,Erythrina berteroana,accepted,wfo-0000180543,Erythrina berteroana,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina burana,1,1,1,1,1,Erythrina burana,accepted,wfo-0000180575,Erythrina burana,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina burttii,1,1,1,1,1,Erythrina burttii,accepted,wfo-0000180586,Erythrina burttii,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina costaricensis,1,1,1,1,1,Erythrina costaricensis,accepted,wfo-0000165885,Erythrina costaricensis,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina crista-galli,1,1,1,1,1,Erythrina crista-galli,accepted,wfo-0000180641,Erythrina crista-galli,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina excelsa,1,1,1,1,1,Erythrina excelsa,accepted,wfo-0000180715,Erythrina excelsa,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina fusca,1,1,1,1,1,Erythrina fusca,accepted,wfo-0000180759,Erythrina fusca,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina herbacea,1,1,1,1,1,Erythrina herbacea,accepted,wfo-0000165896,Erythrina herbacea,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina indica,1,1,1,1,1,Erythrina indica,synonym,wfo-0000181193,Erythrina variegata,Fabaceae,Erythrina,species,TRUE,TRUE,FALSE,single_accepted_id
erythrina latissima,1,1,1,1,1,Erythrina latissima,accepted,wfo-0000180886,Erythrina latissima,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
erythrina lysistemon,1,1,1,1,1,Erythrina lysistemon,accepted,wfo-0000180919,Erythrina lysistemon,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,single_accepted_id
