original_name,exact_name_norm,key,n_exact_wfo_rows,n_exact_taxon_ids,n_exact_accepted_ids,n_exact_accepted_names,n_exact_accepted_families,exact_wfo_names,exact_accepted_ids,exact_accepted_names,exact_accepted_families,n_key_wfo_rows,n_key_taxon_ids,n_key_accepted_ids,n_key_accepted_names,n_key_accepted_families,key_wfo_names,key_accepted_ids,key_accepted_names,key_accepted_families,proposed_resolution_status,recommended_match_level
Astragalus laxmannii,astragalus laxmannii,astragalus laxmannii,2,2,2,2,1,Astragalus laxmannii,wfo-0000207976 | wfo-0001033987,Astragalus laxmannii | Astragalus laxmannii subsp. robustior,Fabaceae,2,2,2,2,1,Astragalus laxmannii,wfo-0000207976 | wfo-0001033987,Astragalus laxmannii | Astragalus laxmannii subsp. robustior,Fabaceae,exact_conflict,manual_review
Astragalus peregrinus,astragalus peregrinus,astragalus peregrinus,2,2,2,2,1,Astragalus peregrinus,wfo-0000189479 | wfo-0000212549,Astragalus caraganae | Astragalus peregrinus,Fabaceae,2,2,2,2,1,Astragalus peregrinus,wfo-0000189479 | wfo-0000212549,Astragalus caraganae | Astragalus peregrinus,Fabaceae,exact_conflict,manual_review
Astragalus sieversianus,astragalus sieversianus,astragalus sieversianus,2,2,2,2,1,Astragalus sieversianus,wfo-0000185144 | wfo-0001425630,Astragalus sieversianus | Oxytropis argentata subsp. argentata,Fabaceae,2,2,2,2,1,Astragalus sieversianus,wfo-0000185144 | wfo-0001425630,Astragalus sieversianus | Oxytropis argentata subsp. argentata,Fabaceae,exact_conflict,manual_review
Baccharis confertifolia,baccharis confertifolia,baccharis confertifolia,2,2,2,2,1,Baccharis confertifolia,wfo-0000086024 | wfo-0000121758,Baccharis confertifolia | Baccharis salicifolia,Asteraceae,2,2,2,2,1,Baccharis confertifolia,wfo-0000086024 | wfo-0000121758,Baccharis confertifolia | Baccharis salicifolia,Asteraceae,exact_conflict,manual_review
Baccharis heterophylla,baccharis heterophylla,baccharis heterophylla,2,2,2,2,1,Baccharis heterophylla,wfo-0000034125 | wfo-0000138028,Baccharis heterophylla | Baccharis microdonta,Asteraceae,2,2,2,2,1,Baccharis heterophylla,wfo-0000034125 | wfo-0000138028,Baccharis heterophylla | Baccharis microdonta,Asteraceae,exact_conflict,manual_review
Baccharis leptocephala,baccharis leptocephala,baccharis leptocephala,3,3,3,3,1,Baccharis leptocephala,wfo-0000019644 | wfo-0000085278 | wfo-0000115994,Baccharis leptocephala | Baccharis linearifolia | Baccharis paniculata,Asteraceae,3,3,3,3,1,Baccharis leptocephala,wfo-0000019644 | wfo-0000085278 | wfo-0000115994,Baccharis leptocephala | Baccharis linearifolia | Baccharis paniculata,Asteraceae,exact_conflict,manual_review
Baccharis pingraea,baccharis pingraea,baccharis pingraea,2,2,2,2,1,Baccharis pingraea,wfo-0000000226 | wfo-0000094649,Baccharis glutinosa | Gymnosperma glutinosum,Asteraceae,2,2,2,2,1,Baccharis pingraea,wfo-0000000226 | wfo-0000094649,Baccharis glutinosa | Gymnosperma glutinosum,Asteraceae,exact_conflict,manual_review
Baccharis salicifolia,baccharis salicifolia,baccharis salicifolia,2,2,2,2,1,Baccharis salicifolia,wfo-0000073911 | wfo-0000121758,Baccharis salicifolia | Baccharis salicina,Asteraceae,2,2,2,2,1,Baccharis salicifolia,wfo-0000073911 | wfo-0000121758,Baccharis salicifolia | Baccharis salicina,Asteraceae,exact_conflict,manual_review
Baccharis scandens,baccharis scandens,baccharis scandens,2,2,2,2,1,Baccharis scandens,wfo-0000007759 | wfo-0000040761,Archibaccharis schiedeana | Baccharis scandens,Asteraceae,2,2,2,2,1,Baccharis scandens,wfo-0000007759 | wfo-0000040761,Archibaccharis schiedeana | Baccharis scandens,Asteraceae,exact_conflict,manual_review
Baptisia australis,baptisia australis,baptisia australis,2,2,2,2,1,Baptisia australis,wfo-0000182246 | wfo-0000182256,Baptisia australis | Baptisia australis var. minor,Fabaceae,2,2,2,2,1,Baptisia australis,wfo-0000182246 | wfo-0000182256,Baptisia australis | Baptisia australis var. minor,Fabaceae,exact_conflict,manual_review
Bauhinia purpurea,bauhinia purpurea,bauhinia purpurea,3,3,2,2,1,Bauhinia purpurea,wfo-0000170380 | wfo-0000213155,Bauhinia purpurea | Piliostigma malabaricum,Fabaceae,3,3,2,2,1,Bauhinia purpurea,wfo-0000170380 | wfo-0000213155,Bauhinia purpurea | Piliostigma malabaricum,Fabaceae,exact_conflict,manual_review
Bauhinia racemosa,bauhinia racemosa,bauhinia racemosa,2,2,2,2,1,Bauhinia racemosa,wfo-0000186828 | wfo-0000213166,Bauhinia racemosa | Phanera vahlii,Fabaceae,2,2,2,2,1,Bauhinia racemosa,wfo-0000186828 | wfo-0000213166,Bauhinia racemosa | Phanera vahlii,Fabaceae,exact_conflict,manual_review
Bauhinia retusa,bauhinia retusa,bauhinia retusa,3,3,2,2,1,Bauhinia retusa,wfo-0000183531 | wfo-1000003003,Bauhinia divaricata | Phanera roxburghiana,Fabaceae,3,3,2,2,1,Bauhinia retusa,wfo-0000183531 | wfo-1000003003,Bauhinia divaricata | Phanera roxburghiana,Fabaceae,exact_conflict,manual_review
Berberis integerrima,berberis integerrima,berberis integerrima,3,3,3,3,1,Berberis integerrima,wfo-0000562916 | wfo-0000563334 | wfo-0000563355,Berberis canadensis | Berberis integerrima | Berberis jamesiana,Berberidaceae,3,3,3,3,1,Berberis integerrima,wfo-0000562916 | wfo-0000563334 | wfo-0000563355,Berberis canadensis | Berberis integerrima | Berberis jamesiana,Berberidaceae,exact_conflict,manual_review
Betula humilis,betula humilis,betula humilis,3,3,3,3,1,Betula humilis,wfo-0000333388 | wfo-0001214756 | wfo-0001426720,Betula × intermedia var. intermedia | Betula humilis | Betula lenta f. lenta,Betulaceae,3,3,3,3,1,Betula humilis,wfo-0000333388 | wfo-0001214756 | wfo-0001426720,Betula × intermedia var. intermedia | Betula humilis | Betula lenta f. lenta,Betulaceae,exact_conflict,manual_review
Bidens bipinnata,bidens bipinnata,bidens bipinnata,2,2,2,2,1,Bidens bipinnata,wfo-0000028784 | wfo-0000066682,Bidens bipinnata | Cosmos bipinnatus,Asteraceae,2,2,2,2,1,Bidens bipinnata,wfo-0000028784 | wfo-0000066682,Bidens bipinnata | Cosmos bipinnatus,Asteraceae,exact_conflict,manual_review
Bidens tripartita,bidens tripartita,bidens tripartita,2,2,2,2,1,Bidens tripartita,wfo-0000068428 | wfo-0000115943,Bidens pilosa | Bidens tripartita,Asteraceae,2,2,2,2,1,Bidens tripartita,wfo-0000068428 | wfo-0000115943,Bidens pilosa | Bidens tripartita,Asteraceae,exact_conflict,manual_review
Brassica alba,brassica alba,brassica alba,2,2,2,2,1,Brassica alba,wfo-0000571350 | wfo-0001216509,Brassica oleracea | Sinapis alba subsp. alba,Brassicaceae,2,2,2,2,1,Brassica alba,wfo-0000571350 | wfo-0001216509,Brassica oleracea | Sinapis alba subsp. alba,Brassicaceae,exact_conflict,manual_review
Byrsonima crassifolia,byrsonima crassifolia,byrsonima crassifolia,3,3,2,2,1,Byrsonima crassifolia,wfo-0000576794 | wfo-0000577076,Byrsonima crassifolia | Byrsonima verbascifolia,Malpighiaceae,3,3,2,2,1,Byrsonima crassifolia,wfo-0000576794 | wfo-0000577076,Byrsonima crassifolia | Byrsonima verbascifolia,Malpighiaceae,exact_conflict,manual_review
Caesalpinia mimosoides,caesalpinia mimosoides,caesalpinia mimosoides,2,2,2,2,1,Caesalpinia mimosoides,wfo-0000186810 | wfo-0001346732,Hultholia mimosoides | Moullava spicata,Fabaceae,2,2,2,2,1,Caesalpinia mimosoides,wfo-0000186810 | wfo-0001346732,Hultholia mimosoides | Moullava spicata,Fabaceae,exact_conflict,manual_review
Calophyllum apetalum,calophyllum apetalum,calophyllum apetalum,2,2,2,2,1,Calophyllum apetalum,wfo-0000581027 | wfo-0000581184,Calophyllum apetalum | Calophyllum inophyllum,Calophyllaceae,2,2,2,2,1,Calophyllum apetalum,wfo-0000581027 | wfo-0000581184,Calophyllum apetalum | Calophyllum inophyllum,Calophyllaceae,exact_conflict,manual_review
Calophyllum teysmannii,calophyllum teysmannii,calophyllum teysmannii,2,2,2,2,1,Calophyllum teysmannii,wfo-0000581075 | wfo-0000581366,Calophyllum calaba var. bracteatum | Calophyllum teysmannii,Calophyllaceae,2,2,2,2,1,Calophyllum teysmannii,wfo-0000581075 | wfo-0000581366,Calophyllum calaba var. bracteatum | Calophyllum teysmannii,Calophyllaceae,exact_conflict,manual_review
Camellia,camellia,camellia,2,2,2,2,1,Camellia,wfo-0001281906 | wfo-4000006359,Camellia | Camellia flavida var. flavida,Theaceae,2,2,2,2,1,Camellia,wfo-0001281906 | wfo-4000006359,Camellia | Camellia flavida var. flavida,Theaceae,exact_conflict,manual_review
Campanula barbata,campanula barbata,campanula barbata,3,3,3,3,1,Campanula barbata,wfo-0000826593 | wfo-0000827269 | wfo-0000829003,Campanula barbata | Campanula glomerata | Campanula speciosa,Campanulaceae,3,3,3,3,1,Campanula barbata,wfo-0000826593 | wfo-0000827269 | wfo-0000829003,Campanula barbata | Campanula glomerata | Campanula speciosa,Campanulaceae,exact_conflict,manual_review
Canarium album,canarium album,canarium album,4,4,2,2,1,Canarium album,wfo-0000583426 | wfo-0000583598,Canarium album | Canarium luzonicum,Burseraceae,4,4,2,2,1,Canarium album,wfo-0000583426 | wfo-0000583598,Canarium album | Canarium luzonicum,Burseraceae,exact_conflict,manual_review
Caragana tragacanthoides,caragana tragacanthoides,caragana tragacanthoides,2,2,2,2,1,Caragana tragacanthoides,wfo-0000186046 | wfo-0000186882,Caragana acanthophylla | Caragana tragacanthoides,Fabaceae,2,2,2,2,1,Caragana tragacanthoides,wfo-0000186046 | wfo-0000186882,Caragana acanthophylla | Caragana tragacanthoides,Fabaceae,exact_conflict,manual_review
Cassia javanica,cassia javanica,cassia javanica,3,3,3,3,1,Cassia javanica,wfo-0000164126 | wfo-0000164753 | wfo-0001319996,Cassia ferruginea var. velloziana | Cassia javanica | Cassia sieberiana,Fabaceae,3,3,3,3,1,Cassia javanica,wfo-0000164126 | wfo-0000164753 | wfo-0001319996,Cassia ferruginea var. velloziana | Cassia javanica | Cassia sieberiana,Fabaceae,exact_conflict,manual_review
Cassinia quinquefaria,cassinia quinquefaria,cassinia quinquefaria,2,2,2,2,1,Cassinia quinquefaria,wfo-0000018922 | wfo-0000023375,Cassinia quinquefaria | Haeckeria punctulata,Asteraceae,2,2,2,2,1,Cassinia quinquefaria,wfo-0000018922 | wfo-0000023375,Cassinia quinquefaria | Haeckeria punctulata,Asteraceae,exact_conflict,manual_review
Castanopsis hystrix,castanopsis hystrix,castanopsis hystrix,2,2,2,2,1,Castanopsis hystrix,wfo-0000814910 | wfo-0001240111,Castanopsis hystrix | Castanopsis purpurella subsp. purpurella,Fagaceae,2,2,2,2,1,Castanopsis hystrix,wfo-0000814910 | wfo-0001240111,Castanopsis hystrix | Castanopsis purpurella subsp. purpurella,Fagaceae,exact_conflict,manual_review
Castanopsis sclerophylla,castanopsis sclerophylla,castanopsis sclerophylla,2,2,2,2,1,Castanopsis sclerophylla,wfo-0000815088 | wfo-0001062572,Castanopsis kuchugouzhui | Castanopsis sclerophylla,Fagaceae,2,2,2,2,1,Castanopsis sclerophylla,wfo-0000815088 | wfo-0001062572,Castanopsis kuchugouzhui | Castanopsis sclerophylla,Fagaceae,exact_conflict,manual_review
Centaurea chilensis,centaurea chilensis,centaurea chilensis,2,2,2,2,1,Centaurea chilensis,wfo-0000001471 | wfo-0000084143,Centaurea chilensis | Plectocephalus chilensis,Asteraceae,2,2,2,2,1,Centaurea chilensis,wfo-0000001471 | wfo-0000084143,Centaurea chilensis | Plectocephalus chilensis,Asteraceae,exact_conflict,manual_review
Centaurea montana,centaurea montana,centaurea montana,4,4,2,2,1,Centaurea montana,wfo-0000127150 | wfo-0000132430,Centaurea montana | Cheirolophus sempervirens,Asteraceae,4,4,2,2,1,Centaurea montana,wfo-0000127150 | wfo-0000132430,Centaurea montana | Cheirolophus sempervirens,Asteraceae,exact_conflict,manual_review
Centaurea pallescens,centaurea pallescens,centaurea pallescens,2,2,2,2,1,Centaurea pallescens,wfo-0000082897 | wfo-0000131395,Centaurea hyalolepis | Centaurea pallescens,Asteraceae,2,2,2,2,1,Centaurea pallescens,wfo-0000082897 | wfo-0000131395,Centaurea hyalolepis | Centaurea pallescens,Asteraceae,exact_conflict,manual_review
Centaurea spinosa,centaurea spinosa,centaurea spinosa,2,2,2,2,1,Centaurea spinosa,wfo-0000061575 | wfo-0000079422,Centaurea diffusa | Centaurea spinosa,Asteraceae,2,2,2,2,1,Centaurea spinosa,wfo-0000061575 | wfo-0000079422,Centaurea diffusa | Centaurea spinosa,Asteraceae,exact_conflict,manual_review
Centaurea spruneri,centaurea spruneri,centaurea spruneri,2,2,2,2,1,Centaurea spruneri,wfo-0000026624 | wfo-0000110517,Centaurea spruneri | Centaurea spruneri subsp. guicciardii,Asteraceae,2,2,2,2,1,Centaurea spruneri,wfo-0000026624 | wfo-0000110517,Centaurea spruneri | Centaurea spruneri subsp. guicciardii,Asteraceae,exact_conflict,manual_review
Chamaebatia foliolosa,chamaebatia foliolosa,chamaebatia foliolosa,2,2,2,2,1,Chamaebatia foliolosa,wfo-0001003392 | wfo-0001003409,Chamaebatia foliolosa | Chamaebatiaria millefolium,Rosaceae,2,2,2,2,1,Chamaebatia foliolosa,wfo-0001003392 | wfo-0001003409,Chamaebatia foliolosa | Chamaebatiaria millefolium,Rosaceae,exact_conflict,manual_review
Cicer songaricum,cicer songaricum,cicer songaricum,2,2,2,2,1,Cicer songaricum,wfo-0000185213 | wfo-0000186146,Cicer anatolicum | Cicer songaricum,Fabaceae,2,2,2,2,1,Cicer songaricum,wfo-0000185213 | wfo-0000186146,Cicer anatolicum | Cicer songaricum,Fabaceae,exact_conflict,manual_review
Cinchona pubescens,cinchona pubescens,cinchona pubescens,3,3,2,2,1,Cinchona pubescens,wfo-0000239947 | wfo-0000862489,Cinchona pubescens | Melanopsidium nigrum,Rubiaceae,3,3,2,2,1,Cinchona pubescens,wfo-0000239947 | wfo-0000862489,Cinchona pubescens | Melanopsidium nigrum,Rubiaceae,exact_conflict,manual_review
Cinnamomum cassia,cinnamomum cassia,cinnamomum cassia,4,4,2,2,1,Cinnamomum cassia,wfo-0000604944 | wfo-0001248993,Cinnamomum burmanni | Neolitsea cassia,Lauraceae,4,4,2,2,1,Cinnamomum cassia,wfo-0000604944 | wfo-0001248993,Cinnamomum burmanni | Neolitsea cassia,Lauraceae,exact_conflict,manual_review
Cissus sicyoides,cissus sicyoides,cissus sicyoides,2,2,2,2,1,Cissus sicyoides,wfo-0000606224 | wfo-0001240939,Cissus discolor | Cissus verticillata subsp. verticillata,Vitaceae,2,2,2,2,1,Cissus sicyoides,wfo-0000606224 | wfo-0001240939,Cissus discolor | Cissus verticillata subsp. verticillata,Vitaceae,exact_conflict,manual_review
Citrus latipes,citrus latipes,citrus latipes,2,2,2,2,1,Citrus latipes,wfo-0000608056 | wfo-0000608099,Citrus hystrix | Citrus latipes,Rutaceae,2,2,2,2,1,Citrus latipes,wfo-0000608056 | wfo-0000608099,Citrus hystrix | Citrus latipes,Rutaceae,exact_conflict,manual_review
Clematis hexapetala,clematis hexapetala,clematis hexapetala,2,2,2,2,1,Clematis hexapetala,wfo-0000609923 | wfo-0000610047,Clematis forsteri | Clematis hexapetala,Ranunculaceae,2,2,2,2,1,Clematis hexapetala,wfo-0000609923 | wfo-0000610047,Clematis forsteri | Clematis hexapetala,Ranunculaceae,exact_conflict,manual_review
Cordia obliqua,cordia obliqua,cordia obliqua,4,4,3,3,1,Cordia obliqua,wfo-0000620417 | wfo-0000620712 | wfo-0001216026,Cordia dichotoma | Cordia magnoliifolia | Varronia peruviana,Cordiaceae,4,4,3,3,1,Cordia obliqua,wfo-0000620417 | wfo-0000620712 | wfo-0001216026,Cordia dichotoma | Cordia magnoliifolia | Varronia peruviana,Cordiaceae,exact_conflict,manual_review
Coreopsis verticillata,coreopsis verticillata,coreopsis verticillata,3,3,3,2,1,Coreopsis verticillata,wfo-0000016454 | wfo-0000094896 | wfo-0000117214,Coreopsis delphiniifolia | Coreopsis verticillata,Asteraceae,3,3,3,2,1,Coreopsis verticillata,wfo-0000016454 | wfo-0000094896 | wfo-0000117214,Coreopsis delphiniifolia | Coreopsis verticillata,Asteraceae,exact_conflict,manual_review
Coreopsis wrightii,coreopsis wrightii,coreopsis wrightii,2,2,2,2,1,Coreopsis wrightii,wfo-0000020454 | wfo-0000089037,Coreopsis basalis | Coreopsis wrightii,Asteraceae,2,2,2,2,1,Coreopsis wrightii,wfo-0000020454 | wfo-0000089037,Coreopsis basalis | Coreopsis wrightii,Asteraceae,exact_conflict,manual_review
Crassula ovata,crassula ovata,crassula ovata,2,2,2,2,1,Crassula ovata,wfo-0000625299 | wfo-0000625441,Crassula ovata | Crassula sarmentosa,Crassulaceae,2,2,2,2,1,Crassula ovata,wfo-0000625299 | wfo-0000625441,Crassula ovata | Crassula sarmentosa,Crassulaceae,exact_conflict,manual_review
Crataegus flava,crataegus flava,crataegus flava,8,8,4,3,1,Crataegus flava,wfo-0001010277 | wfo-0001010545 | wfo-0001131665 | wfo-1200075021,Crataegus coccinea var. coccinea | Crataegus flava | Crataegus punctata,Rosaceae,10,10,4,3,1,Crataegus flava | Crataegus flava unranked lobata | Crataegus flava unranked trilobata,wfo-0001010277 | wfo-0001010545 | wfo-0001131665 | wfo-1200075021,Crataegus coccinea var. coccinea | Crataegus flava | Crataegus punctata,Rosaceae,exact_conflict,manual_review
Crataegus microphylla,crataegus microphylla,crataegus microphylla,2,2,2,2,1,Crataegus microphylla,wfo-0000987339 | wfo-0000988750,Crataegus microphylla | Crataegus rhipidophylla var. rhipidophylla,Rosaceae,2,2,2,2,1,Crataegus microphylla,wfo-0000987339 | wfo-0000988750,Crataegus microphylla | Crataegus rhipidophylla var. rhipidophylla,Rosaceae,exact_conflict,manual_review
Crataegus oxyacantha,crataegus oxyacantha,crataegus oxyacantha,5,5,3,3,1,Crataegus oxyacantha,wfo-0000987339 | wfo-0001009174 | wfo-0001010488,Crataegus laevigata | Crataegus marshallii | Crataegus rhipidophylla var. rhipidophylla,Rosaceae,32,32,6,6,1,Crataegus oxyacantha | Crataegus oxyacantha prol. macrocarpa | Crataegus oxyacantha prol. mauriannensis | Crataegus oxyacantha prol. monogyna | Crataegus oxyacantha prol. polygyna | Crataegus oxyacantha unranked coccinea-flore-pleno | Crataegus oxyacantha unranked decussata | Crataegus oxyacantha unranked eriocarpa | Crataegus oxyacantha unranked fastigiata | Crataegus oxyacantha unranked floribus-coccineis-plenis | Crataegus oxyacantha unranked glabra | Crataegus oxyacantha unranked integerrimus | Crataegus oxyacantha unranked laciniata | Crataegus oxyacantha unranked lambertii | Crataegus oxyacantha unranked liocalyx | Crataegus oxyacantha unranked lobata | Crataegus oxyacantha unranked monogyna | Crataegus oxyacantha unranked pseudomonogynus | Crataegus oxyacantha unranked punicea-plena | Crataegus oxyacantha unranked rigida | Crataegus oxyacantha unranked rosea-superba | Crataegus oxyacantha unranked semperflorens | Crataegus oxyacantha unranked sorbifolia | Crataegus oxyacantha unranked splendens | Crataegus oxyacantha unranked trifida | Crataegus oxyacantha unranked variegata | Crataegus oxyacantha unranked wallrothii,wfo-0000987339 | wfo-0001009174 | wfo-0001009785 | wfo-0001010488 | wfo-0001016197 | wfo-0001016497,Crataegus × macrocarpa | Crataegus × media | Crataegus laevigata | Crataegus marshallii | Crataegus monogyna | Crataegus rhipidophylla var. rhipidophylla,Rosaceae,exact_conflict,manual_review
Crateva religiosa,crateva religiosa,crateva religiosa,2,2,2,2,2,Crateva religiosa,wfo-0000521533 | wfo-0000625724,Aegle marmelos | Crateva religiosa,Capparaceae | Rutaceae,2,2,2,2,2,Crateva religiosa,wfo-0000521533 | wfo-0000625724,Aegle marmelos | Crateva religiosa,Capparaceae | Rutaceae,exact_conflict,manual_review
Crotalaria medicaginea,crotalaria medicaginea,crotalaria medicaginea,2,2,2,2,1,Crotalaria medicaginea,wfo-0000185077 | wfo-0000186515,Crotalaria medicaginea | Crotalaria trifoliastrum,Fabaceae,2,2,2,2,1,Crotalaria medicaginea,wfo-0000185077 | wfo-0000186515,Crotalaria medicaginea | Crotalaria trifoliastrum,Fabaceae,exact_conflict,manual_review
Crotalaria pallida,crotalaria pallida,crotalaria pallida,4,4,3,3,1,Crotalaria pallida,wfo-0000184569 | wfo-0000209124 | wfo-0001249541,Crotalaria linifolia | Crotalaria pallida | Crotalaria saltiana,Fabaceae,4,4,3,3,1,Crotalaria pallida,wfo-0000184569 | wfo-0000209124 | wfo-0001249541,Crotalaria linifolia | Crotalaria pallida | Crotalaria saltiana,Fabaceae,exact_conflict,manual_review
Crotalaria ramosissima,crotalaria ramosissima,crotalaria ramosissima,3,3,3,3,1,Crotalaria ramosissima,wfo-0000174080 | wfo-0000185074 | wfo-0000207960,Crotalaria crispata | Crotalaria huillensis | Crotalaria ramosissima,Fabaceae,3,3,3,3,1,Crotalaria ramosissima,wfo-0000174080 | wfo-0000185074 | wfo-0000207960,Crotalaria crispata | Crotalaria huillensis | Crotalaria ramosissima,Fabaceae,exact_conflict,manual_review
Cunila,cunila,cunila,2,2,2,2,1,Cunila,wfo-4000010044 | wfo-4000035314,Cunila | Sideritis,Lamiaceae,2,2,2,2,1,Cunila,wfo-4000010044 | wfo-4000035314,Cunila | Sideritis,Lamiaceae,exact_conflict,manual_review
Cupania americana,cupania americana,cupania americana,2,2,2,2,1,Cupania americana,wfo-0000629388 | wfo-0000629476,Cupania americana | Cupania glabra,Sapindaceae,2,2,2,2,1,Cupania americana,wfo-0000629388 | wfo-0000629476,Cupania americana | Cupania glabra,Sapindaceae,exact_conflict,manual_review
Cyclopia sessiliflora,cyclopia sessiliflora,cyclopia sessiliflora,2,2,2,2,1,Cyclopia sessiliflora,wfo-0000197790 | wfo-0000197833,Cyclopia meyeriana | Cyclopia sessiliflora,Fabaceae,2,2,2,2,1,Cyclopia sessiliflora,wfo-0000197790 | wfo-0000197833,Cyclopia meyeriana | Cyclopia sessiliflora,Fabaceae,exact_conflict,manual_review
Cynara humilis,cynara humilis,cynara humilis,4,4,2,2,1,Cynara humilis,wfo-0000068562 | wfo-0000070364,Cynara cornigera | Cynara humilis,Asteraceae,4,4,2,2,1,Cynara humilis,wfo-0000068562 | wfo-0000070364,Cynara cornigera | Cynara humilis,Asteraceae,exact_conflict,manual_review
