name_id,original_name,exact_name,key,candidate_match_stage,source_name,source_id,source_status,accepted_id,accepted_name,accepted_family,accepted_genus,accepted_rank,taxonomy_signature
2398,Cytisus eriocarpus,cytisus eriocarpus,cytisus eriocarpus,exact,Cytisus eriocarpus,wfo-0000214543,synonym,wfo-0000213652,Chamaecytisus eriocarpus,Fabaceae,Chamaecytisus,species,Chamaecytisus eriocarpus||Fabaceae||Chamaecytisus||species
2398,Cytisus eriocarpus,cytisus eriocarpus,cytisus eriocarpus,exact,Cytisus eriocarpus,wfo-1200023062,synonym,wfo-0001445562,Cytisus striatus subsp. striatus,Fabaceae,Cytisus,subspecies,Cytisus striatus subsp. striatus||Fabaceae||Cytisus||subspecies
1149,Cytisus hirsutus,cytisus hirsutus,cytisus hirsutus,exact,Cytisus hirsutus,wfo-0000185468,synonym,wfo-0000213656,Chamaecytisus hirsutus,Fabaceae,Chamaecytisus,species,Chamaecytisus hirsutus||Fabaceae||Chamaecytisus||species
1149,Cytisus hirsutus,cytisus hirsutus,cytisus hirsutus,exact,Cytisus hirsutus,wfo-1200022598,synonym,wfo-0001445143,Chamaecytisus triflorus subsp. triflorus,Fabaceae,Chamaecytisus,subspecies,Chamaecytisus triflorus subsp. triflorus||Fabaceae||Chamaecytisus||subspecies
358,Derris floribunda,derris floribunda,derris floribunda,exact,Derris floribunda,wfo-1200022653,synonym,wfo-0000185943,Aganope heptaphylla,Fabaceae,Aganope,species,Aganope heptaphylla||Fabaceae||Aganope||species
358,Derris floribunda,derris floribunda,derris floribunda,exact,Derris floribunda,wfo-0001034351,synonym,wfo-0001340818,Deguelia nitidula,Fabaceae,Deguelia,species,Deguelia nitidula||Fabaceae||Deguelia||species
358,Derris floribunda,derris floribunda,derris floribunda,exact,Derris floribunda,wfo-0000206796,synonym,wfo-0000198908,Derris trifoliata,Fabaceae,Derris,species,Derris trifoliata||Fabaceae||Derris||species
358,Derris floribunda,derris floribunda,derris floribunda,exact,Derris floribunda,wfo-1200022652,synonym,wfo-0000198908,Derris trifoliata,Fabaceae,Derris,species,Derris trifoliata||Fabaceae||Derris||species
757,Derris latifolia,derris latifolia,derris latifolia,exact,Derris latifolia,wfo-0000200291,synonym,wfo-0000186313,Aganope thyrsiflora,Fabaceae,Aganope,species,Aganope thyrsiflora||Fabaceae||Aganope||species
757,Derris latifolia,derris latifolia,derris latifolia,exact,Derris latifolia,wfo-0000170221,synonym,wfo-0000210427,Lonchocarpus heptaphyllus,Fabaceae,Lonchocarpus,species,Lonchocarpus heptaphyllus||Fabaceae||Lonchocarpus||species
1123,Derris oblonga,derris oblonga,derris oblonga,exact,Derris oblonga,wfo-0000197437,synonym,wfo-0000185931,Derris canarensis,Fabaceae,Derris,species,Derris canarensis||Fabaceae||Derris||species
1123,Derris oblonga,derris oblonga,derris oblonga,exact,Derris oblonga,wfo-1200022656,synonym,wfo-0000185928,Derris cuneifolia,Fabaceae,Derris,species,Derris cuneifolia||Fabaceae||Derris||species
3720,Desmodium triflorum,desmodium triflorum,desmodium triflorum,exact,Desmodium triflorum,wfo-1200022684,synonym,wfo-0001423655,Grona heterophylla,Fabaceae,Grona,species,Grona heterophylla||Fabaceae||Grona||species
3720,Desmodium triflorum,desmodium triflorum,desmodium triflorum,exact,Desmodium triflorum,wfo-0000177482,synonym,wfo-0001423675,Grona triflora,Fabaceae,Grona,species,Grona triflora||Fabaceae||Grona||species
1975,Eria angustifolia,eria angustifolia,eria angustifolia,exact,Eria angustifolia,wfo-0000952775,synonym,wfo-0001424929,Mycaranthes angustifolia,Orchidaceae,Mycaranthes,species,Mycaranthes angustifolia||Orchidaceae||Mycaranthes||species
1975,Eria angustifolia,eria angustifolia,eria angustifolia,exact,Eria angustifolia,wfo-1000054332,synonym,wfo-0000918453,Pinalia angustifolia,Orchidaceae,Pinalia,species,Pinalia angustifolia||Orchidaceae||Pinalia||species
3603,Eugenia glomerata,eugenia glomerata,eugenia glomerata,exact,Eugenia glomerata,wfo-0000957437,synonym,wfo-0001424476,Eugenia subglomerata,Myrtaceae,Eugenia,species,Eugenia subglomerata||Myrtaceae||Eugenia||species
3603,Eugenia glomerata,eugenia glomerata,eugenia glomerata,exact,Eugenia glomerata,wfo-0000957436,synonym,wfo-1200008288,Myrcia chytraculia var. zuzygium,Myrtaceae,Myrcia,variety,Myrcia chytraculia var. zuzygium||Myrtaceae||Myrcia||variety
3603,Eugenia glomerata,eugenia glomerata,eugenia glomerata,exact,Eugenia glomerata,wfo-0000957435,synonym,wfo-0000318695,Syzygium glomeratum,Myrtaceae,Syzygium,species,Syzygium glomeratum||Myrtaceae||Syzygium||species
3603,Eugenia glomerata,eugenia glomerata,eugenia glomerata,exact,Eugenia glomerata,wfo-0000957440,synonym,wfo-0000318697,Syzygium glomeruliferum,Myrtaceae,Syzygium,species,Syzygium glomeruliferum||Myrtaceae||Syzygium||species
3603,Eugenia glomerata,eugenia glomerata,eugenia glomerata,exact,Eugenia glomerata,wfo-0000957438,synonym,wfo-0000319646,Syzygium warburgii,Myrtaceae,Syzygium,species,Syzygium warburgii||Myrtaceae||Syzygium||species
3603,Eugenia glomerata,eugenia glomerata,eugenia glomerata,exact,Eugenia glomerata,wfo-0000957439,synonym,wfo-0000319646,Syzygium warburgii,Myrtaceae,Syzygium,species,Syzygium warburgii||Myrtaceae||Syzygium||species
55,Flemingia macrophylla ex,flemingia macrophylla ex,flemingia macrophylla,canonical,Flemingia macrophylla,wfo-1200022755,synonym,wfo-0000691302,Flemingia javanica,Fabaceae,Flemingia,species,Flemingia javanica||Fabaceae||Flemingia||species
55,Flemingia macrophylla ex,flemingia macrophylla ex,flemingia macrophylla,canonical,Flemingia macrophylla,wfo-0000194840,accepted,wfo-0000194840,Flemingia macrophylla,Fabaceae,Flemingia,species,Flemingia macrophylla||Fabaceae||Flemingia||species
55,Flemingia macrophylla ex,flemingia macrophylla ex,flemingia macrophylla,canonical,Flemingia macrophylla,wfo-0000195021,synonym,wfo-0000194834,Flemingia prostrata,Fabaceae,Flemingia,species,Flemingia prostrata||Fabaceae||Flemingia||species
2557,Garcinia cornea,garcinia cornea,garcinia cornea,exact,Garcinia cornea,wfo-0000694243,synonym,wfo-0000694214,Garcinia celebica,Clusiaceae,Garcinia,species,Garcinia celebica||Clusiaceae||Garcinia||species
2557,Garcinia cornea,garcinia cornea,garcinia cornea,exact,Garcinia cornea,wfo-0000694244,synonym,wfo-1000040941,Garcinia cowa,Clusiaceae,Garcinia,species,Garcinia cowa||Clusiaceae||Garcinia||species
3942,Hyacinthoides non-scripta ex,hyacinthoides non-scripta ex,hyacinthoides,canonical,Hyacinthoides,wfo-4000018462,accepted,wfo-4000018462,Hyacinthoides,Asparagaceae,Hyacinthoides,genus,Hyacinthoides||Asparagaceae||Hyacinthoides||genus
3942,Hyacinthoides non-scripta ex,hyacinthoides non-scripta ex,hyacinthoides,canonical,Hyacinthoides non-scripta subsp. hispanica,wfo-0000664306,synonym,wfo-0000664208,Hyacinthoides hispanica,Asparagaceae,Hyacinthoides,species,Hyacinthoides hispanica||Asparagaceae||Hyacinthoides||species
3942,Hyacinthoides non-scripta ex,hyacinthoides non-scripta ex,hyacinthoides,canonical,Hyacinthoides non-scripta,wfo-0000664295,accepted,wfo-0000664295,Hyacinthoides non-scripta,Asparagaceae,Hyacinthoides,species,Hyacinthoides non-scripta||Asparagaceae||Hyacinthoides||species
