original_name,exact_name,key,legacy_n_accepted_ids,legacy_resolved,hierarchical_resolved,comparison_status,match_rule,resolution_status,accepted_name,accepted_id,accepted_family,accepted_genus,accepted_rank
Onobrychis ebenoides,onobrychis ebenoides,onobrychis ebenoides,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Onobrychis ebenoides,wfo-0000213876,Fabaceae,Onobrychis,species
Gnetum ula,gnetum ula,gnetum ula,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Gnetum edule,wfo-0001065145,Gnetaceae,Gnetum,species
Vitex negundo,vitex negundo,vitex negundo,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vitex negundo,wfo-0000333303,Lamiaceae,Vitex,species
Dalbergia parviflora,dalbergia parviflora,dalbergia parviflora,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia parviflora,wfo-0000185087,Fabaceae,Dalbergia,species
Oxytropis falcata,oxytropis falcata,oxytropis falcata,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Oxytropis falcata,wfo-0000198975,Fabaceae,Oxytropis,species
Salvia coccinea,salvia coccinea,salvia coccinea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Salvia coccinea,wfo-0000300715,Lamiaceae,Salvia,species
Monarda didyma,monarda didyma,monarda didyma,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Monarda didyma,wfo-0000245316,Lamiaceae,Monarda,species
Erythrina crista-galli,erythrina crista-galli,erythrina crista-galli,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina crista-galli,wfo-0000180641,Fabaceae,Erythrina,species
Sophora prostrata,sophora prostrata,sophora prostrata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora prostrata,wfo-0000186991,Fabaceae,Sophora,species
Erythrina abyssinica,erythrina abyssinica,erythrina abyssinica,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_consensus_multiple_ids,Erythrina abyssinica,wfo-0000180423,Fabaceae,Erythrina,species
Lespedeza bicolor,lespedeza bicolor,lespedeza bicolor,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lespedeza bicolor,wfo-0000185056,Fabaceae,Lespedeza,species
Erythrina suberosa,erythrina suberosa,erythrina suberosa,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Erythrina suberosa,wfo-0000185019,Fabaceae,Erythrina,species
Phaseolus lunatus,phaseolus lunatus,phaseolus lunatus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Phaseolus lunatus,wfo-0000183263,Fabaceae,Phaseolus,species
Erythrina sigmoidea,erythrina sigmoidea,erythrina sigmoidea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina sigmoidea,wfo-0000181143,Fabaceae,Erythrina,species
Erythrina burttii,erythrina burttii,erythrina burttii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina burttii,wfo-0000180586,Fabaceae,Erythrina,species
Erythrina zeyheri,erythrina zeyheri,erythrina zeyheri,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina zeyheri,wfo-0000181259,Fabaceae,Erythrina,species
Erythrina variegata,erythrina variegata,erythrina variegata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina variegata,wfo-0000181193,Fabaceae,Erythrina,species
Erythrina subumbrans,erythrina subumbrans,erythrina subumbrans,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina subumbrans,wfo-0000185021,Fabaceae,Erythrina,species
Lespedeza cyrtobotrya,lespedeza cyrtobotrya,lespedeza cyrtobotrya,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lespedeza cyrtobotrya,wfo-0000185058,Fabaceae,Lespedeza,species
Sorocea guilleminiana,sorocea guilleminiana,sorocea guilleminiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sorocea guilleminiana,wfo-0001084959,Moraceae,Sorocea,species
Millettia ferruginea,millettia ferruginea,millettia ferruginea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Millettia ferruginea,wfo-0000199980,Fabaceae,Millettia,species
Millettia griffoniana,millettia griffoniana,millettia griffoniana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Millettia griffoniana,wfo-0000200088,Fabaceae,Millettia,species
Marshallia graminifolia,marshallia graminifolia,marshallia graminifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Marshallia graminifolia,wfo-0000043587,Asteraceae,Marshallia,species
Marshallia grandiflora,marshallia grandiflora,marshallia grandiflora,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Marshallia grandiflora,wfo-0000044654,Asteraceae,Marshallia,species
Marshallia ramosa,marshallia ramosa,marshallia ramosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Marshallia ramosa,wfo-0000125353,Asteraceae,Marshallia,species
Vernonia angustifolia,vernonia angustifolia,vernonia angustifolia,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Vernonia angustifolia,wfo-0000136997,Asteraceae,Vernonia,species
Marshallia obovata,marshallia obovata,marshallia obovata,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_consensus_multiple_ids,Marshallia obovata,wfo-0000024351,Asteraceae,Marshallia,species
Cryptocarya obovata,cryptocarya obovata,cryptocarya obovata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cryptocarya obovata,wfo-0000628097,Lauraceae,Cryptocarya,species
Dermatophyllum arizonicum,dermatophyllum arizonicum,dermatophyllum arizonicum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dermatophyllum arizonicum,wfo-0001042781,Fabaceae,Dermatophyllum,species
Sophora arizonica,sophora arizonica,sophora arizonica,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Dermatophyllum arizonicum,wfo-0001042781,Fabaceae,Dermatophyllum,species
Glycyrrhiza uralensis,glycyrrhiza uralensis,glycyrrhiza uralensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Glycyrrhiza uralensis,wfo-0001053609,Fabaceae,Glycyrrhiza,species
Artocarpus altilis,artocarpus altilis,artocarpus altilis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Artocarpus altilis,wfo-0000550425,Moraceae,Artocarpus,species
Erythrina addisoniae,erythrina addisoniae,erythrina addisoniae,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina addisoniae,wfo-0000180521,Fabaceae,Erythrina,species
Mundulea sericea,mundulea sericea,mundulea sericea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Mundulea sericea,wfo-0000200952,Fabaceae,Mundulea,species
Mundulea chapelieri ex,mundulea chapelieri ex,mundulea chapelieri,1,TRUE,TRUE,resolved_by_both,canonical,canonical_unique,Mundulea chapelieri,wfo-0000196351,Fabaceae,Mundulea,species
Morus alba,morus alba,morus alba,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Morus alba,wfo-0000447905,Moraceae,Morus,species
Senegalia caffra,senegalia caffra,senegalia caffra,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Acacia cultriformis,acacia cultriformis,acacia cultriformis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Acacia cultriformis,wfo-0000191942,Fabaceae,Acacia,species
Onychium siliculosum,onychium siliculosum,onychium siliculosum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Onychium siliculosum,wfo-0001117710,Pteridaceae,Onychium,species
Miliusa balansae,miliusa balansae,miliusa balansae,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Miliusa balansae,wfo-0001032905,Annonaceae,Miliusa,species
Persicaria barbata,persicaria barbata,persicaria barbata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Persicaria barbata,wfo-0000488084,Polygonaceae,Persicaria,species
Didymocarpus albicalyx,didymocarpus albicalyx,didymocarpus albicalyx,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Didymocarpus albicalyx,wfo-0001041801,Gesneriaceae,Didymocarpus,species
Urceola micrantha,urceola micrantha,urceola micrantha,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Urceola micrantha,wfo-0000330495,Apocynaceae,Urceola,species
Cullen corylifolium,cullen corylifolium,cullen corylifolium,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cullen corylifolium,wfo-0000186158,Fabaceae,Cullen,species
Cullen corylifolia,cullen corylifolia,cullen corylifolia,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Cullen corylifolium,wfo-0000186158,Fabaceae,Cullen,species
Broussonetia papyrifera,broussonetia papyrifera,broussonetia papyrifera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Broussonetia papyrifera,wfo-0000572577,Moraceae,Broussonetia,species
Lespedeza floribunda,lespedeza floribunda,lespedeza floribunda,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lespedeza floribunda,wfo-0000197885,Fabaceae,Lespedeza,species
Millettia,millettia,millettia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Millettia,wfo-4000024305,Fabaceae,Millettia,genus
Laguncularia racemosa,laguncularia racemosa,laguncularia racemosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Laguncularia racemosa,wfo-0000358854,Combretaceae,Laguncularia,species
Maclura pomifera,maclura pomifera,maclura pomifera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Maclura pomifera,wfo-0000447854,Moraceae,Maclura,species
Derris malaccensis,derris malaccensis,derris malaccensis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Derris montana,wfo-0000206771,Fabaceae,Derris,species
Maclura aurantiaca,maclura aurantiaca,maclura aurantiaca,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Maclura pomifera,wfo-0000447854,Moraceae,Maclura,species
Millettia pachycarpa,millettia pachycarpa,millettia pachycarpa,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Derris taiwaniana,wfo-1200008664,Fabaceae,Derris,species
Flemingia macrophylla,flemingia macrophylla,flemingia macrophylla,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Flemingia macrophylla,wfo-0000194840,Fabaceae,Flemingia,species
Flemingia macrophylla ex,flemingia macrophylla ex,flemingia macrophylla,3,FALSE,FALSE,unresolved_by_both,canonical_conflict,canonical_conflict,NA,NA,NA,NA,NA
Centrosema pubescens,centrosema pubescens,centrosema pubescens,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Centrosema pubescens,wfo-0000179155,Fabaceae,Centrosema,species
Luxemburgia octandra,luxemburgia octandra,luxemburgia octandra,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Luxemburgia octandra,wfo-0001086964,Ochnaceae,Luxemburgia,species
Dalbergia odorifera,dalbergia odorifera,dalbergia odorifera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia odorifera,wfo-0000194810,Fabaceae,Dalbergia,species
Dalbergia nigra ex,dalbergia nigra ex,dalbergia nigra,1,TRUE,TRUE,resolved_by_both,canonical,canonical_unique,Dalbergia nigra,wfo-0000170463,Fabaceae,Dalbergia,species
Dalbergia nigra,dalbergia nigra,dalbergia nigra,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia nigra,wfo-0000170463,Fabaceae,Dalbergia,species
Calophyllum pauciflorum,calophyllum pauciflorum,calophyllum pauciflorum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Calophyllum pauciflorum,wfo-0000581270,Calophyllaceae,Calophyllum,species
Pachyrrhizus erosus,pachyrrhizus erosus,pachyrrhizus erosus,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Pseudosophora alopecuroides,pseudosophora alopecuroides,pseudosophora alopecuroides,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Sophora alopecuroides,wfo-0000213933,Fabaceae,Sophora,species
Sophora leachiana,sophora leachiana,sophora leachiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora leachiana,wfo-0000175484,Fabaceae,Sophora,species
Sophora moorcroftiana,sophora moorcroftiana,sophora moorcroftiana,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_consensus_multiple_ids,Sophora moorcroftiana,wfo-0000185589,Fabaceae,Sophora,species
Sophora davidii,sophora davidii,sophora davidii,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_consensus_multiple_ids,Sophora davidii,wfo-0000212090,Fabaceae,Sophora,species
Sophora stenophylla,sophora stenophylla,sophora stenophylla,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora stenophylla,wfo-0000174273,Fabaceae,Sophora,species
Citrus medica,citrus medica,citrus medica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Citrus medica,wfo-0000608140,Rutaceae,Citrus,species
Citrus junos,citrus junos,citrus junos,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Lupinus albus,lupinus albus,lupinus albus,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Lupinus albus,wfo-0000213483,Fabaceae,Lupinus,species
Bidens pilosa,bidens pilosa,bidens pilosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Bidens pilosa,wfo-0000115943,Asteraceae,Bidens,species
Sophora flavescens,sophora flavescens,sophora flavescens,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora flavescens,wfo-0000185581,Fabaceae,Sophora,species
Ochna afzelii,ochna afzelii,ochna afzelii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ochna afzelii,wfo-0000388902,Ochnaceae,Ochna,species
Cyclosorus acuminatus ex,cyclosorus acuminatus ex,cyclosorus acuminatus,1,TRUE,TRUE,resolved_by_both,canonical,canonical_unique,Christella acuminata,wfo-0001125964,Thelypteridaceae,Christella,species
Cordia goetzei,cordia goetzei,cordia goetzei,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cordia goetzei,wfo-0000620530,Cordiaceae,Cordia,species
Ochna calodendron,ochna calodendron,ochna calodendron,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ochna calodendron,wfo-0000388934,Ochnaceae,Ochna,species
Ochna macrocalyx,ochna macrocalyx,ochna macrocalyx,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ochna macrocalyx,wfo-0001087202,Ochnaceae,Ochna,species
Ochna integerrima,ochna integerrima,ochna integerrima,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ochna integerrima,wfo-0001087253,Ochnaceae,Ochna,species
Searsia laevigata,searsia laevigata,searsia laevigata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Searsia laevigata,wfo-0000434903,Anacardiaceae,Searsia,species
Piscidia piscipula,piscidia piscipula,piscidia piscipula,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Piscidia piscipula,wfo-0000168417,Fabaceae,Piscidia,species
Tephrosia pentaphylla,tephrosia pentaphylla,tephrosia pentaphylla,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Tephrosia pentaphylla,wfo-0001055146,Fabaceae,Tephrosia,species
Tephrosia villosa,tephrosia villosa,tephrosia villosa,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Tephrosia villosa,wfo-0000204506,Fabaceae,Tephrosia,species
Cynomorium coccineum,cynomorium coccineum,cynomorium coccineum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cynomorium coccineum,wfo-0000934734,Cynomoriaceae,Cynomorium,species
Althaea armeniaca,althaea armeniaca,althaea armeniaca,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Althaea armeniaca,wfo-0000528902,Malvaceae,Althaea,species
Althaea broussonetiifolia,althaea broussonetiifolia,althaea broussonetiifolia,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Althaea armeniaca,wfo-0000528902,Malvaceae,Althaea,species
Althaea cannabina,althaea cannabina,althaea cannabina,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Althaea cannabina,wfo-0000528921,Malvaceae,Althaea,species
Althaea narbonensis,althaea narbonensis,althaea narbonensis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Althaea cannabina,wfo-0000528921,Malvaceae,Althaea,species
Althaea officinalis,althaea officinalis,althaea officinalis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Althaea officinalis,wfo-0000529011,Malvaceae,Althaea,species
Tephrosia apollinea,tephrosia apollinea,tephrosia apollinea,2,FALSE,FALSE,unresolved_by_both,exact_conflict,exact_synonym_conflict,NA,NA,NA,NA,NA
Sophora koreensis,sophora koreensis,sophora koreensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora koreensis,wfo-0000186126,Fabaceae,Sophora,species
Sophora tomentosa,sophora tomentosa,sophora tomentosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora tomentosa,wfo-0000212096,Fabaceae,Sophora,species
Dalbergia monetaria,dalbergia monetaria,dalbergia monetaria,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia monetaria,wfo-0000170462,Fabaceae,Dalbergia,species
Genista pichisermolliana,genista pichisermolliana,genista pichisermolliana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Genista pichisermolliana,wfo-0000696577,Fabaceae,Genista,species
Dalbergia nitidula,dalbergia nitidula,dalbergia nitidula,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia nitidula,wfo-0000172371,Fabaceae,Dalbergia,species
Cunila,cunila,cunila,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Cunila,wfo-4000010044,Lamiaceae,Cunila,genus
Populus sieboldii,populus sieboldii,populus sieboldii,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Populus tremula var. sieboldii,wfo-0000928358,Salicaceae,Populus,variety
Sophora tonkinensis,sophora tonkinensis,sophora tonkinensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora tonkinensis,wfo-0000186509,Fabaceae,Sophora,species
Lotus angustissimus,lotus angustissimus,lotus angustissimus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lotus angustissimus,wfo-0001060764,Fabaceae,Lotus,species
Lotus edulis,lotus edulis,lotus edulis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lotus edulis,wfo-0000212191,Fabaceae,Lotus,species
Psorospermum febrifugum,psorospermum febrifugum,psorospermum febrifugum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Psorospermum febrifugum,wfo-0000465021,Hypericaceae,Psorospermum,species
Iryanthera ulei,iryanthera ulei,iryanthera ulei,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Iryanthera hostmannii,wfo-0000732329,Myristicaceae,Iryanthera,species
Iryanthera lancifolia,iryanthera lancifolia,iryanthera lancifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iryanthera lancifolia,wfo-0000732333,Myristicaceae,Iryanthera,species
Euchresta tubulosa,euchresta tubulosa,euchresta tubulosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Euchresta tubulosa,wfo-0000198724,Fabaceae,Euchresta,species
Brosimum acutifolium,brosimum acutifolium,brosimum acutifolium,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Brosimum acutifolium,wfo-0000572376,Moraceae,Brosimum,species
Morus mongolica,morus mongolica,morus mongolica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Morus mongolica,wfo-0001230837,Moraceae,Morus,species
Scutellaria baicalensis,scutellaria baicalensis,scutellaria baicalensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Scutellaria baicalensis,wfo-0000307642,Lamiaceae,Scutellaria,species
Selliguea moulmeinensis,selliguea moulmeinensis,selliguea moulmeinensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Selliguea moulmeinensis,wfo-0001423238,Polypodiaceae,Selliguea,species
Smilax bockii,smilax bockii,smilax bockii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Smilax bockii,wfo-0000740749,Smilacaceae,Smilax,species
Drynaria propinqua,drynaria propinqua,drynaria propinqua,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Drynaria propinqua,wfo-0001122949,Polypodiaceae,Drynaria,species
Cassia fistula,cassia fistula,cassia fistula,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cassia fistula,wfo-0000163802,Fabaceae,Cassia,species
Glycyrrhiza pallidiflora,glycyrrhiza pallidiflora,glycyrrhiza pallidiflora,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Glycyrrhiza pallidiflora,wfo-0000186030,Fabaceae,Glycyrrhiza,species
Bagassa guianensis,bagassa guianensis,bagassa guianensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Bagassa guianensis,wfo-0000558480,Moraceae,Bagassa,species
Morus cathayana,morus cathayana,morus cathayana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Morus cathayana,wfo-0001228795,Moraceae,Morus,species
Litsea sericea,litsea sericea,litsea sericea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Litsea sericea,wfo-0001070314,Lauraceae,Litsea,species
Neolitsea aurata,neolitsea aurata,neolitsea aurata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Neolitsea aurata,wfo-0001071585,Lauraceae,Neolitsea,species
Neolitsea sericea,neolitsea sericea,neolitsea sericea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Neolitsea sericea,wfo-0001071933,Lauraceae,Neolitsea,species
Smilax corbularia,smilax corbularia,smilax corbularia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Smilax corbularia,wfo-0000740672,Smilacaceae,Smilax,species
Iryanthera sagotiana,iryanthera sagotiana,iryanthera sagotiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iryanthera sagotiana,wfo-0001085166,Myristicaceae,Iryanthera,species
Cratoxylum arborescens,cratoxylum arborescens,cratoxylum arborescens,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cratoxylum arborescens,wfo-0000625744,Hypericaceae,Cratoxylum,species
Engelhardtia roxburghiana,engelhardtia roxburghiana,engelhardtia roxburghiana,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Smilax glabra,smilax glabra,smilax glabra,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Smilax glabra,wfo-0000742694,Smilacaceae,Smilax,species
Kunzea ambigua,kunzea ambigua,kunzea ambigua,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Kunzea ambigua,wfo-0000221558,Myrtaceae,Kunzea,species
Hibiscus syriacus,hibiscus syriacus,hibiscus syriacus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hibiscus syriacus,wfo-0000723127,Malvaceae,Hibiscus,species
Epilobium angustifolium,epilobium angustifolium,epilobium angustifolium,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Epilobium angustifolium,wfo-0000668750,Onagraceae,Epilobium,species
Chamerion angustifolium,chamerion angustifolium,chamerion angustifolium,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Epilobium angustifolium,wfo-0000668750,Onagraceae,Epilobium,species
Chamerion,chamerion,chamerion,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Epilobium,wfo-4000013609,Onagraceae,Epilobium,genus
Lindera umbellata,lindera umbellata,lindera umbellata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lindera umbellata,wfo-0001070371,Lauraceae,Lindera,species
Wyethia angustifolia,wyethia angustifolia,wyethia angustifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Wyethia angustifolia,wfo-0000078294,Asteraceae,Wyethia,species
Andrographis lineata,andrographis lineata,andrographis lineata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Andrographis lineata,wfo-0000534054,Acanthaceae,Andrographis,species
Andrographis echioides,andrographis echioides,andrographis echioides,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Andrographis echioides,wfo-0000534042,Acanthaceae,Andrographis,species
Diospyros kaki,diospyros kaki,diospyros kaki,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Diospyros kaki,wfo-0000649136,Ebenaceae,Diospyros,species
Pneumatopteris pennigera,pneumatopteris pennigera,pneumatopteris pennigera,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Pakau pennigera,wfo-1000028275,Thelypteridaceae,Pakau,species
Podocarpus nivalis,podocarpus nivalis,podocarpus nivalis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Podocarpus nivalis,wfo-0000485157,Podocarpaceae,Podocarpus,species
Diplazium esculentum,diplazium esculentum,diplazium esculentum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Diplazium esculentum,wfo-0001109577,Athyriaceae,Diplazium,species
Ilex hainanensis,ilex hainanensis,ilex hainanensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ilex hainanensis,wfo-0001078611,Aquifoliaceae,Ilex,species
Neocheiropteris fortunei,neocheiropteris fortunei,neocheiropteris fortunei,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Campanula barbata,campanula barbata,campanula barbata,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Campanula barbata,wfo-0000826593,Campanulaceae,Campanula,species
Goniothalamus cheliensis,goniothalamus cheliensis,goniothalamus cheliensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Goniothalamus cheliensis,wfo-0000706452,Annonaceae,Goniothalamus,species
Dorstenia mannii,dorstenia mannii,dorstenia mannii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dorstenia mannii,wfo-0000654502,Moraceae,Dorstenia,species
