original_name,exact_name,key,legacy_n_accepted_ids,legacy_resolved,hierarchical_resolved,comparison_status,match_rule,resolution_status,accepted_name,accepted_id,accepted_family,accepted_genus,accepted_rank
Coreopsis pringlei,coreopsis pringlei,coreopsis pringlei,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Coreopsis pringlei,wfo-0000031286,Asteraceae,Coreopsis,species
Coreopsis rhyacophila,coreopsis rhyacophila,coreopsis rhyacophila,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Coreopsis rhyacophila,wfo-0000064104,Asteraceae,Coreopsis,species
Coreopsis rosea,coreopsis rosea,coreopsis rosea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Coreopsis rosea,wfo-0000015938,Asteraceae,Coreopsis,species
Coreopsis tripteris,coreopsis tripteris,coreopsis tripteris,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Coreopsis tripteris,wfo-0000088275,Asteraceae,Coreopsis,species
Electranthera cuneifolia,electranthera cuneifolia,electranthera cuneifolia,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Electranthera mutica,electranthera mutica,electranthera mutica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Electranthera mutica,wfo-0001330568,Asteraceae,Electranthera,species
Electranthera parvifolia,electranthera parvifolia,electranthera parvifolia,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Heterosperma mexicanum,heterosperma mexicanum,heterosperma mexicanum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Heterosperma mexicanum,wfo-0001423694,Asteraceae,Heterosperma,species
Coreopsis nuecensoides,coreopsis nuecensoides,coreopsis nuecensoides,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Coreopsis nuecensis,wfo-0000035068,Asteraceae,Coreopsis,species
Coreopsis wrightii,coreopsis wrightii,coreopsis wrightii,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Coreopsis wrightii,wfo-0000020454,Asteraceae,Coreopsis,species
Dendroviguiera eriophora,dendroviguiera eriophora,dendroviguiera eriophora,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Dendroviguiera insignis,dendroviguiera insignis,dendroviguiera insignis,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Viguiera,viguiera,viguiera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Viguiera,wfo-4000040269,Asteraceae,Viguiera,genus
Posidonia oceanica,posidonia oceanica,posidonia oceanica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Posidonia oceanica,wfo-0000769715,Posidoniaceae,Posidonia,species
Micromelum compressum,micromelum compressum,micromelum compressum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Micromelum compressum,wfo-0000452950,Rutaceae,Micromelum,species
Micromelum minutum,micromelum minutum,micromelum minutum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Micromelum minutum,wfo-0000452910,Rutaceae,Micromelum,species
Engelhardtia serrata,engelhardtia serrata,engelhardtia serrata,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Vaccinium japonicum,vaccinium japonicum,vaccinium japonicum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vaccinium japonicum,wfo-0001048558,Ericaceae,Vaccinium,species
Vaccinium uliginosum,vaccinium uliginosum,vaccinium uliginosum,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Vaccinium uliginosum,wfo-0000422453,Ericaceae,Vaccinium,species
Convolvulus prostratus,convolvulus prostratus,convolvulus prostratus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Convolvulus prostratus,wfo-0001298821,Convolvulaceae,Convolvulus,species
Evolvulus nuttallianus,evolvulus nuttallianus,evolvulus nuttallianus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Evolvulus nuttallianus,wfo-0001297929,Convolvulaceae,Evolvulus,species
Sesuvium portulacastrum,sesuvium portulacastrum,sesuvium portulacastrum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sesuvium portulacastrum,wfo-0000432992,Aizoaceae,Sesuvium,species
Vaccinium virgatum,vaccinium virgatum,vaccinium virgatum,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Vaccinium corymbosum,wfo-0000422953,Ericaceae,Vaccinium,species
Dianthus superbus,dianthus superbus,dianthus superbus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dianthus superbus,wfo-0000644338,Caryophyllaceae,Dianthus,species
Oxytropis muricata,oxytropis muricata,oxytropis muricata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Oxytropis muricata,wfo-0000186851,Fabaceae,Oxytropis,species
Oxytropis puberula,oxytropis puberula,oxytropis puberula,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Oxytropis puberula,wfo-0000188967,Fabaceae,Oxytropis,species
Polygonatum kingianum,polygonatum kingianum,polygonatum kingianum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Polygonatum kingianum,wfo-0000715810,Asparagaceae,Polygonatum,species
Lycoris traubii,lycoris traubii,lycoris traubii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lycoris traubii,wfo-0000683514,Amaryllidaceae,Lycoris,species
Agave barbadensis,agave barbadensis,agave barbadensis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Agave karatto,wfo-0000754488,Asparagaceae,Agave,species
Ormosia sumatrana,ormosia sumatrana,ormosia sumatrana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ormosia sumatrana,wfo-0000185591,Fabaceae,Ormosia,species
Smilax leucophylla,smilax leucophylla,smilax leucophylla,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Smilax leucophylla,wfo-0000742549,Smilacaceae,Smilax,species
Aframomum letestuanum,aframomum letestuanum,aframomum letestuanum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Aframomum letestuanum,wfo-0000338079,Zingiberaceae,Aframomum,species
Tsuga chinensis,tsuga chinensis,tsuga chinensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Tsuga chinensis,wfo-0000456399,Pinaceae,Tsuga,species
Celastrus paniculatus,celastrus paniculatus,celastrus paniculatus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Celastrus paniculatus,wfo-0000592859,Celastraceae,Celastrus,species
Cassia roxburghii,cassia roxburghii,cassia roxburghii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cassia roxburghii,wfo-0000164654,Fabaceae,Cassia,species
Madhuca pasquieri,madhuca pasquieri,madhuca pasquieri,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Madhuca pasquieri,wfo-0000232822,Sapotaceae,Madhuca,species
Aglaomorpha fortunei,aglaomorpha fortunei,aglaomorpha fortunei,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Drynaria roosii,wfo-0000748038,Polypodiaceae,Drynaria,species
Trichogonia salviaefolia,trichogonia salviaefolia,trichogonia salviaefolia,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Arachniodes miqueliana,arachniodes miqueliana,arachniodes miqueliana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Arachniodes miqueliana,wfo-0001115733,Dryopteridaceae,Arachniodes,species
Piper obliquum,piper obliquum,piper obliquum,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Piper obliquum,wfo-0000486275,Piperaceae,Piper,species
Daphne acutiloba,daphne acutiloba,daphne acutiloba,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Daphne acutiloba,wfo-0000637436,Thymelaeaceae,Daphne,species
Asarum macranthum,asarum macranthum,asarum macranthum,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Asarum macranthum,wfo-0000550900,Aristolochiaceae,Asarum,species
Bulbophyllum kwangtungense,bulbophyllum kwangtungense,bulbophyllum kwangtungense,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Bulbophyllum kwangtungense,wfo-0000525354,Orchidaceae,Bulbophyllum,species
Ophiorrhiza blumeana,ophiorrhiza blumeana,ophiorrhiza blumeana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ophiorrhiza blumeana,wfo-0000256913,Rubiaceae,Ophiorrhiza,species
Ophiorrhiza bracteata,ophiorrhiza bracteata,ophiorrhiza bracteata,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Ophiorrhiza bracteata,wfo-0000256918,Rubiaceae,Ophiorrhiza,species
Oroxylum indicum,oroxylum indicum,oroxylum indicum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Oroxylum indicum,wfo-0000779181,Bignoniaceae,Oroxylum,species
Hamelia patens,hamelia patens,hamelia patens,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hamelia patens,wfo-0000979110,Rubiaceae,Hamelia,species
Centaurea spinosa,centaurea spinosa,centaurea spinosa,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Centaurea spinosa,wfo-0000079422,Asteraceae,Centaurea,species
Eucryphia glutinosa,eucryphia glutinosa,eucryphia glutinosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eucryphia glutinosa,wfo-0000681180,Cunoniaceae,Eucryphia,species
Quercus petraea,quercus petraea,quercus petraea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Quercus petraea,wfo-0000292459,Fagaceae,Quercus,species
Zizania latifolia,zizania latifolia,zizania latifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Zizania latifolia,wfo-0000908012,Poaceae,Zizania,species
Salvia leucantha,salvia leucantha,salvia leucantha,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Salvia leucantha,wfo-0000301425,Lamiaceae,Salvia,species
Ruta chalepensis,ruta chalepensis,ruta chalepensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ruta chalepensis,wfo-0000463803,Rutaceae,Ruta,species
Achillea clypeolata,achillea clypeolata,achillea clypeolata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Achillea clypeolata,wfo-0000077945,Asteraceae,Achillea,species
Carlina acaulis,carlina acaulis,carlina acaulis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Carlina acaulis,wfo-0000090349,Asteraceae,Carlina,species
Lycopus europaeus,lycopus europaeus,lycopus europaeus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lycopus europaeus,wfo-0000231391,Lamiaceae,Lycopus,species
Nothofagus pumilio,nothofagus pumilio,nothofagus pumilio,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Nothofagus pumilio,wfo-0000252158,Nothofagaceae,Nothofagus,species
Peperomia serpens,peperomia serpens,peperomia serpens,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Peperomia serpens,wfo-0000479465,Piperaceae,Peperomia,species
Scutellaria caerulea,scutellaria caerulea,scutellaria caerulea,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Flemingia stricta,flemingia stricta,flemingia stricta,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Flemingia stricta,wfo-0001057607,Fabaceae,Flemingia,species
Virgilia,virgilia,virgilia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Virgilia,wfo-4000040327,Fabaceae,Virgilia,genus
Vitis cinerea,vitis cinerea,vitis cinerea,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Vitis cinerea,wfo-0001145269,Vitaceae,Vitis,species
Polygonum aviculare,polygonum aviculare,polygonum aviculare,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Polygonum aviculare,wfo-0000489656,Polygonaceae,Polygonum,species
Persicaria limbata,persicaria limbata,persicaria limbata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Persicaria limbata,wfo-0000488472,Polygonaceae,Persicaria,species
Ficus erecta,ficus erecta,ficus erecta,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ficus erecta,wfo-0000688248,Moraceae,Ficus,species
Esenbeckia,esenbeckia,esenbeckia,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Esenbeckia,wfo-4000014038,Rutaceae,Esenbeckia,genus
Baccharis magellanica,baccharis magellanica,baccharis magellanica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Baccharis magellanica,wfo-0000007632,Asteraceae,Baccharis,species
Tephrosia woodii,tephrosia woodii,tephrosia woodii,2,FALSE,FALSE,unresolved_by_both,exact_conflict,exact_synonym_conflict,NA,NA,NA,NA,NA
Tephrosia bracteolata,tephrosia bracteolata,tephrosia bracteolata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Tephrosia bracteolata,wfo-0000201770,Fabaceae,Tephrosia,species
Camellia,camellia,camellia,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Camellia,wfo-4000006359,Theaceae,Camellia,genus
Clerodendrum phlomoides,clerodendrum phlomoides,clerodendrum phlomoides,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Aconitum kongboense,aconitum kongboense,aconitum kongboense,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Aconitum kongboense,wfo-0000517487,Ranunculaceae,Aconitum,species
Abrus pulchellus,abrus pulchellus,abrus pulchellus,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Abrus melanospermus subsp. melanospermus,wfo-0001444217,Fabaceae,Abrus,subspecies
Astragalus peregrinus,astragalus peregrinus,astragalus peregrinus,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Astragalus peregrinus,wfo-0000212549,Fabaceae,Astragalus,species
Paronychia argentea,paronychia argentea,paronychia argentea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Paronychia argentea,wfo-0000466806,Caryophyllaceae,Paronychia,species
Fortunella margarita,fortunella margarita,fortunella margarita,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Citrus japonica,wfo-0000608080,Rutaceae,Citrus,species
Ledebouria leptophylla,ledebouria leptophylla,ledebouria leptophylla,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ledebouria leptophylla,wfo-0000913090,Asparagaceae,Ledebouria,species
Aloe castellorum,aloe castellorum,aloe castellorum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Aloe castellorum,wfo-0000758007,Asphodelaceae,Aloe,species
Fusifilum depressum,fusifilum depressum,fusifilum depressum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Fusifilum depressum,wfo-0000768310,Asparagaceae,Fusifilum,species
Conyza pallidiflora,conyza pallidiflora,conyza pallidiflora,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Conyza pallidiflora,wfo-0000041246,Asteraceae,Conyza,species
Plagius grandis,plagius grandis,plagius grandis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Plagius grandis,wfo-0000062203,Asteraceae,Plagius,species
Onopordum myriacanthum,onopordum myriacanthum,onopordum myriacanthum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Onopordum myriacanthum,wfo-0000013604,Asteraceae,Onopordum,species
Gaillardia tontalensis,gaillardia tontalensis,gaillardia tontalensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Gaillardia tontalensis,wfo-0000035551,Asteraceae,Gaillardia,species
Deinandra greeneana,deinandra greeneana,deinandra greeneana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Deinandra greeneana,wfo-0000006775,Asteraceae,Deinandra,species
Luetkea pectinata,luetkea pectinata,luetkea pectinata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Luetkea pectinata,wfo-0001013556,Rosaceae,Luetkea,species
Hazardia squarrosa,hazardia squarrosa,hazardia squarrosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hazardia squarrosa,wfo-0000063376,Asteraceae,Hazardia,species
Rhus retinorrhaea,rhus retinorrhaea,rhus retinorrhaea,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Onopordum boissierianum,onopordum boissierianum,onopordum boissierianum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Onopordum boissierianum,wfo-0000016533,Asteraceae,Onopordum,species
Onopordum laconicum,onopordum laconicum,onopordum laconicum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Onopordum laconicum,wfo-0000052252,Asteraceae,Onopordum,species
Hypericum hircinum,hypericum hircinum,hypericum hircinum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hypericum hircinum,wfo-0000727735,Hypericaceae,Hypericum,species
Allagopappus canariensis,allagopappus canariensis,allagopappus canariensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Allagopappus canariensis,wfo-0000001533,Asteraceae,Allagopappus,species
Encelia actonii,encelia actonii,encelia actonii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Encelia actonii,wfo-1000040481,Asteraceae,Encelia,species
Encelia ventorum,encelia ventorum,encelia ventorum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Encelia ventorum,wfo-0000071719,Asteraceae,Encelia,species
Encelia virginensis,encelia virginensis,encelia virginensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Encelia virginensis,wfo-0000014822,Asteraceae,Encelia,species
Ambrosia salsola,ambrosia salsola,ambrosia salsola,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ambrosia salsola,wfo-0000033506,Asteraceae,Ambrosia,species
Rubus phoenicolasius,rubus phoenicolasius,rubus phoenicolasius,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Rubus phoenicolasius,wfo-0001016934,Rosaceae,Rubus,species
Eupatorium album,eupatorium album,eupatorium album,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Eupatorium album,wfo-0000059784,Asteraceae,Eupatorium,species
Eupatorium hyssopifolium,eupatorium hyssopifolium,eupatorium hyssopifolium,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eupatorium hyssopifolium,wfo-0000035601,Asteraceae,Eupatorium,species
Eupatorium rotundifolium,eupatorium rotundifolium,eupatorium rotundifolium,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eupatorium rotundifolium,wfo-0000087303,Asteraceae,Eupatorium,species
Eupatorium serotinum,eupatorium serotinum,eupatorium serotinum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eupatorium serotinum,wfo-0000055753,Asteraceae,Eupatorium,species
Eutrochium fistulosum,eutrochium fistulosum,eutrochium fistulosum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eutrochium fistulosum,wfo-0000127334,Asteraceae,Eutrochium,species
Neomirandea angularis,neomirandea angularis,neomirandea angularis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Neomirandea angularis,wfo-0000115358,Asteraceae,Neomirandea,species
Stifftia chrysantha,stifftia chrysantha,stifftia chrysantha,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Stifftia chrysantha,wfo-0000004924,Asteraceae,Stifftia,species
Leucas urticifolia,leucas urticifolia,leucas urticifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Leucas urticifolia,wfo-0000227199,Lamiaceae,Leucas,species
Coronilla emerus,coronilla emerus,coronilla emerus,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Hippocrepis emerus,wfo-0000205514,Fabaceae,Hippocrepis,species
Hippocrepis emerus,hippocrepis emerus,hippocrepis emerus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hippocrepis emerus,wfo-0000205514,Fabaceae,Hippocrepis,species
Hippocrepis,hippocrepis,hippocrepis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hippocrepis,wfo-4000017961,Fabaceae,Hippocrepis,genus
Psidium acutangulum,psidium acutangulum,psidium acutangulum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Psidium acutangulum,wfo-0000284273,Myrtaceae,Psidium,species
Vauquelinia corymbosa,vauquelinia corymbosa,vauquelinia corymbosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vauquelinia corymbosa,wfo-0001015639,Rosaceae,Vauquelinia,species
Crassula argentea,crassula argentea,crassula argentea,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Crassula ovata,wfo-0000625299,Crassulaceae,Crassula,species
Crassula ovata,crassula ovata,crassula ovata,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Crassula ovata,wfo-0000625299,Crassulaceae,Crassula,species
Grevillea robusta,grevillea robusta,grevillea robusta,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Grevillea robusta,wfo-0000709544,Proteaceae,Grevillea,species
Jamesia americana,jamesia americana,jamesia americana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Jamesia americana,wfo-0001135533,Hydrangeaceae,Jamesia,species
Parrotia persica,parrotia persica,parrotia persica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Parrotia persica,wfo-0000467450,Hamamelidaceae,Parrotia,species
Pilea cadierei,pilea cadierei,pilea cadierei,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pilea cadierei,wfo-0000472993,Urticaceae,Pilea,species
Ribes alpinum,ribes alpinum,ribes alpinum,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Ribes alpinum,wfo-0000404909,Grossulariaceae,Ribes,species
Ribes cynosbati,ribes cynosbati,ribes cynosbati,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ribes cynosbati,wfo-0001135595,Grossulariaceae,Ribes,species
Ribes distans,ribes distans,ribes distans,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Ribes maximoviczianum,wfo-1000035503,Grossulariaceae,Ribes,species
Ribes missouriense,ribes missouriense,ribes missouriense,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ribes missouriense,wfo-0001135616,Grossulariaceae,Ribes,species
Ribes petraeum,ribes petraeum,ribes petraeum,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Ribes petraeum,wfo-0000405142,Grossulariaceae,Ribes,species
Salix cinerea,salix cinerea,salix cinerea,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_consensus_multiple_ids,Salix cinerea,wfo-0000929149,Salicaceae,Salix,species
Pinus uncinata,pinus uncinata,pinus uncinata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pinus uncinata,wfo-0000481563,Pinaceae,Pinus,species
Eugenia choapamensis,eugenia choapamensis,eugenia choapamensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eugenia choapamensis,wfo-0000956804,Myrtaceae,Eugenia,species
Eugenia doubledayi,eugenia doubledayi,eugenia doubledayi,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eugenia doubledayi,wfo-0000957162,Myrtaceae,Eugenia,species
Eugenia glomerata,eugenia glomerata,eugenia glomerata,5,FALSE,FALSE,unresolved_by_both,exact_conflict,exact_synonym_conflict,NA,NA,NA,NA,NA
Eugenia hirta,eugenia hirta,eugenia hirta,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eugenia hirta,wfo-0000957562,Myrtaceae,Eugenia,species
Eugenia prasina,eugenia prasina,eugenia prasina,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eugenia prasina,wfo-0000958664,Myrtaceae,Eugenia,species
Eugenia punicifolia,eugenia punicifolia,eugenia punicifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eugenia punicifolia,wfo-0000958741,Myrtaceae,Eugenia,species
Eugenia spicata,eugenia spicata,eugenia spicata,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Syzygium zeylanicum,wfo-0000319677,Myrtaceae,Syzygium,species
Syzygium castaneum,syzygium castaneum,syzygium castaneum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Syzygium castaneum,wfo-0000318413,Myrtaceae,Syzygium,species
Syzygium glabratum,syzygium glabratum,syzygium glabratum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Syzygium glabratum,wfo-0000335833,Myrtaceae,Syzygium,species
Syzygium grande,syzygium grande,syzygium grande,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Syzygium grande,wfo-0000318710,Myrtaceae,Syzygium,species
Syzygium leucoxylon,syzygium leucoxylon,syzygium leucoxylon,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Syzygium leucoxylon,wfo-0000318911,Myrtaceae,Syzygium,species
Syzygium papillosum,syzygium papillosum,syzygium papillosum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Syzygium papillosum,wfo-0000319161,Myrtaceae,Syzygium,species
Pinus halepensis,pinus halepensis,pinus halepensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pinus halepensis,wfo-0000481363,Pinaceae,Pinus,species
Pinus brutia,pinus brutia,pinus brutia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pinus brutia,wfo-0000482336,Pinaceae,Pinus,species
Melicope madagascariensis,melicope madagascariensis,melicope madagascariensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Melicope madagascariensis,wfo-0001258701,Rutaceae,Melicope,species
Patersonia fragilis,patersonia fragilis,patersonia fragilis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Patersonia fragilis,wfo-0000785824,Iridaceae,Patersonia,species
Patersonia occidentalis,patersonia occidentalis,patersonia occidentalis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Patersonia occidentalis,wfo-0000785685,Iridaceae,Patersonia,species
Witsenia maura,witsenia maura,witsenia maura,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Witsenia maura,wfo-0000787267,Iridaceae,Witsenia,species
