original_name,exact_name,key,accepted_name,accepted_id,accepted_ids,accepted_family,accepted_genus,accepted_rank,source_status,tax_status,match_rule,resolution_status,n_candidate_rows,n_candidate_accepted_ids,n_candidate_taxonomies,tax_provider,tax_checked_at,name_id
Eriodictyon angustifolium,eriodictyon angustifolium,eriodictyon angustifolium,Eriodictyon angustifolium,wfo-0000674362,wfo-0000674362,Namaceae,Eriodictyon,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1612
Bahiopsis laciniata,bahiopsis laciniata,bahiopsis laciniata,Bahiopsis laciniata,wfo-0000026157,wfo-0000026157,Asteraceae,Bahiopsis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1613
Gnetum macrostachyum,gnetum macrostachyum,gnetum macrostachyum,Gnetum macrostachyum,wfo-0000795633,wfo-0000795633,Gnetaceae,Gnetum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1614
Lathyrus sativus,lathyrus sativus,lathyrus sativus,Lathyrus sativus,wfo-0000212703,wfo-0000212703,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1615
Sorghum,sorghum,sorghum,Sorghum,wfo-4000035801,wfo-4000035801,Poaceae,Sorghum,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1616
Rhaphiolepis indica,rhaphiolepis indica,rhaphiolepis indica,Rhaphiolepis indica,wfo-0001016273,wfo-0001016273,Rosaceae,Rhaphiolepis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1617
Melilotus albus,melilotus albus,melilotus albus,Melilotus albus,wfo-0000212815,wfo-0000212815,Fabaceae,Melilotus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1618
Vitis amurensis,vitis amurensis,vitis amurensis,Vitis amurensis,wfo-0000421529,wfo-0000421529,Vitaceae,Vitis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1619
Dunbaria longiracemosa,dunbaria longiracemosa,dunbaria longiracemosa,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,1620
Salix udensis,salix udensis,salix udensis,Salix udensis,wfo-0000929566,wfo-0000929566,Salicaceae,Salix,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1621
Trifolium montanum,trifolium montanum,trifolium montanum,Trifolium montanum,wfo-0000213031,wfo-0000213031,Fabaceae,Trifolium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1622
Sophora franchetiana,sophora franchetiana,sophora franchetiana,Sophora franchetiana,wfo-0000185588,wfo-0000185588,Fabaceae,Sophora,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1623
Monteverdia laevis,monteverdia laevis,monteverdia laevis,Maytenus laevis,wfo-0000375144,wfo-0000375144,Celastraceae,Maytenus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1624
Abies spectabilis,abies spectabilis,abies spectabilis,Abies spectabilis,wfo-0000511410,wfo-0000511410,Pinaceae,Abies,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1625
Ricinus communis,ricinus communis,ricinus communis,Ricinus communis,wfo-0000297077,wfo-0000297077,Euphorbiaceae,Ricinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1626
Lupinus hirsutus,lupinus hirsutus,lupinus hirsutus,Lupinus pilosus,wfo-0000185679,wfo-0000185679,Fabaceae,Lupinus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1627
Leptothyrsa sprucei,leptothyrsa sprucei,leptothyrsa sprucei,Leptothyrsa sprucei,wfo-0001132701,wfo-0001132701,Rutaceae,Leptothyrsa,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1628
Clematis armandii,clematis armandii,clematis armandii,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,1629
Musa acuminata,musa acuminata,musa acuminata,Musa acuminata,wfo-0000473834,wfo-0000473834,Musaceae,Musa,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1630
Musa balbisiana,musa balbisiana,musa balbisiana,Musa balbisiana,wfo-0000473990,wfo-0000473990,Musaceae,Musa,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1631
Asparagus racemosus,asparagus racemosus,asparagus racemosus,Asparagus racemosus,wfo-0000634415,wfo-0000634415,Asparagaceae,Asparagus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1632
Lophira lanceolata,lophira lanceolata,lophira lanceolata,Lophira lanceolata,wfo-0000443230,wfo-0000443230,Ochnaceae,Lophira,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1633
Selaginella willdenowii,selaginella willdenowii,selaginella willdenowii,Selaginella willdenowii,wfo-0001109675,wfo-0001109675,Selaginellaceae,Selaginella,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1634
Abies sachalinensis,abies sachalinensis,abies sachalinensis,Abies sachalinensis,wfo-0000511384,wfo-0000511384,Pinaceae,Abies,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1635
Pisonia aculeata,pisonia aculeata,pisonia aculeata,Pisonia aculeata,wfo-0000476234,wfo-0000476234,Nyctaginaceae,Pisonia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1636
Argemone mexicana,argemone mexicana,argemone mexicana,Argemone mexicana,wfo-0000547034,wfo-0000547034,Papaveraceae,Argemone,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1637
Bidens andicola,bidens andicola,bidens andicola,Bidens andicola,wfo-0000015136,wfo-0000015136,Asteraceae,Bidens,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1638
Alstonia scholaris,alstonia scholaris,alstonia scholaris,Alstonia scholaris,wfo-0001257712,wfo-0001257712,Apocynaceae,Alstonia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1639
Millettia nitida,millettia nitida,millettia nitida,Callerya nitida,wfo-0000193070,wfo-0000193070,Fabaceae,Callerya,species,synonym,synonym,exact_synonym,exact_synonym_unique,2,1,1,WFO_offline_hierarchical,2026-06-24,1640
Astragalus caprinus,astragalus caprinus,astragalus caprinus,Astragalus caprinus,wfo-0000212469,wfo-0000212469,Fabaceae,Astragalus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1641
Glehnia littoralis,glehnia littoralis,glehnia littoralis,Glehnia littoralis,wfo-0000703677,wfo-0000703677,Apiaceae,Glehnia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1642
Sapium haematospermum,sapium haematospermum,sapium haematospermum,Sapium haematospermum,wfo-0000302812,wfo-0000302812,Euphorbiaceae,Sapium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1643
Mimosa diplotricha,mimosa diplotricha,mimosa diplotricha,Mimosa diplotricha,wfo-0001053831,wfo-0001053831,Fabaceae,Mimosa,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1644
Helichrysum umbraculigerum,helichrysum umbraculigerum,helichrysum umbraculigerum,Helichrysum umbraculigerum,wfo-0000018095,wfo-0000018095,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1645
Stenochlaena palustris,stenochlaena palustris,stenochlaena palustris,Stenochlaena palustris,wfo-0001115653,wfo-0001115653,Blechnaceae,Stenochlaena,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1646
Eucalyptus globulus,eucalyptus globulus,eucalyptus globulus,Eucalyptus globulus,wfo-0000954998,wfo-0000954998,Myrtaceae,Eucalyptus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1647
Ocotea porosa,ocotea porosa,ocotea porosa,Ocotea porosa,wfo-0000383291,wfo-0000383291,Lauraceae,Ocotea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1648
Antirrhinum majus,antirrhinum majus,antirrhinum majus,Antirrhinum majus,wfo-0000539365,wfo-0000539365,Plantaginaceae,Antirrhinum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1649
Qualea labouriauana,qualea labouriauana,qualea labouriauana,Qualea labouriauana,wfo-0000733118,wfo-0000733118,Vochysiaceae,Qualea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1650
Solanum crinitum,solanum crinitum,solanum crinitum,Solanum crinitum,wfo-0001027300,wfo-0001027300,Solanaceae,Solanum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1651
Ceanothus papillosus,ceanothus papillosus,ceanothus papillosus,Ceanothus papillosus,wfo-0000592016,wfo-0000592016,Rhamnaceae,Ceanothus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1652
Baccharis conferta,baccharis conferta,baccharis conferta,Baccharis conferta,wfo-0000004046,wfo-0000004046,Asteraceae,Baccharis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1653
Greigia sphacelata,greigia sphacelata,greigia sphacelata,Greigia sphacelata,wfo-0000431236,wfo-0000431236,Bromeliaceae,Greigia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1654
Swartzia laevicarpa,swartzia laevicarpa,swartzia laevicarpa,Swartzia laevicarpa,wfo-0000182091,wfo-0000182091,Fabaceae,Swartzia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1655
Diplotropis ferruginea,diplotropis ferruginea,diplotropis ferruginea,Diplotropis ferruginea,wfo-0000163859,wfo-0000163859,Fabaceae,Diplotropis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1656
Ononis spinosa,ononis spinosa,ononis spinosa,Ononis spinosa,wfo-0000183372,wfo-0000183372,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1657
Gueldenstaedtia verna,gueldenstaedtia verna,gueldenstaedtia verna,Gueldenstaedtia verna,wfo-0000198763,wfo-0000198763,Fabaceae,Gueldenstaedtia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1658
Platymiscium praecox,platymiscium praecox,platymiscium praecox,Platymiscium floribundum var. floribundum,wfo-0001061344,wfo-0001061344,Fabaceae,Platymiscium,variety,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1659
Cedrela mexicana,cedrela mexicana,cedrela mexicana,Cedrela odorata,wfo-0000592446,wfo-0000592446,Meliaceae,Cedrela,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1660
Cedrela odorata,cedrela odorata,cedrela odorata,Cedrela odorata,wfo-0000592446,wfo-0000592446,Meliaceae,Cedrela,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1661
Pterocarpus angolensis,pterocarpus angolensis,pterocarpus angolensis,Pterocarpus angolensis,wfo-0000172643,wfo-0000172643,Fabaceae,Pterocarpus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1662
Cedrela fissilis,cedrela fissilis,cedrela fissilis,Cedrela fissilis,wfo-0000592409,wfo-0000592409,Meliaceae,Cedrela,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1663
Iris potaninii,iris potaninii,iris potaninii,Iris potaninii,wfo-0000783741,wfo-0000783741,Iridaceae,Iris,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1664
Catharanthus roseus,catharanthus roseus,catharanthus roseus,Catharanthus roseus,wfo-0000819442,wfo-0000819442,Apocynaceae,Catharanthus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1665
Lespedeza virgata,lespedeza virgata,lespedeza virgata,Lespedeza virgata,wfo-0000192231,wfo-0000192231,Fabaceae,Lespedeza,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1666
Pseudolarix amabilis,pseudolarix amabilis,pseudolarix amabilis,Pseudolarix amabilis,wfo-0000479701,wfo-0000479701,Pinaceae,Pseudolarix,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1667
Larix kaempferi,larix kaempferi,larix kaempferi,Larix kaempferi,wfo-0000443374,wfo-0000443374,Pinaceae,Larix,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1668
Gnetum africanum,gnetum africanum,gnetum africanum,Gnetum africanum,wfo-0000795564,wfo-0000795564,Gnetaceae,Gnetum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1669
Hedysarum theinum,hedysarum theinum,hedysarum theinum,Hedysarum theinum,wfo-0000209188,wfo-0000209188,Fabaceae,Hedysarum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1670
Melaleuca leucadendra,melaleuca leucadendra,melaleuca leucadendra,Melaleuca leucadendra,wfo-0000239679,wfo-0000239679,Myrtaceae,Melaleuca,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1671
Helichrysum gymnocomum,helichrysum gymnocomum,helichrysum gymnocomum,Helichrysum gymnocomum,wfo-0000060989,wfo-0000060989,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1672
Brassica alba,brassica alba,brassica alba,NA,NA,NA,NA,NA,NA,NA,unresolved,exact_conflict,exact_synonym_conflict,2,2,2,NA,2026-06-24,1673
Sinapis alba,sinapis alba,sinapis alba,Sinapis alba,wfo-0000432649,wfo-0000432649,Brassicaceae,Sinapis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1674
Smirnowia turkestana,smirnowia turkestana,smirnowia turkestana,Smirnowia turkestana,wfo-0000185558,wfo-0000185558,Fabaceae,Smirnowia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1675
Daphne odora,daphne odora,daphne odora,Daphne odora,wfo-0000637782,wfo-0000637782,Thymelaeaceae,Daphne,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1676
Astragalus pycnocephalus,astragalus pycnocephalus,astragalus pycnocephalus,Astragalus pycnocephalus,wfo-0000190422,wfo-0000190422,Fabaceae,Astragalus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1677
Macaranga,macaranga,macaranga,Macaranga,wfo-4000022602,wfo-4000022602,Euphorbiaceae,Macaranga,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1678
Schoenus nigricans,schoenus nigricans,schoenus nigricans,Schoenus nigricans,wfo-0000531591,wfo-0000531591,Cyperaceae,Schoenus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1679
Lotus creticus,lotus creticus,lotus creticus,Lotus creticus,wfo-0000212182,wfo-0000212182,Fabaceae,Lotus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1680
Krameria grayi,krameria grayi,krameria grayi,Krameria bicolor,wfo-0001069509,wfo-0001069509,Krameriaceae,Krameria,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1681
Krameria bicolor,krameria bicolor,krameria bicolor,Krameria bicolor,wfo-0001069509,wfo-0001069509,Krameriaceae,Krameria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1682
Azadirachta indica,azadirachta indica,azadirachta indica,Azadirachta indica,wfo-0000557668,wfo-0000557668,Meliaceae,Azadirachta,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1683
Ochna obtusata,ochna obtusata,ochna obtusata,Ochna obtusata,wfo-0000389154,wfo-0000389154,Ochnaceae,Ochna,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1684
Ochna gamblei,ochna gamblei,ochna gamblei,Ochna gamblei,wfo-0000389999,wfo-0000389999,Ochnaceae,Ochna,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1685
Justicia adhatoda,justicia adhatoda,justicia adhatoda,Justicia adhatoda,wfo-0000354128,wfo-0000354128,Acanthaceae,Justicia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1686
Scalesia,scalesia,scalesia,Scalesia,wfo-4000034225,wfo-4000034225,Asteraceae,Scalesia,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1687
Campylospermum flavum,campylospermum flavum,campylospermum flavum,Campylospermum flavum,wfo-0000583248,wfo-0000583248,Ochnaceae,Campylospermum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1688
Helichrysum kraussii,helichrysum kraussii,helichrysum kraussii,Helichrysum kraussii,wfo-0000129831,wfo-0000129831,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1689
Piper sarmentosum,piper sarmentosum,piper sarmentosum,Piper sarmentosum,wfo-0001094336,wfo-0001094336,Piperaceae,Piper,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1690
Piper dilatatum,piper dilatatum,piper dilatatum,Piper dilatatum,wfo-0000478691,wfo-0000478691,Piperaceae,Piper,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1691
Yucca schidigera,yucca schidigera,yucca schidigera,Yucca schidigera,wfo-0000771250,wfo-0000771250,Asparagaceae,Yucca,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1692
Alpinia nutans,alpinia nutans,alpinia nutans,Alpinia nutans,wfo-0000338646,wfo-0000338646,Zingiberaceae,Alpinia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1693
Lathyrus nissolia,lathyrus nissolia,lathyrus nissolia,Lathyrus nissolia,wfo-0000212696,wfo-0000212696,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1694
Flourensia fiebrigii,flourensia fiebrigii,flourensia fiebrigii,Flourensia fiebrigii,wfo-0000002132,wfo-0000002132,Asteraceae,Flourensia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1695
Vaccinium padifolium,vaccinium padifolium,vaccinium padifolium,Vaccinium padifolium,wfo-0000421931,wfo-0000421931,Ericaceae,Vaccinium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1696
